CED_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
CED509,981,1320,2301,9749,11329,21075,0,0,0,1372,1492,2868,167,147,307,14414,15195,29606,267,329,604,357,366,723,380,435,813,191,250,446,212,228,442,94,84,182,415,480,891,669,801,1469,1124,1292,2418,127,151,277,375,455,827,1287,1731,3016,2579,2836,5418,170,175,350,33943,37786,71733,1278,1081,2355,1976,1553,3531,48,58,107,18,12,30,424,367,789,226,334,562,664,722,1385,24946,21620,46570,266,213,482,94,156,252,25310,21990,47304,8675,6233,14910,72879,70743,143626
CED510,610,963,1573,12090,13926,26017,0,0,0,1229,1426,2656,3,3,3,15457,16970,32425,237,279,515,649,694,1341,145,206,355,166,196,359,229,228,455,145,125,272,416,449,862,761,935,1697,1505,1611,3119,77,89,164,60,91,152,1624,2162,3784,1945,2280,4219,68,77,140,36801,41743,78540,552,502,1058,639,567,1204,72,78,151,0,0,0,93,108,200,227,306,538,318,419,740,24801,21312,46111,230,174,402,85,155,246,25116,21641,46759,5424,4808,10229,69543,70718,140258
CED511,494,731,1225,12243,13075,25313,0,0,3,2005,2086,4091,105,109,215,12371,12978,25349,522,632,1157,174,159,327,412,612,1017,226,258,484,384,477,862,21,15,35,415,439,857,603,674,1275,1592,1619,3210,171,241,411,315,357,672,2722,3331,6052,2953,3236,6194,88,109,203,37332,40395,77727,320,252,566,528,386,916,20,18,46,100,87,187,70,59,131,225,403,628,395,550,951,29218,24599,53817,278,198,482,125,190,317,29622,24990,54614,11048,9222,20273,79764,76555,156323
CED512,927,1271,2200,14248,16410,30655,8,4,8,1614,1686,3305,84,86,170,16901,18216,35114,190,220,411,525,505,1028,414,537,949,475,512,990,248,260,507,100,108,205,535,653,1189,1267,1426,2690,1491,1619,3109,179,247,426,177,227,405,1442,1762,3200,3119,3677,6792,131,131,260,43141,48277,91417,1309,1226,2541,1070,1046,2110,61,71,131,12,20,35,710,647,1354,249,368,615,970,1030,1995,32217,29196,61410,303,240,540,113,168,285,32641,29601,62242,9855,9271,19129,89974,91795,181763
CED513,2082,2807,4890,6464,7649,14115,0,0,0,649,777,1427,4,5,10,17976,19634,37616,123,196,316,1605,1722,3328,194,230,422,89,109,197,194,235,430,74,76,151,349,376,730,353,454,809,812,876,1684,101,154,257,79,120,195,955,1288,2242,1809,2261,4068,69,88,155,31903,36249,68154,1693,1411,3105,1786,1455,3243,621,652,1270,8,7,18,341,259,601,308,345,657,661,608,1269,27348,23748,51095,344,256,594,133,156,287,27820,24154,51979,8893,8289,17185,75460,75634,151089
CED514,2182,2734,4919,6325,7835,14159,4,3,6,1079,1197,2273,9,13,14,18480,20801,39281,157,240,398,2682,2789,5474,268,386,660,126,138,264,138,208,345,195,198,392,421,485,904,626,756,1379,843,966,1813,78,106,186,101,133,233,1020,1530,2550,2057,2435,4495,40,70,102,34651,40284,74937,2140,1772,3910,3561,3036,6599,1039,1128,2168,6,4,16,778,580,1359,362,410,777,1145,994,2143,20595,18329,38924,255,168,419,100,135,236,20947,18634,39579,6930,6806,13739,72601,75389,147992
CED515,2670,3141,5808,7301,9142,16446,0,0,0,926,1138,2066,58,71,126,17079,18484,35561,171,243,405,547,596,1144,249,320,567,171,180,350,179,241,424,98,102,200,503,579,1077,605,685,1282,1273,1379,2652,89,127,218,203,241,441,1427,1895,3318,2424,2930,5349,126,135,262,33417,38480,71897,2556,1989,4542,4849,3989,8832,81,70,146,7,9,19,1069,773,1841,300,376,680,1381,1161,2540,27062,22927,49994,322,209,534,112,126,240,27495,23263,50762,9706,8952,18659,82159,81047,163202
CED516,2424,3029,5448,8213,10060,18270,0,0,0,1358,1575,2937,140,152,292,14720,16829,31551,129,164,293,437,520,957,131,177,304,61,83,141,228,245,478,72,74,147,453,510,970,664,796,1462,1767,1977,3747,47,72,115,95,135,227,1717,2269,3984,2113,2577,4683,55,84,142,32402,38294,70695,1782,1705,3490,1247,1245,2489,65,55,123,3,0,3,369,298,666,285,343,628,657,638,1300,21991,19341,41334,201,177,379,81,114,195,22269,19639,41910,5279,5307,10584,66123,69914,136038
CED594,58,33,88,342,268,611,0,0,0,42,27,62,0,0,0,457,294,747,11,3,18,5,0,8,17,16,31,16,8,26,8,11,21,5,0,5,11,16,34,21,26,42,56,46,106,3,4,9,4,5,7,74,71,145,78,66,144,4,0,4,1155,870,2027,16,18,32,30,16,47,13,9,19,3,0,3,0,0,3,13,12,27,14,14,31,1142,754,1898,20,14,31,7,8,17,1169,784,1949,1087,678,1761,3532,2415,5950
CED597,12,0,17,40,3,42,0,0,0,6,0,6,0,0,0,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,10,0,8,9,3,11,0,0,0,159,6,172,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,7,141,4,0,4,0,0,0,130,7,146,85,7,92,408,26,434
CED601,412,473,885,9428,11361,20785,0,0,0,738,896,1634,130,145,272,6777,7824,14595,119,146,269,120,113,225,199,278,476,111,153,266,111,122,233,34,24,58,264,308,571,565,660,1224,1458,1674,3131,161,258,416,76,82,159,1648,2368,4016,1393,1573,2965,69,92,162,23404,28067,51469,355,305,657,405,318,722,21,36,53,13,8,20,46,38,79,197,232,427,251,268,523,19180,17456,36638,170,145,317,66,79,147,19421,17678,37103,5017,4956,9973,49289,52099,101390
CED602,223,363,583,8235,9883,18124,0,0,0,1281,1434,2714,306,335,637,6888,7924,14811,97,110,205,69,60,126,151,210,362,98,126,221,128,132,258,4,3,10,198,242,439,642,776,1418,841,949,1788,134,240,370,121,140,262,2553,3218,5766,1657,1841,3496,23,37,58,23419,27654,51070,81,99,187,69,56,132,6,16,26,10,13,18,10,9,18,113,175,291,134,195,333,18372,16669,35042,160,137,298,65,95,161,18593,16901,35493,4717,4523,9239,47253,49808,97058
CED603,578,761,1336,7731,9627,17356,0,0,0,355,446,804,102,102,205,7686,9353,17037,29,46,75,564,554,1122,110,117,225,133,123,253,115,156,273,51,54,110,157,185,344,317,372,693,589,758,1344,91,111,203,71,97,175,942,1405,2351,721,905,1628,77,128,207,19855,24549,44408,715,663,1372,671,621,1291,47,37,82,6,10,19,147,151,297,187,235,425,348,393,744,22116,20419,42534,284,222,506,73,112,194,22474,20757,43231,5135,4971,10101,49817,52758,102573
CED604,288,428,718,9588,11661,21247,0,0,0,361,430,795,26,28,56,8211,9514,17729,83,110,190,274,278,555,131,215,346,250,255,505,129,194,320,11,11,27,205,256,466,569,672,1242,949,1061,2004,102,113,218,93,120,215,1220,1794,3009,1252,1437,2684,51,67,124,23521,28215,51732,129,127,256,135,125,256,25,28,50,3,6,4,40,39,77,121,201,320,159,246,406,21384,19749,41131,166,127,291,74,142,219,21621,20016,41645,4945,4442,9385,50828,53619,104446
CED605,197,308,504,12546,13645,26192,0,0,0,760,856,1619,83,91,171,7359,7819,15178,74,106,172,82,80,163,281,355,639,146,166,312,121,121,246,0,0,0,194,183,375,343,404,746,898,980,1875,127,182,311,82,109,191,1899,2283,4179,948,1050,1995,69,62,127,26012,28472,54482,40,42,82,45,43,92,17,13,36,9,3,10,4,6,11,133,215,351,150,228,378,19501,17269,36774,143,96,234,67,85,150,19710,17449,37160,5556,5225,10781,51723,51790,103510
CED694,10,9,14,63,60,119,0,0,0,3,8,10,0,0,0,45,43,89,0,0,0,0,3,3,0,0,0,0,0,4,0,0,3,0,0,0,3,4,4,3,7,5,5,5,13,0,0,4,0,0,0,13,9,21,11,15,28,0,0,0,155,149,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,204,157,363,4,3,9,7,0,3,211,160,372,137,71,209,524,393,912
CED697,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,35,0,0,0,0,0,0,22,17,37,4,0,4,49,21,68
CED701,670,829,1492,4881,4880,9764,0,0,0,1661,1850,3512,4,4,12,10051,10024,20072,25,30,54,181,123,300,88,94,183,167,168,330,2425,2755,5180,29,27,53,932,988,1919,635,749,1387,609,545,1155,79,82,154,113,161,275,4670,4747,9413,1269,1328,2599,35,46,82,27843,28596,56445,327,262,588,581,524,1104,22,27,45,1549,1480,3026,101,91,188,130,161,294,1773,1734,3510,16108,13541,29644,126,82,205,73,64,133,16306,13682,29990,12527,8840,21373,60055,54495,114545
CED702,1462,1901,3363,4597,4714,9308,0,0,0,750,807,1559,3,3,6,12497,13037,25532,68,66,134,2054,1853,3905,155,202,359,136,143,282,368,439,804,52,53,107,285,355,637,639,756,1396,688,677,1365,76,102,175,164,188,351,1639,1826,3462,1281,1343,2616,31,33,61,25466,26598,52067,1600,1370,2968,1099,862,1956,45,34,79,40,44,81,257,188,440,184,227,409,475,457,934,20103,17059,37158,194,153,346,77,104,181,20381,17306,37687,7994,7067,15063,58527,55594,114120
CED794,10,8,18,133,117,243,0,0,0,20,19,37,0,0,0,215,192,402,0,4,6,3,0,3,0,0,0,3,3,5,6,10,19,0,0,0,10,6,16,10,13,19,18,23,47,3,3,9,3,0,3,53,69,120,21,15,34,0,0,5,501,471,968,5,6,9,8,3,8,0,0,0,0,0,0,0,0,0,4,4,13,4,4,13,383,323,706,7,7,13,4,0,3,390,331,724,411,336,749,1332,1157,2489
CED797,3,0,3,4,0,3,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,19,7,24,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,11,0,0,0,0,0,0,11,4,11,8,3,10,61,14,70
CED801,1681,2166,3852,10575,12815,23398,9,5,16,910,1043,1949,20,29,47,21977,24787,46762,71,54,125,1417,1505,2925,124,178,306,156,163,320,504,685,1189,138,140,279,586,620,1204,844,934,1779,1736,2162,3902,167,201,372,175,193,373,2181,2786,4966,1853,2145,3998,94,94,182,43534,50545,94080,1806,1808,3620,1928,1786,3711,178,166,346,5,9,19,414,366,775,324,404,720,742,775,1515,36091,32683,68775,504,384,896,154,226,376,36750,33300,70053,9806,9066,18875,96420,99615,196037
CED802,2739,3329,6069,8906,10991,19897,5,3,8,1015,1145,2162,0,8,7,19750,22279,42028,62,96,160,1540,1662,3204,160,220,378,231,220,448,456,609,1068,174,176,355,546,575,1123,1031,1222,2256,1664,1845,3506,144,155,294,174,194,364,2040,2767,4807,2298,2664,4965,106,130,240,40308,46957,87264,3371,3220,6593,3272,2890,6159,128,167,300,30,51,75,696,672,1362,350,431,782,1072,1150,2215,39462,35905,75366,516,419,934,153,213,367,40137,36541,76674,9014,8660,17675,100046,102909,202955
CED894,4,4,13,30,19,48,0,0,0,3,0,3,0,0,0,45,33,73,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,0,0,0,0,0,0,3,7,9,7,4,12,0,0,0,93,82,177,0,3,5,9,11,21,0,0,0,0,0,3,0,0,0,0,3,3,3,5,10,102,93,191,3,0,3,0,0,0,105,94,194,92,35,126,312,228,538
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,21,0,0,0,0,0,0,6,13,21,4,3,7,21,28,55
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,6
