CED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
CED397,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,6,13,11,0,3,12,9,310,15,533,1070,349,44,22,31,23,15,28,20,20,20,18,93,2297,0,6,4,7,10,35,88,63,16,19,17,28,33,18,34,374,0,0,0,0,15,45,136,301,55,46,53,55,53,51,42,856,0,4,8,36,19,25,30,0,5,5,0,7,3,3,8,153,3,0,20,84,151,191,252,340,78,111,127,195,260,255,57,2120,0,51,51,21,15,3,7,0,0,0,0,0,0,0,11,153,0,92,134,38,25,5,27,19,11,6,5,3,3,4,15,382,9,16,53,162,250,206,224,131,43,70,33,33,31,34,47,1331,0,0,3,6,3,7,32,118,43,117,123,101,141,61,30,774,0,0,4,9,110,193,157,258,66,64,93,73,93,51,26,1198,4,77,54,47,149,114,41,27,0,3,6,12,4,3,19,542,0,0,11,34,48,50,109,110,27,39,55,47,66,56,17,666
CED402,4,3,7,3,0,4,10,109,9,107,321,70,7,3,0,4,0,0,6,15,9,11,47,608,0,3,0,0,0,4,6,8,5,3,0,0,11,0,6,43,0,0,0,0,0,3,6,17,0,0,12,7,17,17,4,88,4,0,0,7,8,3,0,3,3,0,0,0,0,0,0,37,0,0,7,10,11,3,17,27,3,3,0,4,17,4,6,113,0,3,11,7,0,0,0,0,0,0,0,0,0,0,0,26,3,276,222,60,29,8,32,16,3,0,0,0,0,0,24,672,3,14,34,104,207,209,307,184,55,31,52,25,46,7,69,1338,0,0,0,0,0,0,0,5,3,24,23,12,18,0,5,101,0,0,0,5,49,89,108,312,68,98,102,117,47,36,55,1093,0,20,10,10,13,11,5,0,0,0,0,0,0,0,6,83,0,0,0,7,5,3,8,3,0,0,0,0,0,0,3,25
CED403,26,28,8,15,3,0,11,431,18,219,314,102,16,11,14,21,0,3,4,9,6,3,28,772,0,0,3,8,3,31,50,50,12,7,5,9,8,23,9,219,0,0,4,3,12,27,87,132,33,46,23,11,30,17,9,428,3,10,7,68,43,17,24,14,0,8,7,0,0,3,3,217,0,3,22,69,98,128,105,98,47,38,32,26,49,28,21,758,0,38,26,10,6,0,0,0,0,0,0,0,0,0,7,91,3,191,265,84,49,13,34,41,6,4,0,3,4,6,28,734,7,18,42,149,267,256,211,115,20,22,27,9,23,7,29,1201,0,0,4,4,0,5,56,60,16,10,33,30,51,13,3,300,0,0,0,16,75,155,141,161,45,44,45,40,40,13,20,805,0,60,28,24,157,184,45,15,3,4,4,3,3,0,5,530,3,0,12,27,37,39,56,37,16,3,13,32,33,40,14,361
CED404,4,4,3,3,3,0,6,130,8,94,140,61,4,3,3,4,0,0,0,4,3,3,14,338,0,4,0,3,0,3,12,3,0,3,5,0,0,0,0,26,0,0,0,0,8,4,9,11,3,3,3,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,15,8,7,17,17,10,3,0,3,0,0,0,82,0,29,12,15,0,0,0,0,0,0,0,0,0,0,5,57,0,189,215,53,26,3,8,12,0,0,3,3,0,0,16,529,4,6,30,116,238,142,150,109,39,25,21,14,18,10,55,977,0,0,0,0,0,0,7,17,3,0,5,12,4,3,11,71,0,0,0,0,89,83,93,189,46,60,65,56,54,26,40,804,0,14,20,5,16,13,4,3,0,0,0,3,0,0,6,76,0,0,5,3,4,3,7,0,0,0,0,0,0,0,0,22
CED405,58,31,25,8,3,5,8,451,36,783,1309,476,44,26,31,29,6,11,26,20,17,19,115,2941,0,3,0,3,3,19,48,39,5,8,6,4,16,20,15,195,0,0,0,0,16,22,56,112,8,17,15,18,17,14,10,304,0,4,16,27,28,20,26,17,3,0,0,12,0,0,6,155,0,0,5,53,80,98,140,168,28,29,24,48,65,42,17,799,3,87,90,21,14,0,0,0,0,0,0,0,0,0,3,218,0,102,137,45,19,8,20,12,9,3,0,8,5,8,17,400,0,6,28,107,219,210,159,134,36,48,23,26,17,11,52,1090,0,0,0,4,3,3,44,89,34,40,57,69,74,40,5,463,0,4,4,7,89,245,152,298,63,89,77,74,100,40,32,1278,0,70,55,31,140,115,42,22,5,8,10,15,5,0,22,533,0,0,6,21,23,30,46,41,6,3,9,9,12,4,6,230
CED406,25,14,10,0,0,0,8,371,0,80,117,86,9,21,15,7,0,3,0,4,3,4,15,361,0,0,0,0,6,4,27,18,7,0,0,4,0,5,8,83,0,0,0,0,12,6,22,23,0,7,5,0,0,6,0,85,0,3,12,30,34,25,31,5,0,0,0,0,0,0,7,152,0,0,10,30,30,37,35,32,7,9,4,3,0,0,3,209,0,35,35,19,3,3,0,3,0,0,0,0,0,0,0,95,0,204,372,102,45,16,23,12,3,5,16,0,0,6,24,830,3,13,28,128,346,354,271,130,31,33,14,13,14,12,55,1442,0,0,0,0,0,0,96,66,16,15,10,16,0,0,0,229,0,0,0,5,105,231,161,251,30,24,37,26,32,7,23,942,0,22,17,20,210,230,67,22,3,3,4,6,9,0,7,619,0,0,3,15,18,6,36,32,4,0,4,4,0,3,0,135
CED407,9,5,10,0,3,0,8,315,7,281,581,255,38,27,15,17,0,7,6,5,0,3,72,1311,0,3,0,0,3,14,25,22,3,3,3,0,0,12,3,98,0,0,0,5,20,21,83,138,22,11,16,3,30,12,5,363,0,5,12,55,45,40,41,25,12,0,3,3,0,3,4,248,0,0,12,45,44,70,106,124,16,35,31,25,41,18,18,585,0,80,86,43,11,10,0,0,0,0,0,0,0,0,7,230,0,174,300,62,25,12,16,19,0,0,0,0,0,0,12,625,0,4,22,95,204,201,176,86,31,31,20,18,18,9,45,956,0,0,0,3,3,8,32,87,36,41,69,72,32,24,13,412,0,0,7,3,122,273,195,399,61,57,66,66,71,27,42,1387,0,34,66,34,217,221,43,23,0,0,0,3,0,0,18,667,0,3,0,23,27,16,33,32,3,7,7,7,4,3,0,159
CED408,16,14,0,0,0,0,18,282,5,138,190,66,13,10,13,8,0,3,0,0,3,4,29,473,0,0,0,5,7,13,30,23,5,5,0,3,0,0,3,104,0,0,0,0,7,7,13,16,0,4,0,0,0,0,10,60,0,0,0,5,7,0,0,3,0,0,0,0,0,0,0,23,3,0,14,38,40,26,19,23,3,5,3,11,3,8,12,204,0,25,25,8,3,0,4,0,0,0,0,0,0,0,0,70,3,220,390,95,73,22,39,31,0,3,0,0,3,0,19,886,7,16,51,187,282,254,226,91,26,28,10,9,4,11,54,1249,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,8,0,0,3,0,29,51,47,94,15,23,38,35,27,6,24,399,0,17,18,12,46,41,14,3,0,0,0,0,4,0,3,156,0,3,7,20,11,7,18,12,3,3,3,6,0,3,6,95
CED409,14,17,9,6,0,4,10,282,25,636,1101,530,71,37,39,38,5,7,7,9,11,0,135,2654,0,3,0,0,3,8,32,20,0,0,3,8,3,0,7,85,0,0,0,0,12,14,22,27,4,6,9,7,7,3,6,115,0,0,6,33,33,21,31,25,5,0,0,0,3,4,3,166,0,0,11,27,43,55,70,99,23,22,33,22,29,12,18,460,0,76,66,38,12,3,3,3,0,3,0,0,0,0,16,214,0,97,191,49,17,4,18,18,3,0,0,0,0,5,5,411,8,0,24,104,250,230,263,164,32,32,23,23,17,5,35,1215,0,0,0,0,0,8,25,112,37,54,105,62,82,26,9,514,0,0,0,14,167,409,367,737,138,161,124,138,143,74,63,2534,4,114,105,67,266,216,45,41,4,0,15,3,0,3,42,921,0,0,8,10,12,12,22,35,3,10,4,0,0,6,3,121
CED410,17,14,9,11,0,0,4,296,46,1344,2967,879,144,62,58,29,9,29,20,22,26,9,250,5893,0,3,3,8,7,39,79,48,13,11,3,10,10,12,12,262,0,0,0,3,16,54,256,521,122,107,52,50,56,32,27,1294,3,26,22,59,54,65,39,12,0,8,6,3,3,3,9,330,3,3,34,133,252,401,348,386,91,98,104,115,96,86,34,2188,0,46,46,14,10,6,0,0,0,0,0,0,0,0,4,132,3,139,185,50,23,4,24,10,3,3,9,0,5,0,9,470,4,15,60,108,196,157,195,110,40,29,18,22,24,9,19,991,0,0,0,0,3,11,31,75,35,39,49,30,58,13,6,359,0,0,0,21,80,160,128,258,49,64,66,60,66,27,17,987,3,102,77,25,140,168,50,31,0,0,0,0,3,0,17,616,0,3,17,41,63,83,113,94,16,15,27,47,39,27,13,589
CED411,7,11,0,0,3,3,19,310,4,224,359,167,25,4,11,3,3,4,0,0,7,0,57,868,0,3,0,0,0,0,8,8,0,0,3,3,4,0,9,48,0,0,0,0,4,11,14,6,0,0,0,0,0,0,8,43,0,0,3,14,13,5,8,11,0,0,3,4,3,4,0,63,0,0,6,32,21,18,20,33,10,13,16,3,10,14,9,213,0,30,47,33,5,7,0,0,0,0,0,0,0,0,0,128,0,152,314,68,44,6,22,18,4,0,0,0,0,0,13,650,3,8,17,99,236,212,244,131,20,12,28,18,12,7,44,1084,0,0,0,0,0,3,6,40,24,15,51,28,22,8,8,203,0,0,3,10,83,162,143,281,44,54,42,75,67,24,41,1011,0,25,17,11,53,62,18,7,0,7,0,0,3,0,8,214,0,0,4,12,10,4,14,6,0,0,0,3,6,0,3,80
CED494,4,0,0,0,5,3,0,15,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,4,11,13,5,7,0,4,0,0,0,0,16,59,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,12,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,74,104,18,19,13,0,30,797,3,74,91,97,11,7,22,9,5,13,9,6,0,0,23,367,0,0,0,0,0,9,51,46,4,3,4,4,5,0,4,138,0,0,0,0,9,10,37,72,13,19,5,8,3,0,8,183,0,0,0,0,7,3,4,3,5,0,3,0,0,0,0,35,4,3,7,57,67,71,87,110,37,25,35,17,12,13,23,560,0,20,8,6,9,3,0,3,0,0,0,0,0,0,0,50,0,227,85,69,50,20,41,42,7,3,3,4,4,0,17,591,4,11,34,249,620,1057,1463,2259,812,869,505,306,199,99,315,8785,0,0,0,6,0,6,20,66,8,13,17,16,3,8,0,163,0,0,0,4,84,174,165,1054,364,308,234,173,168,109,61,2890,0,17,3,0,47,35,19,31,3,7,5,6,3,0,3,188,0,4,10,43,45,24,89,115,9,24,13,20,17,4,16,432
CED502,30,39,31,14,7,0,20,667,0,143,192,125,24,4,9,16,6,9,14,5,3,4,28,598,0,0,0,3,4,29,65,39,12,9,7,0,3,4,7,182,0,0,0,0,18,27,97,229,35,43,35,29,32,20,29,597,0,0,3,22,32,57,11,7,6,7,3,3,0,0,5,153,0,4,27,148,453,1051,919,1135,236,230,194,177,130,92,132,4917,0,12,15,28,10,0,0,8,0,0,0,0,0,0,0,70,0,328,126,85,97,43,38,18,6,11,4,3,3,3,18,779,0,8,37,183,580,889,1130,1246,439,457,298,220,129,54,227,5906,0,0,0,4,19,36,122,226,101,94,83,103,62,57,14,930,0,0,0,12,89,242,252,1208,266,280,252,188,164,107,74,3133,0,15,6,9,57,54,8,36,10,12,5,10,0,0,0,227,0,3,17,105,196,339,744,638,102,77,90,59,83,29,49,2532
CED503,43,56,56,11,7,8,20,694,7,194,147,83,17,9,13,20,4,4,11,3,0,4,27,534,0,0,4,0,3,4,24,21,0,4,0,0,3,0,8,74,0,0,0,0,7,5,23,32,16,7,11,4,3,0,12,116,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,10,3,0,16,54,47,55,57,64,7,8,22,17,3,3,17,374,0,17,16,9,3,3,0,0,0,0,0,0,0,0,0,46,0,384,136,75,98,31,54,38,8,9,11,5,5,0,34,898,7,5,56,337,683,831,912,1004,376,341,187,110,101,48,170,5160,0,0,3,3,3,0,7,26,12,13,16,15,6,6,0,120,0,0,0,6,47,89,102,398,118,109,87,87,54,57,39,1199,0,23,10,3,38,31,8,10,4,3,3,3,5,0,8,153,0,10,17,34,29,34,56,46,12,9,12,5,4,3,14,303
CED504,116,94,41,11,11,3,19,1027,5,222,300,263,49,25,26,30,17,8,12,20,4,3,85,1071,0,6,0,0,6,22,43,28,4,0,0,0,0,0,7,129,0,0,0,0,17,4,46,62,10,6,0,3,0,3,6,150,0,0,0,20,11,26,19,19,3,0,0,3,0,3,5,116,3,4,33,106,219,426,195,215,37,38,46,49,38,33,68,1500,0,14,29,24,3,6,3,0,4,0,0,0,0,0,0,85,0,186,56,46,43,3,25,36,6,5,0,5,5,0,9,422,3,4,22,173,582,809,847,769,272,280,187,107,78,50,142,4322,0,0,0,13,8,38,50,89,19,26,20,17,9,9,13,316,0,0,0,8,124,296,229,605,133,150,95,117,94,61,43,1958,0,23,13,18,178,140,50,20,4,4,5,3,14,8,6,470,0,3,17,66,101,148,175,116,15,19,13,8,16,4,10,712
CED505,191,193,103,57,84,25,24,1630,18,249,161,81,44,24,43,77,26,52,63,69,60,8,54,1014,0,3,3,6,20,83,156,111,27,27,41,84,47,33,32,669,0,0,0,4,21,28,40,70,19,14,27,20,37,11,22,314,0,0,3,9,6,3,3,0,0,0,0,3,0,0,0,34,24,10,67,268,413,392,293,228,70,66,94,87,94,59,40,2191,0,8,6,4,9,4,0,0,0,0,0,0,0,0,6,35,0,126,35,32,47,32,82,76,19,14,23,27,24,13,14,579,9,16,96,261,481,478,408,436,138,193,105,83,71,37,63,2866,0,0,0,4,6,15,31,29,9,21,12,31,18,13,0,196,0,0,3,10,41,82,70,86,24,41,52,53,43,16,12,532,0,30,8,6,133,79,32,24,11,11,20,6,16,6,10,410,19,14,27,113,179,217,329,169,49,42,54,92,110,101,43,1551
CED506,93,129,36,32,15,8,29,752,4,95,71,62,9,6,7,17,7,14,14,22,18,12,25,376,0,3,0,0,3,0,33,21,6,0,0,6,17,7,22,124,0,0,0,0,8,11,28,41,3,3,11,7,27,13,18,168,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,21,0,0,18,25,55,47,50,70,6,14,9,13,10,11,19,348,0,8,10,11,0,0,0,6,0,0,0,0,0,0,0,36,0,128,61,45,26,18,21,38,9,13,5,3,19,0,18,401,3,7,43,337,839,943,1147,1347,388,471,286,188,130,61,288,6477,0,0,0,5,0,3,15,38,6,16,19,5,5,11,0,123,0,0,0,5,103,138,160,715,235,311,310,243,254,130,94,2695,0,13,0,6,25,15,9,10,0,3,0,5,0,0,0,94,0,3,6,19,30,31,30,26,0,3,0,3,0,0,9,160
CED507,27,57,57,11,10,6,12,595,23,257,207,54,10,5,27,25,9,9,13,15,8,8,46,710,0,0,0,0,0,6,30,22,5,6,14,4,10,3,17,125,0,0,0,0,10,4,23,52,9,19,13,12,50,43,62,290,0,0,0,8,5,12,10,3,0,0,0,0,0,0,3,32,0,7,18,35,30,31,30,22,3,10,8,13,8,4,10,231,0,3,10,5,0,0,0,0,0,0,0,0,0,0,0,29,0,224,83,53,60,36,45,40,5,0,13,6,7,0,19,600,3,16,44,274,688,780,788,803,206,223,131,114,95,20,186,4353,0,3,0,3,3,0,5,30,7,3,16,11,5,0,0,97,0,0,0,3,46,66,64,495,80,121,148,122,138,63,48,1402,0,28,17,5,49,11,13,8,4,7,0,0,3,0,12,158,3,3,13,21,23,14,45,15,0,7,3,13,0,0,4,170
CED508,95,125,57,22,23,8,15,1023,26,615,902,501,104,51,55,97,30,44,74,35,50,25,121,2741,0,3,3,5,11,46,95,57,8,8,3,7,12,6,5,275,0,0,0,0,16,20,94,130,30,36,30,33,21,6,17,434,0,0,3,17,20,7,5,14,0,3,3,3,4,0,0,77,0,4,26,92,126,296,260,271,42,66,41,47,37,25,41,1372,0,14,5,9,3,0,4,0,0,0,0,0,0,0,0,49,0,156,51,48,49,52,38,46,6,15,7,12,6,7,6,501,0,8,32,214,526,736,710,770,285,295,198,146,116,46,119,4200,0,0,0,6,7,8,21,33,17,16,12,13,15,17,0,154,0,0,3,12,62,137,137,804,271,326,276,185,260,110,61,2635,0,7,10,3,148,119,29,32,3,4,10,9,9,3,13,404,0,10,20,52,68,134,303,166,29,41,41,40,26,12,30,974
CED509,29,56,17,8,9,12,26,715,12,309,444,207,23,17,10,10,0,0,10,14,10,0,64,1135,0,3,3,3,3,21,57,35,0,3,0,0,10,0,3,145,0,0,0,0,13,13,27,47,10,7,7,3,8,3,13,155,0,0,0,15,10,25,15,6,0,3,3,0,3,0,7,87,3,10,34,85,101,154,168,195,34,44,19,57,23,15,34,977,0,18,7,14,6,3,0,3,0,0,0,0,0,0,5,53,3,239,99,78,76,36,56,33,3,13,8,6,0,0,22,671,3,4,58,277,691,864,834,920,255,324,200,135,114,62,234,4985,0,4,3,5,4,21,30,70,27,26,40,31,20,15,12,301,0,0,0,16,81,187,197,1028,249,278,175,178,195,107,55,2749,0,32,15,20,85,75,20,17,5,6,0,0,3,0,7,291,6,5,18,71,59,63,125,75,11,25,9,17,7,3,8,508
CED510,179,244,115,34,40,8,30,2124,5,154,184,113,56,16,29,32,4,23,8,4,5,5,21,662,0,0,3,6,8,41,66,33,11,12,6,6,6,0,12,212,0,0,0,0,7,11,24,40,11,4,3,20,3,3,6,131,0,0,0,15,13,8,3,0,0,0,0,0,0,0,0,41,0,3,31,109,158,212,111,92,13,21,19,19,14,16,11,843,0,3,14,8,3,4,9,3,0,0,0,0,0,0,0,48,0,179,76,55,82,34,47,40,7,7,8,5,3,0,9,558,0,7,30,216,654,873,744,559,229,211,136,69,57,34,91,3914,0,3,0,4,3,7,12,11,0,9,11,3,6,7,0,84,0,0,0,15,105,127,83,76,31,40,31,31,30,18,13,595,0,15,12,12,236,151,40,31,8,10,16,13,3,3,10,568,0,4,17,73,108,137,155,93,14,11,12,18,25,12,13,679
CED511,40,50,17,8,10,6,15,405,8,154,151,55,8,4,10,8,4,3,13,7,8,3,27,470,0,4,0,3,0,6,12,14,0,0,5,5,3,0,3,57,0,0,0,0,12,3,12,18,0,3,3,4,10,3,8,64,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,14,3,3,14,31,25,45,33,25,10,4,6,0,4,3,8,214,0,12,4,10,0,0,0,0,0,0,0,0,0,0,0,26,0,243,105,58,75,28,39,24,0,0,0,3,0,0,21,601,4,11,50,304,750,968,971,1175,380,322,191,140,119,57,282,5717,0,0,4,0,0,0,6,11,0,17,12,9,0,3,0,71,0,3,0,3,77,143,139,610,108,162,141,97,123,56,55,1722,0,51,10,12,30,14,8,10,3,0,0,0,0,0,3,143,5,5,0,17,16,12,13,27,3,0,0,5,0,0,15,130
CED512,110,141,56,30,16,4,31,1255,3,131,135,97,21,7,24,38,7,22,16,4,13,4,32,568,0,0,0,0,3,19,51,45,13,13,4,0,3,4,7,161,0,0,0,0,6,11,33,45,7,9,6,4,11,6,15,161,0,0,3,9,3,9,10,3,0,0,0,0,0,0,3,35,0,0,17,67,67,135,120,168,23,43,35,19,21,18,49,782,0,24,29,13,4,9,12,4,0,0,3,0,0,0,8,107,0,191,82,57,59,29,62,37,0,9,0,3,0,0,19,549,0,6,31,253,771,1177,1465,1754,524,667,383,185,161,99,349,7822,0,0,0,7,3,29,38,39,11,12,4,4,9,3,19,178,0,0,0,4,72,151,203,920,209,213,136,108,91,74,58,2249,0,20,11,11,106,119,29,48,18,10,20,15,11,4,10,424,0,0,15,52,48,99,167,158,22,12,20,35,20,16,24,674
CED513,288,302,118,92,67,37,42,1936,18,720,927,469,103,45,54,72,37,68,104,118,87,52,160,3035,0,0,0,5,14,60,153,102,30,36,60,59,84,73,57,738,0,0,0,0,27,30,117,247,65,67,113,114,137,105,80,1107,0,0,0,15,14,15,10,12,0,0,0,3,0,3,7,81,0,6,38,188,331,491,278,324,55,88,93,90,95,73,67,2232,0,40,29,19,4,5,0,0,0,0,0,0,0,0,3,100,0,184,57,50,44,26,29,28,6,14,7,12,5,3,13,496,0,6,41,255,549,630,571,612,232,276,181,98,92,49,129,3735,0,3,7,14,16,8,26,95,43,38,67,87,70,30,27,528,0,0,0,9,85,166,125,311,130,176,129,122,145,70,41,1521,6,60,43,34,219,139,35,47,5,11,21,21,22,4,25,696,0,3,29,121,159,189,214,159,26,31,23,38,33,27,30,1087
CED514,321,283,202,94,70,29,44,1908,22,863,1147,595,121,82,88,64,24,69,70,90,50,20,131,3437,0,0,4,9,10,48,141,86,10,22,8,13,9,5,18,384,0,0,0,0,20,28,58,111,26,19,17,24,24,13,26,380,0,0,0,10,21,19,24,11,0,0,0,3,3,0,3,99,4,6,45,141,246,477,271,271,56,66,58,76,100,53,87,1938,0,25,17,12,7,3,0,0,0,0,0,0,0,0,0,62,5,177,70,41,26,20,23,21,6,11,10,3,11,4,5,429,7,5,26,227,426,600,544,590,262,283,180,130,93,33,117,3523,0,3,5,13,9,10,48,162,54,76,99,95,80,39,14,700,0,0,3,15,101,150,141,392,130,142,147,94,114,61,38,1537,0,58,28,27,191,135,43,38,15,6,17,12,8,0,9,597,0,7,22,56,107,142,181,84,8,21,8,14,12,5,20,691
CED515,242,282,122,81,54,28,50,1612,20,352,488,223,38,26,38,49,14,45,74,32,41,9,88,1537,0,4,0,12,11,62,147,78,13,22,29,30,39,18,29,485,0,0,0,3,59,71,193,412,114,124,149,128,132,75,73,1526,0,3,9,38,18,38,28,17,0,5,9,0,0,3,3,176,3,11,30,183,412,668,694,718,181,222,235,224,310,216,145,4251,0,7,13,10,8,4,0,0,0,0,0,0,0,0,0,56,0,232,58,38,30,20,37,21,9,6,8,3,4,0,27,492,7,11,31,211,604,733,706,811,327,350,270,143,151,51,151,4563,0,4,4,12,9,11,62,254,73,170,150,162,131,89,29,1169,0,0,0,14,100,207,183,849,260,430,306,228,255,152,89,3074,3,59,29,28,126,113,21,26,9,18,5,10,14,3,20,488,3,6,21,102,174,273,433,264,34,56,55,68,77,61,43,1676
