CED_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
CED227,..,382,81,459,6,468,..,67,0,67,0,67,..,104,7,112,0,109,..,373,63,436,10,445,..,100,4,105,0,110,..,28,3,28,0,29,..,115,4,114,0,114,..,780,81,864,13,877,..,1332,194,1522,32,1559,..,54,21,74,0,74,..,55,40,95,0,95,..,7,4,10,0,10,..,20,0,20,0,20,..,28,17,44,0,42,..,34,3,39,0,39,..,21,0,19,0,19,..,61,10,71,0,71,..,29,0,26,0,26,..,185,11,196,0,201,..,56,13,77,0,75,..,205,10,214,0,214,..,142,56,196,4,203,..,596,89,683,4,689,..,75,14,87,0,87,..,76,33,113,0,115,..,98,28,124,3,129,..,328,142,475,3,479,..,199,222,424,13,437,..,1888,676,2567,47,2605,..,7327,2054,9382,141,9528,..,378,46,426,10922,11342,117722,7708,2096,9805,11064,138592
CED228,..,3601,836,4436,51,4492,..,260,27,288,3,292,..,1582,72,1649,11,1659,..,2514,237,2752,29,2786,..,440,19,459,3,464,..,786,87,868,5,873,..,1087,83,1169,11,1179,..,6660,523,7186,62,7251,..,6898,1354,8254,126,8381,..,239,26,269,3,271,..,233,84,316,0,319,..,1112,294,1401,17,1426,..,2141,295,2433,47,2481,..,386,174,554,13,570,..,630,138,762,11,775,..,184,19,203,0,203,..,570,62,633,21,652,..,737,197,925,18,947,..,720,30,746,3,752,..,235,17,250,0,253,..,1053,47,1093,5,1102,..,152,20,171,0,171,..,2151,112,2264,13,2277,..,1686,328,2012,20,2036,..,553,150,705,4,708,..,290,72,360,10,371,..,714,129,838,3,842,..,13625,7299,20923,180,21106,..,6050,1910,7954,154,8108,..,58665,17189,75848,890,76738,..,436,129,566,9264,9831,79849,59100,17322,76421,10149,166417
CED229,..,1661,121,1783,11,1799,..,181,12,199,0,199,..,2189,120,2310,14,2328,..,3756,510,4263,47,4312,..,1899,145,2041,17,2054,..,880,112,992,9,998,..,819,91,914,4,923,..,9725,989,10720,93,10816,..,3482,244,3724,53,3779,..,135,19,155,0,155,..,115,34,153,0,153,..,1786,172,1960,25,1984,..,676,31,702,3,708,..,274,82,349,5,353,..,238,24,267,0,267,..,125,20,142,3,144,..,923,80,1002,11,1007,..,267,24,287,0,292,..,562,17,579,3,586,..,192,6,204,0,202,..,804,22,829,11,835,..,229,8,235,0,231,..,1779,55,1838,13,1856,..,690,67,753,11,766,..,680,49,727,7,729,..,250,60,305,0,308,..,1915,373,2279,30,2314,..,333,120,449,5,461,..,6011,1447,7464,140,7605,..,36446,4946,41390,478,41871,..,438,107,547,11295,11842,156822,36880,5060,41939,11773,210531
CED230,..,326,33,361,5,368,..,104,10,114,0,114,..,353,13,372,3,372,..,682,93,774,12,783,..,557,51,610,3,612,..,121,12,136,0,136,..,230,27,256,0,256,..,2054,210,2258,14,2274,..,870,116,981,21,1000,..,106,6,112,0,111,..,48,30,73,0,77,..,24,3,27,0,32,..,178,6,185,0,190,..,69,14,79,0,79,..,140,19,160,0,163,..,135,11,147,0,153,..,134,3,135,0,135,..,143,34,175,7,180,..,268,6,276,3,283,..,110,5,111,7,118,..,270,9,279,4,283,..,82,8,83,0,83,..,728,24,757,11,767,..,397,42,444,4,444,..,161,13,172,0,178,..,107,28,137,0,132,..,63,10,69,0,69,..,149,59,203,4,210,..,2406,450,2858,67,2927,..,10704,1511,12212,181,12395,..,389,44,431,10718,11147,143781,11090,1552,12647,10896,167328
CED231,..,2169,688,2858,13,2874,..,330,11,346,5,348,..,2048,67,2114,15,2127,..,213,7,222,0,222,..,424,10,439,3,442,..,331,10,342,0,342,..,805,29,828,7,838,..,4150,141,4287,26,4315,..,2817,460,3285,32,3312,..,857,247,1110,9,1119,..,1728,843,2567,23,2591,..,238,31,271,3,269,..,175,23,199,6,198,..,543,56,601,7,608,..,261,20,284,0,287,..,391,20,409,3,416,..,27,0,27,0,27,..,288,48,341,4,347,..,407,4,409,0,412,..,2520,93,2605,16,2628,..,423,7,432,3,435,..,718,27,741,9,754,..,4061,125,4187,33,4221,..,2503,254,2758,19,2782,..,851,29,883,9,894,..,1315,394,1709,13,1722,..,512,123,635,12,645,..,4028,1958,5982,51,6033,..,7718,1337,9059,203,9261,..,66258,13781,80038,725,80765,..,451,134,581,20402,20984,106840,66705,13914,80623,21129,208593
CED232,..,2833,638,3466,26,3489,..,196,9,201,0,201,..,1447,50,1497,7,1500,..,196,13,210,0,213,..,197,10,204,0,204,..,174,0,176,0,176,..,919,56,976,3,985,..,3130,141,3270,10,3276,..,1905,131,2041,25,2061,..,655,162,819,16,833,..,561,210,769,10,777,..,175,9,188,0,190,..,70,4,79,3,78,..,402,26,428,5,429,..,607,72,679,3,682,..,1716,657,2368,20,2387,..,35,0,35,0,35,..,302,20,323,3,323,..,271,0,273,0,273,..,998,40,1032,4,1036,..,304,4,303,3,307,..,204,5,205,0,205,..,1773,49,1817,7,1825,..,1908,126,2033,6,2043,..,379,14,396,3,398,..,401,59,462,0,466,..,260,50,305,3,311,..,634,82,719,3,719,..,5848,596,6448,118,6561,..,35059,4696,39753,359,40113,..,352,53,405,15047,15458,105131,35413,4747,40163,15406,160699
CED233,..,6102,1000,7097,68,7161,..,90,3,93,0,96,..,777,24,803,5,806,..,430,40,467,3,467,..,310,10,324,3,332,..,357,21,383,3,385,..,337,12,347,0,351,..,2308,113,2422,16,2438,..,4552,519,5072,60,5133,..,261,40,296,3,305,..,679,251,933,14,944,..,504,52,557,10,565,..,147,3,153,0,153,..,1885,324,2214,18,2228,..,205,17,220,3,222,..,158,11,174,0,174,..,8,0,11,0,11,..,167,19,184,3,189,..,127,0,127,0,126,..,407,35,436,0,440,..,162,0,166,0,163,..,155,10,166,0,166,..,851,43,895,3,897,..,423,39,460,3,468,..,352,11,361,5,366,..,122,21,140,3,139,..,200,35,237,0,237,..,623,136,757,0,757,..,1873,359,2234,62,2291,..,42198,9019,51215,404,51619,..,280,60,341,4870,5210,80708,42476,9077,51555,5274,137535
CED234,..,259,37,297,3,302,..,46,0,45,0,49,..,162,6,164,0,168,..,854,165,1018,17,1040,..,143,7,148,0,151,..,133,12,147,0,153,..,189,26,216,0,217,..,1527,226,1748,25,1774,..,1607,261,1871,32,1905,..,44,12,51,0,52,..,52,24,71,3,75,..,199,29,224,3,227,..,24,0,23,0,23,..,77,20,97,0,97,..,51,3,53,0,53,..,25,0,27,0,27,..,203,14,221,3,225,..,32,10,43,0,47,..,309,12,326,0,328,..,37,4,42,0,47,..,289,13,298,0,304,..,93,21,108,0,110,..,731,49,777,3,784,..,76,9,83,4,89,..,72,9,87,0,87,..,132,31,159,3,163,..,367,142,510,3,515,..,48,22,71,3,74,..,2104,802,2909,76,2983,..,9742,2388,12131,199,12334,..,405,66,473,11336,11812,121228,10147,2455,12601,11543,145366
CED235,..,5284,1242,6525,65,6590,..,299,20,314,7,322,..,2652,173,2821,36,2859,..,4830,591,5413,70,5485,..,1401,87,1487,11,1502,..,855,86,947,20,965,..,1107,100,1201,12,1211,..,11141,1050,12194,142,12336,..,7307,1483,8793,150,8941,..,145,26,167,0,167,..,115,39,151,4,156,..,7012,1632,8641,96,8739,..,707,52,758,11,766,..,792,356,1145,11,1156,..,207,23,228,7,236,..,119,29,149,0,149,..,628,36,659,12,672,..,592,111,707,0,711,..,663,17,684,8,696,..,313,35,351,3,353,..,835,22,853,4,858,..,233,20,254,0,259,..,2048,97,2147,17,2166,..,589,84,670,18,685,..,1545,219,1766,22,1784,..,178,31,207,3,210,..,1328,290,1620,14,1636,..,2985,1490,4474,38,4507,..,5949,1377,7329,167,7493,..,61665,13392,75060,942,76005,..,430,176,608,7071,7676,84291,62099,13566,75662,8009,167966
CED236,..,104,3,112,5,112,..,22,0,22,0,22,..,89,3,98,0,98,..,72,5,78,3,82,..,94,11,105,0,105,..,28,0,34,0,34,..,35,3,39,0,40,..,340,26,370,5,374,..,120,13,138,3,135,..,67,9,76,0,76,..,33,61,91,0,91,..,7,0,7,0,7,..,46,4,49,0,56,..,3,0,5,0,5,..,37,0,38,0,38,..,40,6,42,0,42,..,6,0,6,0,6,..,16,0,11,0,12,..,184,7,192,0,192,..,76,6,78,0,82,..,159,7,164,3,165,..,39,3,49,0,49,..,455,26,479,3,487,..,79,12,87,0,91,..,36,0,36,0,36,..,81,19,98,0,100,..,23,8,26,0,26,..,54,17,75,0,75,..,539,99,640,26,663,..,3153,641,3794,71,3869,..,406,33,442,10309,10752,119156,3557,672,4232,10385,133772
CED237,..,5734,1846,7582,61,7642,..,648,71,715,14,727,..,1209,55,1265,17,1283,..,876,61,937,12,949,..,722,34,758,3,765,..,3438,354,3791,54,3840,..,2884,168,3049,18,3068,..,9775,746,10521,109,10631,..,10215,2722,12936,183,13121,..,395,51,446,6,457,..,239,58,293,3,299,..,243,30,273,3,276,..,724,40,759,14,776,..,436,132,566,3,573,..,411,53,462,5,472,..,181,16,200,3,203,..,149,12,162,8,166,..,261,47,310,0,310,..,386,9,395,0,399,..,557,85,648,3,647,..,457,16,474,9,484,..,228,17,241,3,242,..,1639,124,1758,18,1777,..,1466,140,1602,4,1612,..,369,33,401,0,405,..,298,92,392,0,392,..,2473,591,3066,39,3101,..,1148,373,1522,9,1535,..,4172,950,5128,140,5268,..,52326,10455,62784,740,63521,..,385,102,489,9402,9894,96229,52716,10557,63275,10144,169649
CED294,..,36,3,41,0,41,..,8,0,8,0,8,..,27,3,28,0,28,..,23,0,25,0,25,..,10,0,10,0,10,..,10,3,17,0,17,..,21,0,23,0,23,..,97,9,104,0,104,..,58,7,69,3,68,..,7,3,9,0,9,..,20,20,37,0,37,..,9,0,9,0,9,..,3,0,4,0,4,..,14,8,22,0,22,..,5,0,5,0,5,..,11,7,19,0,19,..,12,0,17,0,17,..,9,0,9,0,9,..,11,0,11,0,14,..,11,0,11,0,11,..,16,0,16,0,16,..,3,0,3,0,3,..,42,0,41,0,42,..,49,9,60,0,60,..,11,3,14,0,14,..,9,3,14,0,14,..,34,4,36,0,41,..,62,27,90,3,95,..,220,74,296,11,307,..,1036,339,1376,22,1393,..,37,4,42,1929,1976,4201,1069,343,1412,1951,7565
CED297,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,10,0,10,..,0,0,0,3,3,18,5,0,10,3,29
CED301,..,69,10,75,0,75,..,39,6,49,0,49,..,387,18,408,4,410,..,184,9,198,0,199,..,87,10,98,0,98,..,85,10,96,0,96,..,138,8,154,3,155,..,930,71,993,8,1006,..,129,5,135,5,137,..,115,15,130,0,130,..,97,50,150,0,152,..,5,0,5,0,5,..,28,0,33,0,33,..,54,14,68,0,71,..,70,12,84,0,81,..,72,12,85,0,89,..,1518,151,1671,39,1713,..,43,3,51,0,51,..,353,21,380,6,379,..,63,7,73,0,73,..,479,21,495,11,506,..,119,19,132,0,138,..,1015,67,1083,18,1100,..,354,47,398,6,404,..,127,12,137,5,139,..,139,16,154,0,157,..,22,7,27,0,27,..,289,143,434,4,439,..,2543,580,3126,68,3187,..,9267,1491,10756,172,10932,..,442,44,484,10292,10777,134613,9707,1535,11244,10467,156319
CED302,..,1535,123,1657,5,1664,..,102,10,116,0,118,..,1163,43,1206,10,1216,..,740,74,817,6,818,..,622,35,659,5,661,..,205,6,214,0,214,..,761,67,824,0,829,..,3598,239,3836,22,3854,..,742,82,824,18,842,..,438,66,505,0,504,..,988,361,1346,4,1355,..,58,7,66,0,67,..,18,3,21,0,21,..,364,59,419,0,419,..,206,18,224,3,222,..,363,38,406,5,409,..,158,9,163,3,164,..,269,33,302,0,302,..,418,8,433,3,436,..,238,20,255,3,257,..,675,8,685,12,695,..,142,12,155,0,155,..,1477,47,1521,20,1541,..,1026,120,1145,11,1159,..,282,7,291,8,303,..,240,37,277,0,277,..,47,11,56,0,56,..,651,220,871,0,870,..,2966,506,3472,97,3570,..,23573,3581,27158,247,27402,..,335,46,388,6439,6821,115405,23913,3631,27541,6682,149636
CED303,..,313,19,335,0,335,..,11,0,11,0,11,..,266,5,271,4,278,..,270,30,295,7,300,..,107,4,107,0,107,..,37,4,36,0,36,..,135,9,146,0,146,..,824,57,881,8,885,..,407,32,444,10,455,..,204,22,221,0,226,..,73,15,88,4,93,..,17,4,21,0,21,..,40,0,46,0,46,..,73,8,85,3,87,..,182,24,205,0,205,..,159,27,188,0,192,..,96,11,108,0,104,..,79,12,91,0,91,..,203,12,214,0,210,..,86,3,85,0,88,..,302,4,305,4,307,..,63,4,67,0,67,..,651,19,666,3,677,..,377,39,416,3,416,..,60,0,58,0,60,..,147,27,175,4,179,..,44,7,57,0,58,..,146,40,189,3,189,..,1776,289,2066,23,2089,..,8727,932,9659,115,9772,..,339,32,374,6110,6489,130749,9070,968,10038,6227,147010
CED304,..,365,13,377,3,378,..,253,20,270,0,270,..,1006,65,1068,9,1080,..,590,43,641,0,642,..,234,10,244,0,246,..,181,10,191,0,191,..,1283,71,1351,10,1362,..,3543,219,3765,26,3789,..,1592,248,1839,15,1852,..,774,230,1007,7,1014,..,1137,567,1707,3,1713,..,67,0,73,5,76,..,13,0,14,0,14,..,518,64,580,3,582,..,295,20,316,3,316,..,308,33,338,3,340,..,73,0,73,0,73,..,143,11,158,0,157,..,291,15,305,4,309,..,259,27,284,0,285,..,420,9,421,7,429,..,190,9,195,0,195,..,1158,50,1214,8,1223,..,1949,292,2243,13,2248,..,259,20,282,5,282,..,419,123,545,0,548,..,83,7,93,0,93,..,426,82,509,0,514,..,3668,519,4189,95,4278,..,25017,4146,29167,230,29393,..,295,67,360,13088,13449,121048,25313,4218,29528,13315,163886
CED305,..,40,3,43,3,48,..,131,15,144,0,143,..,161,10,168,0,168,..,152,10,164,3,167,..,110,3,112,4,115,..,55,6,59,0,59,..,194,26,219,0,219,..,798,68,868,8,878,..,117,7,123,3,128,..,103,9,110,9,121,..,66,21,91,0,91,..,0,0,0,0,0,..,120,5,125,0,125,..,38,9,48,0,48,..,29,0,30,0,30,..,53,8,63,3,62,..,38,0,38,0,38,..,4,0,4,0,4,..,377,16,395,0,391,..,82,6,92,0,92,..,581,25,610,5,617,..,84,5,93,0,93,..,1119,59,1180,12,1190,..,142,7,151,0,148,..,142,76,219,0,219,..,164,20,182,0,186,..,8,0,8,0,8,..,236,203,440,0,439,..,1274,370,1643,50,1694,..,5848,1047,6892,103,7000,..,372,29,397,13252,13654,130067,6222,1073,7293,13355,150720
CED306,..,171,12,180,3,186,..,76,8,82,0,82,..,272,20,300,0,300,..,218,28,239,5,248,..,133,11,140,0,141,..,77,5,79,0,84,..,216,11,227,0,232,..,995,85,1074,6,1083,..,766,113,877,15,892,..,153,45,198,0,201,..,155,137,290,0,290,..,11,0,12,0,12,..,183,16,204,3,202,..,35,3,36,0,36,..,79,10,85,0,85,..,82,6,88,0,88,..,56,4,65,0,64,..,29,0,29,3,31,..,599,32,637,10,645,..,93,4,95,5,94,..,875,42,918,13,928,..,81,4,86,0,89,..,1645,85,1731,32,1763,..,219,20,245,4,251,..,97,11,106,0,106,..,225,40,262,3,264,..,21,3,25,0,25,..,153,87,242,3,247,..,1543,215,1753,35,1790,..,8868,1295,10167,138,10302,..,444,29,468,13192,13657,132356,9307,1322,10635,13325,156313
CED307,..,120,3,121,0,122,..,46,8,54,0,54,..,580,26,604,4,602,..,288,42,325,3,330,..,65,4,68,0,68,..,28,4,33,0,33,..,193,20,216,0,218,..,1199,103,1300,7,1308,..,463,37,500,16,515,..,219,21,242,3,244,..,65,18,76,0,76,..,16,0,16,0,16,..,18,0,18,4,18,..,82,12,92,0,92,..,185,10,197,3,198,..,136,17,152,0,152,..,428,38,471,9,474,..,22,0,22,0,22,..,284,3,290,3,294,..,78,7,90,0,90,..,478,12,495,7,496,..,66,0,66,0,66,..,910,24,937,9,943,..,439,44,476,9,488,..,81,3,87,0,87,..,165,24,193,3,190,..,15,0,15,0,15,..,80,38,114,0,117,..,1682,326,2007,55,2059,..,8947,1003,9955,132,10081,..,314,14,331,5802,6125,130005,9264,1022,10278,5929,146217
CED308,..,339,33,371,3,374,..,227,12,240,0,245,..,322,11,331,3,330,..,304,39,336,3,340,..,124,5,132,3,128,..,238,9,250,0,245,..,273,19,294,0,297,..,1484,96,1578,11,1587,..,505,41,543,8,548,..,1021,197,1211,6,1217,..,771,271,1048,11,1060,..,80,14,89,0,89,..,92,4,91,0,97,..,278,36,316,0,316,..,218,16,237,5,234,..,390,62,445,3,454,..,246,10,257,3,258,..,311,44,362,10,369,..,366,14,372,3,378,..,232,8,245,4,250,..,528,16,543,4,548,..,127,3,133,0,137,..,1255,39,1290,14,1305,..,725,78,806,14,819,..,109,5,111,0,114,..,324,44,371,5,376,..,179,33,210,0,207,..,263,47,313,0,313,..,3060,471,3532,60,3592,..,17398,2668,20071,190,20263,..,403,35,436,11651,12088,137253,17804,2696,20505,11838,169600
CED309,..,119,13,128,4,132,..,23,3,27,0,27,..,141,9,147,3,148,..,208,13,218,3,221,..,49,3,56,0,56,..,68,3,75,0,75,..,201,12,212,3,215,..,687,44,734,6,738,..,364,24,391,8,398,..,196,31,229,3,231,..,145,67,214,0,214,..,10,0,10,0,10,..,20,0,21,3,28,..,57,3,62,3,64,..,117,9,122,3,127,..,82,7,88,0,89,..,26,0,31,0,31,..,49,5,50,0,53,..,158,3,159,3,158,..,112,0,119,5,118,..,204,7,211,3,217,..,61,0,62,0,62,..,534,14,544,7,557,..,341,18,361,0,362,..,25,0,24,0,24,..,248,39,288,3,291,..,18,3,22,0,18,..,81,23,108,0,105,..,1297,223,1525,38,1558,..,7171,733,7899,109,8011,..,374,27,405,8420,8821,136631,7545,758,8303,8526,153463
CED310,..,100,4,102,3,110,..,15,3,18,3,18,..,120,11,126,0,126,..,158,18,180,3,176,..,37,3,40,0,40,..,18,3,16,0,16,..,249,24,271,3,280,..,594,53,651,12,661,..,357,26,380,12,391,..,205,30,236,0,236,..,107,45,154,0,154,..,12,3,14,0,14,..,23,0,23,0,23,..,33,0,33,0,33,..,96,4,100,3,99,..,96,9,111,0,109,..,12,0,12,0,12,..,20,6,19,0,19,..,115,3,114,0,114,..,75,9,89,0,89,..,195,5,204,0,204,..,26,0,27,3,33,..,417,19,435,3,437,..,277,17,294,3,295,..,27,0,31,0,31,..,174,34,206,0,206,..,16,0,14,0,20,..,96,24,112,3,117,..,1249,136,1384,37,1425,..,6083,623,6699,92,6789,..,341,22,362,7759,8122,125255,6423,639,7062,7852,140166
CED311,..,61,6,66,3,71,..,77,8,87,0,91,..,211,13,223,3,220,..,174,26,197,0,197,..,82,7,94,0,94,..,73,8,78,0,77,..,156,11,167,3,170,..,773,74,849,9,855,..,162,22,185,0,181,..,58,10,76,0,76,..,104,70,175,0,175,..,9,0,11,0,11,..,15,0,15,0,15,..,41,4,46,0,50,..,48,5,56,0,56,..,76,7,85,0,85,..,39,0,39,0,38,..,35,3,33,0,33,..,497,31,523,6,534,..,75,7,81,0,81,..,691,38,726,9,733,..,70,0,72,3,75,..,1331,72,1406,18,1420,..,191,28,217,4,220,..,146,33,183,0,183,..,148,17,167,0,164,..,16,0,15,0,15,..,106,92,195,3,201,..,1315,255,1574,62,1631,..,6387,945,7334,121,7454,..,390,33,423,13201,13625,134403,6780,982,7759,13322,155488
CED312,..,216,19,232,3,232,..,14,0,14,0,14,..,680,29,709,14,724,..,441,50,492,8,499,..,104,3,106,0,111,..,195,26,218,0,221,..,224,15,243,0,243,..,1660,129,1786,19,1807,..,321,25,347,5,356,..,322,42,366,4,364,..,299,126,424,0,431,..,41,5,48,0,48,..,46,0,43,0,46,..,98,44,139,0,139,..,230,17,246,0,251,..,266,36,301,3,306,..,969,68,1038,17,1050,..,199,38,231,0,231,..,366,17,380,3,382,..,139,10,149,0,149,..,559,15,573,3,577,..,86,10,94,0,96,..,1153,42,1194,10,1199,..,599,72,673,10,678,..,116,4,123,0,123,..,170,20,192,0,192,..,237,45,283,0,286,..,328,164,485,5,496,..,4345,988,5335,89,5425,..,15165,2615,17778,220,17996,..,478,59,537,9313,9852,137686,15643,2671,18317,9531,165538
