CED_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
CED142,44,158,120,585,151,535,30,232,48,1905,712,2783,1209,2753,1543,1839,208,1132,269,12450,6915,20152,4324,5018,4890,3403,578,2535,875,48684,5602,9708,1818,1730,2723,1303,303,926,429,24532,3361,5127,974,910,1784,786,287,511,254,13995,1722,3034,489,507,1081,498,225,427,144,8134,447,971,116,125,305,160,70,119,53,2358,64,128,17,10,31,15,6,10,14,298,10,18,0,3,4,0,0,0,4,42,18876,42075,9071,11635,12506,8537,1711,5893,2088,112396
CED143,42,154,178,757,175,861,64,414,38,2678,340,1062,619,1187,700,894,107,334,81,5319,3108,6883,1894,1570,1871,1401,256,550,296,17827,5279,7628,1478,1062,2205,1102,233,418,347,19755,4532,5997,1107,1009,2344,1060,327,510,286,17182,2195,3651,708,685,1632,717,294,410,174,10461,645,1265,218,179,655,282,114,161,90,3617,108,217,28,21,80,41,10,23,28,555,11,27,0,0,14,8,0,8,11,78,16255,26884,6228,6466,9683,6367,1404,2827,1353,77468
CED144,47,132,361,406,193,1014,62,424,70,2708,315,1210,915,1145,1003,1456,345,902,238,7528,1776,4832,2477,2045,2509,1944,1214,1910,515,19212,2024,3531,2230,1595,2358,1153,1329,1489,350,16062,1660,2533,2009,1406,2115,1002,1530,1733,310,14293,826,1431,1280,747,1293,634,1140,1303,182,8838,180,333,224,147,262,113,196,228,50,1731,13,38,28,14,25,23,15,26,8,178,0,0,0,0,4,4,0,0,6,18,6842,14039,9522,7500,9759,7343,5822,8017,1727,70559
CED145,37,107,64,436,121,439,25,146,19,1393,397,1392,416,1187,713,810,88,346,63,5413,4449,11007,1752,2022,2317,1915,232,706,410,24809,5020,8186,1088,1045,1801,1120,143,367,327,19102,3652,5567,748,761,1612,854,165,304,269,13927,1893,3796,473,512,1250,603,159,271,156,9113,771,1724,177,197,628,318,103,137,115,4166,159,282,25,22,103,61,18,27,33,743,36,29,0,8,21,17,0,8,14,132,16411,32084,4743,6196,8567,6141,929,2313,1403,78789
CED146,67,112,514,447,274,1229,132,690,85,3548,356,1149,1207,1033,1170,1344,534,802,221,7816,1394,3572,2283,1541,2737,1161,1507,1242,408,15839,1935,3058,2275,1441,2808,1131,1817,1461,380,16302,1714,2039,2234,1432,2540,1061,2309,1942,348,15603,935,1140,1306,750,1466,574,1491,1436,191,9288,171,207,209,97,249,100,241,244,51,1572,12,14,6,11,15,6,11,15,11,101,4,3,0,3,0,0,0,0,3,15,6583,11286,10045,6756,11251,6615,8032,7824,1704,70082
CED147,62,81,703,643,173,1447,109,830,72,4126,276,559,1462,1119,603,965,253,737,84,6051,1080,2143,2647,1669,1650,1085,869,1131,214,12488,1656,2551,2274,1579,2058,1135,1218,1232,233,13928,1803,2361,2168,1788,2204,1218,1451,1613,216,14806,1275,1896,1415,1113,1459,786,1139,1163,129,10364,366,478,245,167,319,212,224,206,61,2281,71,74,19,14,33,20,15,27,30,303,17,6,0,0,0,9,3,0,15,48,6603,10146,10932,8092,8490,6874,5276,6945,1038,64394
CED194,5,12,10,36,0,13,3,28,4,112,32,53,70,125,29,55,21,123,15,528,77,250,159,129,65,57,104,221,22,1094,63,139,96,47,49,35,88,86,23,630,45,98,76,51,62,30,63,59,18,507,40,63,52,34,41,26,42,54,15,376,11,26,12,4,8,6,8,9,0,89,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,274,649,480,430,261,224,339,582,103,3331
CED197,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,7,0,3,0,0,3,0,23,5,3,3,4,4,3,0,4,0,27,0,7,4,5,0,5,9,3,0,30,0,3,3,3,0,3,0,6,3,25,0,0,0,3,4,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,18,16,21,17,10,18,5,130
CED201,52,93,347,573,147,1553,72,657,41,3527,346,833,1178,1079,823,1465,261,631,102,6723,1453,4116,2433,1375,2034,1296,524,812,232,14263,2232,3790,2141,1171,2246,1012,723,817,213,14354,2388,2983,2226,1460,2902,1208,1024,1203,230,15619,1531,2191,1489,1007,2230,868,931,1103,160,11509,279,464,317,183,429,210,204,270,38,2385,25,34,20,4,26,14,4,30,22,187,6,4,7,0,5,0,0,3,4,29,8312,14506,10162,6856,10834,7616,3735,5522,1057,68598
CED202,61,64,557,661,129,1562,61,883,66,4039,338,674,1420,1289,637,1129,225,831,111,6664,1196,3181,2587,1573,1566,1108,705,1154,173,13248,1988,3562,2131,1503,1978,949,890,1160,231,14405,2230,3142,2025,1801,2332,1059,1174,1507,260,15545,1611,2498,1395,1229,1726,767,956,1182,167,11523,533,540,247,209,330,188,239,298,72,2652,112,51,21,9,27,16,22,28,29,314,19,0,8,6,6,4,3,16,4,61,8083,13721,10388,8284,8726,6781,4270,7070,1116,68436
CED203,20,75,174,463,95,1098,48,405,34,2404,340,1047,816,1546,870,1523,218,880,138,7367,2398,8238,2872,2480,2756,1743,707,1518,355,23065,3244,7274,1881,1406,2426,1021,615,932,293,19099,2487,4766,1616,1283,2345,899,750,1040,252,15442,1129,2564,904,708,1323,532,621,844,144,8786,204,464,187,130,227,110,122,211,50,1699,18,30,20,9,15,10,8,43,21,183,6,10,3,3,4,3,0,5,8,39,9853,24456,8477,8032,10068,6941,3093,5876,1285,78078
CED204,55,50,436,607,139,1426,79,950,61,3790,277,622,1265,1145,456,1070,246,1014,95,6187,1147,3000,2347,1354,1302,895,581,1424,149,12207,1889,3568,1831,1372,1692,860,713,1205,202,13329,2189,3322,1901,1763,2146,1062,975,1488,211,15055,1702,2685,1380,1338,1683,819,877,1314,177,11963,579,610,269,240,350,230,220,255,79,2826,145,64,35,16,24,21,12,47,21,375,21,10,4,6,8,3,0,3,9,76,8005,13920,9467,7847,7803,6381,3698,7696,1002,65812
CED205,31,98,135,367,115,1019,60,436,57,2319,256,927,841,954,761,1349,352,912,164,6530,1440,4391,2471,1516,2113,1370,1089,1690,351,16419,2014,3836,2015,1291,1804,912,1066,1286,278,14490,2002,2916,1681,1187,1938,899,1135,1457,248,13474,1156,1957,1167,796,1412,613,875,1090,150,9225,273,555,268,183,414,181,169,268,54,2364,44,68,26,12,47,21,4,36,24,280,7,8,6,0,9,3,3,3,9,43,7233,14759,8608,6307,8611,6360,4750,7183,1339,65151
CED206,54,60,329,430,163,1551,88,638,82,3393,333,848,1236,1201,946,1662,517,855,200,7800,1299,2903,2611,1709,2149,1238,1407,1426,354,15096,1617,2429,2045,1464,2124,901,1375,1361,291,13609,1856,1972,2131,1633,2662,1156,1943,1712,266,15326,1134,1169,1297,907,1652,739,1275,1271,179,9616,179,240,205,137,254,143,230,270,48,1710,12,16,15,9,18,9,8,18,11,117,0,0,3,4,0,4,3,0,3,15,6493,9643,9873,7485,9956,7402,6839,7552,1438,66675
CED207,51,52,712,648,147,1357,58,879,66,3973,311,557,1694,1144,637,1023,268,792,104,6524,1358,2944,3542,1529,1820,1123,640,1130,214,14301,2240,2966,2669,1476,2107,995,817,1254,241,14754,2450,2559,2631,1726,2633,1140,1153,1442,266,16004,1676,1999,1788,1179,1965,874,939,1160,164,11745,508,547,337,229,444,237,235,316,64,2923,68,48,30,19,32,18,17,37,26,297,12,6,0,3,4,0,4,3,6,38,8669,11673,13411,7955,9789,6770,4123,7023,1151,70554
CED208,48,152,155,718,166,1264,48,485,53,3086,303,1357,812,1538,874,1769,241,872,138,7903,1928,6837,2030,1634,2403,1564,480,1150,304,18326,2908,5908,1481,960,2055,904,379,642,251,15490,2917,4849,1580,1159,2336,980,533,809,254,15408,1419,2932,996,794,1538,614,416,709,117,9527,278,726,245,190,413,159,103,210,44,2373,29,90,35,23,53,17,13,26,26,314,11,9,3,0,4,9,0,3,9,53,9845,22859,7328,7020,9839,7267,2205,4907,1196,72477
CED209,61,47,500,724,137,1542,67,933,68,4086,303,631,1212,1254,471,1152,227,962,88,6305,1431,3739,2621,1563,1313,1005,570,1097,185,13511,2494,4308,2375,1516,1947,1062,707,1145,231,15791,2581,3593,2082,1920,2227,1130,842,1276,250,15911,1935,2777,1537,1248,1704,930,764,1079,185,12154,793,674,238,238,459,221,178,297,85,3188,156,68,23,11,33,17,8,50,27,397,23,6,3,4,8,0,3,6,16,66,9779,15846,10586,8470,8297,7062,3366,6845,1138,71401
CED210,39,50,413,580,131,1354,82,809,69,3538,279,584,1273,1288,549,1158,292,868,101,6390,1130,3229,2651,1672,1541,1162,811,1306,217,13723,1684,2952,1997,1545,1723,973,928,1332,242,13382,1817,2545,1904,1887,2011,966,1262,1599,237,14240,1225,1980,1308,1280,1488,771,1028,1300,157,10530,307,427,230,223,291,154,198,300,64,2194,46,50,20,8,25,17,14,39,25,250,14,7,7,0,3,3,0,3,11,46,6547,11838,9790,8496,7765,6559,4615,7557,1113,64284
CED211,37,93,266,631,146,1312,46,626,36,3184,239,887,974,998,713,1202,211,594,81,5898,1723,5325,2313,1470,2058,1224,472,870,223,15683,2841,5945,1950,1261,2393,1023,480,786,237,16923,2494,4149,1802,1437,2588,1034,631,930,218,15289,1379,2643,1121,985,1786,667,547,758,123,10017,365,691,228,227,494,252,147,269,52,2735,39,76,24,21,39,29,15,41,26,308,9,11,0,0,0,0,0,0,8,29,9117,19808,8687,7028,10228,6737,2562,4884,1006,70071
CED212,51,53,416,631,140,1462,48,762,64,3619,335,535,1267,1055,551,1216,225,666,95,5951,1254,2896,2900,1525,1549,1178,575,979,210,13065,2369,3321,2392,1465,1937,1109,716,989,235,14532,2408,3062,2159,1731,2446,1219,969,1254,237,15485,1564,2204,1569,1168,1905,928,797,983,158,11264,385,638,304,256,495,266,201,273,59,2885,45,75,28,14,34,26,10,39,19,292,10,7,9,0,4,3,4,3,15,49,8412,12796,11052,7846,9061,7403,3551,5955,1079,67140
CED213,92,55,705,774,107,1392,82,756,76,4034,283,372,1601,1086,422,866,186,764,89,5663,1122,1919,2842,1401,1166,986,445,1032,140,11042,2147,2471,2614,1371,1700,1111,681,1175,185,13450,2596,2648,2659,1728,2219,1289,1029,1530,244,15935,1983,2262,1920,1222,1863,1095,926,1323,197,12791,750,773,442,259,537,347,234,368,112,3816,175,84,26,14,50,23,27,58,25,485,21,13,7,4,11,3,0,3,18,78,9163,10583,12815,7852,8065,7115,3598,7015,1084,67294
CED214,27,60,165,453,121,1010,52,497,41,2424,319,906,857,1275,801,1330,348,927,149,6904,2436,6729,2841,2207,2977,1675,1169,1874,439,22334,3673,6443,2077,1512,2633,1127,1047,1231,358,20086,2723,3906,1728,1307,2380,945,1198,1278,304,15770,1191,2120,1050,775,1453,507,955,1043,157,9244,205,395,163,146,246,118,177,215,44,1697,21,32,20,6,16,12,16,20,11,153,3,6,5,0,3,0,4,6,3,30,10591,20591,8897,7679,10631,6721,4967,7081,1495,78644
CED215,71,36,443,459,100,1306,61,722,63,3274,286,463,1163,801,433,714,199,637,76,4776,1050,2139,2145,1247,1188,822,657,1213,185,10642,1507,1971,1811,1223,1409,854,806,1209,158,10940,1883,2033,1937,1563,1862,879,1104,1582,202,13047,1860,1866,1494,1258,1503,771,996,1460,214,11432,894,409,298,227,321,191,231,345,79,3011,236,51,36,17,23,26,17,37,35,478,39,6,4,3,7,0,10,5,12,81,7824,8980,9335,6806,6847,5558,4086,7212,1028,57676
CED216,41,104,120,856,158,1094,40,464,38,2917,265,940,544,1202,757,1218,128,384,69,5522,1693,4518,1259,1080,1422,1035,188,442,175,11807,4172,6062,1021,905,1744,978,172,282,213,15532,5070,6636,1230,1122,2545,1216,257,405,232,18713,2577,4402,868,773,1887,832,282,401,181,12204,733,1409,258,268,627,353,89,160,87,3978,91,147,21,27,61,44,9,26,24,459,12,4,0,3,9,4,0,0,22,57,14654,24225,5315,6236,9208,6763,1166,2572,1048,71187
CED217,69,55,506,522,185,1748,103,812,72,4082,360,745,1358,1155,978,1548,604,971,183,7895,1917,3980,3374,2204,3430,1729,2162,1756,493,21040,2782,4161,3153,2163,3733,1635,2535,2162,496,22822,1801,2022,2249,1881,2762,1236,2480,2226,326,16987,911,992,1279,1095,1550,690,1625,1559,176,9877,142,177,175,151,240,122,234,262,42,1544,8,13,6,10,10,3,17,20,7,97,0,0,3,0,0,0,3,0,4,17,7999,12148,12096,9182,12886,8715,9758,9768,1806,84360
CED218,36,106,84,696,162,767,29,293,29,2192,447,1782,620,1623,1109,1579,124,545,123,7948,3630,11471,2070,1977,3075,2109,306,830,430,25905,4125,7279,1035,819,1885,1012,158,324,245,16887,3782,5569,855,814,1989,947,184,331,233,14711,2099,3879,544,534,1434,613,190,334,159,9777,686,1454,177,164,567,275,73,134,95,3623,117,215,17,15,66,39,10,14,34,535,21,23,3,4,10,9,0,7,26,104,14955,31775,5417,6634,10302,7344,1064,2812,1380,81684
CED219,54,66,457,494,156,1676,139,805,88,3945,394,777,1664,1281,987,1717,664,1261,202,8961,2126,3978,4187,2649,3265,1980,2118,2388,462,23153,2286,3715,3605,2367,3097,1464,2433,2478,384,21836,1800,1989,2786,2000,2782,1190,2562,2413,315,17835,992,1257,1601,1137,1729,722,1747,1670,185,11048,164,216,271,158,299,141,242,319,47,1861,19,19,10,9,15,7,8,38,13,150,0,0,3,0,0,3,5,5,3,26,7846,12023,14582,10102,12340,8908,9930,11387,1697,88803
CED220,32,78,181,513,129,1238,55,530,47,2802,265,816,875,1026,763,1454,276,858,111,6438,1663,4616,2345,1532,2052,1399,835,1327,280,16056,2725,4803,2005,1294,2184,1122,827,1159,271,16386,2308,3312,1895,1305,2430,1093,1147,1501,264,15257,1134,1781,1321,845,1630,691,907,1214,166,9692,242,412,269,187,401,195,199,302,45,2255,22,47,32,12,26,25,15,40,12,230,9,9,3,3,3,4,3,3,16,48,8408,15880,8930,6718,9609,7217,4252,6938,1204,69157
CED221,72,54,643,662,131,1256,69,837,58,3785,251,360,1317,874,343,623,270,740,95,4879,1083,2048,2156,1338,986,826,623,1172,139,10370,1803,2455,1911,1347,1458,846,834,1217,210,12085,2409,2456,1977,1687,2013,1059,1230,1694,239,14755,2342,2261,1473,1318,1651,850,1088,1512,176,12666,1224,482,302,254,361,240,263,364,83,3569,337,45,23,16,33,15,16,46,45,577,65,11,8,3,10,11,11,5,16,137,9590,10169,9810,7505,6983,5723,4399,7586,1060,62829
CED222,36,73,362,537,142,1400,87,668,38,3340,286,740,1101,1100,767,1423,342,779,132,6666,1818,4278,2792,1691,2211,1392,939,1255,288,16673,2950,4698,2549,1603,2722,1247,1061,1255,333,18411,2827,3287,2251,1623,2825,1268,1342,1525,313,17246,1481,1947,1351,966,1924,781,1028,1085,162,10724,316,433,263,177,489,226,191,271,53,2421,34,42,20,10,33,14,13,34,16,217,3,9,4,0,3,0,0,3,8,35,9751,15508,10681,7699,11116,7759,5003,6868,1342,75735
CED223,41,81,301,612,169,1212,61,551,43,3078,255,887,989,1146,753,1182,173,512,70,5962,1509,4922,2106,1310,1755,947,325,569,190,13633,2912,5986,1795,1264,2120,806,338,562,229,16011,2990,4757,1687,1361,2684,918,500,707,237,15839,1916,3601,1228,988,2179,691,438,648,142,11822,402,941,291,219,538,214,133,201,49,2993,43,94,23,16,43,24,8,37,24,306,9,7,5,0,4,3,0,0,4,33,10072,21270,8416,6918,10248,6007,1982,3786,986,69680
CED224,46,148,86,896,231,1055,27,373,40,2909,361,1726,527,1545,1060,1683,141,507,119,7660,2077,6954,1332,1324,1938,1277,184,540,239,15862,3356,6131,706,604,1591,771,129,290,227,13793,4216,6470,785,784,2025,966,178,297,254,15989,2326,4699,527,519,1529,586,147,255,175,10767,690,1682,172,186,587,208,63,113,79,3769,111,214,21,17,52,32,3,27,37,524,13,37,3,3,3,7,0,3,9,75,13196,28056,4164,5881,9022,6589,872,2410,1175,71365
CED225,62,82,640,820,218,1780,71,978,74,4728,337,705,1595,1219,787,1417,314,757,113,7245,1473,3469,2907,1406,1940,1118,701,1021,218,14252,2890,4750,2862,1643,2954,1233,932,1138,257,18641,3113,3716,2972,1788,3394,1356,1346,1319,287,19298,1760,2371,1710,1128,2123,837,892,974,157,11949,372,521,281,167,404,185,185,257,46,2412,59,39,17,11,34,8,13,31,16,228,4,10,10,3,3,0,0,8,3,49,10068,15669,13002,8185,11861,7936,4452,6481,1164,78807
CED226,52,91,476,537,212,1760,144,862,69,4196,354,768,1464,1305,1064,1800,844,1234,184,9026,2845,6707,4115,3427,4500,2541,3151,2462,598,30338,3846,6746,3460,3001,4434,1861,2725,2034,526,28635,2528,3156,2499,2218,3505,1321,2533,1935,341,20045,1215,1578,1300,1093,1883,728,1581,1289,180,10859,215,250,198,150,295,140,240,267,51,1817,18,14,13,9,10,3,7,22,14,106,0,10,0,3,3,0,7,3,5,32,11068,19322,13526,11744,15913,10169,11234,10113,1966,105043
CED227,104,43,477,429,103,1298,50,864,67,3433,339,521,1048,740,398,694,206,888,78,4903,1349,2136,1865,1142,972,814,629,1440,156,10496,2096,1943,1304,1156,1231,853,717,1194,193,10692,2891,1957,1391,1507,1669,1072,1053,1636,176,13344,2716,1669,1185,1275,1389,810,1013,1577,196,11829,1259,322,251,242,324,175,237,385,86,3268,353,28,35,21,30,17,29,71,44,627,59,7,12,4,6,12,0,13,11,119,11154,8629,7560,6502,6136,5740,3933,8069,996,58717
CED228,46,84,208,514,188,1269,58,459,64,2890,330,1063,1018,1385,988,1733,410,999,175,8101,2009,5600,2692,2106,2646,1511,1183,1705,431,19882,2690,4412,1900,1314,2350,1029,1011,1305,381,16388,2546,3275,1768,1335,2417,1037,1265,1507,308,15461,1336,2159,1042,827,1661,637,905,1218,187,9966,245,472,237,136,357,151,173,279,65,2107,34,52,14,4,26,17,11,29,18,210,3,8,0,0,0,0,0,3,8,27,9237,17120,8886,7627,10627,7394,5010,7509,1629,75035
CED229,81,76,703,744,183,1966,124,1078,85,5039,388,719,1875,1509,927,1614,543,1127,149,8846,2327,4553,4791,2804,3391,1802,1814,1766,372,23614,3357,4850,3861,2593,3927,1638,1996,1723,357,24305,3071,3328,3136,2407,3790,1624,2007,1932,346,21646,1714,2206,1747,1375,2322,953,1341,1281,216,13154,471,470,328,231,463,218,255,264,68,2775,89,35,20,15,25,18,10,27,16,264,12,8,11,3,3,4,4,3,6,59,11513,16240,16471,11685,15038,9832,8097,9207,1626,99701
CED230,97,45,666,545,146,1377,81,982,79,4027,342,451,1532,977,571,992,295,942,101,6215,1519,2565,3226,1656,1780,1318,1039,1665,225,14985,2098,2527,2425,1513,1972,1066,1217,1536,262,14615,2473,2261,2399,1815,2172,1192,1443,1930,238,15916,1975,1986,1566,1215,1578,853,1195,1484,195,12036,932,451,295,213,382,184,286,355,78,3179,299,38,25,15,28,15,11,44,40,515,50,5,4,3,3,3,0,6,12,87,9776,10323,12143,7965,8631,6997,5567,8950,1220,71572
CED231,33,171,102,706,165,840,30,366,37,2448,641,2977,1004,3252,1576,2223,210,1130,193,13206,5641,21185,3663,4458,4947,3113,531,1993,741,46272,4356,9068,1407,1256,2258,915,362,656,340,20611,2847,4862,818,858,1588,641,331,578,247,12777,1666,3176,505,490,1058,404,237,380,130,8044,478,1113,121,129,320,103,55,110,58,2497,55,124,18,8,32,12,7,22,10,277,12,26,6,3,4,5,0,3,3,67,15721,42708,7643,11163,11941,8252,1765,5241,1762,106199
CED232,25,102,66,440,96,474,31,201,25,1450,425,1608,657,1590,1002,1257,131,488,125,7279,4780,13374,2986,2826,3828,2347,337,1069,525,32078,4876,8407,1293,1221,2255,1229,211,420,344,20265,3845,5296,831,826,1861,935,204,384,244,14426,2167,3867,547,508,1289,562,195,307,163,9598,717,1388,144,175,472,253,75,126,81,3417,84,172,22,12,66,30,10,19,21,438,15,29,6,0,15,3,0,3,12,87,16937,34246,6549,7595,10875,7094,1185,3019,1543,89039
CED233,41,108,230,624,169,1340,44,547,47,3156,312,1004,795,963,725,1464,130,477,101,5969,1525,4105,1438,954,1527,1075,251,475,226,11589,2696,4309,1355,895,1809,918,234,443,215,12871,3257,4193,1791,1360,2688,1234,444,771,227,15957,2076,2982,1130,843,1867,911,401,691,149,11043,588,890,314,235,538,281,130,197,69,3246,101,134,45,15,65,52,19,32,16,476,14,10,3,0,6,0,3,3,7,46,10605,17730,7103,5886,9397,7280,1657,3645,1053,64351
CED234,99,64,529,478,169,1463,57,891,87,3843,295,445,1137,719,358,614,212,900,84,4759,1357,2169,1974,1095,963,750,563,1595,151,10613,2125,2040,1633,1155,1317,849,754,1564,186,11617,2679,2009,1672,1482,1823,1079,1188,1971,195,14101,2570,1746,1237,1202,1387,787,1167,1747,173,12015,1084,415,219,247,303,216,285,393,80,3239,329,35,25,23,45,21,22,49,44,598,51,5,4,5,9,3,7,16,18,119,10588,8927,8423,6403,6382,5781,4249,9130,1011,60900
CED235,40,83,404,468,157,1640,63,683,68,3608,311,858,1370,1226,869,1717,395,845,132,7725,1684,4186,3298,2081,2562,1598,1453,1597,356,18801,2152,3685,2469,1669,2520,1179,1466,1468,281,16887,2006,2445,2171,1713,2853,1244,1557,1747,286,16029,1156,1537,1385,1202,1814,795,1193,1371,152,10607,208,295,236,186,297,131,216,292,46,1902,15,20,24,12,10,15,5,33,9,140,0,0,6,0,0,0,0,3,8,21,7566,13110,11365,8547,11082,8321,6353,8041,1340,75723
CED236,112,44,451,476,118,1395,72,969,67,3691,343,412,994,696,271,660,240,937,62,4609,1182,1806,1742,964,733,694,588,1405,120,9227,2015,1953,1543,1149,1208,726,776,1251,161,10779,2691,2101,1649,1577,1682,933,1203,1723,201,13768,2597,1809,1212,1268,1244,754,1017,1602,181,11687,1345,360,245,213,294,189,225,402,91,3345,380,29,26,13,36,27,18,73,51,640,53,4,3,7,5,6,5,5,22,112,10714,8514,7855,6367,5593,5370,4141,8368,957,57866
CED237,17,70,195,418,109,950,45,432,32,2274,354,1275,1030,1733,1039,1696,268,979,145,8513,2966,10070,3499,2764,3381,1971,940,1703,499,27787,3407,7750,2163,1459,2723,1056,731,876,292,20464,2369,4334,1644,1288,2464,884,749,939,200,14867,1070,2280,912,743,1372,472,593,693,125,8261,179,408,169,153,233,108,141,192,47,1629,28,40,13,12,20,9,9,34,24,184,4,10,0,0,3,0,0,3,10,36,10392,26239,9635,8569,11348,7135,3470,5855,1374,84018
CED294,6,0,9,15,0,16,4,10,0,64,20,28,35,79,16,31,9,66,5,289,52,183,113,99,60,39,48,104,13,726,38,74,62,38,33,21,55,51,20,386,36,52,37,26,23,17,48,44,14,300,22,53,30,19,26,10,30,28,5,215,5,4,3,4,9,4,3,0,0,42,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,178,405,297,277,182,134,200,307,57,2033
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,23
CED301,73,40,519,602,216,1412,140,906,73,3993,313,555,1323,1044,794,1042,496,1132,100,6801,1226,2434,2865,1934,2159,1206,1428,1954,287,15485,1509,2299,2122,1759,2087,943,1429,1678,249,14071,1683,1985,1866,1783,2208,895,1587,1698,238,13959,1059,1358,1168,1140,1436,575,1073,1253,133,9204,310,289,213,189,215,125,230,228,57,1846,69,26,20,14,19,16,13,24,14,201,11,0,4,0,3,4,0,0,7,31,6262,8982,10098,8458,9140,6220,6391,8870,1171,65595
CED302,52,97,414,859,281,1639,129,777,57,4307,342,1043,969,1159,938,1223,311,729,101,6813,1717,4711,2152,1359,2225,1110,724,1032,261,15293,2879,5556,2031,1354,2799,949,752,965,266,17554,2913,4255,1808,1385,3012,1063,938,1138,243,16763,1491,2500,1135,869,1969,698,664,908,147,10374,307,518,215,131,416,216,174,229,48,2248,32,48,33,5,36,28,14,21,18,233,5,3,3,0,3,4,0,0,10,32,9731,18730,8764,7119,11691,6923,3702,5794,1160,73626
CED303,74,95,602,939,278,1652,172,920,59,4798,287,624,1364,1051,761,937,338,769,78,6212,1264,2307,2619,1245,1913,936,738,1145,196,12359,2202,3101,2316,1402,2427,1015,914,1177,260,14820,2759,3193,2325,1652,3196,1254,1094,1389,186,17051,1714,2192,1641,1157,2193,1001,947,1146,150,12136,363,482,285,205,411,230,204,288,64,2530,44,38,20,12,29,24,8,24,26,220,4,5,3,0,0,3,0,3,11,33,8723,12036,11172,7656,11209,7051,4418,6871,1034,70168
CED304,52,164,232,957,353,1191,93,520,47,3602,669,2528,1209,2456,1761,1888,274,1030,170,11977,3471,11729,2979,2821,3661,1967,592,2008,482,29702,3805,7934,1398,1161,2508,928,353,650,280,19012,3516,6201,1056,915,2246,853,310,529,236,15862,1865,3357,615,523,1506,579,272,450,126,9292,472,808,146,112,392,230,87,134,51,2433,66,102,13,12,27,25,3,29,15,296,6,5,0,5,3,7,3,0,3,31,13911,32832,7655,8944,12455,7652,1994,5335,1419,92200
