CED_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED204,2368,3396,6151,6870,7948,5991,1191,120,36,34081,1907,947,1958,1983,1903,3832,6448,3924,1880,24776,262,247,551,569,618,716,640,519,468,4586,4537,4591,8664,9423,10472,10539,8279,4558,2389,63446,683,3145,7857,8138,9450,6503,971,115,25,36890,2847,2672,3550,4474,4891,4657,1574,212,36,24912,148,224,606,516,506,609,208,19,5,2835,119,154,192,200,211,188,76,33,11,1176,3790,6187,12207,13329,15055,11963,2826,375,76,65812,229,435,476,415,384,352,15,5,0,2306,557,323,259,261,223,224,60,4,0,1910,785,760,736,669,608,571,75,11,0,4221,4577,6943,12940,14004,15666,12540,2897,389,80,70034,4131,1680,2898,2999,3234,6448,11961,7186,2995,43525,531,524,1086,1083,1289,1425,1288,927,686,8837,9240,9155,16921,18082,20184,20411,16144,8506,3757,122395
CED205,1628,3325,7600,6799,6626,4337,964,87,17,31380,2775,1777,3236,2882,2771,4139,6161,4455,2051,30251,185,263,657,470,445,425,408,370,312,3539,4583,5365,11494,10152,9841,8898,7534,4912,2376,65166,195,2562,11012,9788,9305,5759,1016,54,17,39701,1968,3622,4449,4085,3661,3024,1192,187,23,22209,79,127,473,326,239,265,102,17,3,1632,80,215,492,296,268,173,61,22,7,1613,2319,6530,16419,14490,13474,9225,2364,280,43,65151,131,544,1019,693,621,367,31,0,0,3404,742,665,521,377,319,210,48,10,0,2888,875,1207,1542,1070,940,573,80,12,4,6289,3195,7734,17960,15555,14415,9798,2445,294,47,71441,6053,3688,4803,4139,4195,6445,10994,8226,3309,51858,393,594,1422,1052,957,851,799,704,456,7222,9642,12019,24185,20751,19564,17092,14233,9220,3812,130519
CED206,2333,4103,7022,6565,7454,4312,635,37,3,32469,3484,1666,3850,3714,3987,4624,5142,2753,984,30197,278,307,692,546,604,529,440,310,172,3877,6097,6071,11558,10825,12050,9464,6221,3098,1162,66542,474,3560,10135,8941,10279,6101,754,36,5,40283,2691,3744,3968,3964,4340,2989,834,57,8,22601,105,196,504,363,301,316,72,4,0,1863,119,297,485,339,401,210,54,17,0,1931,3393,7800,15096,13609,15326,9616,1710,117,15,66675,266,723,1017,731,630,345,24,0,0,3737,950,529,398,397,334,235,26,7,0,2872,1212,1254,1416,1124,963,580,46,7,0,6601,4606,9053,16511,14732,16288,10194,1757,125,16,73280,7107,3146,5636,5353,5974,7350,9557,5143,1609,50872,578,681,1448,1166,1243,1058,835,534,269,7809,12292,12877,23598,21246,23501,18597,12150,5806,1893,131960
CED207,2412,3345,6998,7206,8149,5678,1167,95,10,35056,1911,634,1879,1945,1784,3211,5538,3028,1376,21305,160,173,403,403,464,444,401,284,199,2927,4487,4154,9276,9553,10398,9334,7104,3404,1586,59291,871,3712,9897,9365,10418,6707,1171,80,11,42237,2864,2516,3462,4660,4840,4341,1520,169,19,24396,132,157,692,482,443,517,178,20,3,2623,109,141,251,252,293,177,54,26,3,1296,3973,6524,14301,14754,16004,11745,2923,297,38,70554,173,312,347,315,316,240,22,3,0,1728,619,226,194,210,204,150,45,0,0,1644,793,537,532,525,519,392,66,6,0,3374,4763,7061,14838,15281,16524,12134,2992,304,38,73933,4094,1123,2483,2573,2711,5072,9978,5534,2216,35781,332,378,805,813,912,851,792,493,293,5672,9196,8569,18127,18660,20147,18057,13756,6326,2548,115387
CED208,2288,4710,9255,7712,7962,4794,1076,110,20,37914,3272,3863,3032,2412,2186,3306,5198,4927,2531,30714,205,369,660,408,411,372,362,409,394,3597,5767,8937,12951,10534,10556,8469,6631,5446,2942,72227,221,2467,12250,10442,10416,5818,882,68,8,42579,2633,5008,5159,4430,4467,3339,1325,210,29,26589,130,237,618,411,304,271,110,9,3,2095,103,192,300,212,212,107,47,25,10,1208,3086,7903,18326,15490,15408,9527,2373,314,53,72477,78,389,946,485,468,314,19,0,0,2699,988,1413,716,364,276,213,40,9,0,4021,1068,1802,1660,848,744,528,61,11,0,6723,4158,9708,19986,16337,16149,10054,2435,320,52,79197,6813,8023,5128,3222,3220,5204,8918,8532,4148,53197,422,790,1355,898,837,708,639,695,589,6944,11393,18523,26469,20452,20204,15963,11994,9552,4788,139344
CED209,2568,3233,6766,7838,8268,5968,1302,107,30,36083,1727,711,1656,1877,1615,3628,6433,3977,2292,23920,193,219,422,454,473,534,535,401,263,3497,4494,4162,8851,10165,10360,10128,8273,4483,2588,63504,629,2865,8835,9728,9992,6532,1108,113,24,39823,3152,3057,3740,5303,5215,4839,1805,222,29,27365,193,217,710,534,485,617,206,24,0,2989,110,163,228,229,220,169,66,33,13,1224,4086,6305,13511,15791,15911,12154,3188,397,66,71401,171,274,354,301,345,298,6,8,3,1761,591,338,218,219,181,207,40,4,0,1795,761,609,565,523,529,502,48,11,5,3563,4853,6909,14077,16312,16437,12658,3238,410,68,74967,3968,1531,2325,2505,2461,5931,11746,7093,3522,41087,404,476,874,947,997,1071,1059,702,387,6921,9214,8919,17281,19771,19893,19665,16039,8209,3978,122969
CED210,2261,3566,6951,6841,7498,5317,919,90,20,33464,2039,1011,2300,2055,2155,4091,6624,4297,2065,26641,217,306,543,457,593,619,583,502,383,4201,4517,4886,9797,9350,10253,10027,8124,4885,2467,64305,591,3172,9151,8358,9101,5886,766,68,12,37098,2672,2859,3683,4331,4470,3997,1230,152,23,23417,154,182,615,491,444,477,137,15,3,2513,124,175,273,204,229,174,55,13,9,1257,3538,6390,13723,13382,14240,10530,2194,250,46,64284,236,518,663,495,554,369,11,0,0,2849,545,327,311,283,221,251,57,3,0,2005,787,847,973,781,776,620,65,11,0,4854,4325,7237,14693,14157,15014,11154,2257,252,44,69139,4472,1901,3489,3256,3591,6729,12014,7699,3336,46483,457,590,1109,957,1165,1181,1136,876,577,8053,9253,9727,19286,18372,19774,19062,15404,8824,3961,123675
CED211,2117,3147,7939,8300,7860,5016,1191,97,12,35674,1889,767,2012,2281,1822,3062,5804,4413,2427,24473,112,146,438,384,342,296,338,391,402,2853,4115,4050,10397,10968,10018,8375,7339,4898,2841,63002,349,2594,11078,11314,10262,6025,984,51,9,42670,2689,3019,3755,4909,4502,3524,1583,212,14,24202,101,144,605,488,319,334,116,23,3,2133,51,134,252,217,210,133,49,27,7,1070,3184,5898,15683,16923,15289,10017,2735,308,29,70071,100,304,555,434,453,256,25,3,0,2137,728,375,302,313,248,184,38,10,4,2188,828,679,855,747,706,438,66,13,6,4330,4016,6575,16537,17674,15992,10456,2801,322,31,74402,4153,1586,2784,3007,2703,4822,9942,7640,3766,40399,246,290,839,774,706,584,601,615,573,5218,8412,8448,20153,21451,19401,15861,13342,8576,4369,120018
CED212,2344,3266,6558,7349,8024,5659,1289,88,21,34593,1793,676,1779,2021,2008,3396,6477,4325,2064,24539,204,256,538,529,573,513,554,410,243,3814,4341,4199,8878,9900,10605,9569,8324,4822,2323,62952,604,3107,8989,9334,10338,6755,1024,82,13,40247,2824,2552,3219,4502,4573,3907,1630,187,24,23410,95,131,614,455,356,446,172,16,5,2279,101,157,247,242,220,157,60,12,14,1212,3619,5951,13065,14532,15485,11264,2885,292,49,67140,197,408,485,439,460,379,22,0,0,2387,623,258,226,282,239,236,67,4,0,1943,822,660,715,725,700,614,88,7,0,4327,4439,6613,13780,15255,16183,11876,2980,298,49,71471,3804,1302,2426,2803,3115,5285,11399,7715,3289,41148,432,507,1081,1067,1158,1052,1002,716,366,7378,8675,8419,17284,19126,20458,18222,15381,8734,3702,119996
CED213,2252,2724,5588,6752,8247,6333,1537,155,26,33611,1618,599,1637,1887,2006,4287,8273,4843,2218,27363,204,218,444,526,598,687,744,625,422,4462,4072,3539,7675,9163,10851,11300,10547,5618,2671,65436,968,3278,7069,8254,9989,6835,1330,119,21,37855,2777,2089,3201,4526,5197,5081,2141,303,43,25361,158,138,558,433,488,664,238,38,0,2727,125,159,219,242,253,205,112,25,14,1349,4034,5663,11042,13450,15935,12791,3816,485,78,67294,183,266,325,357,410,380,23,0,0,1948,476,134,199,215,220,256,78,8,0,1585,656,395,528,576,630,630,102,9,4,3535,4688,6061,11569,14026,16565,13416,3926,493,81,70831,3521,998,2194,2623,3177,6865,14951,9279,3792,47401,438,441,844,1033,1224,1323,1441,1154,673,8570,8643,7498,14605,17685,20969,21612,20310,10923,4541,126797
CED214,1615,3776,11067,9807,8086,4537,697,59,21,39665,2048,1203,2838,2583,2166,3473,4833,3779,1934,24857,188,355,985,759,614,507,421,382,274,4487,3854,5335,14896,13154,10861,8513,5942,4224,2230,69009,271,2807,15430,13695,10915,5878,754,55,17,49820,2020,3725,5669,5350,4230,2935,801,85,8,24816,88,171,779,753,353,288,90,7,3,2523,47,205,459,289,272,140,49,5,0,1479,2424,6904,22334,20086,15770,9244,1697,153,30,78644,151,552,1095,776,742,476,15,3,0,3803,635,688,588,352,307,283,43,8,3,2909,786,1238,1683,1129,1051,760,58,6,0,6717,3213,8143,24019,21214,16827,9999,1750,157,31,85365,4340,2510,4351,3726,3497,5800,8790,6602,3077,42695,402,751,2018,1610,1286,1024,791,722,446,9045,7953,11400,30389,26545,21606,16824,11333,7489,3558,137098
CED215,2012,2537,5380,5718,6952,5732,1200,159,30,29723,1654,781,1998,1655,2072,4343,6949,4078,1780,25313,261,316,601,577,735,794,753,653,405,5100,3930,3634,7982,7945,9759,10866,8911,4900,2213,60139,674,2772,6733,6617,8008,6274,1206,160,30,32477,2368,1695,3154,3704,4264,4228,1487,244,27,21166,121,166,583,417,552,713,226,26,4,2809,107,140,180,199,227,211,93,42,13,1219,3274,4776,10642,10940,13047,11432,3011,478,81,57676,260,486,585,511,568,523,21,3,4,2965,416,200,272,238,209,264,47,0,0,1647,678,692,856,749,776,782,65,7,3,4610,3954,5461,11495,11692,13825,12221,3078,480,82,62289,3601,1393,2980,2774,3520,7340,13498,7720,2924,45758,550,655,1187,1139,1469,1625,1567,1145,613,9950,8105,7512,15661,15605,18811,21189,18142,9345,3623,117989
CED216,1907,2994,6174,7944,9619,5959,1649,134,18,36399,2342,765,1203,2018,2139,3117,5161,3875,3016,23633,155,184,411,470,532,448,387,294,354,3226,4403,3945,7786,10429,12289,9521,7200,4299,3387,63266,180,1928,8414,10540,12827,7420,1470,119,7,42906,2575,3359,2727,4351,5317,4275,2290,297,37,25229,110,133,477,471,322,375,153,16,5,2061,51,105,184,175,244,138,66,21,7,992,2917,5522,11807,15532,18713,12204,3978,459,57,71187,56,215,385,303,449,282,31,7,0,1734,617,382,213,258,255,186,74,8,0,2000,670,603,599,563,703,465,106,16,3,3731,3586,6120,12404,16098,19418,12667,4088,471,61,74922,5292,1590,1776,2483,2852,4793,8789,6588,4566,38731,320,383,846,945,1086,879,742,518,486,6207,9201,8093,15026,19527,23363,18340,13616,7583,5121,119860
CED217,2769,4384,10523,11023,8447,4601,561,34,11,42356,3169,1535,4417,4298,3225,4649,4909,2045,772,29019,275,416,869,826,699,577,441,213,78,4407,6207,6342,15811,16146,12374,9829,5917,2296,870,75785,721,3928,14525,15674,11787,6255,719,34,8,53653,3114,3479,5103,6032,4406,3049,719,42,7,25948,120,189,877,629,383,373,70,6,3,2655,122,294,532,482,416,199,35,10,7,2104,4082,7895,21040,22822,16987,9877,1544,97,17,84360,355,774,1107,945,772,462,23,0,3,4449,968,536,503,523,369,293,44,3,0,3238,1319,1309,1608,1468,1139,757,68,0,5,7682,5403,9204,22653,24291,18127,10632,1612,96,21,92042,6759,2846,6022,5851,4823,7144,9387,3836,1192,47857,571,786,1767,1671,1383,1149,845,394,116,8675,12732,12841,30439,31806,24335,18932,11840,4329,1332,148579
CED218,1501,4869,13646,8267,7421,4939,1538,160,41,42376,2134,2064,2008,1861,1868,2692,4401,3542,1971,22542,171,444,1275,641,503,465,376,363,264,4492,3811,7375,16925,10771,9791,8091,6307,4070,2274,69414,156,3259,19793,12353,10350,6093,1438,159,26,53629,1920,4323,5047,3871,3909,3304,1991,340,52,24752,72,209,709,477,276,282,132,21,8,2178,44,159,356,181,180,103,63,22,15,1129,2192,7948,25905,16887,14711,9777,3623,535,104,81684,52,285,846,453,405,278,36,6,0,2347,477,764,450,234,226,173,69,10,0,2406,531,1047,1293,687,625,444,102,16,0,4760,2722,8999,27197,17576,15338,10223,3730,556,103,86442,4433,3746,3090,2422,2607,4191,7277,6005,3096,36869,338,820,2531,1355,1080,901,730,653,376,8772,7492,13562,32810,21348,19024,15318,11729,7216,3576,132082
CED219,2664,4735,11258,10005,8623,5112,686,56,9,43159,3422,1700,4723,3921,3239,4347,4897,2745,1220,30214,278,353,874,716,659,546,416,266,126,4232,6364,6790,16855,14651,12521,10006,5999,3060,1356,77600,684,4637,15925,15127,12500,7255,872,27,16,57036,3027,3810,5723,5755,4630,3211,837,102,4,27103,119,205,866,527,372,360,100,3,0,2551,108,314,628,428,334,220,45,19,3,2108,3945,8961,23153,21836,17835,11048,1861,150,26,88803,330,839,1124,918,653,403,27,0,0,4297,1117,639,509,467,345,274,48,3,0,3399,1446,1477,1636,1384,997,676,69,5,0,7698,5390,10440,24782,23222,18837,11722,1934,158,22,96496,7314,2987,6086,5216,4753,6873,8994,4936,1884,49033,574,793,1787,1523,1290,1074,780,510,201,8532,13280,14217,32657,29957,24879,19661,11702,5595,2108,154064
CED220,1859,3396,7983,8092,7823,4686,932,62,20,34854,2198,1249,2470,2393,2185,3506,5389,4168,2176,25739,150,215,489,442,411,353,375,395,361,3191,4206,4857,10949,10934,10420,8553,6695,4619,2551,63781,272,2532,11048,11156,10373,6043,940,50,12,42434,2401,3602,4105,4518,4307,3209,1179,156,18,23505,73,148,517,431,290,284,82,10,3,1843,55,159,380,273,284,149,44,14,10,1375,2802,6438,16056,16386,15257,9692,2255,230,48,69157,111,374,739,557,530,361,26,0,3,2699,680,551,396,267,289,224,57,3,0,2466,789,920,1128,827,814,587,84,8,3,5168,3596,7362,17188,17212,16072,10274,2341,233,48,74327,4747,2645,3712,3311,3332,5627,9443,7395,3587,43791,321,492,1024,926,845,725,699,663,521,6207,8662,10492,21917,21443,20246,16631,12479,8294,4156,124324
CED221,2183,2363,5228,6243,7651,6344,1401,187,42,31641,1568,580,1551,1586,1659,3633,6432,3830,1947,22788,265,239,489,563,651,711,672,462,351,4400,4020,3184,7264,8393,9955,10684,8507,4483,2343,58829,971,3004,6719,7468,9526,7096,1473,238,55,36550,2558,1552,2896,3955,4524,4644,1746,254,53,22183,144,187,536,437,476,737,244,36,16,2814,115,140,216,229,234,188,106,48,14,1280,3785,4879,10370,12085,14755,12666,3569,577,137,62829,183,331,364,342,347,327,17,0,0,1914,364,152,171,203,184,237,47,0,0,1360,544,486,538,547,529,561,66,0,0,3271,4335,5364,10906,12634,15285,13232,3634,580,138,66101,3486,970,2153,2359,2756,6235,12136,7056,3064,40217,527,524,965,1123,1295,1495,1327,871,556,8682,8349,6854,14024,16112,19338,20960,17106,8505,3755,114998
CED222,2220,3558,8341,9076,8667,5131,1037,62,9,38100,2170,886,2410,2574,2192,3461,5260,3479,1814,24244,173,200,565,565,483,455,443,424,390,3699,4554,4644,11317,12214,11343,9047,6744,3961,2218,66041,504,3186,11893,12480,11961,6902,1044,49,7,48032,2632,3115,3779,5050,4615,3317,1208,133,19,23869,111,171,674,563,383,340,112,14,3,2377,92,198,328,316,288,161,63,10,11,1461,3340,6666,16673,18411,17246,10724,2421,217,35,75735,173,413,627,566,524,354,26,0,0,2676,729,408,305,314,256,225,54,4,0,2306,904,821,929,882,782,580,77,6,0,4983,4242,7484,17604,19295,18028,11301,2507,224,40,80722,4755,1858,3344,3447,3254,5429,9353,6077,2842,40355,354,474,1153,1148,1029,914,833,725,582,7205,9346,9815,22099,23895,22302,17648,12693,7023,3458,128284
CED223,1995,3243,6958,8084,8166,5883,1254,112,12,35714,1908,751,1511,1835,1748,3099,5185,3421,1818,21265,138,165,410,374,397,365,378,328,308,2862,4040,4158,8872,10296,10312,9343,6818,3863,2142,59838,387,2576,9496,10251,10544,7116,1184,67,12,41648,2534,3137,3261,5014,4781,4155,1638,199,17,24736,94,153,640,538,317,415,114,15,0,2282,57,99,234,209,198,139,54,20,5,1017,3078,5962,13633,16011,15839,11822,2993,306,33,69680,107,292,477,351,356,262,32,3,4,1879,680,366,256,245,206,181,48,3,0,1986,786,659,728,599,561,438,80,9,4,3867,3863,6622,14363,16609,16400,12261,3074,313,33,73543,4223,1552,2263,2471,2542,4864,9322,6040,2871,36137,285,351,814,802,846,720,656,539,465,5481,8365,8520,17438,19883,19791,17847,13056,6897,3368,115161
CED224,1973,4263,8244,7176,8295,5305,1583,168,28,37037,3041,1346,1503,1950,2243,2914,4652,3607,2611,23866,176,265,577,447,465,386,369,292,238,3214,5190,5875,10329,9581,11002,8607,6595,4071,2877,64116,145,2664,11501,9501,11004,6810,1490,141,13,43269,2592,4627,3588,3717,4510,3533,2082,328,46,25033,115,211,527,411,285,308,129,26,5,2023,63,157,246,166,195,114,66,26,11,1034,2909,7660,15862,13793,15989,10767,3769,524,75,71365,39,237,524,344,417,258,36,0,0,1853,689,677,346,239,232,178,53,10,3,2431,730,917,869,580,650,434,87,13,3,4283,3641,8571,16736,14377,16642,11201,3862,537,83,75645,6387,2831,2434,2490,2983,4409,7741,6135,3940,39354,363,541,1174,878,955,752,659,511,351,6176,10388,11947,20340,17749,20576,16356,12264,7178,4377,121182
CED225,2960,3868,7057,9315,9528,5648,922,76,18,39400,2361,738,1998,2422,2065,3103,4632,2468,1086,20873,199,200,426,445,481,371,309,226,162,2826,5528,4805,9485,12190,12073,9122,5856,2765,1272,63100,833,3741,9855,12214,13296,7350,980,63,28,48361,3642,3163,3492,5656,5306,3994,1243,135,13,26636,157,175,653,520,440,437,138,19,0,2541,96,168,252,250,263,166,49,20,3,1270,4728,7245,14252,18641,19298,11949,2412,228,49,78807,218,403,472,401,419,311,34,0,0,2258,926,356,248,293,218,177,39,6,0,2261,1143,758,726,696,631,491,73,9,3,4522,5873,8006,14974,19334,19933,12435,2484,238,52,83325,5283,1429,2576,3088,2869,4810,8319,4641,1761,34784,411,389,828,901,1001,777,604,409,267,5588,11570,9819,18379,23326,23807,18023,11413,5285,2077,123705
CED226,2861,5001,15131,13101,9773,5055,660,38,14,51639,3416,1626,6398,4717,3149,4454,4857,2352,846,31813,292,360,1200,899,707,568,416,265,174,4882,6573,6988,22730,18720,13632,10077,5933,2655,1034,88340,648,4259,21029,20493,14252,7176,821,26,14,68715,3301,4254,7452,6837,5012,3115,868,58,4,30914,114,218,1100,723,446,392,76,8,5,3082,135,294,750,580,330,170,55,14,3,2336,4196,9026,30338,28635,20045,10859,1817,106,32,105043,350,888,1704,1188,816,492,23,0,0,5466,1082,724,885,653,376,271,47,3,0,4036,1430,1614,2591,1835,1193,768,71,3,0,9502,5628,10637,32921,30473,21238,11626,1890,107,27,114550,7265,3064,8424,6348,4663,6901,8858,4302,1319,51146,614,800,2363,1888,1414,1092,814,485,262,9732,13511,14491,43711,38714,27320,19623,11563,4894,1608,175430
CED227,2010,2518,5106,5479,6910,5691,1290,194,38,29220,1812,753,1950,1678,1829,3263,5829,4376,2353,23848,276,289,573,517,707,801,725,603,415,4904,4098,3561,7630,7672,9444,9756,7842,5171,2810,57973,803,3070,6889,6722,8697,7064,1447,246,37,34972,2394,1552,2868,3421,3982,3878,1500,271,53,19922,134,151,497,325,424,626,225,38,10,2434,105,129,243,219,241,267,104,63,23,1393,3433,4903,10496,10692,13344,11829,3268,627,119,58717,228,379,514,388,406,316,21,3,3,2252,372,167,237,201,184,188,37,0,0,1390,602,542,750,587,590,505,57,6,7,3639,4032,5442,11244,11276,13942,12328,3322,634,125,62354,3922,1231,2641,2490,3118,5744,10926,7804,3694,41564,547,606,1257,1064,1461,1598,1500,1101,647,9788,8501,7289,15144,14831,18522,19671,15751,9536,4469,113709
CED228,1960,4377,9962,8156,7884,4851,847,63,13,38112,2533,1377,2861,2728,2480,4190,5716,4383,2040,28308,236,331,920,665,568,558,515,463,342,4607,4726,6090,13738,11550,10931,9598,7082,4914,2396,71030,314,3266,13778,11082,10581,6128,937,58,5,46148,2378,4397,4877,4488,4255,3323,1026,129,8,24881,93,214,694,499,325,303,94,9,0,2231,105,227,535,326,300,215,49,19,7,1775,2890,8101,19882,16388,15461,9966,2107,210,27,75035,147,521,1020,728,709,400,18,0,0,3548,689,657,504,383,339,288,37,3,0,2904,842,1178,1522,1109,1049,694,59,0,3,6458,3729,9282,21411,17492,16505,10659,2168,216,30,81490,5381,2850,4316,3776,3898,6611,10277,7731,3287,48123,469,756,1907,1321,1194,1069,994,819,525,9061,9577,12891,27629,22591,21595,18337,13440,8770,3842,138675
CED229,3270,4695,11638,11788,10866,6264,1069,75,26,49693,3011,1185,3955,3540,2740,4103,5700,2690,1113,28037,323,343,867,810,773,630,561,318,191,4816,6600,6214,16468,16139,14383,10993,7338,3085,1327,82548,1010,4802,16253,16202,14814,8121,1226,93,32,62544,3724,3540,5716,6921,5897,4293,1340,146,20,31596,144,249,1170,753,582,537,142,18,3,3600,162,257,475,424,351,205,66,13,3,1955,5039,8846,23614,24305,21646,13154,2775,264,59,99701,353,590,893,679,571,382,26,0,0,3500,945,366,418,427,284,255,60,4,0,2759,1304,959,1306,1102,861,633,85,9,3,6263,6340,9806,24921,25406,22509,13782,2860,272,61,105958,6669,2142,4926,4572,3976,6440,10437,5054,1800,46013,645,698,1692,1648,1524,1269,1100,577,294,9446,13648,12647,31546,31630,28001,21491,14390,5905,2156,161415
CED230,2439,3347,7492,7282,8162,5967,1223,182,25,36113,2131,948,2637,2360,2248,4282,7447,4243,2098,28384,250,311,603,612,689,774,759,550,333,4875,4817,4596,10734,10256,11101,11027,9428,4972,2450,69372,961,3611,9760,9226,10035,6616,1283,177,31,41709,2766,2242,4189,4688,5048,4541,1607,254,33,25373,134,181,730,430,550,651,197,38,4,2916,160,173,300,270,289,236,91,45,18,1576,4027,6215,14985,14615,15916,12036,3179,515,87,71572,302,527,567,492,486,428,21,5,0,2824,568,258,352,288,237,280,52,4,4,2044,865,781,916,776,729,706,74,6,4,4862,4893,6990,15903,15394,16643,12747,3252,518,89,76435,4592,1481,3368,3237,3436,6984,13471,7917,3257,47748,512,604,1220,1187,1443,1486,1450,986,515,9397,9998,9076,20488,19819,21524,21214,18180,9420,3861,133583
CED231,2276,9229,24468,9979,6536,4124,1098,97,24,57834,4258,7923,5059,2278,1829,2611,3300,2251,1082,30591,589,1652,3106,1328,945,761,523,359,276,9541,7116,18804,32636,13580,9309,7504,4921,2713,1383,97962,190,4997,33808,15138,9149,5144,1085,98,27,69631,1992,7450,10640,4432,3136,2554,1266,148,28,31641,105,417,1191,795,307,242,99,17,3,3179,167,348,629,257,185,104,46,13,5,1746,2448,13206,46272,20611,12777,8044,2497,277,67,106199,92,731,1741,722,577,301,33,8,0,4197,1272,2709,1319,380,258,209,55,4,0,6215,1361,3442,3057,1104,836,507,85,14,0,10413,3812,16644,49325,21711,13613,8555,2581,289,68,116612,7872,14606,8710,3510,3114,4430,5890,3875,1741,53754,1083,3139,6314,2808,1938,1550,1045,639,426,18932,12773,34386,64351,28030,18666,14544,9518,4799,2233,189301
