CED_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED125,2588,4279,8898,7843,7299,5116,814,52,8,36887,2543,1205,3309,2902,2482,3990,4834,2255,776,24289,244,326,707,571,497,511,408,199,153,3613,5375,5807,12916,11312,10275,9613,6052,2509,933,64792,1171,4644,12850,11606,10544,7343,1021,29,8,49216,2650,2797,3922,3924,3403,2916,883,93,6,20600,153,171,760,413,325,364,97,3,0,2296,126,267,400,318,280,182,63,4,0,1650,4098,7876,17936,16259,14563,10806,2061,137,24,73759,369,616,758,595,490,303,21,0,0,3151,652,391,424,356,259,209,47,3,0,2338,1025,1005,1179,952,747,509,64,4,3,5495,5123,8885,19115,17212,15306,11317,2123,142,28,79250,5446,2059,4312,3906,3630,6179,8928,4144,1214,39818,511,671,1402,1145,996,952,781,377,203,7045,11084,11615,24833,22262,19928,18450,11839,4663,1445,126110
CED126,2269,2947,6228,8693,9389,6055,1747,176,26,37527,1811,445,1022,1667,1531,2724,5560,4101,2491,21350,142,170,364,443,435,411,477,424,501,3371,4228,3559,7613,10802,11359,9187,7786,4701,3011,62246,700,2975,8624,11625,12692,7380,1432,110,9,45549,3006,2628,2967,4979,5162,4402,2310,366,26,25840,139,161,535,467,355,329,160,25,3,2175,78,115,219,256,244,157,55,18,10,1146,3915,5887,12342,17330,18449,12270,3963,512,48,74712,71,154,210,229,325,202,34,4,0,1234,462,184,129,182,181,169,71,5,0,1388,536,334,345,414,505,372,110,12,3,2620,4450,6221,12688,17748,18946,12637,4068,518,51,77337,4124,938,1402,2092,2128,4312,9838,7452,3874,36169,294,355,722,916,899,836,854,744,668,6294,8871,7513,14813,20754,21976,17794,14760,8722,4599,119796
CED127,2402,3111,5685,7154,8393,6182,1370,125,9,34440,1934,608,1596,1662,1745,3495,5910,3279,1541,21782,201,205,371,394,523,473,463,280,167,3079,4536,3923,7652,9216,10670,10151,7748,3688,1717,59296,1198,3405,7852,9457,11181,7660,1219,93,17,42076,2641,2355,3024,4133,4549,4126,1738,204,11,22782,137,135,519,396,391,443,160,13,0,2199,102,142,234,195,201,153,53,18,3,1107,4079,6044,11625,14177,16324,12385,3170,331,32,68160,212,279,316,290,285,259,28,0,0,1677,497,191,177,221,196,195,57,8,0,1548,713,469,495,512,483,456,85,11,0,3222,4793,6513,12116,14689,16808,12837,3255,340,32,71385,4166,1106,2149,2265,2659,5790,10668,5904,2367,37076,390,391,747,833,1059,955,913,503,241,6043,9351,8018,15014,17789,20530,19585,14838,6747,2641,114511
CED128,2143,3946,7881,6921,6631,4324,664,48,6,32574,2928,1606,4114,3783,3633,4637,5295,3208,1348,30539,199,276,671,545,545,455,350,264,237,3535,5270,5823,12664,11248,10812,9421,6306,3515,1592,66645,867,4197,11588,10334,9497,6388,943,35,11,43852,2262,2837,3716,3772,3388,2640,727,73,0,19421,117,172,544,340,260,251,81,10,0,1772,126,265,489,367,347,205,51,16,7,1868,3370,7466,16328,14809,13495,9487,1804,130,20,66912,251,615,908,635,529,367,18,0,0,3319,626,448,423,381,361,281,27,3,0,2556,880,1062,1330,1014,894,648,41,3,0,5869,4256,8533,17658,15822,14386,10130,1845,133,21,72779,6116,2992,5915,5510,5650,7445,9837,5858,2164,51475,421,585,1383,1128,1086,919,695,472,347,7035,10787,12107,24954,22459,21122,18494,12374,6462,2522,131291
CED129,2521,3548,7021,9951,8912,5488,1359,77,8,38881,2476,624,1556,2419,1782,3162,5218,2837,1248,21311,102,91,284,324,281,230,225,152,124,1821,5099,4266,8856,12692,10969,8889,6802,3065,1379,62013,650,3487,10163,14340,13214,7738,1445,55,6,51104,3191,3057,2794,4922,4243,3301,1595,210,9,23318,165,158,536,449,273,289,119,10,0,2006,66,106,235,249,226,132,57,7,0,1082,4071,6807,13730,19964,17964,11459,3217,280,16,77513,90,231,370,414,415,276,40,4,0,1832,675,352,223,295,215,173,53,3,0,1998,762,583,591,710,628,448,94,10,0,3829,4838,7396,14324,20671,18586,11907,3308,290,20,81338,5340,1350,2039,2897,2354,4670,9234,5262,1997,35152,198,204,541,620,589,473,423,277,191,3516,10379,8954,16898,24184,21531,17049,12973,5830,2203,120008
CED130,2317,2828,5916,6497,7501,6066,1569,259,52,33003,2236,1285,2113,1745,1924,3723,6329,4361,1986,25703,343,379,644,644,743,836,767,654,426,5438,4893,4493,8675,8881,10162,10628,8661,5279,2464,64141,1010,3103,7808,8088,9685,7446,1862,321,60,39385,2505,1805,3219,3692,3995,3911,1666,347,47,21199,204,207,506,356,385,523,158,44,7,2387,160,147,231,240,245,222,121,75,15,1456,3880,5269,11762,12371,14305,12105,3809,786,131,64424,321,459,567,476,457,367,18,9,3,2678,420,296,290,250,191,267,34,10,3,1748,740,750,856,721,651,628,55,13,3,4425,4621,6018,12624,13091,14959,12737,3866,802,137,68850,4676,2163,3004,2751,3293,6463,11866,7805,3023,45042,708,742,1322,1311,1449,1700,1570,1140,622,10560,10006,8919,16951,17156,19694,20899,17303,9745,3784,124455
CED131,2619,4956,9030,7942,7634,5102,845,77,10,38208,1553,1524,1984,1807,1879,3591,5219,3489,1814,22847,143,285,493,369,426,464,409,504,825,3912,4310,6765,11502,10121,9942,9162,6464,4070,2647,64966,602,3809,12108,9951,9701,6087,714,61,10,43044,2902,4364,4693,4776,4273,3513,1043,147,17,25734,167,293,804,481,401,366,100,13,0,2632,102,208,286,203,188,94,40,21,6,1141,3770,8673,17901,15412,14550,10070,1900,248,29,72551,293,586,691,558,512,348,13,3,3,3014,776,674,445,278,221,227,46,6,3,2666,1070,1254,1134,838,730,577,62,8,6,5684,4840,9934,19032,16259,15288,10642,1960,255,31,78237,3681,3057,3292,2826,3264,6382,9750,6108,2840,41208,289,568,1122,830,1001,992,823,836,1087,7562,8805,13563,23451,19916,19552,18016,12538,7197,3958,127000
CED132,1338,3480,12584,10882,8513,5644,1849,190,22,44497,1898,887,1693,2376,1980,2815,4602,3300,2223,21775,123,294,1072,749,527,495,389,245,221,4107,3361,4663,15345,14008,11017,8953,6833,3729,2459,70382,187,2892,19225,16600,12459,7196,1682,151,27,60425,1747,2984,3664,4263,3711,3403,2263,373,46,22442,104,142,815,688,279,273,143,26,3,2475,61,123,311,245,160,116,52,18,9,1084,2093,6138,24017,21792,16611,10986,4145,567,84,86432,28,154,488,559,499,317,42,0,0,2081,374,302,293,280,214,215,92,12,0,1785,398,456,779,841,709,526,134,12,0,3870,2494,6598,24795,22635,17320,11513,4281,576,84,90297,4859,1709,2379,2926,2746,4360,7847,5664,3357,35852,278,548,2080,1529,1088,963,755,427,314,7979,7635,8855,29260,27089,21153,16834,12884,6673,3750,134124
CED133,2395,2365,4749,6421,8052,6800,1285,155,40,32252,2087,924,2091,2052,2450,5105,7786,4891,2481,29866,302,257,528,655,766,897,735,565,320,5025,4790,3545,7369,9131,11271,12797,9797,5608,2833,67136,828,2333,5404,7295,8929,6993,1243,199,36,33263,2695,1797,3244,4178,5165,5387,1664,235,35,24408,147,164,433,350,422,558,171,24,3,2270,132,122,203,222,251,189,99,53,17,1296,3799,4412,9286,12052,14774,13136,3179,512,94,61233,384,499,592,564,602,486,15,6,0,3149,509,265,328,300,288,385,53,3,0,2130,893,764,917,867,888,871,68,7,0,5282,4692,5176,10200,12919,15661,14006,3244,521,92,66516,4393,1515,3110,3217,4524,9482,15127,9050,3906,54335,688,587,1060,1300,1550,1897,1522,1026,503,10135,9777,7277,14375,17437,21741,25385,19895,10599,4499,130979
CED134,1931,2742,6643,6368,7281,5758,1431,265,57,32479,1950,1142,2257,1717,1965,3317,5421,3962,1845,23579,338,401,870,754,935,895,784,643,330,5943,4215,4279,9769,8831,10189,9969,7639,4871,2228,61996,1038,3508,8895,8448,9966,7920,1963,376,57,42164,1987,1430,3063,3226,3463,3301,1465,313,48,18295,113,177,633,367,389,520,180,55,11,2448,142,157,279,275,264,257,130,60,27,1592,3279,5276,12867,12310,14081,12000,3731,809,146,64497,346,497,649,532,575,385,17,3,3,3019,321,230,284,232,213,225,35,7,0,1552,669,728,939,771,789,616,58,10,3,4569,3942,6002,13807,13081,14872,12611,3784,818,146,69070,4086,1757,3173,2672,3412,5892,10274,7137,2868,41274,696,828,1742,1586,1937,1928,1641,1163,524,12034,8727,8586,18720,17344,20224,20434,15701,9117,3535,122377
CED135,1611,3907,13490,9047,6873,4189,769,54,18,39952,2533,1600,5499,3764,2940,4131,4495,3082,1438,29481,207,368,1479,838,652,518,393,304,254,5007,4351,5872,20470,13647,10467,8838,5653,3438,1708,74448,439,3354,20233,15231,9938,5873,944,56,14,56075,1794,3812,6316,4584,3483,2548,839,105,15,23486,102,174,813,484,244,247,90,15,0,2159,79,242,671,405,263,164,40,13,8,1883,2416,7580,28030,20698,13928,8823,1916,183,32,83605,178,489,1719,955,621,417,30,0,3,4408,587,677,813,538,298,274,40,5,3,3239,764,1160,2526,1502,922,684,68,11,4,7643,3179,8743,30552,22196,14843,9509,1988,195,41,91246,5589,3206,7535,5211,4538,6628,8213,5616,2314,48847,494,834,2947,1932,1287,1061,748,542,388,10225,9264,12775,41038,29341,20671,17198,10944,6357,2743,150329
CED136,2647,3412,6892,7063,7457,4847,836,73,20,33248,1739,927,2312,2075,2177,4701,7242,4044,1747,26953,221,232,560,450,529,571,663,507,286,4029,4604,4570,9761,9590,10168,10119,8743,4627,2056,64233,903,3461,9001,9128,9532,5850,733,41,13,38666,2944,2308,3779,4222,4204,3517,1069,139,4,22188,134,213,636,458,432,480,113,7,4,2477,96,148,220,226,215,135,55,26,13,1145,4072,6127,13643,14034,14382,9987,1975,220,39,64477,465,601,686,597,604,397,20,3,0,3378,601,302,363,304,250,231,49,3,4,2107,1070,901,1051,906,856,632,63,10,4,5485,5138,7027,14686,14941,15237,10615,2043,227,43,69959,3895,1501,3096,3026,3500,7725,13737,7491,2711,46692,447,527,1137,1007,1135,1169,1232,925,439,8014,9483,9056,18921,18972,19874,19513,17015,8638,3193,124668
CED137,1619,4663,14198,9563,8381,5289,1170,120,26,45033,2676,2607,3980,2749,2442,3631,4667,3550,2092,28388,192,514,1405,797,631,534,368,267,180,4886,4490,7792,19585,13114,11456,9453,6195,3938,2296,78308,322,3615,20779,14485,11649,7055,1239,112,12,59266,1986,4297,6489,4573,3996,3281,1436,209,31,26299,107,213,841,554,281,279,111,10,3,2406,60,250,590,333,291,200,64,23,13,1822,2471,8379,28698,19948,16219,10819,2845,361,60,89789,84,396,1106,582,441,325,29,3,0,2966,474,826,745,304,270,246,57,12,0,2937,559,1221,1854,888,712,568,92,12,0,5902,3030,9595,30556,20838,16930,11384,2930,374,59,95699,5444,5236,6652,3992,3659,5675,8224,6325,3302,48504,419,1106,2958,1648,1226,1020,730,462,281,9844,8898,15934,40163,26475,21809,18076,11880,7162,3644,154050
CED138,2121,2279,5174,6960,8169,6696,1233,128,27,32800,1610,525,1667,1900,2080,4733,7716,5139,2656,28028,262,248,585,700,845,994,813,756,707,5907,4000,3058,7423,9558,11099,12426,9761,6017,3391,66735,575,1981,5650,7353,8750,6342,1002,116,18,31784,2637,2014,3677,5167,5509,5467,1768,209,29,26470,133,113,461,391,395,548,149,15,4,2214,134,127,219,262,254,228,76,37,20,1346,3478,4241,10006,13172,14904,12580,2996,372,67,61819,201,349,428,447,541,471,23,5,0,2477,510,203,248,290,307,341,63,7,0,1960,711,552,673,736,849,811,87,13,3,4432,4188,4789,10682,13907,15758,13395,3084,386,74,66251,3499,1000,2386,2737,3495,8307,14645,9429,4393,49888,521,516,1208,1380,1676,2011,1632,1297,1100,11336,8212,6301,14273,18028,20930,23705,19363,11113,5565,127476
CED139,2481,3385,6331,6635,7455,5698,1398,255,47,33688,2074,1028,2027,1643,1871,3661,6155,4430,2252,25136,331,298,545,552,654,708,697,648,405,4827,4886,4707,8904,8835,9977,10065,8245,5333,2703,63652,1393,4004,8568,8696,9948,7397,1724,300,43,42063,2586,2026,3310,3718,3896,3743,1519,335,45,21169,143,189,595,365,389,533,194,32,7,2463,143,177,243,231,248,211,120,75,23,1463,4266,6396,12713,13005,14484,11880,3557,744,116,67164,304,443,526,453,410,312,15,8,0,2477,405,247,229,196,177,205,31,4,0,1499,713,693,758,654,592,513,49,14,3,3978,4977,7087,13475,13660,15073,12397,3599,752,122,71142,4368,1788,2985,2773,3241,6271,11520,7898,3515,44368,666,641,1140,1130,1382,1479,1420,1126,601,9585,10014,9515,17599,17561,19692,20150,16545,9775,4237,125092
CED140,2411,2803,5650,6701,7820,5795,1173,88,16,32460,1574,593,1581,1844,1879,3819,7011,4774,2463,25536,159,196,368,419,469,470,505,533,485,3603,4141,3591,7600,8962,10172,10077,8694,5400,2960,61599,745,2875,7601,8656,9784,6615,992,75,12,37347,2678,2198,2996,4086,4506,4046,1521,179,16,22232,128,135,562,434,383,455,122,14,6,2241,72,124,179,238,218,144,60,19,7,1059,3626,5334,11334,13411,14896,11256,2689,295,40,62881,243,386,460,380,493,340,20,3,4,2321,547,252,234,256,232,257,68,9,0,1850,793,635,696,635,727,598,81,12,4,4171,4415,5967,12034,14040,15623,11851,2779,305,48,67052,3604,1148,2229,2558,2975,6355,12793,8450,4026,44136,359,380,755,854,963,979,983,865,677,6812,8376,7499,15008,17459,19553,19177,16549,9626,4747,117999
CED141,2602,3015,6105,6786,7646,5222,802,58,8,32249,1542,702,1533,1677,1974,4272,7607,4814,2004,26125,110,154,312,311,376,393,450,441,365,2903,4255,3869,7956,8773,9997,9887,8857,5316,2373,61273,899,2900,7763,8369,9742,6047,630,37,3,36383,2906,2447,3433,4300,4418,3682,1122,116,11,22450,135,217,639,382,395,464,86,11,0,2340,70,144,182,158,172,140,27,18,0,913,4010,5710,12013,13207,14728,10336,1871,179,20,62084,391,461,483,453,456,355,16,0,0,2621,708,277,248,221,254,242,35,6,0,1990,1097,739,734,679,705,598,52,9,0,4608,5107,6442,12749,13890,15434,10929,1925,185,20,66691,3519,1242,2159,2441,3223,7345,13884,8860,3275,45950,247,317,626,664,766,784,868,771,537,5576,8882,8006,15533,17000,19421,19055,16678,9814,3838,118216
CED142,1484,7704,24325,10826,6111,3800,1015,106,17,55383,2598,5768,4166,1808,1655,2473,3036,1861,674,24048,478,1710,3673,1506,976,826,547,330,161,10210,4554,15181,32168,14139,8744,7099,4599,2301,856,89643,283,5482,35631,18773,10742,5516,1122,98,7,77673,1402,6311,11039,4700,2745,2273,1105,176,20,29780,99,324,1190,759,329,237,88,16,0,3042,112,332,819,298,184,105,40,12,5,1899,1905,12450,48684,24532,13995,8134,2358,298,42,112396,49,413,1178,686,574,361,32,3,0,3300,569,1561,1015,334,235,197,55,10,0,3981,611,1972,2199,1015,813,558,92,13,3,7280,2519,14426,50879,25543,14809,8691,2447,313,44,119672,4823,10276,7338,3014,3120,4513,5921,3454,1147,43611,966,3580,8198,3793,2546,1932,1244,660,271,23190,8310,28283,66424,32353,20469,15144,9616,4433,1456,186472
CED143,1603,2829,9473,9749,8673,5157,1587,192,31,39286,1937,431,1140,2042,1872,2429,4473,3161,1825,19308,158,217,771,721,570,472,395,295,386,3983,3696,3476,11385,12514,11111,8058,6449,3649,2238,62578,302,2582,13728,14327,12287,6489,1365,160,15,51269,2204,2510,3171,4581,4380,3548,2048,356,52,22850,116,131,676,605,313,294,135,21,3,2296,59,100,244,232,196,123,72,23,8,1054,2678,5319,17827,19755,17182,10461,3617,555,78,77468,42,118,299,360,379,264,19,3,0,1482,372,176,178,240,207,178,62,10,4,1432,419,294,475,605,590,437,82,11,3,2916,3094,5611,18299,20357,17770,10898,3699,574,76,80383,4084,904,1537,2454,2539,3750,7670,5457,2901,31294,338,463,1524,1432,1136,935,747,511,557,7650,7518,6981,21365,24241,21450,15582,12107,6545,3536,119324
CED144,1665,4052,8829,7231,6957,3998,638,55,12,33438,3355,1875,4714,3969,3619,4493,4834,3702,1887,32454,244,388,868,674,611,513,392,320,225,4241,5266,6313,14407,11874,11195,9013,5862,4079,2117,70134,492,3190,12414,10542,9554,5529,865,57,0,42643,1987,3843,5624,4661,4087,2840,771,103,9,23929,114,180,533,404,245,254,64,8,3,1800,107,312,640,450,407,213,34,9,6,2186,2708,7528,19212,16062,14293,8838,1731,178,18,70559,170,534,1002,679,647,402,23,8,0,3463,637,661,618,447,392,341,44,5,5,3146,815,1190,1620,1120,1039,740,66,12,5,6616,3520,8721,20831,17179,15336,9576,1801,186,25,77175,6833,3591,6797,5435,5346,7078,9092,6730,3069,53963,543,755,1863,1388,1259,997,735,579,340,8457,10896,13064,29494,24001,21946,17647,11626,7494,3434,139594
CED145,917,3153,13503,9381,6855,4511,1853,250,43,40465,1813,684,1253,1764,1671,2113,3740,2886,1882,17816,166,443,1862,1119,811,663,617,570,564,6818,2893,4282,16623,12260,9343,7284,6206,3708,2492,65092,156,2719,19528,14123,10124,5753,1784,225,35,54442,1132,2485,4207,4106,3408,3028,2171,479,84,21107,66,104,694,626,226,225,128,17,3,2090,42,109,376,249,164,111,79,16,7,1144,1393,5413,24809,19102,13927,9113,4166,743,132,78789,27,136,402,390,383,211,20,3,0,1568,236,277,272,212,195,161,84,10,0,1444,264,412,671,594,575,373,104,12,0,3011,1654,5825,25474,19695,14506,9482,4273,754,128,81798,3762,1307,1864,2232,2301,3265,6304,4870,2954,28865,359,841,3518,2267,1664,1269,1178,971,830,12897,5772,7972,30859,24204,18477,14023,11753,6598,3919,123563
CED146,2282,4300,7827,7953,7459,4136,551,28,5,34547,3738,1529,3741,4014,3606,4502,4261,2465,914,28761,316,324,701,689,653,515,423,348,235,4206,6334,6147,12269,12655,11725,9143,5233,2842,1156,67510,866,4225,11355,11356,11203,6417,869,33,4,46339,2414,3108,3504,4196,3733,2407,585,51,8,20008,123,181,505,351,282,243,60,7,0,1744,143,304,482,397,384,224,55,11,3,1996,3548,7816,15839,16302,15603,9288,1572,101,15,70082,298,630,798,654,546,403,20,0,4,3348,781,438,368,411,335,282,33,3,0,2651,1082,1071,1168,1063,878,678,54,7,4,6000,4625,8889,17002,17370,16485,9966,1627,104,19,76082,7887,2784,5073,5463,5381,7108,7926,4457,1439,47517,691,696,1396,1347,1341,1023,790,588,339,8211,13198,12370,23480,24179,23207,18094,10341,5151,1801,131818
CED147,2624,3211,6264,7085,7603,5027,942,111,15,32877,2210,767,1909,2000,2390,4573,7257,4745,1862,27712,194,195,369,415,471,510,566,480,364,3567,5026,4167,8545,9500,10470,10111,8767,5331,2240,64155,1044,3455,8097,8925,9762,6087,859,85,12,38331,2846,2270,3548,4413,4393,3658,1252,179,17,22581,142,166,627,406,453,483,102,10,3,2408,90,156,218,182,198,134,59,23,8,1073,4126,6051,12488,13928,14806,10364,2281,303,48,64394,341,477,483,423,413,290,19,3,0,2452,665,248,262,268,230,180,56,10,0,1914,1009,729,748,693,640,467,72,9,0,4363,5135,6777,13238,14624,15448,10829,2352,316,45,68760,4591,1305,2596,2850,3695,7459,13353,8656,3041,47553,380,396,798,846,1006,989,1060,874,557,6897,10102,8474,16638,18323,20148,19278,16766,9841,3641,123212
CED194,84,295,554,250,241,194,35,3,0,1646,106,192,265,203,236,400,352,87,35,1876,46,131,271,182,169,131,88,30,14,1063,232,615,1091,629,646,732,477,120,48,4590,53,288,703,408,289,194,38,3,3,1977,49,193,294,165,168,135,40,3,0,1047,6,19,49,19,26,30,8,0,0,148,8,33,44,37,21,15,0,0,0,158,112,528,1094,630,507,376,89,7,4,3331,45,112,204,133,120,82,5,0,0,699,26,48,72,29,25,34,7,3,0,245,68,152,277,169,143,113,11,3,0,941,183,683,1372,797,653,491,96,8,4,4272,221,394,575,437,539,786,852,203,56,4062,114,285,759,662,610,445,240,72,21,3220,517,1358,2703,1900,1798,1722,1196,282,78,11545
CED197,9,3,17,13,17,13,11,0,0,72,0,0,0,4,10,32,40,13,5,110,0,0,3,0,8,5,14,8,0,41,7,4,24,14,31,53,60,24,7,220,3,3,16,5,16,6,0,0,0,48,3,0,3,4,4,6,7,0,0,25,0,3,7,8,15,3,6,0,0,43,0,0,0,3,0,3,0,0,0,4,6,3,23,27,30,25,10,0,0,130,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,6,3,23,27,30,25,10,0,0,130,3,3,5,4,12,36,73,24,9,185,0,3,4,0,8,10,20,17,0,63,12,9,32,34,50,74,108,42,10,374
CED201,2260,3655,7065,7112,8051,5553,921,71,17,34706,2006,745,1709,1963,1875,3294,5050,3043,1485,21163,113,115,353,314,343,317,275,246,163,2238,4372,4515,9126,9391,10270,9165,6241,3359,1669,58110,500,3323,10231,9502,10683,7260,973,43,12,42530,2822,3107,3224,4226,4419,3737,1248,115,11,22917,122,162,563,418,296,364,116,11,3,2054,82,130,241,197,216,148,44,18,4,1088,3527,6723,14263,14354,15619,11509,2385,187,29,68598,120,374,478,366,405,304,14,0,0,2072,708,319,242,269,237,200,28,4,0,2002,822,692,717,636,643,507,42,4,0,4074,4351,7422,14986,14985,16262,12018,2427,192,30,72668,4366,1554,2326,2561,2629,4964,8907,5524,2328,35169,233,280,684,663,663,645,522,420,245,4356,8953,9257,17992,18208,19554,17628,11857,6138,2603,112194
CED202,2536,3694,6703,7416,8162,5777,1059,86,29,35452,1998,1016,2081,2059,2097,3919,6478,3840,1962,25454,257,303,536,535,647,655,612,433,264,4243,4788,5012,9323,10008,10904,10353,8153,4361,2251,65149,803,3299,8588,8982,9946,6572,991,96,28,39309,2967,2925,3777,4722,4857,4203,1404,163,28,25037,143,234,650,482,491,568,183,22,0,2769,127,210,233,217,243,180,75,27,7,1323,4039,6664,13248,14405,15545,11523,2652,314,61,68436,266,537,639,432,492,324,18,0,0,2715,581,380,301,287,256,218,46,4,3,2077,843,920,943,723,747,549,67,4,3,4787,4881,7581,14191,15123,16291,12068,2718,313,66,73225,4422,1874,2935,2948,3340,6471,11810,6829,2941,43575,514,636,1063,1075,1261,1253,1194,744,403,8155,9818,10086,18191,19151,20892,19794,15729,7893,3412,124957
CED203,1693,4415,12058,9770,8132,4421,706,66,14,41283,1821,1620,2769,2351,2122,3053,4694,4224,2015,24661,224,433,1114,765,657,519,455,432,443,5033,3742,6470,15939,12887,10910,7989,5851,4722,2475,70983,221,2658,15562,12530,10129,5329,743,59,12,47242,2002,4276,6376,5660,4710,3042,840,95,19,27005,85,198,726,630,369,260,69,14,4,2349,99,235,409,281,238,156,50,20,10,1481,2404,7367,23065,19099,15442,8786,1699,183,39,78078,125,409,961,641,515,324,12,3,0,2991,669,751,636,355,286,185,41,8,0,2927,786,1165,1591,996,803,512,53,12,0,5921,3190,8535,24663,20094,16244,9297,1755,192,39,84003,3961,3165,4440,3467,3470,5113,8236,7458,3282,42599,452,831,2277,1625,1311,992,829,792,630,9756,7604,12524,31381,25189,21025,15403,10818,8437,3953,136350
