CED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
CED228,3565,552,831,1073,919,803,443,273,11005,0,0,3,0,0,0,0,0,0,60,68,2005,1277,4013,663,974,1208,1030,908,486,400,12953,855,288,284,65,46,37,26,38,16,51,1718,2817,979,1361,177,204,232,171,163,83,138,6329,534,274,390,55,105,149,72,61,57,51,1738,23,8,9,5,6,3,0,0,3,7,63,3377,1260,1757,232,322,381,243,229,139,197,8138,0,0,0,0,0,0,0,0,0,27,30,4234,1542,2048,298,366,425,272,269,162,279,9882,1414,161,86,18,12,17,14,7,14,45,1787,3617,369,353,52,63,79,43,28,24,130,4754,1530,274,236,48,66,92,47,64,57,126,2526,42,4,6,0,7,0,0,0,0,6,64,5187,640,589,102,133,171,93,84,81,258,7346,3,0,0,0,0,0,0,0,0,19,21,6606,800,678,125,144,188,110,97,90,319,9162,1652,37,32,7,8,11,8,3,0,60,1826,3841,120,67,14
CED229,3013,401,441,406,379,326,214,109,6887,0,3,0,0,0,0,0,0,0,6,8,1338,1072,3404,488,522,474,431,372,242,168,8508,1116,407,428,112,52,49,31,44,19,78,2336,1204,1269,2140,233,255,194,151,127,69,80,5723,52,79,150,25,21,42,38,34,33,17,486,16,7,26,0,5,0,0,0,0,0,54,1273,1351,2309,260,281,233,195,164,94,102,6261,0,3,3,0,0,0,0,0,0,0,7,2388,1761,2744,373,331,279,222,209,110,180,8605,2379,365,290,44,50,18,16,11,12,92,3273,1876,436,595,86,72,53,36,37,20,65,3270,153,79,85,20,21,30,26,31,27,49,522,17,3,8,0,0,0,0,0,0,0,32,2046,515,688,105,91,81,57,72,47,119,3821,3,0,0,0,0,0,0,0,0,0,4,4434,877,974,152,142,101,77,79,55,207,7098,2604,137,86,9,6,13,7,8,9,92,2972,1687,135,107,16
CED230,869,100,126,135,131,138,53,55,2068,3,0,0,0,0,0,0,3,0,3,10,627,398,1110,150,180,173,166,163,67,90,3126,927,229,240,52,42,27,19,15,8,47,1611,348,354,655,65,66,49,42,40,12,31,1666,15,23,42,8,10,11,3,6,0,5,134,3,0,4,0,0,0,0,0,0,0,12,366,384,701,73,81,58,48,54,15,33,1815,0,0,0,0,0,0,0,0,0,0,10,1292,618,944,127,129,80,70,66,22,88,3428,1770,213,213,28,33,16,11,6,6,83,2379,431,173,201,31,20,22,13,18,4,24,927,31,19,32,8,0,0,6,8,9,19,132,0,0,0,0,0,0,0,0,0,0,3,463,192,232,36,27,18,21,28,8,43,1070,3,3,0,0,0,0,0,0,0,3,5,2240,409,454,61,55,36,33,29,17,124,3460,2590,88,66,14,7,6,4,8,3,71,2866,552,53,37,4
CED231,4485,1188,1603,2080,2859,3470,2219,1003,22405,0,0,0,0,0,3,0,0,0,45,52,3241,2832,6146,1851,2337,2837,3745,4438,2842,1358,31636,1612,779,851,194,181,140,117,155,69,96,4189,1704,1054,1255,270,305,251,342,378,217,180,5955,169,166,212,41,53,62,78,109,67,76,1036,11,10,15,3,3,0,0,3,3,5,55,1888,1231,1484,314,362,319,420,489,287,261,7043,0,0,0,0,0,0,0,0,0,23,32,3497,2010,2336,506,543,461,537,645,352,376,11268,1741,267,172,42,47,31,47,37,28,78,2485,1737,381,279,44,64,43,64,62,44,90,2806,540,161,204,46,53,61,53,66,71,100,1343,25,6,0,0,0,3,0,0,0,0,38,2300,548,481,85,113,107,115,126,115,193,4184,3,0,0,0,0,0,0,0,0,14,27,4047,809,655,131,155,136,157,162,146,288,6694,1669,69,54,23,12,14,13,15,5,41,1913,1553,119,70,16
CED232,2788,639,801,975,1223,1379,860,342,11025,0,0,3,0,0,0,4,0,0,17,20,2198,1705,4360,1327,1536,1701,1946,2142,1246,549,18717,1743,885,1019,249,224,182,185,178,68,112,4844,1134,903,1079,196,265,226,254,258,157,68,4544,19,12,64,18,27,19,26,33,30,28,272,8,3,12,0,3,0,4,0,0,3,29,1162,922,1154,217,293,243,287,288,190,98,4846,0,0,4,0,0,0,0,0,0,9,11,2905,1806,2177,466,519,421,469,467,258,220,9704,2304,450,336,61,73,60,32,46,42,82,3500,1300,287,242,45,41,59,51,61,27,53,2160,58,29,70,18,12,31,25,35,26,28,330,5,0,0,0,0,0,0,0,0,3,9,1361,318,308,64,50,83,77,94,48,88,2502,0,0,0,0,0,0,0,0,0,3,7,3672,768,649,125,123,143,118,143,94,173,6002,2377,119,86,34,29,33,27,21,12,50,2787,1405,82,55,18
CED233,1717,258,306,336,283,261,123,138,5628,0,0,7,0,0,0,0,0,0,0,4,1441,1400,1890,302,334,357,302,279,138,157,6594,844,252,208,30,42,27,22,25,12,38,1493,1826,1081,986,157,204,202,194,159,89,52,4951,50,91,145,43,52,70,77,99,44,55,726,9,8,5,0,0,0,0,3,0,0,28,1878,1181,1145,195,261,279,268,264,131,108,5706,0,0,0,0,0,0,0,0,0,4,7,2720,1431,1349,225,301,302,295,292,139,149,7208,1638,282,201,25,30,19,14,20,3,24,2253,2787,571,535,88,70,66,44,63,36,61,4321,388,181,229,54,76,56,108,54,24,45,1220,19,8,0,0,0,0,0,0,0,0,23,3185,757,770,139,147,123,146,123,67,104,5563,3,3,0,0,0,0,0,0,0,5,10,4833,1040,970,162,180,144,160,140,68,133,7826,2119,131,52,0,11,4,4,5,3,54,2398,3671,242,117,19
CED234,724,103,175,173,192,205,92,81,2035,0,0,0,0,0,0,0,0,0,10,14,253,233,843,142,198,211,226,224,112,112,2564,276,108,100,19,18,17,30,16,7,32,618,154,206,465,70,61,80,52,55,22,22,1190,29,53,89,14,22,54,27,14,14,11,331,0,3,10,0,0,0,0,0,0,0,14,189,260,561,87,84,135,81,66,38,33,1532,0,0,0,0,0,0,0,0,0,11,15,469,368,661,104,99,152,106,77,46,79,2162,753,106,72,18,14,19,7,18,8,53,1069,338,119,164,19,23,19,22,15,5,17,748,68,49,58,10,21,19,11,11,5,8,248,3,5,0,0,0,0,0,0,0,0,11,407,165,224,30,40,42,30,30,9,24,1004,3,0,0,0,0,0,0,0,0,6,14,1167,275,296,51,61,56,41,39,23,84,2087,1256,56,49,6,3,4,0,7,8,58,1443,390,36,32,0
CED235,4060,548,660,887,714,569,336,206,10477,3,0,0,0,0,0,0,0,0,11,14,1730,1395,4339,589,728,952,763,609,367,261,11733,693,234,220,45,51,37,22,39,6,44,1389,2019,1604,2197,245,266,251,150,162,66,105,7053,204,187,288,73,81,142,48,44,20,28,1100,21,12,17,0,0,0,0,5,3,3,59,2242,1799,2496,316,350,387,198,209,88,134,8215,3,0,0,0,0,0,0,0,0,3,9,2938,2034,2714,366,396,426,224,246,94,181,9607,1563,178,136,24,12,17,15,13,4,54,2010,3664,675,569,74,89,62,38,38,20,131,5357,752,164,177,40,49,72,49,50,39,86,1490,33,5,7,0,0,0,0,0,0,4,51,4444,848,751,121,142,139,90,89,61,214,6894,0,0,0,0,0,0,0,0,0,5,5,6015,1024,885,146,154,157,103,99,62,274,8914,1957,69,46,11,8,3,3,5,0,62,2170,4509,220,115,18
CED236,200,37,56,58,96,129,99,61,828,0,0,0,0,0,0,0,0,0,45,46,180,120,314,62,89,87,126,149,111,127,1369,329,129,130,30,15,20,8,14,3,25,702,81,91,176,20,31,29,15,19,13,14,482,3,3,7,0,0,0,4,8,3,3,38,0,0,0,0,0,0,0,0,0,0,9,82,96,185,17,28,29,20,21,16,18,523,0,0,0,0,0,0,0,0,0,45,51,418,224,313,50,46,45,22,36,23,94,1269,848,131,101,22,22,6,9,12,3,45,1206,125,56,80,6,19,10,10,3,3,5,317,11,4,18,0,0,0,0,3,0,3,36,3,0,0,0,0,0,0,0,0,0,3,135,59,92,6,20,10,10,4,3,8,360,3,0,0,0,0,0,0,0,0,49,49,993,191,197,32,41,19,17,18,5,99,1614,1264,55,42,8,8,5,4,5,4,56,1460,164,20,17,0
CED237,3094,552,837,1060,1097,1079,605,260,10204,0,0,3,0,0,0,0,0,0,9,16,1757,1146,3969,863,1170,1383,1416,1310,753,373,14146,1415,643,584,118,92,83,55,48,16,65,3127,1332,1082,1486,242,245,239,219,224,102,115,5282,88,94,139,34,50,53,40,43,26,20,584,5,10,12,3,0,0,5,0,0,3,43,1424,1186,1635,279,295,292,263,266,128,139,5905,3,0,0,0,0,3,0,0,0,3,11,2842,1833,2220,397,387,380,318,312,149,205,9037,1682,217,127,23,24,13,18,16,3,62,2191,2618,319,265,41,38,39,23,30,9,89,3475,338,91,73,17,25,26,9,36,22,30,667,22,3,3,0,0,0,0,0,0,6,31,2977,416,344,55,59,63,36,67,34,125,4172,8,0,0,0,0,0,0,0,0,3,12,4666,626,470,80,88,78,53,77,39,189,6372,1428,47,37,3,8,3,9,6,4,58,1597,2790,77,57,8
CED294,59,10,15,20,40,81,97,32,408,0,0,0,0,0,0,0,5,0,28,34,44,36,85,16,25,26,55,123,148,77,634,47,11,11,5,0,5,0,0,16,8,100,19,15,17,7,5,3,5,5,23,8,102,0,0,8,3,0,3,3,5,4,6,31,0,0,0,0,0,0,0,0,0,0,0,20,11,22,5,3,8,10,10,31,16,136,0,0,0,0,0,0,0,0,0,33,38,69,22,28,9,3,10,10,13,44,51,268,65,19,9,0,0,0,0,0,0,9,99,46,4,15,3,3,0,0,0,0,4,74,6,0,0,0,0,0,3,0,0,6,17,0,0,0,0,0,0,0,0,0,3,5,50,4,15,3,3,0,4,0,4,14,94,0,0,0,0,0,0,0,0,0,22,25,118,26,25,5,3,0,3,0,3,45,226,66,5,5,0,0,3,0,0,0,8,92,30,0,3,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,598,139,139,142,126,116,81,66,1947,0,0,6,0,0,0,0,0,0,28,36,858,549,970,245,252,222,202,165,108,159,3729,1075,301,359,58,68,46,30,16,16,69,2039,322,330,586,76,109,48,60,42,11,32,1629,15,21,71,5,16,8,8,11,4,5,165,4,3,9,3,4,0,0,0,0,0,23,346,357,663,86,129,58,77,55,19,33,1817,0,0,0,0,0,0,0,0,0,19,19,1425,660,1026,142,200,103,102,67,39,115,3878,1991,279,258,61,38,26,13,16,7,84,2771,429,141,227,28,38,29,21,13,0,18,947,47,23,45,6,11,4,3,3,0,10,151,6,0,0,0,0,0,0,0,0,3,8,475,165,272,36,48,31,28,20,3,29,1108,0,0,0,0,0,0,0,0,0,10,17,2463,446,526,92,92,58,39,35,11,128,3897,2063,133,91,24,13,7,5,15,4,62,2415,403,43,59,4
CED302,1511,237,287,311,288,304,136,106,4337,0,0,0,3,0,3,0,0,0,3,18,1256,1007,2230,412,457,437,388,390,181,169,6922,1523,699,727,183,119,92,45,74,25,79,3568,959,828,1238,190,176,163,78,89,58,68,3845,41,58,129,23,24,28,28,18,25,8,379,8,4,7,0,3,0,0,0,0,3,29,1012,883,1375,206,205,193,106,112,81,79,4253,0,0,0,0,0,0,0,0,0,3,10,2535,1588,2102,392,320,288,153,192,102,163,7825,2568,582,491,79,78,38,34,26,14,78,3986,1340,464,568,91,62,77,42,34,15,28,2712,144,61,87,18,20,18,22,18,7,21,416,11,3,3,0,0,0,0,0,0,0,17,1503,524,651,105,79,91,61,50,20,49,3152,3,0,0,0,0,0,0,0,0,5,11,4073,1109,1141,184,158,133,101,78,34,131,7145,2373,222,172,34,32,17,17,14,5,53,2928,1401,165,117,11
CED303,350,65,70,83,52,55,32,25,979,0,0,4,0,0,0,0,0,0,3,7,858,498,828,168,168,149,114,108,56,94,3038,1483,594,776,146,116,84,54,56,24,82,3407,322,267,437,56,57,56,43,34,14,18,1319,13,10,23,6,9,6,5,7,0,0,70,3,3,3,0,0,0,0,0,0,0,13,339,278,466,57,65,65,54,39,17,22,1401,0,0,0,0,0,0,0,0,0,6,6,1820,879,1245,208,184,147,109,92,41,101,4815,3041,915,970,126,88,71,58,34,14,85,5410,518,261,261,35,25,21,18,21,5,22,1180,32,17,14,0,3,0,3,4,0,4,76,3,0,3,0,0,0,0,0,0,0,12,558,278,279,38,31,18,22,21,7,22,1264,6,3,0,0,0,0,0,0,0,5,12,3605,1196,1249,158,119,89,75,59,25,116,6686,3573,420,251,40,40,33,12,22,17,74,4481,672,86,61,8
CED304,2003,501,742,999,1231,1455,1006,516,9547,0,0,0,0,0,3,0,0,0,6,16,1763,1165,2988,845,1103,1374,1575,1829,1269,689,14608,1745,623,751,151,122,74,80,75,43,91,3763,693,640,1099,198,255,232,227,259,167,86,3856,12,28,75,6,32,26,34,43,48,30,334,0,3,6,0,3,0,0,0,3,0,14,704,672,1172,210,288,259,262,301,218,110,4198,0,0,0,0,0,0,0,0,0,0,0,2453,1292,1927,365,408,333,341,379,263,205,7969,2478,477,330,55,54,37,50,29,22,64,3599,727,220,256,41,53,32,39,49,32,34,1490,45,32,39,9,13,11,21,12,24,21,220,5,0,0,0,0,0,0,0,0,0,6,783,256,290,56,66,39,59,62,61,57,1720,4,0,4,0,0,0,0,0,0,3,5,3266,731,621,113,117,76,114,92,79,120,5329,2146,134,118,27,18,30,13,18,11,48,2563,705,68,49,8
CED305,471,101,163,128,92,87,53,33,1260,0,0,0,0,0,0,0,0,0,7,10,353,205,712,158,230,186,128,123,65,60,2224,590,182,221,42,55,27,22,11,15,34,1199,108,156,515,70,100,67,55,69,17,16,1169,4,21,120,14,25,4,7,12,0,9,214,0,0,3,0,0,0,0,0,0,0,6,116,177,637,85,125,69,58,76,16,29,1391,0,0,4,0,0,0,0,0,0,16,19,708,360,862,124,179,100,80,90,29,73,2607,1150,192,219,55,42,19,14,17,7,49,1755,200,143,235,22,23,16,11,9,4,20,675,10,33,63,9,16,5,4,0,4,4,148,3,0,0,0,0,0,0,0,0,0,7,204,175,299,35,35,19,16,13,4,22,824,3,0,0,0,0,0,0,0,0,20,21,1365,363,526,87,73,35,23,27,8,89,2604,1379,104,87,17,16,4,10,11,3,46,1677,207,37,46,9
CED306,587,120,172,139,180,247,109,148,1898,0,0,0,0,0,0,0,0,3,17,19,439,301,1002,259,300,226,257,326,152,227,3497,766,328,329,104,86,50,37,21,8,52,1767,146,212,684,111,128,62,72,47,24,24,1514,5,4,39,9,10,9,11,3,7,4,105,0,0,3,4,0,0,0,0,0,0,6,157,216,727,116,142,66,88,54,26,35,1620,3,3,0,0,0,0,0,0,0,18,24,925,549,1053,220,220,113,122,77,36,101,3416,1632,293,386,77,51,30,24,17,11,55,2571,292,200,372,51,54,27,16,17,5,17,1038,32,12,32,0,5,4,0,5,3,11,101,3,0,3,0,0,0,0,0,0,0,7,329,213,401,53,55,33,16,19,10,29,1149,0,0,0,0,0,0,0,0,0,13,15,1959,503,786,123,108,62,43,37,17,96,3733,1820,171,166,23,26,7,5,12,0,57,2305,362,73,88,7
CED307,491,76,99,89,94,60,60,28,1326,0,0,0,0,0,0,0,0,0,0,0,924,513,925,172,199,182,132,96,84,79,3294,1526,599,690,107,108,75,41,46,9,65,3273,382,377,588,73,76,52,43,26,18,25,1658,10,5,32,6,3,5,3,5,16,3,90,3,3,10,0,0,0,0,0,0,0,17,397,389,635,72,79,54,43,31,36,32,1768,0,0,0,0,0,0,0,0,0,4,8,1920,991,1327,180,190,134,84,73,44,97,5046,2728,681,617,72,45,35,24,17,7,70,4294,568,266,311,40,20,11,11,3,9,13,1261,20,10,17,7,3,3,6,0,6,5,87,3,0,3,0,0,0,0,0,0,0,12,597,278,336,44,24,15,17,6,12,23,1358,0,3,0,0,0,0,0,0,0,0,3,3317,961,947,119,73,53,45,24,21,91,5650,2642,259,183,20,19,13,12,0,6,61,3223,568,82,76,11
CED308,1121,200,241,230,229,170,95,54,3138,0,0,0,0,0,0,0,0,0,0,9,1457,1045,2220,451,482,428,402,316,187,161,7146,1999,895,1076,213,200,140,129,90,47,122,4921,709,717,799,100,131,114,102,67,52,40,2834,24,48,74,13,28,25,26,16,14,12,279,9,3,3,3,0,0,5,3,0,0,22,739,773,880,108,155,139,130,87,69,59,3135,3,0,0,0,0,0,0,0,0,3,11,2744,1664,1959,327,353,278,261,173,118,187,8066,3539,952,1108,152,123,121,84,57,25,135,6290,1185,428,413,67,62,39,38,29,22,41,2319,101,50,95,8,8,22,22,19,16,14,358,10,7,3,0,0,0,0,0,0,0,20,1293,485,511,77,68,62,52,51,42,59,2697,3,0,0,0,0,0,0,0,0,3,10,4838,1439,1617,229,191,179,135,107,63,197,8998,3842,560,436,80,56,49,47,35,19,125,5245,1138,154,115,17
CED309,421,81,105,121,141,130,66,38,1249,0,0,0,0,0,0,0,0,0,3,7,605,377,924,195,239,221,213,223,100,95,3195,1357,644,692,108,100,105,71,74,38,92,3277,180,205,386,66,58,58,51,55,28,26,1108,4,15,19,7,10,6,7,6,7,4,89,3,3,0,0,0,0,0,0,0,0,10,182,222,403,74,67,67,63,66,33,29,1204,0,0,0,0,0,0,0,0,0,0,4,1542,868,1097,183,163,168,129,139,75,124,4491,2733,671,743,97,87,53,47,47,20,104,4606,397,129,186,17,36,23,16,11,7,10,831,10,3,15,0,4,6,0,0,0,5,36,3,0,0,0,0,0,0,0,0,0,7,407,133,197,18,39,28,19,15,12,14,873,3,0,0,0,0,0,0,0,0,0,4,3144,810,942,121,121,76,62,58,33,120,5485,3228,346,282,45,38,33,15,19,5,96,4114,392,69,46,4
CED310,338,43,71,106,118,120,53,48,1027,0,0,0,0,0,0,0,0,0,5,6,558,322,756,138,175,199,198,205,97,97,2748,1165,426,624,85,95,68,65,52,31,77,2687,154,181,304,42,50,48,42,56,27,9,913,3,8,25,0,3,6,11,9,0,4,67,0,0,3,0,3,0,0,0,0,0,5,161,185,333,44,59,52,49,62,25,15,984,0,0,0,0,0,0,0,0,0,3,5,1326,615,951,130,152,121,114,113,56,94,3672,2221,591,667,97,63,51,40,36,30,84,3883,293,120,145,15,25,15,19,14,6,12,662,4,10,10,0,0,3,3,0,0,3,36,0,0,0,0,0,0,0,0,0,0,3,304,129,149,14,20,24,24,14,9,16,703,4,0,0,0,0,0,0,0,0,0,12,2527,724,824,109,86,69,65,49,37,105,4597,2786,292,240,25,40,34,27,15,13,88,3558,369,38,39,9
CED311,421,96,174,120,144,170,98,83,1444,0,0,0,0,0,0,0,0,0,4,3,373,211,722,195,268,202,200,213,116,139,2634,799,222,289,89,60,52,45,24,5,35,1626,123,187,534,99,140,89,55,54,19,33,1331,9,9,38,6,11,11,9,10,6,10,125,3,3,0,0,0,0,0,3,0,0,16,138,203,570,111,148,99,62,72,29,50,1474,0,0,0,0,0,0,0,0,0,0,3,936,428,865,195,209,151,109,91,32,85,3099,1553,243,281,56,57,49,24,10,7,74,2360,234,114,298,54,40,29,27,14,7,21,839,16,5,15,4,6,0,5,3,3,5,66,3,3,0,0,3,0,0,0,0,0,12,250,124,311,61,53,29,30,21,11,28,909,7,0,0,0,0,0,0,0,0,0,7,1809,360,592,114,109,76,49,33,18,106,3272,1754,120,138,37,34,13,9,10,0,84,2196,240,48,60,8
CED312,882,164,141,182,149,123,85,82,2626,3,0,3,0,0,0,0,0,0,5,9,1644,948,1779,375,400,327,240,211,131,200,6255,2143,785,966,141,162,115,72,68,25,110,4574,696,512,723,91,99,76,54,42,21,45,2369,41,55,104,9,8,21,16,8,17,8,293,5,3,7,0,0,0,0,3,0,3,22,740,578,840,106,111,97,71,57,38,53,2683,0,0,3,3,0,0,0,0,0,6,14,2885,1365,1801,245,275,209,140,123,61,169,7272,3377,666,777,96,75,59,60,24,9,113,5265,916,291,328,43,53,31,21,21,17,36,1756,96,54,76,13,14,17,12,14,14,19,322,13,4,3,0,0,0,0,0,0,0,25,1026,351,404,57,60,48,34,30,33,56,2109,3,0,3,0,0,0,0,0,0,6,20,4405,1014,1192,157,142,103,92,60,43,174,7393,3557,349,292,43,39,35,20,17,8,97,4461,1000,139,118,17
CED313,1939,390,596,761,901,949,623,300,7542,0,0,0,0,0,0,0,3,0,10,16,1747,969,2974,788,910,1081,1256,1300,836,444,12312,1794,714,780,160,118,101,91,80,53,81,3977,877,704,1220,264,225,208,183,204,105,63,4044,23,31,78,14,23,32,19,28,21,8,286,5,4,3,0,0,0,0,3,0,0,24,905,737,1309,281,244,239,202,233,128,73,4356,3,3,0,0,0,0,0,0,0,3,7,2702,1458,2093,442,364,343,291,319,173,155,8340,2493,448,348,46,32,34,37,37,16,56,3553,950,292,330,46,50,55,41,36,24,35,1856,103,39,62,4,15,23,21,12,16,21,306,4,3,0,0,0,0,0,0,0,0,11,1056,333,387,55,63,85,55,53,37,50,2173,3,0,0,0,0,0,0,0,0,0,5,3545,774,744,102,96,114,97,84,52,112,5728,2004,149,102,25,22,19,14,12,5,37,2388,944,80,57,6
