CED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
CED127,156,39,30,43,65,70,42,16,658,0,0,0,0,0,0,0,0,0,0,0,456,182,291,69,74,70,83,103,53,40,1412,1071,305,180,27,30,17,14,13,9,35,1701,289,177,183,23,24,21,18,18,3,11,776,21,11,14,3,3,3,4,3,3,6,68,0,0,0,0,0,0,0,0,0,0,4,308,184,190,27,30,30,20,27,8,20,850,3,0,0,0,0,0,0,0,0,0,3,1375,489,371,60,56,47,35,37,14,60,2553,2638,238,125,16,21,8,4,5,4,72,3135,581,94,61,7,13,6,11,3,0,13,787,34,15,18,0,0,3,3,3,0,6,80,3,0,0,0,0,0,0,0,0,0,4,623,106,76,7,13,9,10,6,0,14,867,0,0,0,0,0,0,0,0,0,5,7,3259,344,203,27,35,17,16,16,5,91,4011,3270,71,40,13,3,6,3,3,3,70,3480,707,28,18,3
CED128,2910,520,612,918,614,556,354,278,10573,0,0,3,0,0,0,0,0,0,9,16,2837,1869,3133,549,664,968,651,594,376,329,11968,1002,229,187,32,29,20,11,13,8,45,1567,3692,1802,1446,162,190,212,153,130,71,161,8017,407,421,494,133,191,273,180,138,134,76,2451,32,16,15,3,3,6,4,6,4,9,88,4132,2242,1954,297,393,487,337,272,207,241,10556,0,0,0,0,0,0,0,0,0,4,8,5132,2471,2143,333,419,502,353,287,216,290,12139,1584,158,72,5,15,10,6,11,5,57,1928,5548,923,518,73,67,94,72,52,22,155,7521,1230,429,439,95,120,214,124,144,101,112,3012,46,9,6,0,3,3,5,0,3,0,74,6830,1366,963,166,189,310,195,196,130,263,10607,7,0,0,0,0,0,0,0,0,7,12,8423,1521,1038,172,201,318,204,208,138,326,12546,1855,64,31,4,11,0,0,0,0,56,2029,4961,316,153,23
CED129,1599,215,242,227,229,257,135,108,5550,3,0,3,0,0,0,0,0,0,0,10,2218,1407,1831,272,304,275,290,313,182,152,7246,1500,470,436,70,89,48,59,60,22,66,2825,2438,2593,1864,258,257,220,201,181,100,72,8184,76,115,167,38,42,42,35,40,18,7,581,13,18,11,0,0,0,0,0,0,0,41,2522,2724,2046,294,300,260,234,220,124,81,8804,0,5,0,0,0,0,0,0,0,3,9,4028,3196,2481,365,388,316,296,276,144,149,11636,2401,448,292,59,56,40,30,20,15,45,3413,4280,1090,601,75,55,49,37,38,31,73,6326,354,153,136,19,27,26,28,12,8,32,790,25,4,5,0,0,0,0,0,0,3,33,4660,1246,745,96,82,71,66,49,34,115,7152,8,0,0,0,0,0,0,0,0,0,8,7065,1688,1033,150,135,118,95,69,50,157,10574,2427,158,60,13,13,11,12,8,0,39,2752,4073,278,119,16
CED130,341,68,127,152,184,295,148,81,1488,0,0,0,0,0,0,0,0,0,6,11,181,126,458,101,171,196,207,333,166,114,2044,356,140,81,19,20,15,18,12,5,32,699,98,99,257,36,68,77,77,72,24,19,820,4,3,20,3,9,3,8,19,7,12,93,0,0,3,0,0,0,0,0,0,0,8,105,103,286,43,78,77,82,92,29,25,919,0,0,0,0,0,0,0,0,0,9,10,465,242,364,59,96,93,96,103,37,76,1629,872,117,71,25,8,7,10,9,7,51,1179,175,80,104,22,23,16,19,22,5,6,470,10,9,20,4,10,0,0,8,0,11,67,0,3,0,0,0,0,0,0,0,0,3,185,92,128,23,28,17,23,23,6,20,544,3,0,0,0,0,0,0,0,0,6,12,1065,204,201,53,41,26,33,32,10,81,1737,1179,48,40,6,9,5,7,3,0,48,1352,185,28,18,7
CED131,642,156,222,274,348,330,200,82,2630,0,0,0,0,0,0,0,0,0,6,7,624,338,913,242,305,348,422,432,239,129,4006,759,236,241,31,45,28,30,23,15,32,1441,307,350,509,76,132,97,82,75,39,32,1697,7,18,46,15,6,21,19,18,23,17,176,0,0,4,0,0,0,0,0,0,0,7,314,365,561,90,135,112,101,94,60,52,1886,0,0,0,0,0,0,0,0,0,3,3,1072,598,799,123,185,144,126,122,75,89,3331,1310,160,94,24,27,20,13,19,3,43,1709,568,150,129,24,31,21,16,11,13,17,983,48,23,35,5,16,7,6,4,15,10,174,0,0,0,0,0,0,0,0,0,0,7,619,181,168,31,49,31,19,18,27,29,1160,0,0,0,0,0,0,0,0,0,4,4,1923,335,262,52,76,48,36,29,35,78,2872,1490,43,32,3,5,5,9,4,3,50,1652,700,33,14,6
CED132,2445,528,674,748,808,937,580,244,9475,0,0,3,0,0,0,0,0,0,5,10,2549,1645,3259,824,1001,1092,1115,1272,803,380,13936,2125,1133,1051,224,172,148,134,152,73,90,5310,2101,1738,1803,325,307,348,319,382,208,103,7625,48,103,166,30,32,43,64,70,62,38,650,7,0,10,0,3,0,0,0,0,0,21,2165,1840,1974,353,341,388,380,448,268,136,8300,3,0,4,0,0,0,0,0,0,0,8,4291,2975,3034,578,512,537,517,598,337,231,13618,3222,655,369,82,84,43,55,62,24,86,4683,2599,596,378,63,69,86,68,68,33,62,4022,272,122,144,33,24,32,33,39,23,33,766,17,3,3,0,3,0,0,0,0,5,30,2888,722,531,99,98,122,99,108,55,102,4823,3,0,0,0,0,0,0,0,0,0,4,6115,1373,904,182,176,160,160,162,78,193,9509,3095,153,96,21,25,10,17,26,18,56,3527,2410,138,75,20
CED133,287,33,57,61,81,92,48,39,789,0,0,0,0,0,0,0,0,0,15,10,224,114,391,69,83,90,92,114,59,79,1307,526,158,165,36,15,29,19,18,3,39,1008,123,132,198,26,34,32,15,22,9,27,620,7,3,27,3,4,6,3,3,3,3,63,3,0,3,0,0,0,0,0,0,0,4,135,134,226,30,34,42,25,24,14,25,696,0,0,0,0,0,0,0,0,0,10,8,665,295,389,63,54,70,40,39,19,81,1713,1377,123,95,14,14,16,5,6,7,68,1721,275,85,70,16,7,11,5,8,8,22,511,16,11,20,3,4,12,3,4,4,11,86,7,0,0,0,0,0,0,0,0,0,8,294,94,94,19,18,22,8,17,13,36,602,3,0,0,0,0,0,0,0,0,7,5,1671,215,187,38,32,32,14,26,19,102,2333,2215,60,54,0,8,3,4,0,6,84,2440,356,27,14,6
CED134,443,86,109,111,103,95,52,32,1108,0,0,0,0,0,0,0,0,0,16,16,164,104,546,123,146,135,133,118,65,64,1593,257,89,83,19,18,14,12,11,5,17,525,69,92,341,48,65,52,29,42,25,23,782,4,7,12,3,7,4,3,0,0,3,38,0,3,0,0,0,0,0,0,0,0,10,75,99,357,45,68,61,27,43,26,25,835,0,0,0,0,0,0,0,0,0,8,12,336,194,442,66,83,76,40,53,32,53,1370,573,62,60,5,5,15,3,7,0,17,749,136,79,95,25,24,14,9,4,0,7,403,12,3,12,0,4,3,3,3,0,9,49,3,0,0,0,0,0,0,0,0,0,6,156,77,112,25,26,19,11,8,0,15,458,3,0,0,0,0,0,0,0,0,4,9,726,146,173,31,37,33,16,11,3,40,1213,780,36,31,5,5,5,0,6,3,43,916,191,29,21,3
CED135,8118,1329,1833,2506,2589,2622,1590,540,25965,3,0,4,0,3,3,4,0,0,32,50,2810,3137,8621,1456,1981,2679,2745,2789,1705,653,28592,985,343,290,67,65,54,51,47,37,56,1983,3380,3803,4517,609,676,708,724,698,407,214,15731,212,391,549,103,188,230,97,83,65,62,1970,30,18,29,7,7,3,0,3,0,0,100,3628,4213,5091,711,866,945,818,781,470,277,17796,4,5,0,0,0,0,0,0,0,6,17,4616,4557,5383,782,936,998,866,829,509,335,19798,1496,196,103,28,14,23,24,14,8,55,1946,5430,1449,902,127,117,85,69,50,37,142,8418,1052,487,453,74,113,122,84,73,69,126,2665,42,12,5,0,0,0,0,4,0,0,62,6527,1947,1364,197,234,210,149,127,110,272,11139,10,0,0,0,0,0,0,0,0,6,20,8029,2140,1468,227,246,231,174,134,117,339,13104,1520,74,30,12,10,4,3,10,6,44,1712,4865,408,212,34
CED136,270,52,72,63,64,67,25,45,808,0,0,0,0,0,0,0,0,0,3,5,330,178,411,97,102,96,87,91,35,75,1501,567,175,194,40,29,18,14,11,12,47,1107,136,140,242,39,34,30,38,22,13,15,713,5,6,15,0,5,0,3,3,0,0,34,0,4,0,0,0,0,0,0,0,0,9,142,147,256,43,40,35,36,23,19,15,757,0,0,0,0,0,0,0,0,0,3,4,710,317,456,83,69,51,53,40,23,66,1864,1260,169,153,25,10,20,14,5,3,55,1721,287,71,121,12,13,11,5,4,0,5,534,17,12,17,0,0,0,11,0,0,4,65,8,0,0,0,0,0,0,0,0,0,8,312,85,137,12,12,9,14,8,0,17,610,0,0,0,0,0,0,0,0,0,0,0,1577,254,290,45,24,33,33,7,4,71,2336,1649,68,45,16,10,3,8,3,4,55,1856,309,26,15,0
CED137,6849,1172,1558,1914,1968,1981,1121,664,22179,0,3,9,0,3,0,0,3,0,177,190,3128,3033,7520,1359,1756,2128,2157,2182,1228,919,25416,1467,591,503,81,83,85,61,64,19,85,3030,3246,2374,2145,311,333,353,350,321,169,143,9748,166,311,541,75,147,124,118,120,43,72,1702,26,21,17,0,8,3,4,4,3,6,88,3432,2698,2696,390,485,482,474,449,211,227,11542,6,0,0,0,0,0,0,0,0,139,151,4906,3286,3201,473,571,565,531,510,233,449,14723,1985,236,164,34,36,30,21,22,8,67,2602,4651,878,493,81,79,90,70,47,27,91,6502,880,376,429,79,103,96,92,115,65,131,2360,37,3,3,0,0,0,0,0,0,6,56,5572,1254,926,158,178,188,168,160,95,221,8916,0,3,0,0,0,0,0,0,0,107,108,7560,1496,1083,189,216,213,186,187,97,399,11632,1869,74,53,12,16,10,4,12,3,48,2091,4559,228,99,23
CED138,301,81,78,108,100,77,42,43,947,0,0,0,0,0,0,0,0,0,6,3,364,228,572,149,159,166,164,132,66,91,2090,979,466,389,51,59,46,26,25,17,99,2152,207,236,317,36,50,44,26,24,16,33,995,3,12,14,0,3,3,0,7,4,3,49,5,0,4,0,0,0,0,0,0,3,14,211,251,333,42,52,52,26,30,24,42,1059,0,0,0,0,0,0,0,0,0,3,4,1191,715,725,89,110,89,55,58,41,140,3216,2123,319,220,37,29,25,17,12,9,119,2900,371,145,84,19,12,14,16,7,3,25,684,21,10,12,0,0,0,0,3,0,4,49,7,4,0,0,0,3,0,0,0,3,13,399,153,94,19,11,15,12,10,3,29,746,4,0,0,0,0,0,0,0,0,3,8,2522,471,310,54,36,38,38,21,9,148,3648,2888,149,71,13,20,10,3,8,3,122,3301,407,25,23,5
CED139,350,84,152,114,132,152,75,47,1273,0,0,0,0,0,0,0,0,0,37,35,236,160,455,111,191,127,161,172,91,103,1802,314,91,75,10,12,17,10,18,0,21,563,112,130,275,60,143,96,49,41,18,26,940,4,5,43,17,19,18,17,10,6,7,145,0,0,3,0,0,0,0,0,0,0,11,116,138,317,76,164,110,65,51,28,30,1096,0,0,0,0,0,0,0,0,0,36,36,431,232,396,88,174,123,70,68,28,84,1690,732,85,69,9,4,11,10,3,0,39,966,180,94,115,16,34,22,9,15,4,11,506,22,19,23,3,4,10,4,8,0,4,93,0,0,0,0,0,0,0,0,0,0,4,204,112,135,24,43,29,17,18,5,19,607,0,0,0,0,0,0,0,0,0,20,23,934,196,204,33,50,40,23,19,9,78,1593,949,51,25,11,4,3,3,0,0,58,1109,188,36,20,0
CED140,377,74,103,90,85,85,51,40,1148,0,0,0,0,0,0,0,0,0,8,8,532,245,608,129,167,161,127,122,72,90,2250,1032,481,420,66,67,43,33,30,14,66,2242,319,344,429,62,51,45,36,30,22,28,1375,12,19,30,3,13,6,3,8,3,3,103,4,3,3,0,0,0,0,0,0,0,12,339,367,469,66,63,47,43,39,28,28,1488,0,0,3,0,0,0,0,0,0,4,11,1365,843,890,140,134,91,77,66,37,100,3742,2294,398,255,41,28,21,17,15,10,75,3160,598,217,131,25,10,21,13,13,3,21,1050,37,20,33,7,0,3,5,3,0,16,130,4,0,3,0,0,0,0,0,0,0,7,638,240,171,36,16,21,19,13,5,37,1187,0,0,0,0,0,0,0,0,0,7,8,2928,640,423,76,42,40,37,29,15,118,4351,2814,144,75,7,16,14,9,8,0,87,3179,692,38,30,3
CED141,190,29,34,55,35,56,28,18,579,0,0,0,0,0,0,0,0,0,0,0,352,136,331,65,79,73,71,70,32,34,1238,586,205,189,34,30,17,12,11,14,25,1115,137,140,194,33,17,30,23,17,11,12,606,8,14,10,3,0,3,3,6,3,3,49,0,0,0,0,0,0,0,0,0,0,3,144,147,200,33,18,37,29,23,14,16,663,0,0,0,0,0,0,0,0,0,3,3,729,355,386,67,50,53,39,31,23,44,1780,1282,135,116,13,22,6,11,11,3,42,1645,356,77,65,12,13,4,3,3,0,15,550,27,13,14,0,3,0,0,0,0,4,62,0,0,0,0,0,0,0,0,0,3,8,385,86,78,12,17,4,3,4,0,20,621,3,0,0,0,0,0,0,0,0,3,3,1673,226,195,30,41,9,20,14,10,64,2272,1615,70,37,13,14,3,0,0,0,52,1803,455,22,15,4
CED142,5229,1287,1825,2272,2857,3526,2107,1237,24139,4,0,3,3,0,0,3,0,12,17,35,3906,2757,7250,2114,2789,3338,4157,4906,2851,1614,35678,2298,1438,1375,298,314,234,217,212,115,151,6649,2097,1837,1957,329,322,366,345,391,216,163,8018,63,140,256,54,73,90,131,130,78,96,1102,10,13,10,3,5,4,0,3,0,0,59,2176,1987,2223,384,395,456,476,532,294,256,9175,3,0,0,4,0,0,0,0,0,8,19,4475,3431,3596,683,714,691,692,744,407,416,15841,2940,561,368,57,62,61,38,51,25,110,4275,2037,497,316,49,57,70,61,58,43,79,3266,288,91,142,28,36,44,60,58,26,101,870,10,7,4,3,0,0,0,0,0,4,25,2335,595,455,83,96,113,125,124,62,184,4167,5,5,0,0,0,0,0,0,0,15,25,5277,1157,820,137,162,172,161,174,91,302,8469,2459,139,84,29,12,23,20,25,20,66,2888,1834,98,64,16
CED143,1065,267,333,422,462,525,285,117,4240,3,0,7,0,0,4,0,0,0,3,19,1221,710,2056,661,751,876,906,903,502,253,8838,1839,1775,1678,313,266,241,221,178,87,108,6705,782,957,1095,211,207,152,170,193,111,67,3956,14,30,62,8,5,10,24,30,21,16,225,3,9,4,0,0,3,3,0,0,0,26,801,999,1163,215,216,166,199,217,131,90,4204,0,0,3,0,0,0,0,0,0,4,15,2642,2768,2840,532,481,402,419,399,222,201,10919,3860,1020,619,97,94,86,75,60,38,94,6037,1521,409,247,53,35,53,61,50,12,28,2463,91,27,40,8,10,11,13,8,11,12,232,5,3,0,0,0,0,3,0,0,0,15,1615,443,290,57,45,61,82,55,23,41,2707,0,0,0,0,0,0,0,0,0,0,3,5479,1458,908,156,135,149,150,116,65,136,8749,3270,236,114,13,22,13,26,25,11,60,3785,1326,76,42,4
CED144,4978,836,1068,1448,1334,1261,626,397,15709,3,0,3,0,0,0,0,0,0,13,29,2481,2041,5355,923,1153,1516,1417,1327,684,467,17359,825,312,221,31,40,27,19,28,7,53,1557,3709,2662,2395,232,259,274,267,193,103,208,10305,421,509,588,98,145,189,138,134,77,83,2374,25,30,17,0,3,3,0,0,0,7,100,4153,3198,3003,334,409,468,409,334,182,301,12774,7,3,0,0,0,0,0,0,0,8,21,4982,3516,3226,359,446,492,425,360,190,361,14355,1454,157,77,12,6,4,7,12,5,48,1780,6650,1010,545,72,62,63,59,38,26,218,8741,1827,539,523,102,126,138,90,95,65,142,3644,49,10,9,0,0,0,0,3,0,9,74,8523,1559,1073,169,188,200,156,137,83,367,12462,3,3,0,0,0,0,0,0,0,13,25,9979,1716,1144,185,194,205,162,147,90,436,14271,1263,50,21,3,8,5,0,0,0,35,1388,6266,255,103,25
CED145,1027,318,442,608,715,840,597,221,5562,3,0,0,0,0,0,0,0,4,10,24,1745,770,2454,1002,1137,1456,1498,1634,1002,424,13114,2178,1608,1494,298,190,175,177,145,65,114,6443,1047,848,966,155,144,164,152,161,73,67,3776,6,20,35,10,3,8,18,21,13,17,150,3,3,4,0,0,0,0,0,0,3,16,1061,869,1008,160,152,173,167,184,86,86,3945,3,0,3,0,0,0,0,0,0,6,10,3244,2476,2501,462,344,344,338,331,156,204,10399,3492,716,377,74,58,44,57,46,20,124,5014,1461,272,150,42,23,26,29,34,14,46,2104,50,22,17,3,3,9,10,14,7,14,154,6,0,0,0,0,0,0,0,0,0,7,1519,298,168,46,27,37,40,45,19,65,2263,8,3,0,0,0,0,0,0,0,0,12,5020,1019,550,122,87,77,94,95,46,181,7288,3160,212,107,22,21,13,24,21,3,59,3637,1442,84,32,4
CED146,2361,401,359,397,290,263,165,188,9199,3,4,0,0,0,0,0,0,0,6,14,4082,1830,2526,438,396,437,320,286,180,244,10736,1207,219,144,8,20,22,25,20,6,44,1706,5589,2384,1766,175,145,129,132,106,46,183,10657,611,370,338,67,49,82,65,54,41,53,1719,67,20,15,0,3,3,0,3,4,11,125,6269,2775,2121,236,196,213,195,157,84,243,12500,3,3,0,0,0,0,0,0,0,7,19,7478,2996,2266,247,218,231,216,180,92,292,14225,1633,141,61,11,10,9,3,4,3,83,1952,7757,1140,575,58,39,50,53,27,14,188,9900,1579,323,257,49,45,66,41,37,38,69,2498,74,17,11,4,0,0,5,5,0,6,115,9409,1482,837,106,85,115,94,66,52,267,12520,3,3,0,0,0,0,0,0,0,10,18,11049,1623,901,120,97,120,95,67,59,360,14490,1509,59,23,3,5,3,4,3,0,61,1667,6276,387,186,21
CED147,375,53,79,59,66,47,38,32,1044,0,0,0,0,0,0,0,0,0,3,7,467,166,516,88,108,91,93,62,51,57,1695,792,206,146,23,28,14,11,12,7,50,1288,469,180,257,30,40,36,27,24,14,29,1102,15,29,17,4,0,11,14,7,9,11,126,4,0,0,0,0,0,0,0,0,0,7,491,206,274,33,46,50,39,28,26,37,1238,0,0,0,0,0,0,0,0,0,0,0,1282,416,430,56,72,68,54,39,30,87,2529,2669,150,122,7,8,10,9,4,3,95,3085,1036,112,110,3,4,8,10,3,3,37,1339,75,19,13,3,6,0,7,4,6,9,143,17,0,0,0,0,0,0,0,0,0,20,1130,124,125,9,15,14,18,7,8,44,1499,12,0,0,0,0,0,0,0,0,3,11,3807,276,249,12,22,24,30,19,9,143,4593,3336,70,40,8,5,5,3,5,0,102,3575,1317,29,17,0
CED194,73,22,27,23,69,113,137,50,573,0,0,0,0,0,0,0,0,0,38,38,80,25,85,23,34,29,90,160,188,109,829,63,14,17,7,3,4,0,6,17,10,142,52,19,27,3,3,4,3,13,37,12,171,4,5,4,0,0,0,0,0,8,3,25,0,0,0,0,0,0,0,0,0,0,4,58,23,31,3,6,3,7,9,45,13,201,0,0,0,0,0,0,0,0,0,37,39,122,40,52,11,7,4,13,15,63,61,382,135,13,12,3,3,3,0,0,6,9,184,63,8,8,0,0,4,0,3,9,5,97,4,5,0,3,0,0,3,0,6,3,31,0,0,0,0,0,0,0,0,0,0,0,68,11,11,3,0,4,3,3,14,13,124,0,0,0,0,0,0,0,0,0,57,57,207,27,23,9,6,3,3,4,15,79,367,175,10,10,0,0,0,0,3,3,12,220,61,4,4,0
CED197,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,9,4,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,3,11,10,0,0,0,0,0,0,0,0,3,10,5,0,0,0
CED201,1846,243,287,235,252,208,82,91,4940,0,0,0,0,0,0,0,0,0,3,8,1344,1161,2032,285,328,270,288,237,104,121,6178,1075,235,238,46,46,30,31,16,9,45,1765,1427,1195,1370,205,189,134,104,85,44,57,4805,53,94,188,36,36,51,41,32,10,12,560,4,9,10,0,0,0,0,0,0,0,15,1481,1295,1571,247,222,187,147,117,52,69,5377,3,3,0,0,0,0,0,0,0,3,12,2558,1536,1807,290,271,215,177,136,58,112,7150,2078,225,156,22,30,18,17,3,3,45,2601,2314,742,679,86,51,34,41,26,6,54,4029,308,102,163,43,37,27,36,15,10,38,790,16,4,3,0,0,0,0,0,0,0,26,2640,855,847,133,91,61,73,45,17,92,4843,0,0,0,0,0,0,0,0,0,5,6,4723,1078,996,158,119,82,94,43,23,138,7453,2774,101,53,10,10,3,3,11,3,57,3021,2811,282,147,20
CED202,534,69,108,86,79,98,51,16,1222,0,0,0,0,0,0,0,0,0,0,0,285,185,663,103,159,124,108,139,65,41,1880,588,203,163,36,33,30,18,12,9,33,1112,154,224,357,40,47,42,29,33,20,16,966,4,5,31,3,11,6,12,8,3,4,74,0,3,3,0,0,0,0,0,0,0,8,158,230,390,44,61,47,42,40,25,18,1046,0,0,0,0,0,0,0,0,0,0,0,745,436,552,78,89,82,61,46,30,45,2161,1340,166,119,17,21,12,5,8,7,67,1756,285,104,118,19,8,11,9,8,5,14,570,14,15,22,4,3,4,0,3,3,5,68,3,0,0,0,0,0,0,0,0,0,3,296,115,144,23,9,14,9,11,11,18,645,0,0,0,0,0,0,0,0,0,0,3,1633,287,261,37,30,18,18,18,18,87,2409,1798,67,55,3,3,16,4,0,0,81,2027,433,42,37,4
