CED_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED501,..,359,294,140,205,165,115,37,6,1325,..,210,584,420,743,1119,1186,1045,431,5731,295,336,250,152,145,139,120,63,34,1531,16944,9850,11936,10804,10064,7259,5054,2732,857,75512,..,566,9496,12496,11949,8836,6316,2927,545,53130,..,2451,5513,2899,2147,1002,391,91,22,14505,..,388,1504,2006,1879,799,318,200,137,7223,34084,..,..,..,..,..,..,..,..,34084,..,7101,..,..,..,..,..,..,..,7101,..,5734,1902,634,350,186,21,0,0,8823,..,964,543,204,314,447,331,209,122,3134,..,579,480,225,165,76,29,10,0,1565,..,779,791,393,477,358,213,77,19,3091,..,527,1528,1325,1833,2099,1932,1551,625,11422,596,641,615,353,325,245,208,109,49,3141,34680,19723,22377,20528,19435,14045,9750,5173,1513,147218
CED502,..,343,429,166,180,163,83,27,3,1393,..,176,549,495,646,1097,1207,974,393,5533,209,293,250,105,128,115,121,57,28,1314,17218,10439,13326,11657,10147,8181,5287,2589,792,79634,..,697,11886,14964,12617,10174,6692,2685,467,60191,..,1669,4191,2346,1754,920,302,74,12,11254,..,373,1319,1885,1945,1032,466,243,135,7395,34918,..,..,..,..,..,..,..,..,34918,..,8716,..,..,..,..,..,..,..,8716,..,5839,2998,904,432,169,36,4,0,10380,..,1435,1056,292,398,607,471,287,140,4686,..,742,891,313,209,103,47,14,5,2324,..,846,1388,583,498,358,191,71,11,3953,..,399,1551,1389,1637,2035,1880,1335,553,10778,397,569,620,294,290,206,191,86,46,2699,35317,21280,25896,22965,19780,15612,10278,4790,1369,157293
CED503,..,235,208,120,195,208,132,55,14,1166,..,150,332,306,615,1203,1527,1434,687,6254,213,341,194,105,128,223,198,100,39,1535,12953,7914,8078,8429,9256,8637,7196,3991,1212,67670,..,465,6254,9357,10909,10490,9658,4803,873,52814,..,1635,3649,2342,2219,1277,643,194,18,11980,..,298,1013,1539,1534,762,297,193,132,5775,26163,..,..,..,..,..,..,..,..,26163,..,5930,..,..,..,..,..,..,..,5930,..,4927,1666,599,370,167,34,0,0,7766,..,660,329,150,257,345,297,207,117,2365,..,481,309,159,119,109,41,13,9,1238,..,479,515,309,404,417,259,117,36,2533,..,356,935,984,1544,2286,2635,2064,954,11763,436,630,491,302,300,375,329,167,53,3078,26601,15858,15163,15748,17656,16229,14195,7767,2199,131410
CED504,..,281,337,145,143,153,67,25,9,1153,..,100,349,324,532,956,1166,910,332,4679,195,219,184,97,91,135,91,53,27,1086,14871,9152,10238,10309,9737,7628,5073,2484,709,70199,..,477,8771,13242,12584,9870,6534,2556,429,54466,..,1011,3622,2094,1675,785,290,73,10,9558,..,213,832,1550,1887,1032,447,243,104,6301,29929,..,..,..,..,..,..,..,..,29929,..,8675,..,..,..,..,..,..,..,8675,..,5826,3056,877,439,172,26,0,0,10399,..,1057,729,290,306,521,381,252,156,3701,..,536,527,256,183,115,33,10,7,1672,..,630,1063,480,399,320,143,53,8,3096,..,225,964,1088,1312,1692,1783,1227,462,8749,374,453,430,271,201,219,155,79,31,2222,30302,19096,20006,20136,18985,14736,9802,4493,1209,138765
CED505,..,1005,1284,195,99,113,87,42,14,2835,..,324,1013,729,830,1439,1711,1697,1164,8910,112,220,269,82,85,123,124,51,38,1114,11307,7871,9742,8995,9266,7595,5801,3679,1746,66007,..,176,5700,11337,11901,9245,6947,3592,938,49837,..,795,4381,1937,1403,1036,451,146,23,10181,..,56,250,858,1463,910,294,223,179,4226,23314,..,..,..,..,..,..,..,..,23314,..,8249,..,..,..,..,..,..,..,8249,..,2488,1787,362,292,185,39,3,0,5156,..,859,534,104,105,188,226,166,105,2291,..,413,627,114,38,42,9,3,0,1251,..,2020,2882,486,270,237,167,84,24,6170,..,635,2069,1655,1809,2516,2602,2230,1457,14974,220,439,504,214,164,198,183,86,50,2059,23530,16123,18740,17077,17440,14562,10919,6533,2778,127706
CED506,..,388,474,166,191,178,85,27,10,1521,..,361,767,535,906,1308,1074,765,314,6033,390,370,400,231,296,316,186,80,27,2300,16450,7732,11292,10264,9607,7855,4496,2091,607,70398,..,509,7643,10842,10311,8853,5489,2194,377,46220,..,2386,6067,3840,3044,1798,520,143,9,17806,..,422,1279,1591,1509,744,311,188,96,6140,33081,..,..,..,..,..,..,..,..,33081,..,4000,..,..,..,..,..,..,..,4000,..,4134,1401,559,294,130,14,0,0,6524,..,1438,701,404,485,533,355,186,99,4204,..,445,459,217,160,134,54,18,3,1502,..,897,1101,471,519,446,217,65,28,3744,..,797,1915,1657,2549,3252,2396,1294,501,14353,809,723,964,674,686,688,396,140,39,5112,33891,15748,21533,20258,19566,16575,9748,4235,1151,142701
CED507,..,344,380,113,159,208,102,30,7,1343,..,165,395,377,758,1404,1449,1338,678,6571,245,299,248,151,219,278,224,99,49,1803,13922,7000,8168,9394,9584,8717,6287,3212,1145,67432,..,347,5894,10646,11094,10623,8387,3462,728,51183,..,1454,3745,2706,2283,1379,536,118,25,12237,..,247,939,1717,1649,664,274,172,132,5798,28009,..,..,..,..,..,..,..,..,28009,..,5474,..,..,..,..,..,..,..,5474,..,4142,1319,474,329,161,28,0,0,6456,..,574,278,92,163,249,217,156,101,1837,..,489,396,144,108,61,32,8,0,1239,..,692,996,334,386,397,212,65,16,3103,..,373,1107,1186,1779,2587,2380,1830,890,12129,516,595,560,385,398,472,395,173,68,3563,28525,14382,15239,17685,18194,16580,12464,5984,1955,131013
CED508,..,614,790,219,183,179,100,31,16,2141,..,213,744,651,851,1430,1504,1223,658,7282,181,274,283,157,129,153,108,85,35,1403,13073,8257,11059,10571,9736,7961,5304,2968,1134,70055,..,259,7820,12669,11323,8994,6200,2978,515,50773,..,1232,4867,2816,2081,1185,428,87,18,12708,..,167,656,1410,1852,1034,382,278,159,5938,26139,..,..,..,..,..,..,..,..,26139,..,6996,..,..,..,..,..,..,..,6996,..,4290,2254,725,484,229,24,0,0,8018,..,824,616,218,217,331,284,208,128,2822,..,478,659,247,150,79,24,4,6,1654,..,1185,1862,635,474,412,246,70,34,4905,..,425,1655,1556,1971,2605,2349,1698,882,13139,325,485,609,350,282,257,166,131,55,2659,26466,16341,21003,20630,18841,15121,10105,5461,1791,135751
CED509,..,212,307,147,166,196,120,27,13,1195,..,141,369,411,610,1107,1376,1163,566,5746,187,285,209,115,118,121,106,65,37,1245,12406,8037,8724,9005,9381,8007,6037,3108,1047,65740,..,464,7191,10473,11135,9898,7830,3344,614,50949,..,1187,3222,2298,2015,1162,484,106,19,10494,..,203,789,1445,1785,928,429,266,147,5983,25297,..,..,..,..,..,..,..,..,25297,..,6869,..,..,..,..,..,..,..,6869,..,5129,2384,788,450,197,41,0,0,8984,..,922,590,226,286,444,366,238,168,3238,..,568,560,222,193,104,45,20,4,1722,..,564,931,535,472,479,243,68,21,3313,..,355,1019,1187,1667,2150,2193,1663,739,10970,381,540,457,290,280,229,206,111,52,2549,25681,16814,17144,17447,18291,15590,11826,5816,1769,130371
CED510,..,291,315,76,102,118,64,19,6,994,..,136,318,264,419,986,1105,928,510,4656,131,210,139,81,72,113,90,65,23,920,12722,8751,7194,9376,10823,9278,5562,2470,910,67093,..,185,5253,12482,15125,13412,8322,2671,593,58044,..,804,3109,1995,1741,938,317,56,7,8976,..,84,416,1073,1639,937,324,174,95,4748,25873,..,..,..,..,..,..,..,..,25873,..,9184,..,..,..,..,..,..,..,9184,..,5488,2729,638,302,134,36,0,0,9325,..,712,381,106,139,259,224,216,116,2157,..,370,356,114,86,56,22,3,0,1008,..,687,905,231,248,226,131,38,13,2492,..,297,840,807,1037,1689,1602,1196,671,8142,280,406,356,204,156,193,146,92,33,1871,26154,18216,14338,17659,20478,17847,11129,4454,1543,131826
CED511,..,330,260,109,212,175,111,32,11,1242,..,257,537,443,883,1526,1538,1409,651,7245,254,327,290,156,240,364,260,102,40,2043,13881,6939,8325,8662,9676,9062,6273,3326,1103,67238,..,422,6217,9613,10881,11024,8009,3438,707,50315,..,1881,4026,2716,2554,1623,642,152,22,13628,..,278,966,1392,1524,662,317,238,133,5510,27834,..,..,..,..,..,..,..,..,27834,..,4360,..,..,..,..,..,..,..,4360,..,4352,1350,556,382,185,31,3,0,6851,..,803,350,203,262,316,296,190,103,2523,..,450,263,128,125,73,37,15,3,1097,..,774,753,334,496,411,256,72,17,3104,..,642,1481,1329,2490,3335,2947,2072,913,15215,559,694,636,385,503,652,508,206,64,4208,28398,14659,16035,16650,19224,18284,13030,6397,1962,134637
CED512,..,363,397,110,177,176,90,40,16,1368,..,216,613,493,765,1089,1068,737,303,5291,258,371,241,122,132,177,135,60,16,1512,18945,10968,13448,12436,11667,8010,5481,2460,629,84055,..,699,11217,15162,14540,9982,7370,3012,429,62415,..,2341,6152,3183,2373,1183,433,106,22,15787,..,355,1443,2113,2206,828,320,188,77,7541,38635,..,..,..,..,..,..,..,..,38635,..,8740,..,..,..,..,..,..,..,8740,..,6287,2055,603,316,131,20,3,0,9407,..,1021,666,204,288,413,388,297,119,3389,..,668,521,186,139,96,55,16,8,1688,..,788,997,324,389,351,197,85,20,3153,..,507,1553,1421,1770,2002,1794,1105,417,10570,524,723,556,310,299,298,245,100,32,3082,39153,22135,25166,23500,22322,15282,10817,4906,1126,164408
CED513,..,1214,2000,400,219,201,112,46,7,4204,..,432,1497,1144,1025,1524,1580,1296,797,9297,125,259,363,156,116,148,110,78,37,1394,9794,8051,14379,10093,8434,7473,5043,2997,1340,67591,..,406,8630,11080,9572,8358,5651,2752,664,47113,..,1407,6813,2887,1853,1098,419,73,8,14565,..,84,485,1078,1413,870,377,276,215,4795,20027,..,..,..,..,..,..,..,..,20027,..,5578,..,..,..,..,..,..,..,5578,..,2882,1961,627,439,247,42,0,0,6207,..,1073,896,231,224,310,264,199,138,3321,..,611,1042,214,108,74,18,9,3,2068,..,2461,4600,1081,621,506,287,127,25,9704,..,837,3402,2623,2596,2953,2688,1881,1061,18040,235,504,740,356,250,264,183,112,56,2704,20263,15854,28568,20182,17078,14679,9921,5435,2159,134138
CED514,..,564,986,244,161,178,114,57,13,2307,..,225,1080,1005,1060,1602,1813,1615,882,9280,149,234,249,116,110,130,141,94,46,1278,11775,7889,12592,9884,8507,7659,6140,3945,1475,69855,..,557,9396,11622,9798,8507,6925,3935,824,51566,..,1047,5098,2159,1302,794,328,73,19,10815,..,140,695,1262,1627,1002,456,373,210,5766,23712,..,..,..,..,..,..,..,..,23712,..,6615,..,..,..,..,..,..,..,6615,..,3353,2417,768,571,241,51,0,0,7408,..,1214,1076,303,299,375,276,262,133,3934,..,598,1008,229,141,71,20,9,0,2082,..,1350,2700,732,481,401,249,107,16,6044,..,462,2255,2191,2367,2846,2752,2172,1158,16213,332,431,565,311,225,230,205,154,65,2510,24043,15774,25210,19578,16809,14475,11270,7086,2430,136667
CED515,..,1929,1675,311,257,247,139,40,13,4606,..,435,1111,925,1014,1691,1693,1510,1033,9414,142,339,324,157,110,153,118,93,46,1476,11355,10101,14996,9951,8377,7660,5197,3217,1586,72438,..,642,10777,11828,9167,7956,5477,2682,724,49254,..,1739,5944,2321,1676,942,416,86,17,13138,..,123,709,1264,1556,990,382,315,173,5510,22962,..,..,..,..,..,..,..,..,22962,..,5828,..,..,..,..,..,..,..,5828,..,3227,2033,623,428,245,27,0,0,6592,..,2038,1351,290,310,427,326,205,130,5071,..,1454,1731,320,152,94,24,11,8,3793,..,4616,4724,1145,707,582,303,85,34,12202,..,975,2582,2198,2414,3061,2801,2083,1344,17450,319,684,738,351,253,265,200,125,63,2998,23282,21336,30595,20338,16657,14570,9965,5588,2480,144809
CED516,..,534,474,105,94,118,73,42,14,1464,..,174,405,325,508,1083,1425,1432,1049,6407,107,194,144,73,77,119,137,66,47,971,11250,8507,7005,8786,9511,8807,6175,3670,1774,65480,..,154,5048,11746,12805,12030,8562,3936,1033,55321,..,621,2124,1285,1128,815,356,76,12,6419,..,60,331,1042,1558,904,337,247,213,4696,23017,..,..,..,..,..,..,..,..,23017,..,9544,..,..,..,..,..,..,..,9544,..,3980,2705,705,430,242,47,0,0,8111,..,1065,602,125,153,287,288,230,162,2910,..,546,644,154,97,47,24,3,3,1511,..,1086,1314,325,231,231,144,74,26,3432,..,367,924,811,1121,1794,2055,1848,1386,10296,218,379,315,173,150,186,223,106,66,1812,23230,17803,14001,16368,17684,16523,12028,6534,2905,127067
CED594,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,74,125,164,88,86,134,70,14,3,755,74,125,164,88,86,134,70,14,3,755,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,160,270,433,273,261,272,169,29,7,1876,160,270,433,273,261,272,169,29,7,1876
CED597,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
CED601,..,538,301,90,119,163,86,41,6,1343,..,349,469,452,783,1332,1480,1328,659,6853,151,286,155,92,129,179,180,86,34,1296,8354,5870,5542,5809,6543,6211,4847,2792,1046,47012,..,319,3714,5908,6969,7153,5604,2527,551,32740,..,1272,2530,1626,1380,759,336,73,14,7989,..,263,785,1196,1301,556,272,211,120,4702,16742,..,..,..,..,..,..,..,..,16742,..,4187,..,..,..,..,..,..,..,4187,..,2823,1077,450,344,157,31,0,0,4873,..,522,220,73,139,208,208,119,71,1549,..,334,161,70,61,52,15,14,7,703,..,1234,775,244,265,298,197,67,10,3102,..,673,1138,1141,1794,2405,2311,1832,899,12192,304,574,387,222,279,289,303,154,50,2565,17048,12196,10782,10929,12520,11877,9285,4990,1725,91350
CED602,..,227,152,67,146,153,77,31,12,870,..,249,356,322,809,1319,1430,1353,646,6481,174,233,167,79,146,227,207,105,42,1370,8163,5067,4865,5318,6563,6438,5188,2931,1017,45539,..,253,3247,5186,6810,7553,6345,2830,551,32774,..,1296,2372,1700,1502,914,340,106,14,8235,..,269,864,1257,1232,451,226,215,126,4640,16280,..,..,..,..,..,..,..,..,16280,..,3569,..,..,..,..,..,..,..,3569,..,2893,911,418,315,177,34,0,0,4738,..,321,120,66,133,171,187,95,57,1148,..,244,139,73,55,44,32,7,0,595,..,484,391,168,292,292,177,71,23,1888,..,537,915,970,1865,2480,2303,1934,862,11851,345,480,383,220,292,388,360,174,59,2706,16625,10346,9334,10055,12494,12460,9991,5431,1692,88435
