CED_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
CED294,7,3,12,11,31,40,17,52,7,178,34,34,33,40,54,108,31,64,7,405,6,10,26,18,59,70,35,55,5,297,13,59,40,55,28,32,21,19,8,277,15,14,23,21,45,33,9,10,7,182,3,29,16,16,30,13,7,11,6,134,14,11,11,14,42,35,15,48,13,200,6,46,42,46,51,47,19,31,12,307,8,10,7,0,0,3,3,3,23,57,111,212,205,226,348,385,170,296,84,2033
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23
CED301,174,199,219,355,1082,1248,887,2030,75,6262,439,609,733,1152,1885,1837,935,1343,52,8982,289,486,427,712,2588,2346,1398,1715,141,10098,404,1153,1187,1678,1618,1020,598,654,138,8458,355,717,879,1059,3031,1554,775,686,83,9140,203,1510,921,978,1097,592,351,492,85,6220,197,257,347,497,1416,1164,840,1542,131,6391,304,1421,924,1382,1879,1444,607,739,180,8870,51,63,40,74,198,176,85,142,341,1171,2420,6413,5668,7888,14782,11380,6482,9334,1230,65595
CED302,210,299,327,616,1437,2163,1369,3231,82,9731,773,1305,1594,2006,3562,4320,2003,3036,133,18730,208,399,493,613,1951,2212,1152,1615,121,8764,262,1527,1215,1344,1131,777,354,426,93,7119,439,1124,1307,1505,3246,2186,918,880,93,11691,191,2058,968,851,975,791,357,651,79,6923,121,228,251,352,855,696,448,701,66,3702,171,1236,773,786,1176,742,332,493,85,5794,48,91,67,91,189,173,61,146,299,1160,2414,8259,6997,8158,14524,14060,6989,11177,1043,73626
CED303,201,244,323,486,1282,1765,1198,3155,72,8723,460,878,1118,1507,2225,2607,1161,1975,96,12036,297,514,549,821,2351,2829,1537,2122,158,11172,313,1472,1211,1656,1283,797,351,464,100,7656,394,1057,1285,1588,3059,2038,869,810,100,11209,203,1921,973,970,979,804,454,676,74,7051,125,271,255,369,904,798,582,1043,74,4418,218,1434,847,949,1225,932,454,695,112,6871,42,73,65,60,161,152,50,139,293,1034,2256,7867,6622,8396,13470,12722,6664,11080,1090,70168
CED304,326,403,517,711,1785,2998,2066,5008,103,13911,1037,2103,2266,2960,5491,7955,3900,6892,232,32832,170,415,605,527,1581,1843,929,1477,107,7655,296,1959,1619,1450,1286,989,549,674,126,8944,382,1167,1243,1231,3480,2534,1209,1137,80,12455,188,1695,1224,980,1084,941,497,954,85,7652,58,190,201,230,420,311,186,356,43,1994,120,1216,1516,639,704,456,261,325,97,5335,52,110,84,90,187,238,85,188,387,1419,2621,9257,9285,8811,16020,18257,9680,17003,1254,92200
CED305,197,244,259,358,860,1103,792,3215,95,7134,470,665,815,1198,1773,1840,1049,1786,69,9657,446,512,439,731,2537,2137,1779,3504,200,12298,343,1112,1034,1421,1154,680,388,536,109,6779,312,857,862,1118,2250,1267,625,690,82,8054,203,1682,803,904,878,471,316,396,76,5727,453,268,306,413,1141,974,1201,3470,161,8386,279,1463,841,966,1490,1040,484,964,192,7718,66,62,42,47,128,109,56,173,303,991,2768,6871,5404,7153,12224,9616,6683,14738,1280,66737
CED306,201,298,274,483,959,1345,1112,3678,109,8466,496,728,846,1337,1954,2163,1235,2209,88,11041,420,520,470,719,2807,2390,1872,3242,205,12660,298,1175,1094,1483,1235,848,565,761,126,7589,352,882,1009,1254,2183,1415,726,691,91,8596,247,1810,921,1100,1109,586,385,518,96,6770,353,288,282,446,1153,1101,1104,2794,168,7694,273,1556,914,1160,1474,1208,717,1081,179,8549,62,70,41,60,138,143,76,146,375,1119,2695,7321,5854,8036,13018,11198,7797,15124,1439,72482
CED307,220,215,292,497,1355,1915,1271,2998,64,8824,650,1069,1426,1803,2641,3270,1516,2251,93,14711,294,497,486,724,2470,2684,1526,1900,132,10713,351,1591,1354,1600,1368,974,540,615,123,8515,442,1095,1363,1529,3459,2295,897,903,102,12076,181,1879,987,981,1014,752,398,610,70,6870,131,228,203,358,1074,786,471,851,67,4171,198,1365,712,788,1052,796,315,528,90,5849,54,75,60,52,162,163,70,119,307,1059,2513,8009,6885,8339,14598,13626,7003,10757,1058,72792
CED308,198,343,371,630,1501,2081,1281,3225,94,9719,428,1040,1065,1698,2491,2752,1173,2148,103,12901,264,599,617,987,2382,2796,1454,2455,152,11711,333,1529,1348,1978,1722,897,448,579,132,8963,337,1179,1298,1605,2977,1924,761,866,113,11049,245,2120,1346,1506,1524,1082,537,951,137,9455,133,250,302,496,894,772,530,1143,78,4593,232,1438,1001,1264,1319,1011,528,789,160,7737,62,127,73,95,171,185,78,175,418,1380,2231,8634,7424,10254,14972,13499,6787,12324,1383,77508
CED309,172,350,403,607,1135,1560,1019,2663,81,8003,594,1249,1525,2076,2293,2562,1217,2210,101,13818,311,654,697,1066,2077,2461,1397,2161,158,10987,336,1718,1419,1871,1109,739,386,534,102,8212,290,1190,1187,1494,2125,1399,565,633,74,8958,196,1855,1042,1236,1151,730,414,748,86,7457,117,222,239,354,545,419,345,989,52,3281,205,1562,1024,1130,1048,805,422,630,119,6938,39,88,64,68,105,151,42,137,319,1022,2269,8895,7592,9913,11580,10813,5812,10704,1097,68671
CED310,221,312,334,542,927,1322,848,2487,76,7069,469,1014,1173,1635,1740,2043,924,1803,106,10908,314,613,565,915,1847,2250,1285,1985,157,9929,324,1587,1241,1692,1010,644,343,455,125,7420,251,1006,1045,1270,1893,1120,496,569,78,7740,210,1819,992,1021,1033,731,382,647,89,6927,159,245,202,312,505,407,343,1022,64,3252,206,1442,895,1028,932,790,397,613,128,6434,56,79,53,75,91,115,41,135,275,917,2215,8106,6496,8480,9982,9421,5072,9718,1104,60594
CED311,231,399,331,476,714,1287,839,4795,151,9225,422,559,691,990,1188,1525,906,1642,66,7990,456,533,462,627,2096,2033,1996,3692,194,12083,308,1002,937,1304,972,603,339,465,98,6032,269,859,863,983,1631,1132,609,786,93,7217,187,1456,864,898,779,398,288,425,80,5376,463,340,314,366,1086,1148,1751,3555,185,9201,360,1629,963,1112,1351,1154,753,1816,211,9336,79,73,49,71,92,116,86,216,369,1152,2763,6857,5473,6835,9904,9398,7563,17390,1442,67613
CED312,204,206,252,418,1245,1643,1087,2485,92,7632,403,715,802,1366,2015,2200,966,1468,96,10034,325,526,555,951,2727,3077,1695,2466,199,12528,347,1281,1246,1721,1626,872,418,508,122,8138,372,915,1075,1456,3359,2088,886,783,107,11025,237,1872,1071,1137,1344,830,460,701,114,7769,169,313,380,671,1605,1303,825,1578,127,6973,244,1378,962,1242,1891,1507,721,917,222,9080,58,86,50,103,227,182,73,148,397,1325,2344,7299,6390,9069,16036,13707,7137,11057,1471,74501
CED313,272,334,441,687,1699,2767,1861,4453,84,12608,1015,2032,2247,2903,5280,6926,3511,5661,183,29754,184,440,572,657,1731,1926,1157,1559,116,8341,262,1810,1464,1382,1201,885,481,539,119,8140,384,1139,1290,1266,3547,2398,1058,1061,95,12244,149,1706,1046,928,1006,865,495,794,80,7063,71,190,215,241,512,393,256,410,44,2334,123,1200,1139,694,905,569,268,383,88,5369,45,100,79,66,175,229,64,173,329,1269,2523,8961,8490,8829,16049,16968,9139,15037,1134,87124
CED314,210,327,296,458,980,1315,989,3123,82,7783,554,896,1192,1612,2372,2496,1440,2162,85,12808,265,525,435,629,2285,2079,1580,2206,119,10113,325,1268,1155,1663,1288,731,410,570,101,7510,359,1014,954,1239,2586,1407,740,688,69,9055,185,1604,857,910,1016,522,362,604,79,6131,183,170,195,318,783,673,537,1467,90,4410,255,1485,890,1066,1861,912,488,774,138,7878,39,75,32,41,99,103,40,108,284,820,2383,7352,6007,7927,13266,10244,6594,11696,1050,66522
CED315,195,153,194,339,1087,1301,1031,2407,55,6781,657,837,954,1655,2763,2826,1395,2342,115,13539,355,518,461,723,2689,2541,1544,2223,153,11197,504,1570,1221,1800,1959,1498,990,1271,169,10995,396,716,892,1195,3187,1760,815,769,76,9796,245,2056,993,1044,1131,621,400,534,81,7107,229,280,254,411,1079,858,781,1568,104,5558,250,1580,857,1060,1310,780,442,676,133,7088,51,56,39,67,185,160,73,131,315,1075,2884,7758,5865,8287,15390,12346,7474,11928,1206,73138
CED316,151,220,191,357,709,883,598,1848,76,5043,346,546,671,1187,1654,1569,780,1232,76,8067,219,442,411,675,1663,1355,838,1319,86,7007,306,996,1011,1603,1142,554,331,468,113,6533,212,717,734,920,1596,768,332,383,53,5707,164,1502,815,912,909,435,297,409,67,5512,156,220,222,281,578,522,382,1080,80,3514,219,1403,860,1104,1083,775,457,656,149,6713,40,56,42,54,91,68,22,71,291,741,1812,6107,4965,7094,9427,6929,4034,7480,993,48835
CED317,237,403,334,541,952,1493,802,4255,157,9164,441,596,639,1096,1447,1643,799,1677,93,8436,389,462,451,681,1874,2036,1611,2543,203,10251,317,965,1049,1500,1330,762,409,642,138,7118,279,789,837,1091,1824,1111,511,661,79,7184,164,1359,685,873,958,447,295,431,90,5293,306,252,242,362,756,880,1171,2414,163,6549,355,1466,982,1359,1774,1364,707,1347,269,9623,75,73,42,55,143,95,79,160,443,1161,2559,6376,5255,7549,11070,9816,6384,14132,1642,64785
CED318,215,284,311,513,1385,1705,1194,3106,89,8795,730,974,1143,2000,2931,3134,1528,2519,156,15109,415,550,586,979,2416,2501,1618,2211,191,11470,419,1374,1457,2289,2198,1354,739,990,195,11016,330,861,910,1417,3037,1667,769,793,111,9907,207,1715,992,1323,1465,825,507,706,93,7833,177,250,254,369,776,637,796,1136,100,4498,251,1350,1055,1540,1399,955,469,771,216,8008,92,114,72,93,190,185,75,162,423,1406,2836,7478,6775,10534,15800,12968,7698,12386,1573,78047
CED319,251,238,318,497,1494,2146,1411,3064,61,9472,798,1256,1662,2197,3968,4670,2150,3136,153,19981,244,464,492,681,2276,2472,1364,1680,106,9783,345,1457,1321,1541,1413,1019,537,594,90,8311,470,968,1270,1486,3932,2518,1068,996,125,12836,212,1850,1022,949,1095,829,405,627,96,7070,114,198,280,412,952,746,387,722,87,3900,197,1343,957,918,1264,819,359,465,113,6433,38,64,56,75,210,200,78,123,342,1200,2669,7827,7369,8758,16599,15417,7759,11419,1179,78986
CED320,186,185,254,455,1032,1265,852,2040,58,6338,363,593,742,1177,1549,1583,772,1198,75,8055,341,513,551,832,2502,2528,1409,2130,178,10989,377,1246,1249,1785,1466,766,443,519,131,7996,364,909,965,1239,2725,1612,676,714,85,9295,223,1909,997,1129,1209,690,401,583,107,7251,180,287,299,453,1214,983,713,1556,106,5787,284,1622,1041,1393,1770,1245,601,851,198,9005,50,87,59,73,168,167,58,132,381,1175,2377,7354,6161,8531,13641,10838,5927,9729,1320,65884
CED321,341,567,418,662,864,1676,964,6728,240,12464,382,600,668,1014,1158,1400,811,1567,77,7678,320,501,403,610,1743,1758,1145,2197,122,8796,306,930,947,1333,972,616,314,531,120,6076,244,875,860,1052,1588,1067,471,672,86,6896,188,1230,656,815,858,462,353,492,71,5128,272,292,260,362,843,797,663,2140,146,5776,319,1690,910,1230,1629,1519,764,1775,237,10071,73,57,58,58,102,100,39,170,395,1061,2437,6738,5189,7139,9756,9391,5528,16282,1497,63948
CED322,226,288,345,611,1273,1965,1156,2726,81,8674,549,1240,1395,2073,2541,3083,1343,2295,124,14636,266,556,605,957,2054,2605,1270,2051,158,10518,351,1717,1435,1955,1487,936,453,541,152,9027,311,1140,1228,1452,2479,1594,610,654,95,9558,238,2240,1342,1413,1348,948,433,769,123,8849,88,224,238,347,542,438,307,725,44,2965,173,1373,891,1030,1004,772,370,566,109,6281,67,91,56,98,146,181,47,130,347,1163,2264,8869,7527,9943,12870,12532,5978,10454,1235,71668
CED323,208,376,405,649,1465,2003,1176,3034,105,9419,471,1211,1212,1806,2616,3054,1276,2449,133,14224,229,573,808,1003,2168,2421,1285,1885,171,10543,342,1682,1668,2065,1625,995,480,582,161,9612,274,1097,1126,1331,2573,1679,677,712,104,9569,238,2071,1393,1556,1482,1120,530,993,108,9492,98,255,310,379,659,509,333,726,67,3339,171,1517,1417,1320,1313,876,388,657,169,7836,57,107,95,127,168,187,71,152,411,1364,2090,8888,8431,10234,14075,12859,6216,11181,1429,75412
CED324,215,328,392,540,1472,1882,1086,2378,99,8389,744,1803,1822,2318,4355,4969,2147,3136,173,21466,185,541,633,692,2043,1916,934,1237,126,8315,257,1708,1496,1282,1127,820,349,397,139,7562,325,1053,1183,1171,2939,1809,701,692,92,9970,188,1795,1208,892,893,720,376,533,79,6688,78,272,421,375,882,680,367,594,88,3759,157,1483,1385,1018,1235,749,325,411,122,6883,49,123,104,89,209,160,56,122,389,1303,2201,9109,8647,8374,15156,13703,6345,9502,1305,74343
CED325,195,200,226,350,1364,1621,1094,2295,62,7414,552,945,1068,1629,3185,3332,1419,1818,123,14079,237,429,482,662,2449,2194,1206,1486,111,9261,336,1471,1302,1545,1576,955,453,666,141,8433,347,859,972,1243,3299,2021,869,787,107,10504,181,1751,925,883,1118,754,381,552,93,6635,172,280,353,577,1715,1198,724,1131,147,6293,219,1426,835,1165,1808,1169,502,487,182,7801,38,84,63,103,211,210,66,131,375,1292,2291,7442,6241,8143,16720,13464,6716,9357,1344,71716
CED326,207,213,269,423,1319,1689,1092,2352,79,7637,601,884,1087,1744,2739,3019,1298,1709,120,13195,272,449,516,724,2509,2626,1401,1790,160,10443,391,1351,1391,1912,1649,1023,507,576,139,8937,427,994,1114,1356,3544,2135,881,835,101,11384,215,1866,981,1033,1226,870,436,669,89,7381,146,239,281,439,1266,908,558,1015,94,4938,237,1373,848,1087,1604,1060,504,639,176,7530,47,90,61,61,202,196,66,138,397,1255,2539,7457,6552,8770,16046,13536,6734,9719,1351,72703
CED327,175,200,263,439,1354,1550,972,1856,69,6880,483,883,1011,1520,3146,2905,1143,1417,148,12657,259,510,548,843,2772,2756,1394,1671,195,10949,281,1309,1332,1798,1658,848,457,559,157,8400,433,854,1077,1309,3812,2172,939,780,133,11510,212,1810,1167,1021,1378,843,431,570,114,7535,213,347,496,803,2260,1615,971,1406,187,8286,247,1494,1124,1369,2448,1388,641,743,215,9672,54,118,62,92,252,212,83,112,517,1506,2363,7515,7086,9199,19073,14290,7026,9115,1730,77387
CED328,254,375,455,616,1317,2297,1512,3942,80,10846,967,2714,2494,2849,4465,6340,2903,5130,182,28050,169,454,402,493,1277,1544,821,1131,65,6359,339,2256,1318,1191,937,871,510,517,131,8072,355,1378,1351,1302,2518,1783,788,803,76,10361,201,2091,1055,777,670,655,304,648,100,6495,55,201,148,167,302,289,192,288,18,1646,124,1233,648,523,461,363,135,253,61,3804,55,91,56,71,124,188,40,142,212,979,2522,10791,7920,7979,12066,14319,7214,12851,936,76603
CED329,182,402,334,568,779,1114,656,2571,98,6698,369,811,876,1341,1291,1395,673,1331,71,8157,274,547,502,798,1704,1664,910,1604,136,8148,281,1207,1123,1675,1018,574,356,420,98,6748,258,896,820,1100,1507,801,377,464,67,6286,190,1383,812,990,815,503,301,526,75,5593,174,223,268,326,607,472,398,1144,67,3674,267,1539,899,1122,1154,755,380,659,128,6903,61,106,47,62,77,92,33,97,297,866,2053,7111,5677,7983,8943,7369,4078,8817,1036,53069
CED330,244,361,384,575,1166,1628,1132,3506,132,9129,514,789,955,1370,1704,1924,914,1662,97,9934,342,670,587,942,2402,2729,1538,2526,212,11950,335,1239,1176,1552,1222,752,384,519,116,7290,364,1129,1162,1446,2401,1672,729,788,105,9804,175,1668,871,927,987,668,378,563,101,6337,209,270,331,467,1047,976,750,1843,142,6042,262,1596,968,1336,1610,1363,678,1009,193,9024,59,70,43,74,149,180,36,131,395,1131,2503,7790,6483,8692,12691,11907,6534,12548,1494,70643
CED394,20,21,12,25,26,37,20,82,9,264,47,34,31,52,73,96,26,72,10,446,30,23,22,28,62,82,33,96,17,392,15,54,52,61,48,40,23,41,13,349,22,24,17,16,55,25,29,30,3,226,13,26,33,29,21,23,13,13,10,182,21,9,16,32,51,40,29,94,11,300,24,69,101,156,134,110,65,127,33,825,12,3,3,3,4,9,0,12,51,97,195,274,297,410,473,463,235,575,158,3087
CED397,0,0,0,0,0,0,3,6,0,13,0,0,0,0,0,4,0,0,0,8,4,4,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,0,7,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,9,9,6,7,9,10,4,12,0,60
CED401,268,446,503,770,1597,2024,1591,3196,70,10458,927,2041,2196,2867,5311,4982,2760,4234,169,25479,202,472,544,739,1728,1489,792,1003,115,7082,357,2072,1390,1456,1126,738,442,468,138,8188,352,1164,1136,1309,2923,1403,732,604,75,9703,212,1898,947,897,969,635,370,552,60,6542,65,222,222,309,629,353,238,331,33,2407,160,1529,902,777,1045,535,284,290,118,5645,55,108,64,93,208,135,63,113,321,1165,2610,9951,7908,9217,15534,12288,7266,10785,1100,76669
CED402,404,626,554,833,1156,1881,1310,4479,169,11408,403,551,839,1114,1277,1312,865,1277,78,7718,296,536,505,731,2015,2013,1123,1392,123,8727,334,1260,1137,1563,1038,519,345,450,95,6743,313,913,970,1163,1587,878,480,404,49,6758,243,1575,893,1143,900,507,386,424,77,6146,228,290,286,357,988,897,644,1483,96,5268,527,2253,1227,1483,2411,2246,900,954,218,12219,71,79,61,79,120,98,61,96,302,964,2815,8086,6475,8466,11497,10347,6107,10962,1213,65967
CED403,222,341,378,622,1393,1695,1339,2553,76,8618,877,1707,2178,2687,3882,3537,2006,2675,129,19678,248,558,527,761,1844,1856,1035,1137,96,8046,394,2000,1411,1619,1148,848,448,416,111,8387,378,1133,1300,1477,2793,1342,734,583,75,9814,209,2084,964,858,829,585,356,455,73,6406,76,191,163,214,504,317,236,301,28,2035,158,1636,760,757,730,432,228,281,60,5044,41,82,60,73,142,123,57,85,233,888,2604,9727,7729,9061,13261,10729,6435,8482,877,68926
CED404,350,456,389,697,875,1467,1098,4048,148,9525,437,530,804,936,1407,1276,849,1342,82,7656,335,496,512,719,1693,1732,1005,1890,142,8523,362,1142,1135,1485,1014,596,348,498,127,6706,246,814,822,1015,1481,684,327,372,42,5806,198,1424,791,816,713,373,295,310,73,4987,258,307,311,298,796,715,930,1878,108,5597,345,1817,1024,1098,1029,889,436,821,211,7668,67,80,53,62,137,112,68,137,354,1073,2595,7066,5833,7128,9143,7853,5355,11293,1286,57554
CED405,237,306,390,663,1553,1809,1331,2598,65,8959,777,1323,1640,2093,3702,3270,1774,2259,115,16962,227,473,556,793,2177,2083,1011,1248,93,8663,391,1950,1437,1695,1326,864,447,496,121,8730,399,1110,1302,1640,3333,1690,768,659,82,10978,243,2160,1007,1024,1016,683,411,497,89,7133,109,239,271,365,791,524,332,469,55,3151,202,1601,974,900,987,556,295,318,81,5911,55,110,60,77,200,118,37,86,311,1054,2643,9268,7645,9241,15095,11594,6409,8646,1020,71553
CED406,191,206,228,419,1267,1151,990,1459,44,5949,491,720,1009,1399,2274,1740,905,1058,73,9675,371,620,648,1076,2921,2592,1426,1587,157,11393,497,1611,1516,2239,1590,824,501,474,123,9377,406,885,1141,1511,3138,1329,695,440,71,9609,282,2090,1201,1207,1167,582,443,401,73,7448,166,243,242,367,1145,662,529,770,50,4174,282,1749,982,1109,1373,798,465,497,128,7383,65,61,40,62,194,128,54,84,266,957,2747,8184,7012,9391,15078,9799,6015,6764,984,65975
CED407,149,218,269,488,1363,1397,1173,1872,48,6977,539,857,1122,1477,3062,2405,1213,1418,75,12167,278,522,557,904,2930,2441,1422,1443,123,10624,424,1676,1325,1802,1554,934,458,470,117,8758,385,985,1291,1707,3666,1642,837,561,85,11164,216,2128,1071,1020,1093,648,436,466,96,7164,128,223,237,405,1319,770,588,750,74,4494,209,1665,918,1030,1388,797,441,430,105,6993,57,92,56,86,215,153,83,91,254,1094,2401,8372,6840,8922,16594,11182,6656,7496,984,69438
CED408,335,558,514,881,1146,1760,1254,3085,109,9633,680,1265,1624,1999,2185,2179,1248,2007,124,13321,356,691,662,938,1881,1971,1053,1445,133,9133,405,1711,1290,1526,929,698,372,413,101,7438,325,1147,1104,1396,1774,962,532,469,64,7774,229,1635,898,872,746,475,373,469,64,5756,155,247,211,259,548,455,335,801,46,3054,257,1753,857,969,943,731,370,466,115,6451,58,89,59,60,106,124,47,103,216,846,2790,9094,7209,8893,10251,9365,5579,9258,970,63407
CED409,177,264,259,475,1374,1278,1009,1540,68,6444,447,735,906,1384,2869,2023,1051,1207,100,10731,291,537,563,902,2931,2211,1233,1312,166,10139,382,1560,1450,2025,1693,855,496,601,166,9222,387,795,901,1316,3570,1485,784,518,84,9839,253,1981,968,1131,1158,631,363,387,117,6993,184,284,361,624,1950,1142,743,862,101,6252,271,1984,1258,1489,2368,1142,629,561,185,9883,74,84,51,87,260,171,72,95,337,1226,2473,8225,6712,9436,18179,10930,6382,7084,1327,70735
CED410,199,342,396,631,1408,1720,1229,2462,61,8452,747,1703,1882,2360,4221,3919,2091,2808,138,19869,153,501,539,718,1854,1665,825,1028,93,7372,264,1903,1228,1458,1098,616,332,359,85,7339,352,1213,1292,1458,2869,1370,585,531,85,9741,181,2151,872,915,976,585,336,442,77,6525,55,160,226,271,607,379,269,317,26,2315,148,1428,813,846,853,472,243,289,104,5195,44,107,64,102,159,125,59,89,269,1009,2139,9508,7310,8760,14041,10848,5967,8319,928,67826
CED411,250,345,326,553,1183,1447,1038,2357,95,7587,389,556,787,1074,1707,1337,770,1017,77,7715,331,538,519,950,2728,2367,1249,1463,157,10309,440,1430,1302,2031,1430,768,529,596,153,8673,321,861,899,1311,2480,1213,628,526,63,8298,240,1708,1012,1184,1068,544,376,365,96,6596,254,282,369,609,1693,1149,846,1364,119,6678,364,1940,1267,1433,2231,1426,751,646,200,10248,77,68,67,75,218,167,74,99,376,1214,2668,7720,6546,9220,14733,10410,6258,8434,1334,67322
CED494,4,0,4,6,7,8,4,13,0,54,15,15,13,10,23,20,5,16,3,103,10,5,12,9,20,18,6,26,3,112,4,13,10,4,8,3,3,3,0,53,3,4,10,12,12,6,5,7,0,57,3,12,9,13,6,3,4,0,3,49,0,6,6,11,17,8,16,13,11,85,13,24,18,32,50,36,17,14,12,212,0,0,0,0,0,0,0,0,8,11,53,82,68,103,139,100,63,98,32,734
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
CED501,194,151,229,350,1052,1397,1002,1848,56,6280,426,725,874,1045,2009,2236,969,1367,77,9727,597,648,643,831,2862,3228,1904,3405,203,14322,422,1496,1357,1610,1404,1173,615,840,137,9052,368,834,1007,1101,2476,1742,759,684,83,9061,246,1998,1118,1066,1072,654,294,392,88,6936,381,316,287,366,1373,1112,854,2104,118,6924,367,1663,1010,989,1118,1051,543,1145,147,8037,72,74,68,76,157,204,114,203,349,1305,3077,7898,6596,7438,13517,12807,7046,11991,1260,71643
CED502,176,257,269,388,1270,1670,988,1747,63,6831,498,910,944,1311,2944,3194,1173,1456,128,12562,437,618,656,921,3058,3100,1609,2428,238,13059,359,1546,1386,1624,1479,1029,445,590,147,8608,378,1021,1179,1423,3176,2201,852,719,94,11051,240,2165,1242,1013,1214,833,429,503,91,7732,284,327,387,544,1652,1382,1017,1772,158,7527,270,1789,1124,1155,1548,1000,522,749,179,8332,61,87,55,68,228,204,74,129,352,1263,2697,8728,7253,8436,16568,14613,7112,10099,1448,76954
CED503,208,295,316,402,760,1306,769,2038,46,6140,398,729,831,1012,1396,1591,823,1303,57,8137,549,596,630,900,2336,2472,1411,2993,206,12096,331,1289,1072,1353,1012,710,353,481,89,6692,295,1040,1064,1076,1658,1190,494,553,67,7435,202,1673,977,853,808,517,265,384,69,5741,487,281,302,383,1160,704,783,2385,146,6618,294,1548,839,780,812,704,375,987,128,6471,77,83,53,52,119,134,54,178,282,1040,2841,7532,6083,6818,10060,9334,5324,11291,1098,60374
CED504,149,231,295,443,1227,1617,937,1809,63,6775,453,863,964,1161,2317,2547,1081,1440,94,10927,373,647,667,933,2730,3100,1466,2208,233,12355,348,1499,1265,1418,1327,939,372,569,133,7868,400,1060,1285,1381,2779,1847,738,659,91,10238,214,2142,1152,921,1013,796,368,499,119,7237,206,304,316,444,1121,930,571,1216,110,5213,267,1690,1035,1111,1409,1012,410,753,148,7827,57,96,71,71,209,203,67,125,362,1259,2457,8529,7055,7888,14119,12999,6013,9281,1350,69698
CED505,250,593,554,720,1104,2549,1585,3763,70,11185,865,2718,2666,2747,3551,6084,3061,5382,193,27280,184,447,400,453,931,1328,656,1148,75,5623,243,1984,1017,959,674,576,295,397,104,6249,215,1389,1122,990,1547,1389,549,609,76,7882,201,1798,767,613,490,534,280,559,71,5312,60,211,144,124,202,178,130,311,12,1363,118,1092,771,373,318,289,119,307,66,3454,38,116,76,83,87,165,53,158,210,991,2171,10344,7520,7057,8901,13097,6744,12635,886,69344
CED506,457,457,411,586,1025,1747,1344,5598,183,11801,708,720,857,1002,1903,2308,1325,2766,115,11703,881,642,577,764,1696,2381,2272,7364,281,16857,434,959,910,1326,1345,1110,601,995,153,7840,458,896,822,1109,1902,1494,772,1244,102,8803,166,1110,596,784,841,606,381,503,89,5077,706,397,316,411,610,882,1357,5455,236,10362,533,1398,893,1135,949,1160,671,3118,240,10089,117,100,48,81,154,173,136,413,463,1680,4462,6684,5427,7190,10426,11866,8849,27454,1864,84223
