CED_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
CED317,254,75,111,7,448,175,55,68,10,313,129,67,232,10,442,91,45,332,9,468,858,184,500,39,1586,415,211,754,20,1400,2398,446,838,62,3744,1331,691,745,79,2852,1685,1102,718,69,3579,1474,1281,480,60,3298,874,1181,312,44,2411,985,1142,240,28,2391,1681,2137,298,41,4157,997,1521,112,22,2653,622,937,40,12,1608,325,520,50,3,892,584,989,58,11,1635,1327,2318,643,36,4330,440,226,217,22,913,16657,15126,6742,594,39123
CED318,201,69,161,12,439,93,41,90,15,241,111,71,319,12,518,76,48,393,10,532,584,238,572,43,1438,420,294,971,63,1738,1494,491,976,68,3034,1091,781,973,103,2939,1461,1121,956,93,3632,1491,1381,678,86,3629,1032,1270,499,48,2844,1069,1315,334,38,2755,2214,2558,465,72,5309,1295,1748,138,33,3207,732,1102,68,19,1921,400,754,65,8,1229,780,1219,55,4,2065,1438,2390,759,49,4646,291,212,231,35,768,16266,17105,8701,810,42884
CED319,174,54,85,13,328,91,23,39,8,167,73,31,135,8,241,43,22,180,6,251,433,85,259,26,808,296,120,475,40,932,1478,268,507,92,2337,1052,453,687,103,2293,1403,789,845,122,3151,1276,1035,613,105,3035,844,1039,521,86,2494,1006,1207,405,63,2679,2207,2687,574,133,5602,1569,2357,240,77,4244,953,1748,80,37,2825,640,1249,101,13,2010,1035,2790,97,24,3935,1044,1840,538,30,3451,213,156,104,24,489,15845,17952,6481,1000,41278
CED320,213,48,97,9,373,151,31,46,6,235,120,42,205,8,374,81,26,299,7,407,805,141,525,30,1499,549,192,978,20,1740,2988,371,1026,65,4442,1572,729,1007,73,3378,1837,1333,943,69,4185,1673,1647,654,53,4023,954,1644,451,29,3074,1086,1610,325,22,3048,1823,3007,351,38,5221,901,1939,142,21,2998,520,1185,47,7,1764,214,665,42,5,932,331,1021,43,8,1405,1000,2025,550,27,3599,335,178,157,11,684,17149,17833,7893,505,43379
CED321,331,67,84,3,483,171,43,48,11,273,118,68,179,6,374,79,38,259,4,386,999,170,430,27,1632,496,215,791,21,1532,2915,489,771,49,4226,1450,720,710,79,2955,1720,1285,617,84,3717,1672,1447,405,58,3575,868,1258,230,26,2385,1066,1188,171,29,2456,1707,2070,167,31,3976,879,1340,74,12,2304,489,737,28,3,1258,247,421,46,6,711,521,714,25,4,1265,1225,2241,501,35,4004,458,195,184,16,856,17421,14704,5720,514,38362
CED322,189,67,136,19,418,98,25,60,9,193,109,37,136,18,300,69,25,177,3,279,584,89,371,25,1066,379,148,660,20,1206,2002,284,807,55,3152,1189,535,889,67,2679,1523,1047,903,78,3545,1453,1251,715,80,3506,899,1254,522,45,2710,1052,1403,368,30,2858,1938,2711,451,53,5156,1124,2110,153,28,3413,617,1316,46,11,1991,348,847,69,5,1275,650,1646,57,7,2357,1045,2005,621,21,3689,280,130,122,13,543,15552,16923,7281,582,40340
CED323,299,97,175,23,590,120,45,58,5,224,120,46,150,18,331,85,45,197,9,336,667,127,378,33,1204,456,190,753,30,1426,2022,355,780,65,3224,1294,579,851,69,2789,1722,995,906,103,3726,1730,1131,639,95,3599,1026,1046,442,53,2571,1219,1065,320,43,2647,2147,2034,436,84,4703,1273,1447,142,35,2894,702,953,68,15,1736,421,628,73,9,1129,986,1521,66,12,2587,1179,1618,589,23,3407,300,155,129,11,600,17777,14058,7144,742,39722
CED324,388,120,185,50,753,161,52,63,17,291,153,101,167,26,448,87,61,169,8,326,484,208,290,46,1030,367,294,410,43,1105,1318,470,487,93,2362,934,712,545,100,2289,1312,1100,673,120,3207,1158,1219,530,103,3007,803,1116,446,80,2436,795,1182,309,73,2368,1696,2512,467,100,4773,1110,2039,214,59,3422,761,1463,94,25,2347,487,1178,109,19,1795,937,2722,81,20,3759,894,1919,523,37,3372,174,139,96,9,420,14024,18609,5851,1035,39517
CED325,207,121,189,21,541,78,46,73,6,201,87,87,251,11,440,63,61,312,8,442,443,245,498,36,1216,275,339,754,28,1402,1356,503,803,80,2739,799,856,867,82,2604,1099,1310,908,90,3404,1108,1673,670,88,3539,771,1584,465,61,2880,821,1552,358,53,2779,1790,3282,530,79,5685,1053,2393,192,56,3695,614,1635,71,21,2347,346,1042,63,5,1453,498,1859,69,13,2444,781,2238,619,26,3668,172,182,168,18,544,12364,21010,7860,786,42021
CED326,203,54,132,13,396,103,21,67,9,202,89,37,166,0,291,60,26,233,9,319,617,100,468,22,1198,391,158,835,18,1400,2297,335,869,53,3561,1369,597,961,74,3005,1623,1085,990,91,3788,1408,1468,773,82,3732,983,1570,542,55,3156,1075,1628,383,54,3142,2110,3160,545,72,5885,1228,2287,201,35,3751,691,1584,72,18,2363,359,928,61,5,1355,565,1594,60,14,2233,1016,2061,599,47,3730,289,189,163,15,657,16472,18893,8128,686,44175
CED327,360,155,212,25,751,109,72,93,14,291,130,97,262,25,507,68,69,379,3,516,581,301,585,25,1494,353,375,954,31,1705,1700,624,1060,62,3442,1083,1110,1085,82,3357,1296,1772,1073,110,4249,1296,2119,770,90,4275,932,1847,585,63,3428,975,1832,400,57,3266,1891,3615,523,102,6130,1062,2452,201,35,3741,496,1384,85,25,1993,263,888,73,10,1234,328,1206,58,16,1604,845,2235,728,38,3856,215,231,192,12,654,13978,22376,9316,816,46492
CED328,199,72,123,49,438,78,19,50,31,175,95,27,90,38,254,53,31,108,14,202,328,73,163,50,615,230,102,325,43,700,856,175,316,51,1401,828,304,372,88,1600,1195,530,509,96,2324,1113,694,412,84,2298,752,804,394,63,2008,889,897,324,49,2161,1806,2227,530,83,4645,1359,2133,182,49,3722,968,1837,80,29,2909,708,1685,150,11,2546,1781,5113,129,22,7045,1039,2340,435,22,3830,127,96,50,5,271,14411,19145,4736,875,39162
CED329,260,50,87,10,401,177,29,41,10,257,149,42,228,13,436,103,28,317,3,448,1073,135,565,27,1802,670,225,886,12,1801,3579,511,880,55,5018,1863,782,866,67,3583,2032,1247,801,61,4146,1774,1324,482,42,3617,966,1137,300,25,2423,986,1085,179,23,2274,1452,1749,216,27,3440,778,1128,53,12,1974,431,681,17,0,1132,213,388,35,0,643,536,667,31,3,1241,1257,1863,528,21,3666,469,159,139,16,778,18761,13240,6654,430,39081
CED330,230,70,98,5,403,134,28,48,7,212,119,40,146,5,311,75,27,206,3,314,665,133,418,21,1233,422,188,691,11,1322,2306,342,668,47,3370,1292,672,657,63,2677,1569,1225,656,59,3508,1501,1522,505,49,3577,972,1600,315,23,2916,1106,1645,223,20,2995,1862,3205,316,32,5413,1083,2347,122,22,3573,580,1467,45,13,2107,313,915,43,10,1272,504,1402,46,3,1958,1117,2378,484,22,4007,327,253,137,9,723,16183,19462,5835,417,41890
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,328,125,128,66,656,105,42,69,24,238,106,76,133,41,358,59,55,182,14,311,487,154,292,53,977,311,264,448,61,1088,1394,383,521,75,2386,940,553,565,101,2163,1251,899,614,122,2883,1244,968,493,124,2823,860,894,353,54,2165,898,911,286,53,2155,1959,1961,451,96,4466,1372,1625,176,65,3237,909,1273,74,32,2286,676,1055,104,18,1854,1604,3209,129,26,4962,1108,1899,542,34,3579,162,103,96,16,372,15784,16442,5659,1077,38955
CED402,186,66,53,4,307,165,41,56,3,258,105,54,192,16,363,77,18,309,6,406,993,168,492,28,1680,506,227,772,25,1535,3166,463,763,43,4433,1654,812,751,71,3286,1991,1335,647,67,4037,1895,1531,399,68,3896,1027,1458,258,29,2773,1213,1302,204,23,2752,1781,2272,207,40,4297,905,1393,62,7,2369,384,736,21,7,1151,196,356,25,4,583,457,659,24,8,1137,1189,1873,503,16,3583,393,140,161,9,711,18285,14899,5896,465,39556
CED403,191,54,90,16,353,95,35,49,11,193,85,44,125,21,286,56,31,119,5,214,526,98,242,41,897,320,165,426,43,954,1722,267,510,46,2549,1312,419,563,98,2393,1696,770,641,101,3208,1581,991,547,79,3201,907,1109,414,39,2469,931,1215,349,30,2526,1845,2693,426,44,5011,1237,2375,168,21,3807,713,1729,68,15,2530,414,1096,52,8,1564,811,2536,65,3,3410,993,2138,584,18,3734,169,92,61,6,335,15608,17854,5517,648,39637
CED404,187,39,79,6,311,152,31,56,11,251,124,48,264,5,440,62,21,359,3,446,1089,191,501,42,1821,551,206,741,28,1523,3026,441,739,58,4267,1499,688,654,82,2922,1781,1076,526,48,3433,1549,1113,369,42,3076,760,977,249,19,2010,959,962,196,14,2131,1565,1912,181,23,3686,959,1301,64,13,2335,543,741,33,3,1323,265,427,30,0,724,489,774,34,5,1301,1290,2011,539,31,3872,450,194,244,22,901,17289,13167,5851,453,36765
CED405,214,75,76,19,392,112,24,41,14,196,97,54,149,27,332,48,37,179,6,274,662,130,320,38,1148,376,208,493,51,1125,2112,372,539,95,3110,1393,567,659,102,2719,1718,928,682,114,3448,1353,1060,585,106,3104,901,1070,448,68,2489,927,1135,323,65,2444,1947,2417,438,104,4906,1289,2018,171,32,3508,772,1411,71,16,2275,436,917,53,3,1410,806,1887,77,15,2783,1121,1809,537,23,3488,219,112,86,9,429,16496,16214,5933,905,39555
CED406,116,45,86,8,249,109,26,55,7,196,94,42,192,14,338,44,20,322,3,388,633,122,548,30,1335,471,180,1047,36,1740,2659,414,1031,50,4159,1522,776,969,72,3341,1733,1420,924,78,4153,1516,1758,611,58,3944,1010,1664,445,32,3158,978,1572,328,39,2914,1804,2946,339,54,5139,919,1877,108,13,2922,382,1039,50,11,1476,148,482,22,4,656,184,619,24,3,833,924,1870,692,24,3506,223,145,179,11,561,15461,17014,7989,535,40995
CED407,216,79,94,9,401,92,37,39,11,184,90,58,143,18,308,52,42,221,3,314,606,171,370,28,1181,426,235,660,30,1349,2510,364,753,56,3677,1535,689,743,72,3035,1785,1208,832,84,3910,1543,1539,612,67,3761,970,1608,443,49,3064,979,1600,384,43,3006,1938,3057,453,66,5518,1075,2224,170,23,3488,543,1313,57,10,1923,239,758,43,5,1048,282,1140,31,0,1459,900,1912,579,13,3405,236,130,108,11,477,16024,18159,6744,597,41518
CED408,145,29,51,3,227,147,29,38,6,214,119,47,131,10,307,78,12,162,3,257,750,87,277,11,1123,483,152,536,24,1190,2778,272,577,40,3666,1800,523,512,42,2883,2118,1057,543,36,3749,1721,1266,391,34,3413,982,1176,285,16,2462,1101,1269,213,21,2606,1829,2400,252,29,4516,1041,1877,85,11,3005,546,1175,38,8,1767,349,770,41,0,1170,663,1599,35,3,2301,1217,2245,576,12,4053,301,105,79,3,487,18167,16085,4810,319,39384
CED409,213,134,158,14,523,131,42,93,18,284,142,107,300,26,569,53,59,399,9,526,738,337,656,48,1776,435,366,1068,54,1930,2319,737,1093,101,4248,1153,1131,1136,130,3546,1334,1631,1094,133,4192,1313,1796,790,101,3990,769,1646,538,61,3017,930,1546,360,50,2881,1717,2779,458,85,5037,943,1909,170,40,3059,478,1020,57,8,1569,212,563,51,8,833,271,674,44,4,989,908,1955,776,37,3686,281,156,218,19,672,14338,18590,9453,932,43318
