CED_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
CED101,494,99,178,30,803,185,30,72,8,293,148,80,193,16,432,92,62,187,8,353,656,161,299,30,1154,348,320,488,23,1179,1654,493,589,54,2800,859,698,672,88,2316,1127,1189,711,98,3129,1018,1360,523,96,2991,730,1314,435,59,2540,713,1385,386,64,2544,1511,3110,607,128,5352,937,2360,296,65,3659,599,1700,138,23,2465,393,1249,119,20,1778,738,3069,142,18,3965,805,2173,572,31,3583,237,173,116,15,536,13236,21031,6724,870,41866
CED102,652,134,243,36,1063,248,58,76,14,391,159,99,211,31,497,136,96,181,12,419,808,216,318,34,1376,376,374,431,40,1222,1895,612,563,62,3122,992,920,633,93,2637,1287,1283,712,140,3425,1255,1492,586,123,3458,850,1407,496,73,2818,906,1402,409,78,2798,1933,2949,560,121,5555,1169,2185,299,76,3727,756,1638,112,44,2549,497,1160,120,23,1801,862,2538,131,39,3563,996,2216,550,56,3817,224,189,102,15,533,15986,20955,6732,1104,44775
CED103,672,175,241,63,1146,226,50,84,16,372,165,62,144,32,402,79,59,140,10,292,609,155,206,24,989,343,266,325,43,975,1270,428,379,49,2133,855,635,447,84,2022,1153,1044,569,80,2857,1120,1131,498,99,2842,820,1240,440,63,2566,867,1281,336,63,2549,1850,3008,554,101,5522,1362,2350,276,85,4080,874,1970,128,37,3007,648,1688,154,30,2517,1249,4842,179,36,6309,949,2428,440,41,3857,184,179,76,9,443,15289,23001,5622,965,44873
CED104,341,64,92,15,501,142,25,37,7,211,95,45,73,8,224,36,32,68,3,142,412,83,138,13,643,215,122,197,15,551,1053,212,249,17,1532,842,364,278,26,1512,1156,595,404,38,2202,1037,811,364,27,2238,624,899,313,35,1876,697,1047,299,29,2070,1310,2710,461,49,4535,978,2470,252,29,3726,668,2185,132,12,2997,557,2045,143,12,2752,1418,6443,180,15,8055,784,2792,452,21,4046,173,170,54,9,401,12535,23118,4181,380,40216
CED105,489,294,296,32,1112,141,80,91,8,323,155,236,353,15,764,131,173,345,13,671,796,581,510,45,1937,408,890,748,45,2093,1766,1226,767,104,3864,846,1755,771,97,3463,1010,2141,804,130,4086,830,2050,619,93,3601,566,1701,437,66,2776,539,1485,340,67,2439,967,2656,461,96,4181,465,1694,234,44,2443,245,1068,104,24,1445,138,719,80,8,945,206,1177,88,24,1488,613,2355,602,40,3609,238,308,185,18,748,10549,22585,7847,982,41967
CED106,475,169,268,35,953,177,35,73,17,305,104,52,136,17,310,45,42,90,3,180,354,114,138,20,626,223,172,230,25,653,754,247,262,22,1285,641,365,324,47,1380,994,632,439,58,2122,979,760,383,56,2177,674,779,332,42,1821,803,875,317,42,2035,1576,2224,485,74,4360,1242,1810,260,42,3348,874,1622,100,22,2615,722,2249,251,13,3238,2410,9057,258,29,11764,915,3115,489,26,4545,180,200,49,11,434,14133,24522,4881,602,44140
CED107,186,48,81,11,318,151,24,67,10,250,110,47,245,12,419,67,25,316,4,418,805,133,473,31,1443,406,177,868,19,1467,2350,386,897,59,3698,1267,593,767,74,2699,1614,1059,714,64,3447,1525,1275,513,62,3372,889,1221,324,29,2458,985,1241,268,22,2520,1753,2529,372,24,4680,1018,1952,112,23,3105,657,1286,46,10,1989,326,810,51,4,1191,689,1476,30,4,2203,1047,2159,661,30,3904,406,170,219,18,818,16255,16604,7020,508,40389
CED108,347,139,179,14,676,97,45,79,3,230,100,110,319,14,542,63,79,404,11,554,581,261,624,32,1489,324,409,945,17,1704,1549,679,1067,86,3378,741,1088,1004,79,2908,901,1712,991,85,3690,884,1966,784,97,3732,623,1888,532,57,3091,669,1939,442,58,3102,1327,3954,647,93,6018,696,2550,309,39,3597,371,1561,114,24,2073,166,912,93,10,1173,235,1357,100,17,1703,578,2211,729,58,3573,249,261,293,31,828,10494,23113,9636,819,44065
CED109,244,49,97,17,413,111,22,44,8,179,74,48,90,14,225,41,27,119,0,198,480,59,206,11,768,244,98,343,13,696,1252,174,380,32,1834,855,347,468,44,1709,1144,596,585,54,2377,1062,753,457,55,2330,682,828,400,50,1949,754,962,334,47,2103,1610,2359,527,75,4567,1173,2164,278,64,3672,851,1699,126,16,2699,590,1424,115,8,2140,1220,4241,161,25,5647,896,2200,570,28,3695,262,159,90,4,515,13560,18211,5390,563,37717
CED110,192,53,94,6,344,136,26,57,7,229,119,47,196,9,372,85,14,349,11,458,1010,134,537,26,1701,597,174,1078,34,1889,3728,429,1101,63,5327,1949,715,1084,71,3820,2200,1268,957,82,4510,2006,1392,628,64,4086,993,1260,377,22,2648,1042,1167,279,25,2522,1558,2159,289,24,4035,876,1381,93,14,2362,391,802,29,6,1230,223,470,47,3,738,493,737,37,7,1280,1162,1716,779,31,3688,432,147,234,22,833,19201,14085,8243,520,42052
CED111,232,55,107,17,423,145,15,58,11,233,113,44,167,18,346,63,28,200,8,295,669,159,393,34,1251,374,190,588,38,1183,2055,321,715,64,3160,1068,514,704,93,2391,1375,818,746,83,3018,1192,1042,539,60,2835,699,1040,408,47,2191,778,1208,334,35,2364,1579,2612,489,60,4738,1122,2308,195,34,3666,728,1633,84,18,2469,447,1123,72,6,1650,788,2526,86,6,3406,960,2083,651,34,3732,291,127,129,7,551,14679,17861,6672,675,39887
CED112,208,41,121,15,381,117,23,52,0,189,95,33,192,12,335,60,22,261,4,344,649,83,486,34,1247,347,122,923,32,1425,2457,293,924,60,3729,1269,586,1014,81,2954,1473,1047,973,75,3564,1393,1367,680,70,3505,791,1471,530,36,2833,857,1493,404,21,2775,1611,2891,510,49,5062,907,2132,165,22,3221,463,1270,69,8,1811,281,789,55,0,1125,434,1318,46,5,1807,885,2059,775,39,3757,362,153,174,14,703,14654,17189,8356,571,40773
CED113,166,51,72,3,294,133,23,45,7,204,118,28,157,3,310,67,24,233,9,329,729,79,336,18,1166,413,144,511,17,1080,2101,272,539,38,2942,1312,485,491,42,2328,1748,881,539,43,3205,1612,1027,415,52,3104,935,971,324,31,2260,1001,1062,267,29,2360,1902,2221,396,50,4562,1178,1769,157,24,3125,758,1362,63,0,2181,503,987,74,3,1564,1007,2244,64,11,3327,1271,2157,566,19,4019,317,142,123,15,596,17262,15915,5364,413,38951
CED114,260,72,67,4,405,153,35,56,11,260,117,48,196,25,382,80,20,305,7,404,888,139,502,29,1554,442,224,768,34,1462,2617,395,748,45,3809,1395,728,799,59,2980,1951,1258,655,65,3926,1799,1573,460,55,3886,1035,1389,325,41,2793,1132,1351,230,31,2747,1926,2601,265,37,4828,1036,1719,106,15,2876,509,1052,28,6,1599,280,547,54,0,882,558,960,43,8,1568,1227,2238,563,32,4063,572,215,213,25,1027,17984,16562,6385,524,41453
CED115,428,255,337,29,1053,146,97,116,21,375,148,199,484,29,865,111,153,423,17,712,825,549,648,52,2076,390,651,869,48,1958,2003,1087,995,99,4182,765,1426,1023,115,3329,892,1913,979,110,3889,791,1860,757,81,3487,483,1577,519,56,2633,452,1477,459,61,2452,790,2602,568,88,4060,450,1724,273,43,2482,239,1112,149,21,1516,133,739,90,16,969,194,1221,102,17,1534,626,2255,696,48,3628,223,292,215,27,762,10091,21186,9698,996,41968
CED116,245,26,83,4,357,172,21,46,7,245,150,47,198,9,400,100,25,274,5,402,1114,122,460,17,1715,622,170,757,33,1573,3782,398,847,65,5091,1979,618,869,64,3536,2426,1108,740,75,4351,2032,1325,469,32,3863,1016,1129,276,29,2454,1010,1157,234,18,2417,1601,1932,272,19,3831,870,1366,89,12,2327,471,843,21,3,1339,255,501,31,0,791,528,924,56,3,1519,1335,1902,653,24,3914,467,133,178,13,788,20188,13729,6551,436,40904
CED117,193,61,101,16,371,81,34,44,10,161,58,39,128,7,226,23,14,103,10,160,332,70,219,21,643,176,96,307,30,606,835,187,335,42,1397,537,249,376,70,1231,802,455,475,86,1825,835,561,403,94,1899,618,573,387,64,1636,732,627,276,58,1688,1894,1558,525,131,4108,1579,1403,232,71,3289,1254,1309,65,46,2672,1068,1428,238,20,2750,2898,5301,199,64,8457,1168,1509,454,33,3160,153,71,68,11,305,15234,15546,4935,881,36592
CED118,490,119,128,12,753,119,52,41,8,222,79,60,138,9,292,70,48,182,4,296,454,178,313,22,973,282,273,442,21,1019,1235,437,521,49,2249,707,770,592,52,2113,950,1263,729,43,2986,878,1621,575,62,3143,645,1740,476,46,2906,696,1937,386,54,3078,1585,4449,578,89,6702,1118,3502,294,57,4967,668,2648,129,26,3463,403,1866,114,16,2394,559,3199,104,22,3885,587,2339,543,35,3505,174,205,146,9,532,11709,26692,6430,650,45485
CED119,194,43,72,6,310,92,14,34,5,153,66,25,80,4,178,41,14,112,0,163,417,74,159,12,662,255,106,277,17,652,1173,152,355,23,1703,814,351,455,34,1650,1141,653,567,57,2414,1045,881,436,46,2410,631,1083,366,35,2115,706,1313,341,27,2387,1616,3151,517,59,5348,1102,3132,279,39,4545,776,2472,149,14,3412,521,1803,134,6,2462,871,4425,147,16,5462,746,2339,496,23,3597,176,169,75,11,432,12382,22193,5055,442,40069
CED120,192,54,70,7,319,92,20,41,4,157,87,41,120,13,260,50,23,186,4,260,628,78,334,12,1052,313,137,527,14,986,1814,244,578,30,2668,1138,468,598,44,2242,1342,896,638,47,2915,1240,1142,523,45,2952,813,1358,405,33,2612,894,1458,298,30,2683,1866,3278,462,36,5647,1204,2622,194,37,4059,684,1830,90,9,2619,418,1226,70,5,1716,664,2205,80,13,2967,935,2306,572,19,3835,337,208,127,19,694,14714,19595,5923,421,40651
CED121,168,48,106,4,321,119,30,55,6,215,106,35,213,14,366,81,22,323,6,436,735,96,568,29,1424,407,153,905,21,1491,2589,346,955,56,3942,1382,599,879,69,2927,1623,1087,859,82,3649,1476,1318,551,55,3400,884,1386,403,31,2694,903,1406,296,34,2639,1806,2896,345,32,5080,1083,2160,137,17,3400,576,1319,41,13,1963,325,782,54,0,1168,627,1544,60,4,2239,1047,2069,656,25,3797,325,183,203,19,726,16268,17479,7606,510,41868
CED122,424,91,125,94,738,125,18,61,24,229,112,38,137,33,318,59,28,140,14,238,515,88,271,54,927,280,179,417,49,924,1133,250,451,71,1915,727,443,516,100,1786,956,733,610,125,2420,967,824,514,114,2419,691,881,481,83,2144,773,962,347,72,2150,1906,2193,606,163,4862,1490,1934,273,92,3791,1064,1649,136,50,2895,813,1522,174,27,2535,1850,4642,162,47,6707,1156,2166,583,47,3952,258,161,130,24,570,15304,18811,6135,1284,41531
CED123,236,69,136,13,451,70,24,47,7,147,86,39,192,11,324,50,36,267,3,357,506,101,495,26,1128,253,157,816,24,1249,1579,350,832,46,2811,915,611,853,58,2444,1145,1132,1001,80,3359,1146,1493,803,67,3513,846,1537,572,62,3016,958,1692,490,55,3203,2064,3595,686,96,6443,1215,2806,301,36,4356,661,1819,156,26,2652,359,1179,91,13,1643,440,2150,101,8,2702,749,2000,707,35,3494,246,207,185,18,654,13523,20986,8735,692,43934
CED124,240,46,74,6,370,200,24,52,3,278,144,34,213,4,402,96,22,304,3,428,1213,155,489,27,1874,683,179,820,30,1711,4235,418,830,60,5544,2004,692,892,85,3674,2358,1168,696,66,4287,1902,1332,410,46,3689,919,1175,294,19,2400,988,1017,218,17,2236,1381,1812,220,24,3442,738,1244,65,6,2057,394,723,17,6,1139,228,434,37,3,707,473,813,42,3,1330,1238,1858,635,30,3770,523,159,201,16,895,19975,13297,6523,445,40236
CED125,258,88,150,10,501,94,29,54,7,180,82,67,203,13,365,62,50,310,11,435,512,188,561,18,1285,322,288,831,22,1467,1560,500,932,47,3035,851,875,897,56,2679,1078,1387,914,77,3451,1061,1647,733,56,3493,823,1759,518,53,3158,851,1762,441,49,3104,1746,3473,582,78,5878,1060,2539,309,43,3948,499,1731,142,22,2394,294,1078,83,16,1463,340,1801,99,14,2258,640,2165,767,29,3597,214,224,200,18,658,12342,21649,8721,646,43350
CED126,197,65,70,7,337,105,25,33,9,168,81,35,70,9,199,42,20,79,0,148,416,62,136,9,616,223,71,246,14,555,1029,159,269,26,1486,860,266,394,36,1552,1317,561,473,50,2406,1163,753,461,47,2425,762,841,357,30,1988,917,1013,301,21,2257,1721,2480,543,57,4798,1242,2353,230,24,3852,726,1995,93,24,2840,598,1764,164,3,2534,1591,5514,184,7,7298,985,2568,565,26,4142,251,182,83,14,529,14228,20721,4757,410,40120
CED127,147,44,70,5,268,91,14,45,6,159,79,21,115,6,227,51,17,179,4,245,469,74,315,16,870,307,115,529,19,975,1465,191,591,51,2293,1069,408,606,45,2134,1433,806,694,53,2985,1263,1068,519,44,2899,858,1231,390,27,2507,920,1262,344,22,2557,1723,2748,496,37,5003,1171,2360,236,15,3788,694,1590,80,5,2369,448,1149,88,0,1688,742,2197,70,4,3014,846,2055,515,24,3444,206,172,110,18,500,13973,17536,6008,406,37926
CED128,330,228,196,24,780,122,73,63,10,267,115,150,266,17,545,78,106,256,7,444,755,450,441,36,1685,355,588,654,45,1641,1803,975,740,71,3585,847,1290,821,105,3063,1019,1711,926,99,3754,833,1785,686,98,3397,610,1524,529,71,2738,617,1643,447,45,2749,1245,3139,602,77,5067,672,2324,293,46,3337,363,1529,157,30,2079,208,987,93,10,1297,264,1705,116,17,2100,661,2400,664,42,3768,219,291,200,22,727,11109,22901,8162,862,43028
CED129,445,91,119,12,677,150,38,46,6,240,108,52,79,8,251,44,35,73,3,158,447,65,141,8,663,238,173,217,18,644,1049,275,277,24,1620,831,436,338,30,1629,1125,773,445,41,2389,924,961,396,40,2310,600,1112,361,20,2098,641,1318,308,31,2300,1327,3414,534,54,5323,1021,3019,256,41,4343,730,2681,144,14,3576,512,2299,131,7,2951,1139,5986,172,22,7318,655,2657,431,13,3752,183,163,62,5,405,12182,25552,4524,392,42647
CED130,227,64,81,9,381,117,47,61,3,225,137,47,247,11,442,63,21,340,6,435,881,168,519,31,1589,489,200,865,22,1576,2731,385,912,63,4086,1442,692,838,84,3060,1773,1177,724,90,3768,1684,1358,502,64,3602,881,1236,324,28,2465,1030,1161,272,36,2500,1719,2170,238,32,4160,907,1433,85,12,2433,475,892,19,9,1392,235,526,45,4,811,537,888,41,5,1470,1128,2081,605,34,3853,456,171,210,24,860,16912,14704,6918,580,39116
CED131,155,40,93,17,306,70,20,43,9,138,83,38,186,12,317,52,17,233,6,311,497,101,393,50,1040,318,118,662,38,1139,1744,239,729,73,2786,988,440,779,103,2314,1294,727,811,101,2937,1214,963,638,100,2918,824,1020,480,55,2386,912,1106,379,42,2442,1922,2415,441,70,4842,1310,2081,184,44,3616,802,1517,51,19,2390,428,971,85,10,1494,900,2191,72,4,3170,1015,1843,600,28,3495,189,133,111,13,452,14717,15990,6980,793,38473
CED132,310,104,187,40,645,97,25,48,9,186,70,35,92,14,213,31,31,79,8,153,277,63,117,20,477,182,101,200,25,500,604,183,220,50,1053,540,230,283,40,1097,778,386,401,66,1634,820,525,317,68,1728,642,533,299,56,1523,805,640,276,42,1771,2149,1708,562,106,4524,1837,1364,207,86,3492,1487,1243,95,45,2871,1353,1850,373,30,3607,4274,7836,316,76,12501,1351,2296,449,27,4115,161,134,66,4,372,17782,19281,4586,816,42463
CED133,198,58,88,9,348,139,34,58,6,241,131,61,239,12,445,80,29,328,3,441,1062,146,608,48,1861,624,222,1047,34,1924,3515,491,1079,72,5164,1906,772,1030,99,3806,2164,1448,865,92,4574,1867,1528,552,64,4010,994,1375,374,23,2764,1103,1319,259,26,2702,1580,2117,276,29,4011,754,1346,90,10,2201,371,769,25,3,1176,187,427,44,0,651,386,638,24,9,1059,1147,1901,729,42,3826,385,140,196,23,747,18590,14825,7917,608,41934
CED134,213,65,97,13,392,118,38,75,10,251,97,51,268,15,440,62,31,396,12,498,774,155,600,47,1569,376,196,917,31,1517,2308,369,878,90,3650,1162,611,869,79,2724,1488,1036,787,81,3392,1398,1204,476,72,3144,813,1124,308,34,2277,985,1151,248,32,2415,1763,2064,310,53,4190,1000,1507,98,21,2628,575,946,41,5,1569,298,536,47,4,892,627,949,43,5,1621,1124,2344,702,45,4210,542,208,367,32,1153,15736,14582,7537,684,38534
CED135,672,219,229,31,1156,156,64,80,4,303,132,128,252,18,535,105,106,226,18,458,651,360,382,52,1446,377,491,515,32,1413,1368,868,598,71,2894,829,1182,575,110,2697,1216,1778,670,109,3767,1177,1995,583,124,3870,914,1993,467,84,3458,931,1986,367,74,3359,1908,3856,581,170,6524,1196,2434,258,76,3957,769,1653,107,46,2569,478,1292,82,21,1872,617,2277,107,28,3038,829,2267,566,38,3697,181,206,105,22,510,14517,25134,6744,1127,47525
CED136,167,47,111,8,337,128,10,48,8,203,95,42,197,11,353,64,29,331,4,426,834,101,517,30,1478,456,155,911,29,1551,2728,339,999,72,4144,1489,603,932,96,3123,1759,1097,920,83,3865,1529,1468,627,56,3686,955,1452,444,41,2897,964,1467,324,23,2773,1815,2772,370,41,5002,1008,2129,145,20,3296,532,1194,50,10,1785,246,729,48,3,1026,433,1324,42,4,1809,982,2195,626,36,3843,387,130,174,11,700,16578,17292,7820,582,42279
CED137,706,156,260,70,1193,191,35,77,20,329,143,76,167,18,403,104,56,165,17,341,627,168,228,21,1045,390,261,325,51,1024,1340,445,404,79,2271,863,674,495,92,2122,1242,1056,621,126,3046,1203,1154,477,97,2931,900,1096,419,70,2491,974,1123,308,85,2491,2073,2657,592,164,5484,1541,1941,307,89,3879,1143,1590,137,52,2918,870,1598,198,39,2709,1963,4901,174,55,7096,1127,2272,478,39,3909,198,155,71,9,427,17596,21426,5899,1196,46117
CED138,179,43,79,0,308,136,15,62,8,216,108,44,172,9,335,63,25,265,3,352,795,124,510,15,1445,513,174,890,24,1604,2966,375,893,60,4292,1626,632,860,78,3196,1966,1178,904,71,4121,1811,1280,635,68,3791,939,1272,368,19,2596,1003,1174,284,34,2502,1649,2213,318,24,4200,891,1428,106,16,2443,454,873,31,3,1361,243,508,38,0,788,570,1015,38,3,1629,1176,1957,741,35,3899,414,141,170,13,731,17493,14468,7362,498,39823
CED139,184,56,82,4,329,133,21,42,11,205,112,58,214,0,383,77,31,314,7,426,801,150,504,27,1485,414,173,814,28,1428,2627,335,784,68,3822,1356,640,807,89,2893,1802,1137,723,98,3755,1654,1357,509,66,3583,924,1279,320,29,2550,1077,1324,250,33,2681,1718,2415,265,46,4438,933,1663,90,23,2705,506,1057,43,6,1611,276,585,54,0,918,576,1004,43,7,1633,1188,2121,574,25,3916,449,177,216,30,870,16804,15569,6659,599,39632
CED140,188,39,97,4,333,100,31,51,5,190,78,39,140,7,266,55,20,208,4,284,645,74,345,19,1089,358,128,649,22,1165,2171,228,669,44,3119,1347,451,775,83,2650,1583,846,799,66,3290,1411,1093,580,65,3147,765,1135,439,31,2370,875,1213,360,28,2475,1587,2600,441,44,4677,1007,1973,179,28,3192,595,1361,92,8,2056,370,955,77,5,1413,717,1763,66,5,2556,952,2010,711,35,3699,323,149,122,14,603,15133,16123,6809,520,38577
CED141,164,26,73,3,265,102,24,44,3,171,94,32,140,7,284,73,19,254,3,355,722,66,457,28,1274,385,119,778,23,1301,2914,280,841,47,4083,1381,458,807,73,2725,1730,886,909,59,3577,1497,1157,611,58,3325,848,1152,427,28,2458,897,1296,350,19,2568,1594,2649,457,47,4747,946,2194,173,19,3326,544,1454,56,8,2057,332,900,54,0,1286,543,1759,54,9,2362,983,1939,626,29,3582,318,152,137,13,623,16084,16562,7245,491,40384
CED142,565,54,149,153,926,117,20,47,38,210,125,37,149,25,335,94,21,132,33,279,373,80,221,56,732,281,104,261,51,703,850,173,287,92,1399,658,219,347,133,1367,1022,338,341,174,1878,1106,365,280,141,1891,988,382,270,99,1737,1174,394,193,83,1844,3036,992,351,190,4570,2621,815,121,103,3664,2166,706,59,61,2986,1884,777,188,45,2895,5351,2688,147,96,8283,2005,951,345,47,3360,191,51,69,15,333,24619,9161,3965,1650,39393
CED143,156,60,108,10,325,67,19,32,6,128,51,21,69,7,148,22,19,74,3,120,246,41,111,19,421,167,56,205,20,442,554,105,243,14,910,512,194,295,32,1030,825,353,373,39,1589,823,446,379,50,1701,640,516,310,54,1522,703,622,275,28,1630,1838,1604,500,78,4031,1474,1529,194,57,3251,1156,1274,79,30,2548,986,1987,314,22,3307,3548,7471,212,32,11267,1169,2438,506,11,4127,193,129,62,0,384,15141,18885,4348,511,38881
CED144,484,266,287,41,1069,172,87,92,16,358,169,196,265,28,652,114,143,236,10,506,788,494,450,42,1780,449,754,631,42,1879,1800,1143,733,81,3762,896,1623,719,112,3355,1025,2181,774,115,4097,992,1964,630,113,3700,573,1667,490,78,2803,632,1523,369,61,2592,1080,2745,523,104,4446,665,1697,262,60,2679,353,1277,114,33,1776,261,848,95,12,1221,375,1922,108,17,2431,795,2524,637,47,4002,218,273,164,23,680,11836,23328,7577,1033,43784
CED145,154,52,106,23,332,62,13,38,7,128,38,23,58,8,128,21,20,70,9,120,200,24,117,8,347,129,41,179,19,367,445,81,186,32,741,406,154,258,31,855,620,268,338,53,1282,725,315,303,44,1385,538,353,266,44,1201,709,382,221,42,1354,1678,1029,402,105,3217,1459,989,148,65,2663,1284,929,75,40,2324,1130,1433,350,26,2939,4457,6220,258,74,11007,1282,1942,452,33,3707,207,146,68,9,419,15569,14402,3883,672,34522
CED146,328,161,205,14,712,158,54,79,11,299,93,140,285,16,525,81,86,345,8,518,588,328,513,24,1448,284,525,695,28,1537,1441,826,781,42,3092,628,1188,860,60,2731,798,1843,828,61,3525,713,1968,686,48,3422,513,1940,531,34,3018,490,1865,401,47,2804,1128,3713,559,78,5483,668,2711,262,43,3680,373,1742,135,12,2267,206,1120,92,5,1423,264,2012,127,17,2413,544,2568,678,45,3838,241,283,223,25,766,9541,25065,8284,628,43513
CED147,222,60,81,8,368,140,28,67,8,247,102,42,184,16,348,67,24,265,4,366,758,108,475,13,1357,454,144,810,21,1430,2784,331,843,52,4013,1305,556,882,73,2816,1620,1087,844,78,3627,1447,1358,638,40,3492,873,1470,463,26,2831,900,1522,351,28,2797,1622,3071,449,41,5181,881,2190,185,23,3278,493,1335,80,6,1916,277,847,38,3,1167,556,1513,63,3,2140,1009,2104,681,26,3825,322,150,160,15,648,15834,17943,7567,500,41841
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,306,82,103,3,497,125,27,54,6,210,99,50,127,11,281,59,31,132,6,226,485,121,223,12,845,334,199,447,23,999,1467,365,501,36,2367,934,594,611,57,2192,1208,1081,623,53,2963,1056,1360,508,55,2980,757,1376,411,42,2584,739,1503,307,39,2589,1585,3195,448,69,5299,995,2452,189,33,3671,556,1554,97,23,2229,307,1071,55,6,1436,426,2063,82,7,2585,699,2138,520,19,3371,254,181,115,10,562,12383,19445,5562,510,37889
CED202,197,50,94,5,341,126,29,36,12,194,111,49,173,6,342,63,22,263,4,350,671,106,536,34,1346,420,183,814,33,1449,2308,373,909,61,3649,1318,686,812,59,2873,1589,1187,734,63,3575,1474,1436,521,64,3495,918,1474,379,40,2807,921,1396,269,23,2611,1847,2706,287,45,4886,1005,1821,100,14,2945,501,1144,41,9,1699,292,637,49,3,976,527,1269,49,5,1849,925,1915,624,28,3496,347,160,166,14,687,15549,16645,6857,520,39577
CED203,316,105,124,34,579,159,36,69,20,281,117,76,186,38,411,55,44,190,12,307,748,166,294,43,1249,297,282,491,51,1121,1765,423,567,103,2855,823,700,642,106,2275,1032,1052,680,125,2884,1058,1194,505,115,2870,751,1141,367,61,2317,819,1100,319,75,2309,1803,2349,415,116,4681,1370,1856,169,58,3448,858,1335,81,30,2310,568,1029,127,16,1740,1042,2720,80,26,3866,980,1761,555,38,3335,293,193,150,25,656,14843,17557,6009,1085,39494
