CED_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
CED301,267,72,808,433,301,291,150,290,25,2634,9,7,6,18,8,14,6,22,3,100,62,87,79,83,69,31,101,55,28,595,89,70,193,156,124,107,189,282,195,1402,3985,8133,7826,6018,4964,2343,2509,3213,672,39663
CED302,284,80,722,363,344,265,94,190,28,2367,9,3,6,3,17,9,3,13,3,61,99,136,64,66,113,39,54,45,27,642,104,102,133,96,115,89,86,112,145,985,7355,17323,6879,4793,6814,2901,1590,2380,708,50750
CED303,303,87,840,415,391,324,108,284,26,2789,3,12,5,11,7,9,0,11,0,58,94,105,77,57,72,31,39,30,20,527,104,85,190,92,123,98,87,137,167,1084,6160,10872,8733,5382,6092,2798,1789,2731,621,45175
CED304,363,114,1041,468,338,276,61,213,22,2890,8,9,5,27,14,19,0,24,3,119,165,297,67,105,151,65,25,50,34,969,119,176,105,86,131,69,24,80,204,990,11149,30416,6060,5527,8040,3934,1021,2858,966,69969
CED305,227,58,860,326,258,238,276,266,21,2526,9,3,12,15,8,11,9,23,4,83,53,64,61,42,72,15,90,36,13,448,125,84,262,118,96,106,241,235,149,1417,4208,8842,9928,4330,3984,1712,3578,2524,524,39634
CED306,344,79,1029,470,294,276,210,328,24,3062,7,8,5,6,3,16,7,27,0,84,78,88,69,64,59,24,85,41,16,525,141,87,250,116,81,147,190,285,182,1474,5340,10157,10264,4882,4295,2193,3310,3163,598,44210
CED307,283,99,844,439,364,249,89,227,19,2608,0,4,8,3,9,8,7,14,4,59,84,127,80,90,93,31,48,47,30,640,90,86,180,105,139,87,86,138,158,1063,6535,13338,8475,5785,6707,2650,1772,2280,628,48173
CED308,415,117,1232,595,447,466,135,352,53,3813,6,5,3,10,9,8,11,16,6,76,77,92,76,55,75,34,58,47,26,541,117,101,216,134,132,162,117,188,203,1371,6604,11553,8892,6223,6148,4118,1943,3225,808,49518
CED309,373,76,1183,525,345,361,116,306,25,3311,9,8,7,3,12,14,4,11,0,55,56,83,88,72,74,42,38,50,20,512,92,73,184,106,77,116,56,135,156,1001,5633,12738,8677,5847,5328,3195,1495,2936,625,46470
CED310,318,73,1000,464,306,371,102,240,20,2901,4,0,7,3,4,21,7,16,0,74,61,84,58,57,53,32,46,37,22,443,91,91,185,116,88,116,82,153,134,1054,4861,9985,7698,5158,4468,2943,1535,2640,549,39832
CED311,255,50,668,307,260,242,283,296,23,2373,12,7,11,8,4,10,11,15,3,79,58,51,73,51,53,21,114,51,15,479,180,72,248,134,110,115,246,301,163,1572,4858,7359,9775,4014,3750,1694,3872,3278,565,39166
CED312,295,93,925,491,392,371,164,360,28,3116,12,7,6,11,10,7,9,14,4,76,76,86,94,71,66,21,80,63,22,581,108,74,270,121,130,128,168,233,246,1475,5044,8890,9298,5798,5909,3046,2681,3643,725,45038
CED313,337,130,983,463,363,229,72,175,25,2783,9,7,15,19,21,11,3,14,0,100,135,261,70,81,125,54,37,54,27,854,95,153,112,86,100,69,41,99,165,923,10228,27653,6725,5284,7837,3451,1175,2587,865,65800
CED314,286,69,880,425,322,282,105,294,21,2680,3,6,9,13,8,9,3,15,3,67,72,80,49,71,66,25,62,48,10,480,115,79,170,134,108,106,92,202,120,1134,5045,11943,7805,5231,5097,2347,1851,2942,442,42698
CED315,295,71,980,559,297,283,145,264,26,2934,5,11,11,6,4,14,4,13,3,67,101,112,71,117,79,28,86,58,22,674,70,88,161,137,107,85,114,165,177,1100,4645,12484,8918,6771,5254,2368,2354,2599,591,45986
CED316,238,49,783,391,165,244,90,278,19,2250,0,4,7,3,0,4,3,12,3,38,44,50,47,45,26,16,47,48,10,342,76,57,117,107,76,86,87,157,131,888,3022,7495,5503,4717,2916,1933,1418,2521,383,29908
CED317,273,42,746,322,247,216,212,318,24,2394,11,6,11,5,9,7,5,17,0,69,60,77,41,73,58,26,45,70,12,471,212,124,247,220,125,139,176,346,173,1758,4915,7665,8056,4730,3652,1826,2699,3365,570,37473
CED318,495,99,1364,685,388,419,199,413,40,4096,12,8,9,10,5,8,0,17,0,74,81,117,87,101,90,31,45,47,19,630,160,162,264,247,160,165,158,293,246,1852,6197,13777,9210,7363,5863,3266,2255,3439,854,52214
CED319,355,85,938,473,382,290,149,239,20,2930,3,9,11,10,11,8,7,11,0,79,99,175,82,80,115,43,57,58,13,723,81,112,132,115,137,103,87,149,208,1132,7218,18337,7823,5628,7568,3058,1790,2706,737,54857
CED320,268,76,867,395,337,308,154,361,25,2787,7,3,0,3,13,16,4,26,0,83,67,51,68,71,82,24,84,62,32,538,94,84,260,128,122,130,153,227,202,1393,3933,7154,8335,5800,4963,2744,2375,3602,633,39537
CED321,306,42,735,310,208,209,139,345,13,2306,10,7,7,7,3,6,8,12,5,72,75,57,54,46,66,20,56,53,17,441,254,60,231,163,135,141,184,358,170,1690,6220,7025,6566,4180,3599,1776,2322,3588,504,35776
CED322,415,118,1125,679,417,468,104,306,41,3674,3,9,12,8,10,3,5,4,3,62,79,108,78,67,65,52,31,42,18,537,119,104,174,176,128,146,71,142,164,1225,6149,13331,8237,6218,5435,3871,1386,2779,709,48116
CED323,517,146,1475,754,431,455,144,401,36,4356,10,7,15,13,12,21,7,29,5,117,82,87,77,73,69,58,59,49,28,578,140,95,221,125,122,145,97,182,202,1330,6513,12839,7931,6384,5568,4439,1565,3536,798,49572
CED324,248,61,791,349,233,191,131,247,17,2270,9,3,8,15,10,14,17,20,5,103,100,147,83,74,93,48,54,79,28,705,89,108,133,100,99,64,87,139,163,980,6558,20030,6173,5214,6399,3290,1860,3185,812,53529
CED325,255,69,734,434,288,259,140,226,23,2421,5,8,10,9,13,17,13,17,4,92,60,94,74,64,91,34,87,51,19,575,86,96,166,139,144,79,156,196,211,1273,5278,12896,7065,5802,6090,2676,2451,2838,744,45846
CED326,299,82,932,518,340,326,162,300,40,3007,5,6,4,5,12,17,6,19,0,77,76,98,72,73,89,43,61,47,26,586,93,91,175,127,128,120,144,181,186,1244,5338,12009,8048,6372,6370,3060,2145,3037,743,47124
CED327,263,86,822,398,328,314,207,302,29,2761,7,10,16,18,11,12,15,29,3,110,62,96,83,61,83,28,124,91,26,661,83,86,186,163,138,90,224,236,256,1462,4648,11378,8029,6041,6539,3234,3296,3656,802,47639
CED328,238,75,523,316,241,178,56,117,14,1771,9,12,0,10,9,11,0,5,3,61,150,219,62,102,119,64,19,25,37,783,91,129,83,74,86,58,21,42,110,694,9019,25996,5062,4812,6630,2836,830,1677,682,57546
CED329,320,68,970,420,224,236,109,304,18,2668,0,3,5,3,3,7,0,0,0,29,33,51,46,63,39,18,39,43,11,357,114,58,181,107,87,134,96,203,142,1120,4183,7477,6340,4816,3496,2210,1579,2714,494,33316
CED330,287,74,912,430,339,264,171,327,21,2829,10,3,6,8,11,16,3,19,5,80,82,78,81,70,61,28,95,50,14,562,135,107,271,143,154,133,158,223,173,1489,5615,8984,9108,5099,5205,2420,2434,3529,623,43011
CED394,10,4,46,22,16,11,3,34,0,143,0,0,0,0,0,0,0,3,0,4,3,6,7,3,0,0,4,0,3,31,4,11,11,9,0,7,7,19,21,81,163,407,308,245,129,83,129,441,58,1957
CED397,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,4,3,0,4,0,33
CED401,314,83,938,387,215,190,71,182,25,2404,12,8,10,8,0,10,3,18,3,73,130,205,67,117,120,54,27,61,31,816,92,166,96,80,93,98,46,96,157,930,8141,23888,5386,5383,6153,3107,1200,2543,744,56555
CED402,318,44,854,340,194,271,89,407,25,2539,8,3,4,12,11,3,0,42,0,88,58,50,30,35,30,17,68,60,11,360,232,83,213,168,100,144,169,408,137,1655,5854,7022,6345,4819,3548,2212,1927,4295,464,36486
CED403,265,83,747,307,249,209,36,155,19,2070,5,8,3,8,7,7,0,6,0,42,99,132,58,95,116,36,35,21,16,601,83,112,128,105,96,81,41,91,108,851,6619,18426,6266,5690,5933,2650,926,1946,573,49031
CED404,224,37,699,268,157,201,139,223,21,1968,3,9,3,3,4,4,6,14,0,53,40,38,37,40,23,11,49,42,18,307,230,93,192,170,104,134,170,237,143,1470,4717,7027,6340,4715,2951,1546,2285,2626,571,32771
CED405,330,76,994,413,306,261,87,204,37,2702,9,9,7,8,4,6,4,16,6,62,75,145,45,101,92,44,41,46,14,608,104,117,147,110,126,113,66,97,133,1006,6458,15665,6719,5943,6066,2928,1402,2446,623,48259
CED406,264,57,1098,404,285,361,107,263,24,2860,3,10,6,12,4,13,3,15,3,64,40,92,77,62,83,19,58,46,18,510,66,58,198,149,113,131,87,164,155,1130,4036,8734,8663,6876,5198,2819,1717,2800,572,41418
CED407,251,65,917,341,310,321,109,268,21,2603,0,5,4,12,12,5,0,11,0,52,44,87,45,75,69,33,60,49,25,502,78,66,193,118,117,86,89,139,136,1018,4682,11108,8125,6284,5911,2689,1827,2707,618,43954
CED408,314,59,876,305,213,233,77,228,27,2332,5,5,5,3,5,6,0,11,3,47,90,109,63,67,64,33,41,36,12,517,176,109,189,155,128,125,96,171,92,1236,6397,12379,6955,5234,4580,2354,1371,2528,504,42299
CED409,239,53,1007,440,284,293,126,326,17,2788,0,8,10,10,10,6,11,16,3,81,61,98,67,82,96,48,76,66,20,611,90,67,192,187,128,128,149,237,158,1318,3992,9764,7494,6493,5230,2574,2292,3432,645,41925
CED410,253,58,921,302,225,213,64,179,19,2230,0,0,4,3,11,3,0,6,8,47,104,154,69,91,85,42,36,42,26,647,87,105,122,95,108,72,61,88,126,866,6489,18600,5712,4934,5771,2709,1107,2263,643,48224
CED411,246,46,871,340,254,252,124,356,30,2516,13,3,4,9,4,6,5,14,9,67,65,49,52,69,46,27,71,62,21,460,128,80,215,148,114,117,170,253,159,1382,4319,6965,7522,6220,4318,2379,2219,3465,604,38011
CED494,3,0,6,0,0,7,0,8,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,8,10,3,25,35,96,77,32,34,20,36,109,7,444
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED501,294,82,1094,513,370,336,227,290,32,3230,8,5,3,12,4,4,13,16,0,68,64,63,96,66,73,24,82,44,35,555,90,75,222,146,98,106,180,198,173,1295,4249,8780,11187,6427,4946,2629,2833,3024,772,44847
CED502,282,65,976,420,338,307,255,269,29,2954,4,8,22,12,12,3,18,22,0,98,47,71,94,93,86,38,91,52,13,597,85,78,216,138,114,118,165,173,183,1266,4650,11435,9726,6088,6102,3044,3212,3128,689,48083
CED503,253,57,803,366,296,256,228,239,33,2542,6,3,8,3,8,10,13,7,4,57,39,63,81,54,33,26,76,26,14,405,91,61,205,113,120,90,167,135,128,1104,3918,7336,9228,4645,3920,2152,2671,2474,602,36951
CED504,272,73,903,438,366,311,150,267,20,2794,7,3,14,8,10,8,14,16,3,83,45,83,75,80,68,29,57,34,23,497,68,76,216,108,115,98,125,184,185,1184,4378,9820,8947,5405,5413,2686,2134,2771,707,42259
CED505,218,66,566,244,184,139,33,95,5,1559,3,3,7,7,4,5,3,15,0,51,129,205,43,62,95,50,15,31,25,647,97,148,90,73,74,61,17,48,111,713,9396,25802,4531,3810,5505,2608,732,1646,728,54756
CED506,344,87,915,403,354,225,297,381,27,3031,12,7,10,6,11,10,12,35,3,106,79,101,93,107,61,25,154,59,30,705,218,134,434,229,173,142,291,315,256,2190,6769,10613,13776,5086,4901,1916,4452,4242,982,52729
CED507,312,61,1005,371,262,254,199,369,32,2864,3,0,12,6,3,7,0,16,3,52,59,75,79,40,39,32,63,40,13,432,142,72,243,123,110,125,135,212,150,1313,4951,9250,9518,4855,4130,2528,2479,3592,583,41894
CED508,316,104,969,396,323,285,134,227,24,2773,3,11,14,6,10,13,6,17,0,79,81,155,106,86,62,26,30,33,27,604,113,128,198,125,110,88,87,140,186,1172,6481,16801,9215,5125,5717,2598,1902,2436,779,51053
CED509,227,58,846,359,286,208,165,220,28,2387,6,8,14,14,6,7,15,17,0,81,52,86,89,76,66,32,60,44,23,533,93,74,234,101,114,92,142,150,147,1145,4749,10200,8834,4982,5055,2184,2428,2481,653,41565
CED510,233,88,746,374,364,288,101,191,23,2394,0,5,6,8,7,7,0,8,0,47,87,107,68,87,66,32,26,31,20,511,81,97,170,92,127,84,41,79,127,898,7023,15694,9041,5055,6063,2824,1326,2040,684,49742
CED511,273,50,743,299,248,189,221,256,18,2305,4,7,17,12,8,10,9,11,4,90,42,51,63,70,39,21,74,50,15,432,228,92,267,157,112,117,261,311,175,1721,6187,8336,8748,4576,3730,1899,3116,3223,590,40400
CED512,368,98,1216,643,523,405,244,353,33,3883,8,10,14,11,6,13,12,15,8,92,83,104,93,128,65,43,86,65,18,681,165,92,299,184,188,173,195,205,197,1700,6138,10649,11999,7069,6498,3208,3127,3603,791,53079
CED513,361,91,1177,447,319,227,114,214,27,2983,9,6,21,18,10,12,3,28,3,109,114,212,51,99,113,41,33,37,30,732,102,146,167,112,109,87,85,118,169,1103,8098,22014,7704,5509,6490,3039,1556,2683,802,57892
CED514,305,73,981,450,288,259,163,198,27,2741,8,5,11,6,6,5,12,27,7,103,75,99,85,67,88,46,48,56,13,582,71,100,162,112,104,85,83,142,174,1040,6220,15741,7850,5437,5759,3013,1887,2872,693,49463
CED515,283,71,1112,484,312,255,191,268,19,3003,4,8,13,10,14,8,9,26,3,100,76,131,99,89,90,42,71,74,31,703,86,98,149,141,103,70,104,134,199,1081,6763,18315,8490,5805,6300,3122,2320,3428,797,55341
CED516,206,58,539,274,234,178,67,142,21,1716,10,0,11,5,10,6,7,11,3,56,75,119,63,56,77,37,26,26,19,499,72,80,109,58,86,55,44,77,127,697,6957,18023,5680,3927,5521,2482,1231,1892,624,46331
CED594,3,5,29,8,6,4,8,17,3,85,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,0,9,7,0,22,0,0,9,3,0,0,9,9,8,42,73,214,279,110,77,41,139,193,42,1169
CED597,0,0,15,0,0,0,0,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,13,78,73,0,4,0,21,55,9,250
CED601,198,46,650,283,180,186,76,190,4,1819,0,3,4,4,4,0,3,5,9,35,33,59,35,37,43,21,22,29,17,297,77,58,140,98,73,77,98,144,96,862,3240,7581,4524,3496,2878,1549,1079,1640,373,26353
CED602,172,47,604,290,160,177,75,241,22,1783,3,3,0,0,3,4,5,0,3,20,37,48,26,21,26,11,26,27,3,234,118,48,134,100,80,118,120,197,90,992,2957,4960,4629,3293,2469,1307,1254,1995,387,23263
CED603,218,45,737,291,183,162,53,177,19,1891,4,9,3,11,4,5,3,14,0,55,86,142,38,70,77,27,32,33,14,523,67,84,104,92,72,66,46,97,85,714,3978,11636,4181,3927,3787,1622,751,1400,480,31773
CED604,197,38,687,316,256,166,67,153,20,1899,3,6,4,0,7,10,5,7,0,38,52,87,38,57,66,22,20,21,10,382,90,82,123,99,94,68,66,123,89,833,4192,9033,5220,3887,4107,1577,810,1506,474,30801
CED605,194,41,703,262,158,185,70,205,20,1834,4,0,8,3,0,0,3,9,6,42,59,48,37,31,30,17,33,25,11,303,134,63,217,130,102,98,147,223,99,1222,3595,4442,4846,3390,2490,1307,1284,1989,404,23756
CED694,0,0,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,7,45,31,22,13,4,5,23,3,149
CED697,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,0,0,0,6,0,30
CED701,172,80,434,240,233,126,82,151,21,1535,3,11,14,5,3,7,9,11,3,63,61,86,59,117,53,18,38,49,22,501,133,185,197,260,157,86,128,242,244,1635,3626,7052,5196,3996,3125,978,1210,1867,699,27745
CED702,235,77,748,381,319,178,114,181,35,2260,3,7,16,15,10,7,5,23,10,93,97,115,88,159,82,24,49,43,29,688,115,94,205,146,130,95,97,144,222,1244,5599,11358,7582,5241,5238,1904,1517,2213,794,41448
CED794,0,0,9,4,0,0,4,7,0,24,0,0,18,3,0,0,0,0,0,20,0,0,3,0,0,0,0,3,0,9,0,0,4,0,0,0,0,3,0,11,28,102,85,54,22,12,31,54,4,387
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,0,18
CED801,320,123,926,354,446,184,77,156,33,2629,7,5,4,4,4,3,0,14,3,51,316,328,70,133,227,51,33,30,63,1245,164,178,151,127,179,70,42,86,206,1196,13612,27943,6765,6129,11089,2399,1014,1853,1744,72556
CED802,342,122,1121,469,470,225,80,166,51,3047,8,5,3,7,3,5,4,13,0,55,270,353,72,180,278,42,39,61,75,1371,124,211,143,148,177,85,46,108,216,1253,13136,29248,7708,7465,11990,3086,1096,2447,1855,78031
CED894,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,47,11,21,29,7,3,8,9,139
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4
