CED_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
CED133,5,0,0,0,4979,4986,134,15,3,4,3576,3728,2198,154,117,18,4525,7007,4192,347,510,26,3224,8307,5475,579,1410,91,2919,10470,7089,715,2335,250,2196,12586,6667,489,1680,486,785,10100,3400,157,533,647,258,4996,930,37,80,545,76,1665,30082,2484,6682,2058,22537,63841,20,0,0,0,4768,4790,240,39,4,3,3263,3545,2895,282,183,11,4000,7369,4681,570,835,64,2981,9131,5951,689,2033,285,2310,11271,7421,713,2603,747,1316,12797,5858,317,1701,1458,464,9797,2533,92,503,2283,190,5608,460,17,136,2108,109,2833,30069,2709,8007,6959,19399,67136,25,5,7,0,9748,9777,372,48,8,9,6835,7277,5090,432,298,25,8522,14375,8871,917,1349,94,6209,17437,11428,1265,3449,376,5227,21741,14515,1423,4943,993,3519,25385,12529,803,3376,1944,1252,19895,5933,251,1043,2930,444,10599,1389,53,217,2656,189,4499,60147,5194,14687,9020,41940,130979
CED134,14,3,3,4,4486,4515,168,7,4,3,4115,4305,2985,208,128,14,5622,8946,4677,398,479,18,2941,8511,5398,561,1197,91,2785,10031,6234,577,1587,226,1837,10460,5168,413,1237,516,741,8064,2705,137,406,666,324,4247,686,16,74,475,47,1300,28035,2323,5112,2010,22897,60377,7,0,0,5,4202,4215,298,26,9,5,3946,4279,3863,309,189,30,5377,9769,4872,479,606,54,2816,8831,5793,635,1360,248,2156,10189,6127,543,1594,633,1072,9969,4446,292,1019,1505,371,7639,2019,82,345,2286,144,4871,358,11,85,1706,74,2228,27776,2376,5214,6476,20153,61996,17,4,3,7,8690,8727,464,37,10,4,8064,8586,6843,515,317,47,10998,18720,9547,877,1084,73,5758,17344,11184,1195,2559,344,4939,20224,12367,1119,3179,858,2909,20434,9610,706,2257,2018,1110,15701,4724,218,751,2951,474,9117,1042,32,156,2177,123,3535,55810,4699,10327,8483,43051,122377
CED135,28,0,0,0,4884,4915,395,8,8,4,6484,6904,10916,234,334,17,9069,20570,11627,402,708,22,2935,15695,6750,460,1076,62,1853,10195,5571,400,1183,110,1096,8361,3665,228,696,236,466,5289,2006,89,266,375,182,2914,578,13,53,351,36,1034,41534,1831,4316,1189,27003,75881,40,3,3,0,4300,4351,1015,36,26,3,4800,5872,13459,383,499,24,6101,20470,9571,562,1037,106,2373,13647,6442,570,1645,268,1540,10467,5268,418,1568,734,846,8838,3077,191,886,1109,389,5653,1393,65,300,1559,125,3438,248,11,84,1300,64,1708,40518,2236,6051,5097,20540,74448,73,4,3,0,9186,9264,1408,49,28,4,11282,12775,24377,621,837,37,15166,41038,21198,963,1744,131,5302,29341,13195,1025,2720,337,3391,20671,10839,813,2752,843,1949,17198,6739,417,1588,1347,854,10944,3399,153,563,1929,309,6357,826,19,132,1654,106,2743,82051,4071,10367,6287,47545,150329
CED136,7,0,3,3,4867,4879,160,17,3,4,4308,4493,3313,279,180,11,5376,9159,5246,510,635,30,2959,9385,5645,588,1367,76,2035,9704,6146,436,1540,224,1040,9389,5942,288,1188,438,422,8274,2887,85,370,533,139,4013,621,14,61,396,40,1134,29967,2216,5340,1722,21192,60428,11,5,3,0,4589,4604,299,23,8,0,4230,4570,4298,408,289,29,4746,9761,5521,591,994,71,2409,9590,5906,699,1916,214,1439,10168,6279,509,2049,628,657,10119,5394,246,1432,1407,272,8743,2059,57,451,1957,108,4627,328,13,94,1569,51,2056,30082,2555,7233,5869,18493,64233,10,5,8,3,9454,9483,458,40,17,5,8543,9056,7606,691,466,35,10124,18921,10767,1104,1630,102,5371,18972,11553,1283,3278,288,3468,19874,12422,941,3593,853,1694,19513,11330,528,2615,1841,695,17015,4943,140,820,2489,248,8638,950,25,152,1972,93,3193,60050,4765,12576,7590,39688,124668
CED137,18,4,0,0,4386,4410,352,7,9,7,7771,8147,8308,200,302,3,11769,20579,9107,357,644,9,3252,13363,7187,376,972,52,1765,10354,6115,322,1048,112,1029,8621,4204,187,613,202,473,5687,2366,84,192,341,238,3220,793,31,52,411,68,1351,38453,1556,3834,1141,30760,75739,29,3,0,0,4450,4490,713,23,11,0,7038,7792,9550,246,450,15,9331,19585,8743,432,999,60,2881,13114,7396,523,1722,183,1631,11456,5982,361,1566,534,1020,9453,3730,196,859,979,430,6195,1680,64,293,1652,249,3938,324,10,108,1708,138,2296,38145,1856,6015,5127,27171,78308,50,7,3,0,8839,8898,1067,32,22,11,14806,15934,17857,441,749,22,21099,40163,17848,791,1642,71,6128,26475,14585,895,2693,235,3396,21809,12092,682,2611,640,2053,18076,7934,380,1477,1182,901,11880,4046,142,487,1989,493,7162,1124,40,158,2116,209,3644,76600,3415,9848,6264,57930,154050
CED138,12,3,0,0,4200,4211,58,3,3,4,3173,3238,1904,106,94,5,4740,6847,4371,330,505,13,3249,8464,5116,524,1367,56,2760,9824,6316,588,2219,221,1932,11275,6229,414,1781,436,743,9600,3432,138,600,683,252,5099,1154,38,150,748,82,2173,28586,2145,6713,2173,21130,60746,15,3,0,0,3976,4000,133,26,5,3,2888,3058,2693,165,173,7,4381,7423,4911,539,924,59,3134,9558,5591,729,2086,230,2466,11099,6589,674,2976,656,1522,12426,5463,328,2076,1444,456,9761,2634,90,739,2385,164,6017,581,21,215,2484,88,3391,28610,2579,9203,7265,19079,66735,27,5,3,3,8177,8212,192,29,8,8,6065,6301,4596,267,271,16,9118,14273,9277,872,1427,72,6378,18028,10707,1257,3451,283,5228,20930,12908,1262,5197,873,3459,23705,11690,738,3859,1878,1196,19363,6065,228,1337,3067,420,11113,1739,61,366,3234,168,5565,57200,4720,15914,9440,40206,127476
CED139,15,0,9,0,5114,5133,185,8,10,5,4601,4810,3112,185,104,3,5295,8697,5167,374,522,11,2655,8732,5911,565,1124,79,2046,9717,6598,521,1491,191,1286,10080,5763,343,1149,401,634,8292,3027,116,414,628,257,4446,829,25,53,540,80,1535,30604,2136,4877,1861,21956,61443,9,0,0,9,4868,4886,304,32,3,3,4363,4707,3800,276,179,15,4622,8904,5432,502,726,72,2095,8835,6185,656,1449,228,1457,9977,6494,505,1642,610,810,10065,5087,271,1101,1442,343,8245,2410,80,360,2291,191,5333,395,19,93,2061,133,2703,30112,2357,5558,6739,18882,63652,27,3,10,4,9975,10014,485,45,15,6,8956,9515,6909,459,285,24,9921,17599,10598,882,1249,87,4750,17561,12096,1215,2578,310,3499,19692,13096,1024,3129,805,2098,20150,10847,612,2256,1845,977,16545,5437,199,771,2917,446,9775,1222,51,147,2599,217,4237,60720,4490,10442,8603,40840,125092
CED140,4,6,4,0,4222,4235,73,9,9,0,3814,3908,2386,116,120,5,4779,7410,5061,397,499,29,2513,8498,5505,508,1265,59,2059,9390,5760,450,1510,161,1213,9097,5302,348,1272,387,552,7858,2923,108,426,543,222,4226,949,31,102,638,67,1786,27957,1967,5203,1834,19443,56400,9,0,0,0,4136,4141,154,17,3,4,3408,3591,3196,193,170,17,4029,7600,5420,507,786,46,2208,8962,5849,677,1816,211,1615,10172,5789,519,2206,578,984,10077,4822,297,1798,1334,441,8694,2277,88,693,2159,184,5400,542,20,198,2095,105,2960,28058,2325,7673,6436,17103,61599,9,4,5,4,8356,8376,225,29,8,8,7224,7499,5578,309,290,23,8813,15008,10479,898,1279,78,4720,17459,11352,1181,3080,268,3669,19553,11546,974,3714,738,2205,19177,10123,644,3067,1722,985,16549,5201,200,1118,2701,402,9626,1494,47,302,2731,176,4747,56016,4291,12873,8274,36552,117999
CED141,7,0,3,3,4607,4625,78,6,3,4,4043,4141,2648,130,115,3,4679,7581,4906,344,547,19,2412,8222,5561,520,1272,57,2021,9430,6040,415,1487,183,1042,9165,5732,267,1012,420,390,7818,3221,119,402,625,128,4500,805,17,69,536,31,1463,29003,1826,4912,1849,19354,56937,3,4,0,0,4252,4255,183,13,7,3,3652,3869,3494,232,186,22,4018,7956,5151,544,850,49,2174,8773,5914,657,1709,186,1526,9997,6123,500,1938,594,724,9887,5419,261,1480,1409,290,8857,2383,77,572,2159,118,5316,425,10,106,1778,55,2373,29105,2303,6859,6204,16812,61273,7,4,9,3,8857,8882,266,23,14,5,7696,8006,6143,365,302,24,8698,15533,10058,890,1395,75,4585,17000,11469,1175,2983,243,3547,19421,12170,917,3431,777,1766,19055,11149,527,2494,1826,679,16678,5608,195,979,2786,250,9814,1236,32,176,2313,86,3838,58104,4129,11768,8052,36163,118216
CED142,27,0,0,5,3719,3752,368,32,18,10,12671,13100,7089,285,472,20,26392,34256,6677,432,1051,39,10014,18214,3759,454,1449,59,6005,11727,3003,401,1474,109,3053,8038,2179,257,1013,170,1400,5012,1045,84,352,187,454,2128,294,21,39,141,104,599,24441,1971,5865,737,63818,96831,29,3,3,10,4518,4554,657,27,25,3,14473,15181,7972,346,631,38,23175,32168,5797,386,1187,48,6715,14139,3569,359,1588,131,3100,8744,2965,351,1787,394,1599,7099,1820,230,1205,693,655,4599,740,54,429,878,198,2301,90,9,85,593,83,856,23640,1764,6941,2791,54507,89643,47,3,5,13,8235,8310,1026,57,37,16,27147,28283,15060,635,1106,53,49565,66424,12480,816,2236,91,16725,32353,7330,818,3035,186,9105,20469,5969,752,3262,507,4653,15144,4002,482,2220,861,2056,9616,1785,138,785,1069,655,4433,380,30,118,736,189,1456,48076,3734,12806,3530,118322,186472
CED143,5,3,0,0,3811,3815,65,3,0,3,3438,3509,2939,85,118,9,6827,9983,7468,269,589,16,3393,11731,7050,368,1056,40,1817,10334,5169,267,1045,84,960,7526,3997,148,789,201,528,5660,2108,51,276,265,187,2890,768,21,80,373,58,1299,29571,1215,3955,980,21024,56742,11,3,0,0,3683,3696,108,4,8,0,3350,3476,4062,138,199,7,6979,11385,7993,332,863,46,3278,12514,7188,445,1579,123,1775,11111,4837,320,1585,308,1011,8058,3573,185,1304,891,510,6449,1555,51,473,1319,258,3649,396,6,179,1503,152,2238,29714,1478,6190,4202,21000,62578,18,3,3,0,7490,7518,175,3,10,4,6789,6981,6997,227,321,14,13813,21365,15458,605,1455,57,6673,24241,14236,812,2634,164,3593,21450,10006,587,2629,392,1971,15582,7562,330,2086,1087,1035,12107,3659,102,755,1582,440,6545,1162,27,259,1873,218,3536,59283,2698,10148,5181,42022,119324
CED144,27,3,3,0,5590,5622,405,19,8,3,6308,6744,6738,243,279,18,7809,15081,8599,397,611,22,2496,12130,7391,455,1135,51,1716,10752,5936,400,1142,117,1040,8639,4049,279,676,220,544,5765,2440,109,241,399,227,3415,766,26,47,393,87,1317,36340,1931,4152,1222,25814,69464,69,8,3,9,5186,5266,1306,41,26,4,4935,6313,8394,465,461,31,5059,14407,8199,578,1034,79,1980,11874,7170,640,1733,250,1394,11195,5358,487,1607,685,872,9013,3224,245,772,1180,450,5862,1633,71,315,1850,212,4079,354,11,86,1559,109,2117,35700,2549,6047,5646,20193,70134,96,9,5,12,10773,10896,1712,60,40,7,11237,13064,15128,707,742,49,12869,29494,16803,969,1650,102,4477,24001,14559,1097,2874,301,3111,21946,11295,890,2746,803,1914,17647,7268,523,1451,1396,989,11626,4071,179,561,2242,441,7494,1117,34,130,1954,200,3434,72046,4475,10200,6869,46007,139594
CED145,5,0,3,0,2871,2875,39,5,0,4,3646,3690,2842,65,170,7,11159,14238,6145,238,614,18,4933,11945,5208,343,939,40,2595,9128,3973,247,958,99,1463,6733,3512,181,796,171,890,5542,1872,87,317,219,392,2891,753,15,84,408,160,1427,24343,1171,3881,969,28108,58467,7,0,0,5,2882,2893,104,3,3,0,4175,4282,4013,131,294,14,12175,16623,6516,326,859,48,4512,12260,5242,343,1308,119,2330,9343,3909,303,1472,316,1285,7284,3156,173,1331,846,697,6206,1330,70,560,1398,348,3708,353,9,189,1750,193,2492,24633,1352,6018,4494,28598,65092,16,0,4,5,5752,5772,141,6,3,4,7816,7972,6854,195,467,15,23332,30859,12660,565,1477,68,9439,24204,10445,687,2246,164,4930,18477,7887,547,2434,415,2746,14023,6670,347,2130,1015,1590,11753,3199,150,884,1621,738,6598,1109,30,266,2155,354,3919,48972,2520,9901,5458,56702,123563
CED146,23,6,0,3,6832,6870,236,11,3,0,5963,6219,4591,254,215,17,6137,11203,8086,475,612,24,2322,11525,8364,491,1029,67,1527,11487,6619,468,995,140,725,8950,3869,251,527,241,216,5109,1612,89,203,331,76,2308,342,14,31,239,18,641,33741,2061,3609,1071,23819,64307,50,4,4,4,6269,6334,668,49,31,0,5407,6147,6541,499,443,24,4763,12269,8855,738,1065,79,1918,12655,7803,719,1626,291,1283,11725,5898,501,1386,741,615,9143,2878,229,761,1202,163,5233,1018,68,239,1444,71,2842,155,9,66,884,30,1156,33873,2817,5618,4680,20529,67510,74,8,7,9,13106,13198,900,59,33,7,11369,12370,11136,755,654,35,10899,23480,16943,1211,1675,105,4241,24179,16173,1215,2658,359,2807,23207,12520,977,2383,873,1339,18094,6749,475,1285,1449,381,10341,2622,157,436,1775,151,5151,500,23,96,1127,57,1801,67617,4879,9225,5746,44349,131818
CED147,3,0,0,0,5067,5074,142,7,3,0,4152,4305,3129,138,136,6,4679,8092,5501,379,537,25,2378,8823,5927,519,1213,71,1954,9682,6150,403,1368,187,1056,9173,5875,290,1003,411,412,7999,3342,105,336,552,173,4507,846,26,44,449,37,1400,30922,1864,4647,1711,19910,59060,10,0,0,3,5017,5026,301,20,7,0,3842,4167,4028,268,201,18,4032,8545,5813,565,983,54,2085,9500,6302,657,1800,211,1490,10470,6320,489,1952,593,749,10111,5374,249,1361,1466,308,8767,2412,71,516,2200,137,5331,410,17,105,1657,47,2240,30979,2335,6924,6205,17708,64155,11,0,4,3,10083,10102,440,26,7,6,7996,8474,7156,406,338,25,8709,16638,11318,946,1517,82,4460,18323,12234,1175,3015,291,3445,20148,12474,895,3324,775,1808,19278,11254,544,2367,1876,724,16766,5753,175,850,2750,313,9841,1259,35,152,2111,84,3641,61907,4202,11568,7922,37621,123212
CED194,0,0,4,0,279,285,6,3,0,3,737,746,190,73,30,6,1311,1615,184,161,116,6,798,1269,153,187,250,15,548,1148,269,133,300,28,264,986,296,66,221,51,84,719,53,13,54,21,19,162,13,6,9,8,7,32,1157,635,980,143,4049,6958,0,0,0,0,228,232,24,4,3,0,585,615,183,44,24,3,843,1091,128,56,63,14,366,629,164,83,170,25,208,646,347,50,178,34,121,732,272,19,104,48,33,477,47,3,26,37,10,120,4,0,9,26,3,48,1181,257,569,185,2395,4590,0,0,4,0,514,517,29,7,3,3,1318,1358,370,116,52,5,2155,2703,310,214,179,25,1168,1900,314,268,418,42,757,1798,617,182,479,58,385,1722,567,84,324,105,118,1196,106,16,71,59,31,282,19,4,12,37,6,78,2338,892,1548,335,6445,11545
CED197,0,0,0,0,3,3,0,0,0,0,5,9,3,0,0,0,5,11,15,0,0,0,3,18,14,0,4,0,9,25,18,0,3,0,0,22,38,0,4,4,0,48,13,0,0,3,0,16,0,0,0,3,0,3,102,3,10,7,26,157,0,0,0,0,7,7,0,0,0,0,3,4,8,0,0,0,10,24,9,0,0,0,3,14,15,3,4,0,6,31,32,3,12,0,4,53,38,0,16,12,0,60,8,0,0,7,0,24,3,0,0,3,0,7,119,8,29,21,35,220,0,0,0,0,12,12,3,0,0,0,9,9,18,0,0,0,16,32,26,0,3,0,6,34,30,3,10,0,10,50,56,3,11,4,4,74,70,4,15,15,3,108,27,3,0,12,0,42,3,0,0,3,0,10,223,11,42,30,65,374
CED201,16,0,0,0,4558,4576,57,5,3,0,4674,4741,3306,122,95,7,5325,8863,6051,266,346,10,2143,8824,6566,400,879,52,1382,9287,6510,303,964,134,562,8467,4511,142,553,231,180,5617,2119,68,199,328,64,2771,547,16,36,318,23,936,29697,1320,3074,1079,18907,54086,5,0,0,0,4365,4372,150,11,8,0,4352,4515,4265,156,194,14,4495,9126,6521,398,670,31,1771,9391,6935,542,1532,182,1085,10270,6342,372,1532,464,452,9165,3914,189,987,980,173,6241,1524,46,328,1388,71,3359,294,9,72,1264,34,1669,29948,1719,5317,4322,16801,58110,26,0,0,3,8923,8953,208,17,7,3,9022,9257,7572,279,292,22,9826,17992,12578,663,1016,45,3918,18208,13500,940,2413,234,2465,19554,12854,667,2492,601,1017,17628,8428,333,1537,1210,352,11857,3649,115,525,1717,132,6138,836,29,101,1579,60,2603,59645,3039,8394,5402,35716,112194
CED202,14,5,3,3,5009,5030,92,12,6,3,4961,5077,2906,164,108,8,5684,8866,5329,377,538,30,2866,9144,5921,534,1278,80,2175,9990,6116,457,1438,170,1260,9442,5289,285,1034,396,568,7575,2447,86,322,485,187,3531,628,17,57,412,50,1158,28736,1940,4789,1579,22763,59807,9,3,0,6,4775,4788,184,25,4,3,4797,5012,3708,275,179,22,5141,9323,5718,553,839,58,2846,10008,6176,687,1899,215,1920,10904,6108,567,2003,597,1079,10353,4791,271,1408,1280,398,8153,1811,61,404,1906,182,4361,352,17,105,1690,93,2251,28860,2450,6847,5778,21223,65149,17,5,3,9,9785,9818,280,37,6,5,9762,10086,6611,436,283,31,10819,18191,11045,929,1381,84,5707,19151,12101,1223,3179,298,4088,20892,12223,1020,3445,766,2343,19794,10082,555,2446,1681,960,15729,4261,145,729,2389,373,7893,977,30,161,2100,147,3412,57599,4391,11631,7357,43983,124957
CED203,15,0,3,3,3846,3865,151,4,11,5,5885,6056,4622,163,189,13,10460,15445,6707,320,596,23,4662,12304,5571,418,1056,56,3017,10116,4118,370,1108,126,1688,7411,3176,210,658,258,670,4970,2627,113,252,504,211,3713,791,13,43,538,96,1482,27772,1623,3916,1538,30529,65370,21,3,3,0,3709,3742,420,12,17,7,6012,6470,5567,235,305,20,9819,15939,6659,422,829,69,4901,12887,5604,518,1522,156,3110,10910,4042,387,1526,458,1584,7989,3114,203,917,1084,532,5851,1885,82,344,2213,202,4722,383,22,107,1865,84,2475,27697,1884,5572,5877,29958,70983,34,4,6,3,7558,7604,571,23,24,12,11900,12524,10190,400,491,33,20275,31381,13366,739,1429,95,9563,25189,11183,936,2578,214,6122,21025,8158,752,2631,586,3272,15403,6285,417,1572,1341,1204,10818,4511,195,593,2720,415,8437,1176,38,156,2406,178,3953,55471,3501,9484,7409,60480,136350
CED204,6,3,3,0,4690,4700,148,3,6,9,4395,4560,2774,148,100,5,5230,8259,4967,371,480,25,2819,8658,5716,550,1219,88,2149,9712,6225,494,1595,203,1354,9869,5423,331,1172,384,563,7864,2769,82,384,515,199,3951,726,18,55,492,75,1365,28753,1997,5008,1716,21471,58947,18,0,3,6,4515,4537,210,16,9,4,4354,4591,3466,255,190,12,4736,8664,5348,530,767,59,2714,9423,6008,631,1787,167,1875,10472,6216,518,2167,583,1058,10539,4891,263,1458,1228,436,8279,2063,65,453,1794,179,4558,411,18,127,1737,94,2389,28633,2304,6958,5593,19962,63446,20,3,4,6,9204,9240,356,23,9,13,8752,9155,6247,409,286,22,9963,16921,10314,902,1248,86,5527,18082,11723,1182,3005,250,4022,20184,12443,1007,3765,786,2410,20411,10311,592,2630,1607,1000,16144,4834,143,835,2311,379,8506,1137,42,179,2229,173,3757,57389,4303,11965,7304,41432,122395
CED205,22,0,0,0,5035,5056,299,15,3,10,6326,6655,5520,165,179,7,6810,12682,7482,289,469,22,2339,10599,6728,422,917,59,1594,9722,5988,326,936,120,832,8200,5176,225,645,281,374,6700,3383,98,271,435,119,4301,881,18,49,451,38,1436,35476,1557,3475,1387,23465,65359,40,3,0,8,4534,4583,676,17,15,7,4645,5365,6522,246,313,37,4384,11494,7254,426,798,92,1576,10152,6688,466,1332,235,1109,9841,5991,394,1302,604,600,8898,4874,219,943,1246,245,7534,2357,78,365,2008,116,4912,428,12,71,1810,56,2376,34828,1865,5136,6054,17277,65166,59,3,3,10,9566,9642,975,37,22,16,10972,12019,12038,409,493,47,11198,24185,14742,715,1266,118,3912,20751,13412,890,2251,295,2712,19564,11980,723,2235,727,1433,17092,10051,441,1591,1527,624,14233,5743,170,636,2442,234,9220,1308,33,116,2261,101,3812,70304,3419,8617,7440,40743,130519
CED206,16,0,4,0,6169,6198,239,16,3,8,6541,6800,4722,267,212,14,6826,12039,7005,421,547,25,2431,10418,8101,563,1162,63,1564,11450,6881,380,1044,146,677,9131,4679,241,511,273,229,5935,2035,89,150,354,89,2710,425,6,20,252,18,731,34108,1980,3656,1135,24540,65414,64,3,3,4,6018,6097,784,53,23,3,5205,6071,6011,434,359,21,4739,11558,7355,690,875,64,1845,10825,8154,733,1670,274,1219,12050,6343,511,1419,685,515,9464,3837,245,739,1240,158,6221,1269,57,190,1523,54,3098,176,10,43,913,21,1162,33990,2733,5328,4725,19770,66542,84,3,9,4,12191,12292,1029,64,26,10,11746,12877,10729,697,573,32,11566,23598,14359,1109,1420,92,4271,21246,16252,1295,2827,340,2784,23501,13230,886,2461,828,1191,18597,8515,484,1250,1509,386,12150,3299,148,342,1875,139,5806,597,15,70,1160,41,1893,68097,4709,8982,5860,44310,131960
CED207,6,0,0,0,4697,4710,97,10,4,3,4310,4416,3266,136,122,4,5322,8847,5671,329,531,19,2553,9113,6124,503,1175,71,1875,9745,6056,378,1243,149,901,8726,4974,222,830,308,312,6654,2166,54,253,336,108,2919,531,22,57,330,37,965,28898,1653,4222,1218,20106,56095,10,8,4,0,4467,4487,191,11,4,6,3939,4154,4236,230,190,16,4610,9276,5904,516,844,54,2229,9553,6430,645,1728,177,1421,10398,5947,443,1835,476,631,9334,4456,230,1192,1015,205,7104,1508,54,348,1415,75,3404,271,3,69,1198,39,1586,28960,2139,6222,4361,17612,59291,23,8,3,0,9160,9196,285,23,10,11,8244,8569,7504,360,306,14,9933,18127,11576,849,1380,76,4784,18660,12551,1152,2904,250,3293,20147,12009,820,3081,625,1528,18057,9430,455,2028,1324,522,13756,3673,109,603,1757,187,6326,800,23,124,1530,75,2548,57853,3787,10440,5583,37724,115387
CED208,21,0,3,4,5601,5630,213,4,11,4,9353,9580,5026,113,172,11,8201,13515,7075,228,399,21,2206,9925,6838,315,802,44,1661,9649,5240,269,857,111,1013,7493,3990,161,548,232,432,5365,3160,86,244,457,163,4108,1135,20,56,578,63,1843,32692,1188,3091,1459,28688,67115,19,4,3,5,5738,5767,359,11,8,10,8552,8937,5943,168,242,17,6580,12951,7600,305,597,48,1978,10534,7156,420,1323,146,1516,10556,5242,344,1517,439,929,8469,3921,177,1043,1033,460,6631,2531,80,467,2143,223,5446,592,8,142,2056,144,2942,33361,1520,5338,5894,26114,72227,38,4,6,9,11339,11393,571,22,19,8,17901,18523,10969,277,414,27,14780,26469,14674,531,995,67,4185,20452,13996,729,2123,189,3169,20204,10489,614,2373,553,1943,15963,7906,341,1593,1266,896,11994,5688,164,710,2602,384,9552,1725,29,200,2636,206,4788,66051,2709,8427,7350,54804,139344
