CED_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
CED209,10,0,3,0,4710,4722,78,7,0,3,4671,4760,3042,115,87,8,5174,8429,6271,336,497,28,2475,9605,6329,458,961,60,1721,9528,6633,391,1313,171,1023,9533,5965,213,819,348,420,7769,2839,77,224,441,145,3727,811,15,37,481,49,1393,31972,1613,3944,1540,20392,59465,16,3,0,0,4475,4494,145,3,6,0,4004,4162,3951,178,167,7,4548,8851,6674,451,735,51,2255,10165,6583,591,1516,193,1479,10360,6667,432,1723,498,809,10128,5433,201,1230,1055,351,8273,2160,46,352,1787,141,4483,451,9,92,1940,99,2588,32074,1923,5809,5535,18161,63504,23,3,3,0,9192,9214,222,7,5,0,8677,8919,6994,299,253,17,9717,17281,12942,784,1230,81,4730,19771,12915,1055,2479,253,3200,19893,13303,823,3035,672,1834,19665,11394,418,2051,1407,774,16039,4997,122,570,2228,288,8209,1261,30,129,2416,142,3978,64041,3536,9756,7074,38548,122969
CED210,13,3,8,0,4708,4733,154,10,8,3,4674,4845,3180,151,125,12,6036,9491,5023,442,510,18,3029,9018,5392,556,1299,61,2211,9525,5747,470,1542,165,1115,9036,5136,300,994,402,451,7279,2757,99,341,600,142,3938,815,25,67,528,62,1497,28207,2055,4894,1781,22423,59364,18,0,0,7,4498,4517,251,18,11,5,4599,4886,3806,270,204,36,5476,9797,5139,569,765,88,2788,9350,5558,720,1932,231,1817,10253,5790,569,2095,619,952,10027,4737,286,1380,1376,347,8124,2128,80,436,2116,126,4885,425,17,103,1849,76,2467,27846,2533,6925,6336,20672,64305,26,3,10,7,9209,9253,405,34,12,11,9268,9727,6980,419,326,45,11515,19286,10162,1015,1278,112,5815,18372,10952,1277,3229,294,4024,19774,11533,1039,3638,785,2068,19062,9866,588,2375,1776,797,15404,4885,175,775,2714,273,8824,1241,38,175,2381,132,3961,56054,4587,11813,8123,43100,123675
CED211,10,0,0,3,4276,4295,125,9,3,0,4256,4395,4079,101,130,11,5441,9760,7313,250,461,24,2437,10484,6259,417,933,46,1725,9377,5117,281,1029,119,943,7490,4568,181,665,267,331,6011,2783,75,264,446,113,3675,881,21,72,510,49,1528,31135,1335,3562,1418,19576,57011,9,0,0,0,4104,4115,217,10,9,9,3817,4050,5312,171,215,19,4669,10397,7541,378,667,55,2323,10968,6348,471,1502,140,1563,10018,5104,373,1635,405,859,8375,4286,213,1411,1067,357,7339,2176,69,560,1942,147,4898,488,15,127,2131,77,2841,31487,1701,6128,5766,17917,63002,23,0,0,0,8381,8412,342,19,9,6,8075,8448,9391,277,347,29,10111,20153,14853,632,1131,75,4760,21451,12600,885,2438,183,3287,19401,10222,650,2662,519,1803,15861,8853,394,2082,1333,690,13342,4958,145,819,2393,265,8576,1369,34,198,2640,129,4369,62617,3034,9691,7181,37488,120018
CED212,8,0,4,0,4319,4333,68,7,3,4,4149,4224,2496,115,107,3,5684,8408,5233,372,547,14,3057,9229,5736,586,1339,71,2127,9854,5443,477,1533,159,1047,8650,4977,263,1096,341,387,7055,2773,110,411,496,124,3910,764,38,76,471,25,1374,27489,1957,5115,1558,20916,57044,6,0,0,0,4332,4341,142,12,8,3,4032,4199,3355,208,184,22,5117,8878,5648,549,929,53,2721,9900,5866,687,2016,187,1840,10605,5412,519,2263,531,843,9569,4710,289,1769,1214,346,8324,2051,98,598,1937,151,4822,397,14,131,1729,51,2323,27594,2373,7898,5665,19428,62952,14,0,4,0,8653,8675,208,15,11,3,8178,8419,5851,326,290,25,10803,17284,10882,917,1473,69,5781,19126,11603,1276,3356,255,3969,20458,10857,994,3799,688,1889,18222,9688,550,2861,1554,730,15381,4817,205,1005,2431,272,8734,1162,49,214,2196,80,3702,55085,4336,13015,7225,40342,119996
CED213,9,3,0,0,4562,4577,80,9,3,3,3863,3965,2263,125,66,4,4471,6930,4939,357,503,9,2707,8521,5969,584,1414,59,2087,10120,6689,553,1694,202,1171,10306,7155,408,1317,438,445,9760,3817,170,483,645,190,5306,1075,41,84,629,50,1873,32001,2251,5567,1994,19551,61363,6,0,0,0,4061,4072,150,20,6,0,3356,3539,3122,220,159,19,4157,7675,5291,511,824,49,2481,9163,6330,697,1882,218,1726,10851,7008,577,2258,526,925,11300,6704,350,1775,1360,362,10547,2825,85,556,2026,133,5618,559,13,127,1895,72,2671,31999,2489,7580,6089,17279,65436,14,4,0,3,8625,8643,231,29,11,3,7223,7498,5387,348,225,18,8626,14605,10232,875,1332,59,5194,17685,12306,1283,3293,277,3816,20969,13696,1134,3952,729,2096,21612,13868,756,3091,1794,808,20310,6641,259,1043,2665,321,10923,1630,52,205,2526,122,4541,64002,4746,13150,8081,36822,126797
CED214,8,0,0,0,4079,4102,244,19,5,7,5799,6068,5468,210,217,16,9591,15500,7822,425,710,31,4407,13395,5944,567,1317,53,2865,10742,4712,476,1334,150,1632,8309,3452,265,784,277,613,5385,2206,95,267,493,212,3272,772,10,39,432,75,1332,30632,2066,4666,1449,29274,68087,22,3,0,3,3821,3854,601,33,16,6,4678,5335,6525,294,347,24,7698,14896,7544,568,1062,80,3897,13154,5659,656,1752,198,2607,10861,4485,475,1670,573,1322,8513,3155,206,984,1203,396,5942,1703,72,320,1994,131,4224,378,17,90,1664,75,2230,30072,2324,6245,5732,24629,69009,34,3,4,4,7903,7953,841,55,23,12,10477,11400,11997,504,562,41,17292,30389,15373,998,1772,106,8302,26545,11596,1215,3072,249,5468,21606,9198,953,3005,722,2955,16824,6602,472,1767,1477,1009,11333,3914,169,587,2481,342,7489,1149,33,128,2098,154,3558,60701,4393,10915,7181,53902,137098
CED215,12,0,4,3,4149,4170,121,14,0,0,3738,3873,2640,166,98,9,4764,7679,4105,405,446,21,2675,7658,5153,537,1219,74,2078,9057,6554,509,1771,200,1292,10322,6360,402,1392,469,613,9235,3125,114,429,573,208,4446,755,16,75,515,52,1409,28831,2162,5423,1857,19572,57849,9,0,0,3,3922,3930,180,39,4,3,3414,3634,3239,323,154,21,4245,7982,4412,511,716,58,2251,7945,5610,676,1653,225,1594,9759,6825,520,2005,694,821,10866,5705,249,1268,1422,272,8911,2220,63,383,2120,106,4900,366,6,85,1704,48,2213,28579,2389,6266,6237,16667,60139,20,0,4,5,8070,8105,303,51,7,3,7152,7512,5885,489,255,22,9009,15661,8521,921,1157,82,4926,15605,10763,1209,2869,297,3676,18811,13379,1030,3777,895,2111,21189,12069,648,2657,1886,882,18142,5348,176,816,2684,319,9345,1118,24,161,2217,103,3623,57412,4551,11697,8094,36239,117989
CED216,7,0,3,0,4779,4796,42,3,3,0,4106,4153,2409,63,75,0,4687,7234,6520,182,311,15,2068,9094,8238,333,805,55,1641,11068,6393,308,1042,93,987,8822,4794,188,749,215,476,6417,2368,66,275,377,192,3276,984,28,66,586,73,1736,31749,1165,3326,1341,19010,56596,13,0,0,0,4386,4403,114,6,3,0,3818,3945,3277,92,131,14,4269,7786,7286,306,639,45,2154,10429,8635,512,1411,135,1596,12289,6150,347,1665,386,968,9521,4330,197,1271,913,483,7200,1769,74,489,1724,238,4299,535,14,166,2484,180,3387,32116,1563,5776,5699,18106,63266,24,0,3,0,9168,9201,153,7,9,0,7930,8093,5693,159,199,13,8963,15026,13803,487,948,60,4219,19527,16872,847,2219,189,3231,23363,12543,661,2708,478,1951,18340,9119,388,2012,1127,963,13616,4138,141,772,2100,437,7583,1519,44,231,3071,256,5121,63866,2734,9105,7041,37116,119860
CED217,17,4,0,3,6497,6526,291,10,3,3,6188,6502,6265,286,241,8,7826,14625,10696,636,895,31,3401,15658,8229,659,1296,85,1691,11960,6509,437,1269,192,686,9102,4486,282,619,296,249,5922,1450,74,159,289,54,2032,231,5,25,180,19,462,38182,2399,4509,1083,26621,72792,36,4,5,0,6167,6207,627,47,11,3,5651,6342,8387,543,444,26,6410,15811,10623,899,1465,86,3082,16146,7820,824,1974,303,1450,12374,6205,583,1803,734,500,9829,3485,267,866,1139,164,5917,852,39,215,1146,43,2296,140,10,31,678,6,870,38174,3219,6814,4113,23472,75785,53,4,9,3,12666,12732,914,57,17,4,11843,12841,14651,833,681,36,14235,30439,21316,1531,2359,114,6478,31806,16054,1483,3268,382,3142,24335,12721,1023,3074,924,1189,18932,7974,551,1483,1430,410,11840,2305,112,373,1439,101,4329,374,20,59,855,31,1332,76357,5617,11316,5195,50094,148579
CED218,13,0,0,3,3665,3682,100,5,3,4,6079,6190,4216,110,147,12,11397,15885,6128,239,496,21,3685,10572,5957,331,781,49,2117,9229,4809,238,883,82,1210,7229,3748,178,677,200,613,5422,2238,66,281,298,266,3150,715,26,63,381,113,1305,27935,1204,3339,1044,29146,62669,8,0,7,0,3794,3811,231,5,12,4,7118,7375,5161,163,295,21,11290,16925,6344,280,684,44,3423,10771,6232,396,1186,126,1842,9791,4731,317,1500,359,1191,8091,3530,169,1198,826,590,6307,1672,68,468,1576,284,4070,356,12,147,1583,173,2274,28271,1419,5482,4536,29713,69414,18,0,8,4,7459,7492,333,13,9,8,13198,13562,9381,277,445,29,22688,32810,12472,521,1177,59,7113,21348,12192,723,1970,176,3960,19024,9544,551,2379,441,2403,15318,7283,354,1873,1023,1201,11729,3911,139,746,1874,548,7216,1074,38,213,1966,286,3576,56201,2620,8823,5579,58857,132082
CED219,25,3,0,0,6892,6919,403,18,7,4,6994,7426,7518,281,243,11,7750,15799,11026,523,740,39,2984,15306,8687,573,1282,99,1722,12359,6952,492,1245,210,757,9659,4273,231,727,280,192,5704,1839,81,207,346,59,2536,390,9,31,297,29,751,41113,2202,4487,1280,27373,76461,60,0,4,3,6295,6364,907,36,15,4,5823,6790,9878,451,409,29,6090,16855,10306,771,1091,112,2371,14651,8167,752,1932,367,1299,12521,6376,560,1810,745,517,10006,3459,221,964,1189,174,5999,1246,51,297,1431,37,3060,195,12,68,1044,37,1356,40598,2856,6583,4924,22652,77600,87,3,4,5,13185,13280,1310,56,24,7,12815,14217,17396,727,645,40,13841,32657,21328,1295,1825,145,5362,29957,16854,1319,3217,466,3019,24879,13329,1049,3052,955,1270,19661,7727,452,1688,1470,365,11702,3086,134,506,1778,101,5595,587,23,98,1340,63,2108,81704,5054,11068,6202,50025,154064
CED220,9,5,3,0,4441,4452,188,9,8,3,5425,5635,4538,118,154,9,6150,10971,7098,295,501,18,2606,10513,6610,387,985,44,1798,9825,5420,347,1099,144,1075,8082,4289,219,628,248,399,5787,2747,87,263,415,160,3676,937,17,65,532,40,1600,31837,1487,3706,1411,22098,60542,28,0,0,0,4172,4206,477,18,17,0,4351,4857,5653,167,294,21,4810,10949,7408,416,909,58,2140,10934,6591,545,1512,211,1569,10420,5205,369,1537,551,885,8553,3963,184,1006,1234,313,6695,2054,76,373,1950,168,4619,467,9,108,1895,76,2551,31843,1785,5749,5919,18488,63781,37,7,0,0,8614,8662,663,24,20,8,9774,10492,10188,289,446,29,10960,21917,14503,707,1408,77,4750,21443,13205,927,2496,254,3365,20246,10628,710,2638,695,1963,16631,8254,406,1629,1480,709,12479,4802,166,633,2370,325,8294,1403,33,175,2424,122,4156,63674,3272,9464,7330,40587,124324
CED221,8,0,0,3,4312,4324,104,10,0,0,3553,3671,2272,130,116,3,4234,6764,4464,343,445,28,2442,7723,5558,544,1251,67,1961,9389,6597,558,1650,235,1235,10270,5994,333,1249,433,587,8596,2832,110,370,507,198,4027,780,19,62,497,51,1411,28616,2052,5145,1781,18575,56165,7,3,4,3,4006,4020,188,15,3,5,2973,3184,3001,212,165,12,3871,7264,4852,459,716,73,2294,8393,5897,613,1712,195,1544,9955,6762,505,1957,591,875,10684,5393,241,1259,1264,350,8507,2004,66,389,1871,153,4483,410,13,77,1763,75,2343,28516,2125,6275,5777,16142,58829,15,3,4,5,8317,8349,292,25,3,4,6523,6854,5281,344,285,16,8104,14024,9320,808,1161,101,4733,16112,11455,1157,2958,263,3505,19338,13359,1062,3605,824,2110,20960,11387,575,2507,1692,943,17106,4835,175,754,2383,354,8505,1192,30,138,2266,126,3755,57134,4175,11422,7556,34716,114998
CED222,8,3,6,3,4769,4790,183,0,5,3,4982,5172,4293,137,183,24,6155,10785,7571,405,605,27,3075,11681,7159,543,1265,70,1928,10966,5820,383,1272,162,967,8604,4115,244,900,295,399,5945,2109,90,296,434,134,3064,664,30,64,434,56,1244,31915,1829,4597,1443,22459,62239,16,9,3,3,4529,4554,406,22,14,3,4200,4644,5490,244,313,29,5241,11317,7917,543,964,83,2705,12214,6943,661,1828,235,1678,11343,5309,488,1893,557,788,9047,3620,267,1321,1189,346,6744,1566,81,515,1671,130,3961,322,9,115,1701,76,2218,31580,2324,6971,5468,19698,66041,28,11,7,6,9298,9346,586,26,19,4,9175,9815,9781,378,493,47,11401,22099,15487,942,1569,105,5784,23895,14095,1200,3093,305,3605,22302,11124,872,3170,722,1755,17648,7728,511,2224,1482,743,12693,3675,171,814,2100,265,7023,981,35,174,2136,128,3458,63498,4152,11562,6911,42162,128284
CED223,22,0,0,0,4310,4330,54,0,3,0,4307,4365,2902,75,85,6,5500,8564,6447,282,434,22,2408,9584,6461,414,828,56,1715,9478,6052,299,987,151,1008,8497,4724,199,679,246,391,6243,2313,55,199,361,113,3036,716,23,48,414,39,1225,29684,1348,3256,1256,19785,55326,5,0,3,0,4033,4040,152,4,0,3,4000,4158,3792,149,165,9,4761,8872,6924,354,593,33,2391,10296,6668,501,1409,121,1611,10312,5986,390,1633,448,897,9343,4206,233,1135,898,349,6818,1744,68,387,1516,138,3863,362,6,108,1603,53,2142,29836,1705,5434,4629,18226,59838,23,0,3,0,8337,8365,207,7,5,3,8301,8520,6690,221,253,15,10263,17438,13372,629,1025,51,4798,19883,13125,921,2239,180,3325,19791,12038,692,2615,593,1903,17847,8929,433,1815,1145,739,13056,4056,121,585,1881,248,6897,1082,30,156,2019,85,3368,59520,3054,8691,5890,38011,115161
CED224,11,0,5,0,5184,5202,85,5,3,4,5979,6074,2809,66,90,6,7052,10014,5628,167,311,24,2042,8168,7257,291,634,50,1343,9578,6014,200,619,114,806,7751,4454,128,472,164,451,5668,2353,52,199,290,217,3110,884,22,61,450,90,1496,29487,933,2386,1097,23162,57065,15,0,0,3,5172,5190,146,12,4,4,5705,5875,3531,88,167,15,6529,10329,6686,219,520,49,2105,9581,7982,444,1099,97,1383,11002,5939,261,1200,301,902,8607,4038,154,983,829,587,6595,1793,46,371,1496,358,4071,456,13,126,1994,282,2877,30592,1239,4477,4790,23017,64116,25,0,5,6,10363,10388,235,15,8,6,11686,11947,6336,156,257,19,13579,20340,12312,388,833,70,4148,17749,15236,736,1727,150,2723,20576,11956,465,1815,411,1702,16356,8489,282,1453,997,1039,12264,4148,104,575,1785,569,7178,1345,33,181,2443,371,4377,60078,2173,6863,5885,46177,121182
CED225,13,0,6,0,6027,6043,103,8,7,3,4899,5018,3584,144,106,3,5061,8894,7918,324,522,14,2361,11137,8367,509,1164,64,1626,11731,6491,339,1184,144,746,8901,4243,189,635,234,255,5553,1841,60,210,332,78,2519,435,18,29,301,19,810,32981,1591,3855,1094,21079,60605,9,0,0,0,5508,5528,231,10,7,0,4550,4805,4822,199,195,9,4265,9485,8594,506,837,57,2189,12190,8202,627,1734,191,1324,12073,6053,401,1647,444,572,9122,3682,179,988,829,171,5856,1255,62,305,1073,70,2765,218,7,71,931,39,1272,33075,1995,5792,3544,18695,63100,24,3,5,0,11538,11570,337,19,10,3,9458,9819,8406,337,300,9,9321,18379,16506,835,1361,72,4553,23326,16566,1137,2896,255,2950,23807,12543,738,2826,592,1324,18023,7928,370,1625,1062,430,11413,3095,127,517,1404,143,5285,655,23,100,1235,67,2077,66057,3585,9645,4642,39775,123705
CED226,28,5,3,0,6900,6931,326,15,10,4,7152,7506,11024,320,269,25,9343,20978,14628,664,878,22,3798,19997,9375,738,1436,101,2040,13687,6802,463,1245,170,864,9544,4184,232,681,264,260,5628,1630,62,163,304,77,2236,316,5,27,213,13,573,48316,2504,4718,1102,30451,87089,34,3,4,0,6532,6573,862,36,15,3,6061,6988,14358,569,447,30,7321,22730,13083,967,1267,111,3292,18720,8679,911,2058,293,1688,13632,6389,521,1799,778,593,10077,3410,239,936,1176,172,5933,1086,51,254,1210,54,2655,159,7,35,818,21,1034,48068,3298,6815,4420,25734,88340,62,5,7,0,13429,13511,1195,53,24,6,13212,14491,25379,890,717,57,16666,43711,27713,1629,2148,134,7090,38714,18058,1645,3494,390,3729,27320,13189,980,3045,945,1458,19623,7596,468,1622,1441,430,11563,2719,118,411,1514,129,4894,470,10,63,1023,34,1608,96386,5804,11537,5523,56185,175430
CED227,10,0,4,3,4391,4403,125,7,4,3,3587,3723,2587,136,107,3,4675,7510,4176,342,410,21,2214,7163,5479,514,1103,67,1912,9081,6436,495,1487,194,1307,9912,5460,321,1097,404,625,7911,3044,109,318,622,274,4368,930,18,63,549,106,1661,28248,1935,4597,1866,19089,55735,9,0,0,3,4076,4098,270,20,5,3,3269,3561,3206,255,143,16,4017,7630,4596,439,619,78,1944,7672,5878,584,1402,208,1366,9444,6413,461,1589,606,680,9756,4922,242,1010,1396,266,7842,2288,68,328,2340,149,5171,515,8,64,2109,109,2810,28092,2080,5163,6754,15882,57973,21,4,3,3,8469,8501,390,28,7,3,6851,7289,5792,391,248,15,8695,15144,8768,778,1027,98,4158,14831,11357,1096,2509,279,3278,18522,12854,954,3077,798,1986,19671,10383,561,2110,1804,896,15751,5332,175,645,2955,430,9536,1446,28,122,2656,211,4469,56339,4013,9763,8618,34972,113709
CED228,22,3,3,3,4820,4852,309,10,11,6,6469,6803,5083,212,253,15,8332,13890,6824,420,642,27,3128,11037,6752,549,1195,63,2102,10662,5836,477,1204,148,1082,8743,4664,257,640,268,532,6363,2885,106,199,473,199,3855,830,32,42,484,55,1444,33214,2064,4183,1475,26708,67645,34,0,0,3,4683,4726,589,40,24,6,5420,6090,6126,371,404,27,6813,13738,7010,565,1070,83,2824,11550,6564,637,1734,233,1762,10931,5812,504,1638,626,1022,9598,4268,255,908,1277,375,7082,2105,86,336,2232,158,4914,452,17,75,1780,75,2396,32962,2475,6190,6272,23122,71030,60,3,9,3,9505,9577,902,59,35,18,11885,12891,11211,580,652,44,15141,27629,13834,986,1712,108,5949,22591,13320,1185,2927,293,3869,21595,11643,980,2844,769,2102,18337,8938,516,1545,1542,905,13440,4990,187,531,2707,351,8770,1282,50,121,2263,127,3842,66180,4541,10373,7750,49835,138675
CED229,9,3,3,0,7023,7046,180,3,4,0,6235,6426,7031,269,234,18,7534,15076,10811,547,805,16,3309,15484,9308,788,1475,87,1970,13625,7404,566,1429,204,890,10499,5324,301,821,316,298,7053,2058,80,225,380,83,2816,445,12,36,294,48,829,42574,2559,5026,1316,27392,78868,28,4,0,0,6574,6600,471,18,15,3,5705,6214,9046,456,330,26,6611,16468,10822,856,1177,73,3217,16139,9173,979,2302,292,1630,14383,7144,588,1977,610,678,10993,4546,244,1080,1254,211,7338,1364,59,270,1321,74,3085,235,13,61,991,26,1327,42816,3215,7214,4577,24724,82548,38,7,5,0,13595,13648,652,26,23,3,11940,12647,16074,720,564,47,14139,31546,21630,1397,1985,90,6529,31630,18476,1766,3771,377,3605,28001,14548,1156,3407,817,1574,21491,9874,544,1899,1564,509,14390,3417,137,497,1701,153,5905,680,24,99,1284,72,2156,85385,5775,12238,5893,52122,161415
CED230,4,0,3,0,5178,5185,152,10,4,0,4316,4481,3823,203,153,12,5559,9757,5783,408,592,28,2744,9557,6281,609,1418,71,2051,10423,6598,514,1634,241,1201,10190,6429,366,1110,366,481,8750,3192,94,383,600,181,4447,814,25,50,463,55,1414,33079,2227,5355,1777,21763,64206,13,0,3,0,4800,4817,302,33,5,9,4249,4596,4942,353,235,16,5189,10734,6060,636,887,79,2591,10256,6462,729,1991,233,1691,11101,6752,530,2246,645,855,11027,5912,299,1519,1381,309,9428,2259,72,417,2096,128,4972,420,19,100,1853,65,2450,33114,2668,7406,6309,19869,69372,10,0,3,0,9981,9998,458,42,5,9,8562,9076,8767,550,395,27,10748,20488,11842,1045,1486,111,5334,19819,12742,1338,3403,299,3739,21524,13346,1043,3881,892,2058,21214,12344,669,2631,1749,795,18180,5444,173,806,2698,305,9420,1234,43,153,2314,123,3861,66195,4900,12762,8085,41640,133583
CED231,37,5,6,3,5608,5654,271,13,20,11,15269,15586,6688,236,369,21,24407,31717,6174,399,823,33,7019,14452,4283,483,1175,32,3384,9355,3501,354,1387,109,1691,7040,2596,205,785,184,821,4596,1183,87,278,227,320,2090,408,14,65,246,119,852,25132,1794,4907,868,58635,91339,31,9,7,4,7063,7116,505,41,26,13,18209,18804,7759,429,632,27,23789,32636,5858,453,1186,85,6000,13580,4311,497,1612,188,2695,9309,3395,345,1721,452,1594,7504,2162,184,1163,746,664,4921,866,67,353,1167,264,2713,175,12,74,947,176,1383,25054,2049,6771,3632,60462,97962,68,17,11,12,12667,12773,778,59,50,28,33477,34386,14444,663,1002,48,48197,64351,12034,852,2010,116,13017,28030,8593,975,2790,224,6088,18666,6897,698,3103,555,3281,14544,4753,386,1950,935,1492,9518,2050,157,629,1387,582,4799,581,25,140,1193,294,2233,50183,3840,11677,4502,119098,189301
CED232,11,0,0,4,2789,2808,173,9,9,3,5755,5949,4840,157,280,14,14874,20170,5986,336,791,27,6017,13157,4550,399,1216,56,3421,9641,4097,370,1407,114,1804,7781,3305,237,984,196,851,5575,1527,64,313,207,311,2424,568,16,71,357,132,1140,25058,1592,5065,977,35946,68642,15,0,0,4,3034,3058,327,15,13,10,6619,6986,5978,240,457,19,14800,21498,5725,358,1117,57,5762,13025,4678,445,1677,125,2983,9900,4047,309,1772,350,1538,8023,2856,168,1258,747,590,5621,1084,69,408,1141,174,2877,270,6,128,1331,93,1829,24994,1620,6833,3782,35595,72820,30,0,7,11,5823,5865,502,28,20,11,12373,12933,10819,399,741,37,29671,41667,11717,699,1906,86,11780,26182,9228,844,2891,176,6405,19543,8146,680,3178,467,3345,15806,6164,401,2242,937,1445,11193,2617,134,714,1349,489,5306,838,18,201,1685,228,2973,50054,3211,11901,4759,71544,141464
CED233,8,4,0,3,4836,4848,54,0,4,3,4509,4575,2634,58,73,5,4673,7447,5758,188,271,12,1602,7832,7348,297,688,46,1164,9547,6730,214,721,109,469,8241,5470,118,423,245,191,6444,3691,82,187,451,63,4479,987,24,42,469,28,1548,32685,994,2414,1327,17536,54966,12,0,3,4,4355,4369,112,5,3,0,4017,4141,3472,134,123,5,3839,7575,6587,293,493,37,1402,8812,7931,415,1232,130,969,10679,6851,263,1177,423,438,9154,5359,170,742,1073,205,7543,2613,61,293,1946,102,5014,509,5,97,1797,67,2473,33433,1349,4149,5415,15408,59760,20,4,3,9,9194,9223,174,14,6,3,8527,8724,6107,193,199,6,8518,15025,12342,487,765,49,3006,16642,15277,710,1924,180,2136,20220,13580,481,1896,531,912,17404,10823,289,1160,1316,399,13982,6307,142,483,2395,167,9488,1492,29,140,2259,93,4018,66126,2343,6571,6741,32945,114724
