CED_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
CED101,632,174,165,6,3,983,188,44,38,0,0,266,167,32,43,3,0,246,228,69,75,4,0,376,317,98,121,5,0,541,908,299,345,0,3,1553,971,360,524,3,0,1855,1942,703,759,11,7,3417,1450,537,313,4,4,2317,1883,599,198,3,9,2685,1492,286,88,0,3,1864,518,126,72,3,0,721,10683,3332,2741,30,33,16821
CED102,529,114,308,3,0,959,152,43,84,0,0,277,124,28,52,0,0,197,209,41,138,0,0,384,235,60,189,0,3,488,737,187,633,6,3,1557,736,202,889,6,3,1840,1495,377,1583,7,10,3467,1099,295,846,6,0,2249,1701,373,526,5,5,2606,1423,243,257,0,3,1926,535,100,188,3,3,831,8971,2067,5694,36,29,16790
CED103,850,174,224,0,6,1261,190,50,48,0,0,288,175,47,48,0,0,271,205,70,74,3,0,349,326,100,128,0,3,555,871,216,395,3,3,1489,717,235,572,3,4,1530,1586,544,1005,3,3,3138,1094,435,596,3,3,2137,1983,478,447,0,4,2920,2453,322,172,0,10,2950,571,119,108,0,3,796,11029,2780,3805,14,42,17675
CED104,1060,64,16,0,3,1140,288,16,10,0,0,317,238,11,3,0,0,260,344,28,10,0,0,375,444,32,18,0,4,493,1306,101,48,0,0,1460,1362,128,52,3,3,1543,2703,250,94,3,12,3067,2238,231,61,4,3,2531,3492,231,34,7,3,3771,3250,114,14,3,4,3386,762,43,9,0,3,812,17486,1251,369,23,33,19157
CED105,578,114,132,3,0,816,165,40,53,0,0,257,149,36,37,0,0,221,254,43,89,4,0,392,338,73,122,3,0,543,1029,267,507,14,3,1823,1125,331,629,6,0,2090,2066,619,591,10,9,3292,1259,331,169,8,11,1774,1297,291,85,3,5,1677,586,103,66,0,6,768,543,86,81,3,0,716,9386,2339,2557,60,36,14375
CED106,1043,32,207,0,0,1284,162,18,42,0,0,224,160,8,33,0,0,208,188,20,81,0,0,285,229,7,123,0,0,369,734,44,385,0,0,1167,735,51,480,0,0,1269,1534,95,1023,0,0,2656,1098,82,700,0,0,1881,2400,103,639,0,0,3151,5127,112,344,3,4,5588,704,26,127,0,0,852,14125,593,4195,4,17,18927
CED107,739,19,3,17,6,789,432,15,3,5,0,458,412,9,3,10,5,433,843,31,9,22,7,912,1229,36,13,20,9,1306,3295,80,32,56,21,3481,3433,75,15,50,18,3589,3602,40,5,31,20,3703,1516,9,3,7,6,1545,993,0,3,7,10,1019,554,3,0,3,7,566,765,13,6,10,9,799,17816,331,99,239,93,18586
CED108,641,57,13,0,0,712,251,23,9,0,0,275,223,22,0,0,0,244,406,41,9,0,0,461,590,57,14,0,5,663,1954,209,57,4,3,2223,2715,432,58,8,4,3211,4391,663,38,6,8,5102,2387,275,3,0,12,2684,1742,121,8,6,7,1876,643,61,4,0,5,718,728,75,10,3,0,813,16664,2027,222,35,34,18987
CED109,600,99,137,0,0,834,156,25,48,0,0,237,112,24,37,0,0,178,156,51,86,0,0,293,276,70,109,3,0,461,762,189,370,5,3,1331,740,244,547,0,4,1538,1494,430,824,3,3,2746,1235,367,480,3,8,2092,2166,491,335,3,12,2998,2761,285,163,6,4,3216,613,106,123,0,0,837,11073,2383,3252,23,35,16766
CED110,768,58,31,6,5,868,447,47,28,0,0,525,389,37,18,5,5,453,680,50,57,3,6,793,1025,75,65,4,9,1175,2562,210,142,10,15,2948,2837,200,114,3,12,3169,3034,142,63,5,21,3260,1044,42,13,6,9,1101,657,27,11,0,4,703,346,19,11,3,9,383,646,46,20,0,0,713,14429,938,574,46,99,16097
CED111,597,67,75,3,4,738,265,24,42,0,0,334,193,29,26,3,0,244,375,55,61,0,3,489,465,77,107,0,4,649,1400,206,276,3,0,1888,1728,272,340,8,8,2354,3221,349,385,8,17,3979,2004,164,139,3,5,2313,1957,109,119,0,5,2188,961,47,53,3,3,1074,513,46,53,0,3,614,13662,1439,1679,34,49,16859
CED112,721,45,28,3,3,801,319,42,10,4,0,380,260,30,12,0,0,301,516,62,18,0,4,594,791,78,28,6,3,907,2470,192,74,0,0,2738,3527,231,71,16,3,3844,4798,167,32,16,9,5021,1937,39,14,3,3,1990,1231,30,7,0,0,1275,620,13,7,4,0,644,709,32,21,7,0,772,17894,961,320,66,30,19269
CED113,822,46,11,6,12,898,407,35,14,0,3,463,345,25,20,3,8,403,735,49,34,7,6,834,1049,63,56,6,8,1192,2555,137,183,17,18,2903,2553,242,88,16,15,2913,3226,275,54,11,20,3594,1795,66,18,3,11,1884,1791,56,23,7,3,1877,962,24,5,3,7,1007,762,30,19,9,12,826,16994,1045,530,90,132,18792
CED114,1081,21,8,6,6,1112,565,29,8,6,0,605,547,23,7,4,0,583,1208,55,17,0,0,1285,1689,75,21,3,12,1800,3938,110,34,4,15,4108,3235,53,17,11,10,3324,2563,19,6,9,15,2611,754,15,0,5,4,782,524,6,3,5,3,539,362,5,0,7,6,383,917,17,7,3,3,948,17378,428,131,56,74,18076
CED115,645,74,100,4,0,827,224,46,46,0,0,315,173,31,42,3,0,252,309,38,93,3,4,441,423,75,154,3,0,653,1201,214,468,3,5,1895,1339,286,463,10,3,2102,2284,352,308,19,4,2968,1185,142,83,3,4,1414,1129,83,35,5,0,1256,549,50,29,3,0,626,552,76,67,5,0,695,10011,1474,1884,64,21,13455
CED116,932,35,20,6,6,997,432,16,10,0,0,455,379,11,7,7,3,411,672,19,19,0,0,711,936,27,13,3,3,985,2522,94,47,14,20,2694,2670,106,34,6,9,2828,2888,92,16,3,10,3014,1186,40,6,0,7,1239,878,18,0,3,0,897,474,13,3,3,7,503,710,22,9,3,4,743,14674,497,179,55,79,15484
CED117,254,353,185,12,0,810,62,89,46,0,0,195,59,73,50,0,0,185,80,140,93,0,0,311,116,165,118,5,0,400,300,469,416,6,3,1195,309,485,553,9,4,1360,550,915,996,23,4,2485,469,819,637,12,11,1946,855,1577,611,23,6,3070,1275,2234,299,18,17,3843,205,267,97,9,0,570,4534,7579,4091,119,48,16378
CED118,672,208,27,0,0,908,229,68,7,0,0,306,183,54,5,0,0,242,306,90,14,0,0,409,428,136,17,0,0,583,1368,458,119,3,7,1946,1848,680,206,3,6,2746,4008,1377,213,10,14,5621,3121,1016,79,9,12,4230,3321,828,26,3,7,4195,1328,318,26,0,3,1678,669,195,25,0,3,887,17473,5432,772,24,53,23750
CED119,759,74,47,0,0,880,253,26,14,0,0,294,213,19,25,0,0,256,332,40,37,0,0,409,446,64,59,0,0,566,1391,157,161,3,0,1716,1589,237,248,3,0,2081,3263,505,427,10,3,4210,2713,376,217,7,5,3315,3801,335,121,3,13,4274,2056,118,42,3,7,2234,719,68,37,0,3,825,17530,2025,1438,30,27,21055
CED120,743,10,0,4,3,766,351,17,3,0,0,372,327,7,3,0,0,336,567,17,4,4,0,588,878,17,5,6,3,909,2397,75,11,10,7,2490,3207,87,5,10,3,3314,5160,120,13,8,16,5316,3154,37,3,4,5,3208,2480,12,3,7,8,2508,1192,0,0,0,7,1202,952,11,0,3,5,977,21398,419,59,62,47,21986
CED121,780,17,7,0,9,808,425,8,0,0,0,433,362,9,0,0,0,371,663,14,5,3,0,680,983,21,4,0,3,1015,3175,100,19,3,3,3293,3947,88,13,5,15,4071,4673,52,13,3,15,4752,1902,15,4,3,0,1918,1230,3,0,0,3,1244,551,5,0,0,4,557,822,8,0,0,3,840,19498,332,66,22,57,19980
CED122,359,155,326,3,3,846,89,35,69,3,0,199,73,34,75,3,0,177,99,51,104,0,0,255,148,92,174,3,0,414,394,204,522,4,0,1126,339,202,686,7,0,1233,701,391,1244,6,7,2349,548,365,953,5,4,1873,980,726,1031,6,9,2756,1761,825,581,10,14,3195,369,146,223,6,0,746,5860,3218,5981,67,47,15175
CED123,649,52,14,0,3,722,282,26,6,0,0,307,249,23,10,0,0,279,435,57,25,0,0,520,609,88,51,0,0,745,1930,274,142,0,7,2358,2883,444,112,9,0,3444,5206,521,78,0,15,5815,3124,145,23,3,0,3297,2145,70,8,3,9,2241,881,27,0,0,4,918,816,65,13,0,0,893,19207,1793,482,17,43,21539
CED124,794,45,17,8,3,864,458,23,13,3,3,495,422,15,7,8,0,447,800,27,19,6,7,865,1059,46,15,17,11,1141,2767,83,48,24,7,2928,2701,60,20,7,10,2797,2796,31,13,8,16,2860,1095,8,10,3,3,1116,875,3,4,0,0,885,411,0,3,0,4,420,693,11,8,8,5,722,14863,351,176,90,72,15555
CED125,690,43,15,0,3,751,293,23,5,0,0,318,242,25,14,0,0,277,434,51,11,3,0,497,710,66,7,0,0,784,2221,278,52,0,0,2549,3144,346,83,3,4,3581,5249,331,91,10,3,5677,2855,100,23,3,0,2982,2096,50,10,0,5,2169,853,28,12,0,3,890,811,53,7,0,0,870,19595,1399,320,23,27,21364
CED126,693,54,130,0,0,883,188,15,40,0,0,239,160,21,52,0,0,230,199,24,69,0,0,292,304,17,89,0,0,407,886,79,289,0,3,1264,913,84,405,12,3,1424,1766,136,777,8,3,2699,1595,152,564,3,3,2318,2950,225,518,5,7,3701,4000,186,221,3,7,4408,721,36,113,0,3,876,14375,1028,3267,35,31,18741
CED127,853,22,4,3,10,880,373,15,3,0,0,388,337,5,3,0,0,343,571,23,7,3,0,603,765,24,12,0,0,805,2234,86,18,3,4,2348,2967,136,17,3,7,3136,4808,135,17,4,8,4971,2550,36,4,0,13,2606,2093,19,3,0,4,2118,1135,11,3,3,9,1155,782,21,7,3,3,819,19475,531,89,32,58,20184
CED128,620,86,54,3,0,765,248,31,18,0,0,300,202,18,21,0,0,242,320,37,36,0,0,396,463,56,64,5,0,586,1476,205,223,9,3,1921,1853,319,301,7,6,2484,3430,542,261,9,6,4253,2044,274,88,3,7,2421,1790,179,45,9,3,2025,835,78,29,6,0,946,704,68,38,3,0,817,13998,1890,1186,58,29,17163
CED129,888,117,23,0,0,1035,252,21,9,0,0,282,211,26,7,0,0,242,327,44,8,0,0,380,445,67,11,0,0,520,1388,193,56,0,0,1632,1496,242,106,0,0,1853,3165,546,200,0,5,3927,2638,443,131,0,3,3211,4003,477,89,0,3,4577,3003,217,38,0,7,3267,825,79,32,0,0,940,18637,2474,716,3,23,21855
CED130,893,9,3,9,11,922,502,10,0,9,0,520,510,10,5,0,3,528,1009,13,9,5,3,1044,1354,24,12,15,16,1410,3353,47,14,21,20,3462,2936,36,3,12,12,2999,2552,12,8,10,24,2607,902,3,0,7,3,913,650,3,0,3,5,660,389,3,0,3,8,403,744,6,3,4,4,763,15800,171,56,97,98,16223
CED131,743,85,43,0,0,878,329,38,14,0,0,383,309,25,19,0,0,360,530,42,32,0,0,610,729,85,35,0,0,854,2118,255,125,5,3,2505,2846,305,180,4,6,3343,4002,336,175,3,6,4525,1909,132,67,0,4,2110,1343,110,53,0,0,1510,794,82,55,0,0,932,584,43,36,0,0,665,16233,1544,837,19,30,18669
CED132,629,131,372,0,3,1136,94,22,87,0,0,200,83,27,79,0,0,194,91,35,115,0,0,239,135,52,180,0,0,368,399,137,570,3,3,1117,333,125,724,0,3,1184,736,288,1363,3,3,2391,513,214,1054,0,3,1780,1096,413,1293,0,3,2802,3293,662,875,3,14,4835,409,92,220,0,4,725,7819,2201,6921,6,26,16973
CED133,951,34,18,11,3,1024,602,18,17,8,0,650,558,18,8,4,0,590,1003,38,18,18,4,1084,1342,32,12,14,5,1406,3503,133,50,30,13,3728,3258,78,19,25,16,3404,2785,40,12,23,18,2875,1005,12,7,15,3,1034,616,11,8,3,0,638,338,7,3,7,3,364,744,16,6,11,0,775,16704,439,170,181,74,17566
CED134,1061,18,5,6,16,1110,588,9,9,5,9,610,590,9,6,5,6,612,1133,16,6,14,7,1181,1496,20,16,4,8,1537,3190,43,15,7,29,3291,2507,32,18,8,12,2574,2003,11,3,11,11,2042,668,15,0,3,3,689,500,0,0,3,4,509,375,0,3,5,6,386,849,9,8,10,10,889,14955,187,95,76,114,15433
CED135,541,150,214,0,4,908,139,46,60,3,0,246,131,36,58,0,0,231,195,53,124,0,0,374,252,86,177,3,0,516,774,312,651,5,8,1757,895,440,981,6,5,2333,1668,846,1380,14,10,3915,1113,507,549,9,5,2181,1366,449,303,7,12,2137,916,196,148,3,5,1259,431,115,137,0,3,685,8415,3234,4784,57,51,16543
CED136,696,44,6,3,3,758,382,29,10,3,0,421,332,33,4,0,0,371,645,28,5,5,6,692,953,75,7,0,0,1046,3086,194,24,5,9,3330,3836,174,16,9,0,4039,4339,112,14,10,11,4488,1649,30,3,3,3,1691,1017,18,3,3,3,1051,461,11,6,7,0,482,707,31,3,3,5,756,18112,794,108,55,48,19112
CED137,558,103,430,8,3,1100,111,27,78,0,0,222,94,24,94,0,0,208,127,21,146,0,0,296,215,67,222,0,0,499,561,134,726,14,4,1438,465,152,895,10,10,1536,910,302,2051,12,17,3299,616,239,1257,24,3,2136,1128,400,1232,15,6,2779,2166,356,659,9,13,3198,410,65,248,0,0,731,7356,1897,8046,98,53,17445
CED138,761,108,42,3,8,929,362,69,30,0,7,466,257,46,21,7,3,327,481,90,35,18,3,635,684,126,44,7,3,871,1811,330,151,16,11,2315,2052,424,117,12,13,2616,3095,326,86,13,15,3532,1574,134,33,0,12,1756,1143,78,21,7,8,1250,618,30,7,8,7,668,673,81,29,0,4,790,13513,1842,621,77,88,16153
CED139,965,15,5,9,7,1006,558,10,8,7,7,586,549,4,3,3,3,567,1096,7,28,3,7,1144,1631,16,23,6,3,1676,3801,45,45,18,14,3923,3146,28,19,11,10,3217,2445,7,10,14,7,2489,823,3,3,3,4,834,571,3,7,3,0,583,361,3,0,5,9,377,851,15,6,5,12,886,16807,157,162,78,82,17285
CED140,764,71,45,6,3,891,309,27,22,0,0,366,249,55,26,4,0,332,481,44,28,0,0,555,637,54,45,3,3,741,1834,191,136,4,0,2172,2581,227,165,6,8,2993,3967,217,145,3,0,4335,2116,57,70,0,3,2241,1626,54,46,0,4,1737,840,16,12,3,0,872,622,36,25,3,0,695,16019,1065,769,39,28,17921
CED141,795,49,16,0,0,864,390,27,8,3,0,425,338,21,4,0,0,362,619,42,11,0,0,669,867,23,10,3,0,904,2536,129,55,6,0,2725,3416,142,55,5,5,3621,4518,141,42,6,6,4710,1851,47,20,0,0,1920,1303,17,10,0,3,1335,612,6,0,5,0,621,701,20,8,0,0,735,17957,665,228,36,16,18896
CED142,39,265,600,4,0,903,5,53,127,0,0,184,8,45,99,0,0,153,11,69,165,0,0,248,5,87,263,0,0,365,36,262,884,0,0,1183,39,301,1190,4,3,1540,74,574,2341,5,15,3007,36,489,1687,3,0,2214,66,975,1952,11,7,3009,145,1337,1509,8,15,3009,28,180,310,3,4,528,489,4632,11122,45,51,16336
CED143,572,106,275,0,5,958,113,27,73,0,0,215,106,22,66,0,0,187,129,15,96,0,0,251,140,31,144,0,0,326,512,99,465,0,0,1074,472,96,556,0,0,1121,912,166,1134,3,3,2227,683,120,809,3,0,1610,1559,302,1073,7,4,2938,3646,575,767,4,16,5004,535,75,190,0,4,801,9373,1629,5657,17,36,16712
CED144,542,185,168,0,5,907,148,54,70,0,0,269,135,43,55,0,0,231,192,70,105,0,0,367,289,96,179,0,0,571,774,301,587,4,6,1664,890,413,693,10,7,2012,1606,695,787,11,7,3101,1099,472,261,3,9,1840,1408,490,185,7,3,2097,991,270,88,5,4,1365,543,154,118,3,3,822,8612,3242,3301,37,45,15242
CED145,332,237,365,8,3,935,24,46,77,3,3,152,33,29,61,0,0,119,28,50,102,0,0,182,38,69,135,0,0,245,140,191,445,8,7,793,104,152,505,7,3,769,230,385,984,8,8,1609,146,248,726,9,3,1127,319,591,1140,13,7,2066,1705,1848,1098,20,22,4692,268,202,261,3,7,734,3360,4036,5898,78,59,13427
CED146,751,60,0,0,0,818,266,26,0,0,0,290,237,29,0,0,0,270,355,47,0,0,0,399,593,76,0,0,0,676,1896,273,5,0,0,2175,2395,450,3,0,6,2856,4508,606,6,4,12,5130,2940,232,3,3,8,3182,2499,105,4,0,4,2614,1093,39,4,0,3,1146,900,84,0,0,7,989,18436,2026,32,6,47,20549
CED147,735,40,6,0,3,783,385,26,3,0,0,413,281,15,3,3,0,302,546,72,8,3,0,630,793,50,14,0,3,859,2263,165,37,3,3,2467,3180,201,47,7,5,3435,4489,235,36,5,12,4784,2006,74,3,0,3,2090,1404,37,7,3,3,1450,712,16,3,0,7,742,665,42,8,3,3,719,17451,975,176,32,49,18679
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,955,83,11,0,0,1051,402,29,6,0,0,440,367,33,9,0,0,408,623,59,3,3,0,689,860,93,7,3,0,963,2553,240,48,3,3,2845,2738,362,64,3,4,3180,4191,425,48,16,3,4680,2085,165,10,4,0,2270,1561,81,6,3,0,1659,728,50,5,3,0,780,809,60,13,4,0,887,17878,1681,224,51,19,19851
CED202,833,38,10,11,3,896,585,38,3,6,3,629,540,33,5,10,0,585,1017,69,9,20,3,1119,1612,104,3,9,12,1741,4410,280,24,33,26,4774,4111,191,14,18,13,4351,3358,125,7,29,16,3532,1104,49,0,3,0,1154,712,23,0,10,0,750,376,11,0,3,0,390,855,26,0,7,8,905,19513,988,88,158,79,20822
CED203,656,203,44,5,0,910,260,76,26,0,0,355,209,61,24,0,0,290,309,133,41,3,0,488,446,162,75,0,0,678,1287,538,287,6,6,2135,1319,711,345,3,3,2386,2168,936,360,15,6,3492,1207,509,127,10,6,1855,1388,464,103,7,6,1966,1010,320,47,3,4,1378,538,143,56,4,3,749,10804,4251,1534,59,41,16686
CED204,1013,19,4,8,10,1058,657,12,5,3,8,683,586,10,3,3,0,609,1099,26,9,0,0,1135,1520,34,3,6,6,1582,4346,95,26,6,18,4489,4130,53,10,4,15,4210,3278,38,6,7,13,3349,1051,3,0,0,7,1064,754,9,0,3,4,770,429,7,0,4,3,441,881,9,0,4,3,895,19747,322,77,51,90,20283
CED205,979,119,57,3,0,1163,312,32,25,0,0,373,294,25,19,0,0,343,391,67,39,0,0,498,550,80,62,0,0,704,1589,305,216,17,3,2134,1802,368,209,12,3,2383,2422,421,177,12,5,3041,1105,196,65,0,0,1375,1251,146,46,0,3,1443,893,97,17,0,0,1007,579,73,18,5,0,675,12168,1931,963,55,17,15134
CED206,916,93,9,4,0,1022,464,40,6,4,0,515,387,28,3,0,3,423,642,74,6,0,0,722,918,127,9,4,0,1061,2981,408,46,13,5,3455,3648,503,62,10,4,4233,3942,349,28,3,3,4324,1397,71,5,7,3,1485,957,75,4,3,0,1037,556,32,5,3,0,604,984,92,5,0,0,1081,17791,1892,201,43,22,19959
CED207,995,34,0,3,3,1044,521,12,0,0,0,529,504,22,0,0,0,521,811,23,0,4,0,839,1180,27,6,3,4,1217,3461,123,14,3,5,3600,4060,190,18,3,5,4272,5575,194,10,0,13,5792,2330,48,0,3,0,2387,1428,25,0,0,4,1457,617,8,0,0,0,629,1112,23,3,3,4,1139,22592,723,49,26,45,23438
CED208,856,200,114,0,3,1172,258,52,29,0,0,337,238,55,30,0,0,320,308,89,41,0,0,437,424,116,69,0,3,611,1170,343,223,3,6,1748,1197,409,311,0,7,1922,1963,716,389,3,11,3083,1280,393,192,4,7,1873,1715,402,177,0,9,2300,1439,196,75,0,0,1709,529,89,49,0,0,672,11371,3055,1693,13,48,16179
CED209,912,39,3,0,5,955,514,16,0,0,4,534,450,24,3,0,0,486,811,46,0,4,0,861,1154,61,7,7,0,1222,3346,149,9,21,8,3535,3850,159,6,15,6,4034,4335,111,8,18,13,4489,1663,41,5,3,5,1715,1218,17,0,7,0,1248,615,15,5,4,3,633,895,28,4,8,3,936,19745,708,63,88,49,20655
CED210,885,51,11,0,0,947,493,40,11,0,4,542,445,28,3,0,3,484,905,49,19,0,0,979,1234,98,33,0,0,1368,3468,230,79,9,4,3789,3521,161,39,3,8,3730,3199,137,31,5,9,3378,1048,46,5,0,3,1109,751,27,6,0,0,790,440,16,0,3,4,465,807,47,15,3,0,872,17187,937,270,21,35,18449
CED211,1011,136,11,0,4,1163,399,78,8,0,0,482,348,52,6,0,0,407,524,64,15,0,0,604,692,110,23,0,0,826,2065,336,88,0,3,2485,2265,423,114,3,4,2801,3712,579,94,0,7,4392,2080,284,31,0,0,2399,1949,173,17,0,7,2147,955,67,12,0,4,1039,661,65,6,0,0,733,16646,2365,421,12,33,19479
CED212,911,74,48,3,0,1033,402,53,14,0,0,474,393,40,14,0,0,449,662,86,34,0,0,782,938,119,33,0,0,1080,2709,371,154,7,0,3239,3409,381,101,4,3,3901,4207,239,101,0,0,4547,1841,63,28,0,3,1940,1445,56,14,0,4,1518,779,14,4,0,0,794,915,52,20,0,0,985,18605,1554,565,20,22,20760
CED213,1000,62,3,4,4,1075,500,33,3,0,0,533,443,26,0,4,0,470,798,46,0,3,0,848,1046,62,4,3,0,1116,3061,196,8,4,3,3273,3485,176,17,0,13,3686,4328,183,11,5,5,4536,1831,46,0,3,5,1885,1357,38,0,3,3,1403,710,23,0,0,7,738,1059,40,0,0,7,1110,19606,929,55,25,51,20669
CED214,708,197,57,6,3,963,334,64,26,0,0,426,238,59,31,3,0,325,451,99,49,0,0,603,591,152,73,0,3,817,1670,531,247,4,4,2456,1806,635,309,6,11,2764,2668,1052,251,9,9,3998,1655,576,79,3,10,2321,1609,554,46,5,3,2218,1036,278,23,4,0,1340,607,171,36,0,0,820,13373,4370,1220,42,49,19050
CED215,923,13,17,5,6,965,651,18,12,3,5,682,648,12,15,6,3,682,1334,14,19,10,7,1376,1877,34,18,3,3,1931,4088,41,29,8,9,4178,3100,15,15,3,11,3147,2332,6,5,11,6,2365,724,4,0,0,3,732,492,4,0,0,3,497,302,3,0,7,0,309,780,5,5,8,9,803,17247,174,132,52,70,17668
CED216,827,210,73,3,4,1118,217,70,18,0,0,303,183,69,25,0,0,275,236,90,39,0,0,375,307,125,52,0,0,490,959,327,181,7,3,1480,860,365,220,12,11,1460,1668,641,349,19,14,2697,1105,532,165,10,4,1819,1932,653,130,11,8,2736,3011,579,91,3,21,3711,732,163,57,0,3,954,12049,3825,1396,63,71,17403
CED217,1117,91,4,0,0,1206,533,39,7,0,0,581,452,46,3,0,0,501,849,81,4,0,3,932,1296,133,4,0,0,1437,4570,430,25,3,9,5035,5663,541,37,0,10,6254,6791,487,15,3,14,7310,2390,124,3,0,9,2523,1521,104,0,3,0,1631,788,37,0,0,0,825,1295,92,4,0,0,1391,27262,2205,98,6,45,29620
CED218,645,264,202,3,6,1121,126,63,54,0,0,249,107,61,52,3,0,223,133,70,119,0,3,323,180,99,137,0,0,420,554,276,571,0,3,1406,505,314,697,11,4,1527,900,599,1032,5,4,2548,604,400,476,5,8,1496,1043,652,389,6,3,2089,2308,726,262,3,4,3306,477,165,114,0,3,766,7595,3691,4108,35,43,15471
CED219,1103,100,3,0,0,1207,547,41,0,3,0,595,440,34,0,0,0,472,879,74,8,0,0,960,1230,106,12,0,0,1347,4290,494,37,5,6,4831,6510,681,17,4,7,7224,8141,557,11,0,9,8719,2364,151,3,0,3,2525,1281,68,3,0,0,1351,703,37,3,4,0,744,1178,89,0,6,3,1269,28659,2438,103,25,27,31248
CED220,847,153,64,3,3,1073,297,63,21,0,0,389,284,48,18,0,0,352,436,89,36,0,0,560,560,130,41,0,0,738,1616,374,179,4,3,2175,1732,461,252,7,3,2454,2657,656,288,7,7,3617,1611,393,108,0,8,2118,1698,331,113,3,8,2151,881,171,50,0,3,1112,653,106,43,3,0,802,13281,2978,1217,29,30,17534
CED221,819,13,3,4,6,847,571,4,3,5,0,584,513,8,12,0,3,541,1036,28,8,3,8,1084,1532,42,19,6,10,1609,4035,85,27,13,21,4184,3420,37,6,3,14,3480,2542,12,6,11,22,2594,819,4,0,3,9,837,569,4,0,3,13,595,299,0,3,0,4,311,825,10,6,7,10,853,16984,257,100,62,113,17509
CED222,779,208,60,0,4,1053,312,94,19,0,0,424,271,63,31,0,0,364,512,145,55,0,0,709,747,210,74,0,0,1031,2158,656,238,3,6,3064,2792,847,330,0,5,3981,3665,1012,401,4,13,5095,1865,551,140,0,4,2564,1783,433,93,4,5,2313,888,196,47,0,6,1129,756,174,59,3,3,996,16537,4581,1543,23,49,22727
CED223,963,85,13,3,3,1069,350,49,13,0,0,412,318,32,11,0,0,357,467,54,22,0,0,544,664,84,17,0,0,767,1832,276,75,0,4,2190,2032,373,91,3,3,2497,3265,518,128,3,4,3921,2186,259,66,0,3,2518,2097,149,43,0,3,2288,1356,71,26,0,4,1457,745,64,12,0,3,829,16266,2011,514,16,30,18839
