CED_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
CED135,24,169,3,201,4282,429,4915,97,178,3,273,6042,582,6904,4034,337,38,4406,14434,1730,20570,7033,179,67,7276,7144,1269,15695,2791,145,30,2970,6479,745,10195,644,514,13,1165,6536,656,8361,135,659,6,797,4038,450,5289,23,195,0,219,2376,319,2914,8,12,0,18,850,159,1034,14781,2391,164,17338,52194,6347,75881,30,260,7,298,3740,314,4351,327,304,12,638,4798,436,5872,7460,533,109,8100,10750,1619,20470,7475,329,197,7999,4707,938,13647,2532,516,63,3105,6625,737,10467,404,1506,41,1955,6287,602,8838,134,1156,9,1299,3871,484,5653,32,211,0,247,2789,403,3438,5,14,0,24,1401,287,1708,18398,4827,441,23668,44960,5818,74448,55,433,10,494,8019,746,9264,421,477,15,920,10839,1019,12775,11494,867,150,12512,25177,3348,41038,14509,510,260,15278,11853,2210,29341,5320,661,95,6074,13105,1488,20671,1050,2015,51,3117,12821,1256,17198,268,1809,21,2099,7909,934,10944,51,411,3,465,5167,725,6357,17,26,0,45
CED136,25,229,7,258,4191,431,4879,318,167,6,496,3650,347,4493,3333,308,123,3767,4738,654,9159,4970,258,175,5401,3346,642,9385,2483,464,80,3020,5983,702,9704,374,1140,19,1539,7125,728,9389,67,1048,9,1115,6371,785,8274,20,195,0,209,3186,613,4013,3,10,0,11,913,211,1134,11586,3825,408,15816,39507,5110,60428,81,460,12,553,3681,372,4604,710,366,30,1103,3190,270,4570,4885,473,346,5702,3453,609,9761,5799,405,364,6573,2494,522,9590,2234,1253,114,3602,5928,636,10168,182,2645,12,2837,6576,702,10119,53,1521,9,1588,6287,871,8743,20,205,3,226,3662,735,4627,11,7,0,20,1645,387,2056,13964,7337,897,22199,36917,5120,64233,108,693,16,810,7870,805,9483,1025,534,38,1602,6840,619,9056,8226,778,470,9473,8189,1263,18921,10763,666,539,11972,5832,1167,18972,4718,1714,193,6624,11912,1338,19874,556,3788,35,4375,13707,1427,19513,117,2569,14,2706,12660,1660,17015,37,398,3,436,6854,1347,8638,11,20,0,27
CED137,11,113,4,133,3912,360,4410,47,131,3,180,7079,888,8147,2526,248,24,2791,15516,2271,20579,5757,175,55,5985,6016,1360,13363,3277,147,38,3455,6021,877,10354,722,454,15,1193,6804,623,8621,149,885,14,1044,4172,465,5687,16,303,3,325,2637,264,3220,3,21,0,31,1190,136,1351,12506,2483,150,15135,53350,7257,75739,18,204,3,220,3982,292,4490,125,207,4,331,6812,645,7792,4245,500,70,4815,13098,1673,19585,6987,326,181,7497,4662,954,13114,3350,425,96,3873,6845,738,11456,434,1434,33,1897,6950,606,9453,128,1555,18,1699,4068,423,6195,25,362,8,392,3203,342,3938,9,23,0,30,2035,226,2296,15304,5031,415,20752,51650,5907,78308,22,316,6,349,7891,653,8898,172,333,10,509,13887,1537,15934,6768,749,89,7604,28611,3948,40163,12742,499,234,13476,10683,2315,26475,6622,570,135,7325,12864,1617,21809,1149,1888,45,3090,13757,1237,18076,276,2446,26,2747,8243,891,11880,44,663,8,715,5836,606,7162,8,51,0,63
CED138,29,183,3,211,3478,528,4211,116,123,3,239,2681,317,3238,1909,236,35,2177,3984,688,6847,4339,176,126,4635,3073,763,8464,2853,334,97,3287,5608,934,9824,729,928,14,1673,8485,1128,11275,97,962,4,1062,7486,1048,9600,14,168,3,188,4159,753,5099,5,14,0,14,1665,495,2173,10092,3115,287,13488,40608,6646,60746,54,293,5,355,3173,470,4000,317,214,11,533,2250,275,3058,3111,357,164,3636,3171,616,7423,5615,346,319,6274,2515,773,9558,2911,832,163,3906,6249,944,11099,294,2297,33,2623,8706,1095,12426,54,1459,9,1526,7192,1049,9761,17,194,0,219,4762,1035,6017,4,26,0,30,2475,881,3391,12382,6023,699,19096,40496,7140,66735,80,479,6,563,6648,1001,8212,427,332,14,777,4934,594,6301,5021,594,200,5812,7156,1303,14273,9946,516,444,10904,5585,1538,18028,5770,1167,258,7198,11852,1876,20930,1027,3220,43,4290,17187,2221,23705,146,2424,16,2583,14681,2099,19363,32,368,3,403,8920,1786,11113,13,41,0,49
CED139,35,222,0,255,4203,670,5133,324,189,13,517,3776,509,4810,2764,257,77,3097,4661,939,8697,4362,214,109,4683,3107,936,8732,2352,427,72,2851,5904,958,9717,423,923,8,1355,7707,1016,10080,83,768,9,852,6459,982,8292,12,144,0,160,3566,712,4446,6,7,0,12,1241,280,1535,10362,3154,287,13797,40637,7010,61443,102,473,4,579,3743,560,4886,629,369,40,1040,3327,341,4707,4252,465,261,4981,3329,595,8904,5234,350,274,5855,2373,607,8835,2171,1046,94,3313,5907,754,9977,201,2102,22,2336,6899,838,10065,70,1254,4,1328,5995,923,8245,12,213,0,227,4200,907,5333,8,25,0,40,2161,504,2703,12688,6294,702,19693,37933,6027,63652,138,692,11,835,7950,1230,10014,950,559,45,1555,7105,849,9515,7015,715,340,8070,7991,1537,17599,9595,568,376,10544,5476,1545,17561,4521,1470,168,6166,11814,1717,19692,629,3029,38,3693,14611,1850,20150,148,2026,13,2183,12451,1910,16545,31,364,0,392,7770,1617,9775,15,37,3,52
CED140,21,175,0,206,3674,361,4235,113,119,4,233,3417,251,3908,2046,257,58,2365,4564,485,7410,4610,176,160,4948,3011,540,8498,2824,316,96,3235,5569,579,9390,535,912,6,1455,7045,602,9097,99,1134,3,1239,5979,635,7858,14,224,0,245,3512,477,4226,3,14,0,14,1480,292,1786,10271,3330,334,13933,38244,4220,56400,28,343,0,370,3459,319,4141,277,273,15,569,2788,236,3591,3190,384,186,3759,3433,411,7600,5679,306,338,6333,2156,473,8962,2782,776,155,3708,5919,546,10172,235,2323,25,2582,6934,565,10077,55,1835,10,1893,6100,697,8694,20,289,0,305,4312,782,5400,10,8,0,18,2302,640,2960,12267,6534,739,19531,37407,4659,61599,44,515,7,569,7128,678,8376,388,396,21,806,6206,488,7499,5233,633,248,6116,7991,895,15008,10292,486,503,11278,5171,1011,17459,5606,1088,250,6945,11492,1124,19553,769,3236,32,4039,13980,1163,19177,152,2973,12,3139,12083,1326,16549,28,513,0,544,7818,1254,9626,10,19,0,37
CED141,26,240,0,266,4067,290,4625,178,149,4,334,3598,208,4141,2522,237,68,2828,4388,362,7581,4654,198,165,5023,2793,408,8222,2684,413,61,3156,5783,488,9430,451,1265,24,1740,6924,507,9165,74,1332,7,1405,5828,587,7818,18,269,0,289,3716,492,4500,3,10,0,12,1178,269,1463,10619,4108,336,15067,38264,3607,56937,30,377,9,418,3611,226,4255,456,293,27,774,2900,189,3869,3703,452,221,4382,3216,360,7956,5707,323,344,6367,2049,352,8773,2574,1049,107,3737,5815,443,9997,204,2791,19,3011,6376,500,9887,49,1976,5,2037,6154,666,8857,12,355,3,370,4221,726,5316,9,20,0,22,1861,490,2373,12747,7635,742,21128,36200,3950,61273,61,616,7,684,7678,519,8882,637,442,36,1111,6494,399,8006,6227,688,292,7207,7602,718,15533,10359,517,513,11396,4842,761,17000,5261,1458,175,6894,11600,930,19421,661,4055,38,4753,13295,1004,19055,123,3307,10,3445,11979,1253,16678,28,632,5,666,7937,1215,9814,12,30,0,40
CED142,14,74,0,86,3106,558,3752,34,136,0,176,10930,1991,13100,1479,426,21,1925,27544,4786,34256,3396,292,71,3759,12049,2409,18214,1751,183,36,1969,8086,1672,11727,420,257,12,693,6175,1175,8038,78,432,3,513,3733,765,5012,17,115,0,131,1612,387,2128,3,16,0,17,459,126,599,7196,1926,143,9264,73701,13863,96831,18,117,0,138,3876,546,4554,85,259,10,347,13016,1814,15181,2308,762,52,3121,25136,3908,32168,3853,424,145,4425,8131,1582,14139,1630,310,78,2023,5687,1035,8744,215,750,9,979,5236,886,7099,64,776,3,841,3135,628,4599,14,158,0,170,1735,391,2301,5,6,0,12,650,194,856,8187,3571,295,12056,66608,10980,89643,28,191,0,221,6986,1103,8310,119,398,9,523,23947,3808,28283,3790,1183,73,5042,52682,8695,66424,7250,720,214,8186,20177,3985,32353,3383,490,112,3992,13776,2705,20469,636,1008,20,1669,11412,2064,15144,141,1204,6,1356,6874,1392,9616,29,271,0,300,3348,781,4433,8,21,0,30
CED143,11,150,5,168,3361,287,3815,32,96,0,130,3102,280,3509,1351,211,10,1573,7586,824,9983,5757,201,101,6059,4879,797,11731,4435,174,110,4719,4964,654,10334,854,409,16,1273,5736,512,7526,120,1041,3,1161,4066,424,5660,16,341,0,362,2227,305,2890,3,19,0,21,1061,220,1299,12573,2656,236,15465,36987,4296,56742,6,234,0,244,3212,245,3696,44,180,9,228,2998,249,3476,2215,498,66,2785,7762,841,11385,7246,395,325,7965,3781,765,12514,4608,356,191,5146,5349,622,11111,340,1209,12,1560,5963,537,8058,68,1980,9,2054,3928,473,6449,15,433,3,453,2794,401,3649,3,33,0,38,1725,476,2238,14540,5316,612,20465,37511,4602,62578,23,383,4,408,6577,533,7518,70,279,9,357,6102,530,6981,3568,713,75,4353,15342,1668,21365,12996,602,426,14019,8659,1560,24241,9044,532,294,9867,10307,1276,21450,1193,1623,23,2838,11702,1048,15582,185,3022,14,3221,7996,893,12107,33,775,3,815,5023,706,6545,3,54,0,58
CED144,22,155,4,190,4942,495,5622,91,176,4,273,6006,472,6744,2734,256,25,3015,10861,1205,15081,5358,167,62,5587,5690,854,12130,3111,169,41,3318,6644,792,10752,728,395,24,1147,6919,571,8639,132,617,6,754,4559,450,5765,31,236,3,264,2826,320,3415,4,20,0,27,1143,144,1317,12217,2190,164,14566,49586,5307,69464,33,296,3,330,4496,439,5266,472,310,10,794,5050,471,6313,5262,494,119,5873,7523,1009,14407,6549,334,166,7057,4047,774,11874,2940,581,88,3606,6846,740,11195,414,1298,25,1732,6678,599,9013,99,1065,9,1173,4208,484,5862,23,262,3,284,3397,396,4079,7,24,0,30,1845,239,2117,15794,4663,428,20890,44085,5153,70134,57,457,4,521,9435,936,10896,566,487,14,1062,11053,946,13064,7996,748,150,8892,18387,2219,29494,11909,502,231,12644,9736,1622,24001,6049,743,126,6925,13482,1530,21946,1142,1691,49,2881,13597,1172,17647,229,1682,16,1928,8762,932,11626,49,497,3,548,6226,721,7494,13,45,0,56
CED145,9,134,3,144,2436,304,2875,11,78,0,90,3176,423,3690,1057,242,10,1311,11182,1749,14238,4606,198,73,4875,5842,1220,11945,3429,136,71,3644,4578,916,9128,723,305,19,1041,5034,662,6733,118,867,3,993,3944,616,5542,28,289,3,310,2126,449,2891,8,36,0,45,1102,282,1427,9986,2280,184,12455,39415,6607,58467,12,169,0,184,2445,264,2893,29,185,0,220,3586,478,4282,1900,570,48,2514,12134,1968,16623,5901,392,223,6518,4576,1164,12260,3487,303,121,3910,4579,852,9343,378,970,20,1365,5195,723,7284,73,1725,11,1813,3690,710,6206,33,404,8,442,2626,636,3708,7,26,0,36,1866,591,2492,11816,4756,422,16991,40710,7399,65092,20,308,4,325,4883,565,5772,44,266,0,314,6760,904,7972,2955,812,59,3827,23318,3712,30859,10507,596,299,11391,10424,2384,24204,6923,442,189,7552,9160,1766,18477,1097,1274,36,2412,10226,1386,14023,192,2590,17,2799,7633,1326,11753,59,685,7,755,4755,1085,6598,15,64,0,78
CED146,30,247,0,284,5954,632,6870,150,221,7,374,5390,451,6219,2703,282,33,3010,7360,834,11203,5481,176,73,5730,4996,795,11525,3119,236,43,3392,7261,830,11487,573,653,19,1244,7056,646,8950,97,620,6,718,3917,468,5109,13,131,0,145,1841,321,2308,0,3,0,4,521,118,641,12155,2570,187,14909,44297,5099,64307,60,445,7,511,5297,529,6334,479,406,26,910,4844,397,6147,5220,499,147,5868,5592,808,12269,7290,349,181,7816,4029,812,12655,2770,804,79,3660,7297,767,11725,275,1748,40,2067,6422,659,9143,80,951,15,1042,3644,549,5233,10,140,0,151,2241,447,2842,4,11,0,20,873,269,1156,16187,5359,494,22037,40237,5236,67510,93,690,8,794,11249,1161,13198,620,631,29,1282,10232,853,12370,7919,781,182,8883,12955,1642,23480,12770,522,249,13544,9026,1609,24179,5883,1042,124,7051,14561,1593,23207,847,2407,63,3315,13477,1306,18094,171,1570,17,1760,7567,1020,10341,24,271,0,300,4082,767,5151,12,13,3,22
CED147,38,230,3,272,4367,436,5074,235,181,3,422,3627,260,4305,2846,282,78,3212,4395,488,8092,4899,225,152,5278,3015,534,8823,2624,436,76,3134,5920,625,9682,467,1157,15,1640,6941,587,9173,81,1168,3,1252,6066,679,7999,17,246,0,267,3667,579,4507,3,11,0,13,1135,250,1400,11208,3942,333,15483,39137,4436,59060,70,399,12,482,4155,393,5026,506,336,30,870,3061,239,4167,4231,486,282,4992,3140,414,8545,5957,359,334,6651,2371,474,9500,2471,1210,146,3822,6070,579,10470,232,2638,22,2900,6576,634,10111,55,1711,10,1767,6203,791,8767,16,277,0,300,4306,731,5331,5,25,0,26,1795,419,2240,13543,7436,827,21807,37684,4665,64155,110,638,16,755,8521,825,10102,734,515,39,1290,6685,500,8474,7076,766,360,8206,7532,904,16638,10860,584,486,11928,5392,1004,18323,5094,1644,221,6959,11989,1199,20148,699,3798,38,4539,13520,1222,19278,135,2878,9,3021,12270,1473,16766,37,528,0,561,7972,1304,9841,4,32,0,37
CED194,3,10,0,11,196,76,285,31,19,0,48,533,163,746,147,30,13,190,918,503,1615,194,28,5,233,536,503,1269,79,21,3,110,586,458,1148,25,39,0,65,615,310,986,3,51,0,52,499,175,719,0,0,0,0,110,48,162,0,0,0,0,17,11,32,490,198,23,709,4003,2250,6958,8,15,0,22,163,50,232,29,28,0,59,430,132,615,143,52,9,206,608,277,1091,128,18,7,157,290,185,629,40,39,9,93,381,177,646,7,83,0,88,500,140,732,3,44,0,45,331,94,477,0,3,0,3,76,41,120,0,0,0,0,35,10,48,359,282,21,668,2813,1111,4590,13,18,0,31,356,123,517,63,41,0,106,961,298,1358,289,84,19,395,1526,781,2703,324,48,17,385,825,685,1900,120,65,15,200,968,637,1798,35,118,0,153,1111,451,1722,3,89,0,100,832,271,1196,0,0,0,0,187,94,282,0,0,0,3
CED197,0,0,0,0,3,0,3,0,0,0,0,4,3,9,3,0,0,3,8,0,11,7,0,0,10,5,3,18,5,0,0,5,12,0,25,3,7,0,8,17,4,22,0,9,0,10,29,9,48,0,0,0,0,12,9,16,0,0,0,0,3,0,3,20,15,0,34,93,32,157,0,0,0,0,6,0,7,0,0,0,0,3,0,4,3,0,0,6,14,5,24,8,0,0,8,3,3,14,5,3,0,4,14,6,31,3,7,0,10,34,6,53,0,11,0,11,35,12,60,0,0,0,0,13,10,24,0,0,0,0,5,0,7,21,19,0,43,128,47,220,0,3,0,3,9,0,12,0,0,0,0,10,3,9,7,0,0,8,21,7,32,16,0,0,14,8,4,34,8,3,0,10,32,5,50,6,7,0,19,46,8,74,0,20,0,22,62,23,108,0,0,0,0,29,17,42,0,0,0,0
CED201,11,166,0,180,4170,226,4576,86,141,0,230,4305,200,4741,2075,239,36,2355,6109,400,8863,4843,137,113,5091,3303,425,8824,2909,209,58,3181,5721,391,9287,484,758,8,1252,6811,402,8467,74,1034,5,1113,4162,345,5617,20,198,3,224,2261,297,2771,6,6,0,13,805,118,936,10519,2902,221,13640,37641,2800,54086,25,253,7,277,3883,214,4372,193,286,4,486,3885,147,4515,3131,408,125,3661,5062,405,9126,5976,295,264,6529,2499,361,9391,2893,545,118,3555,6317,402,10270,289,2074,28,2387,6372,402,9165,70,1605,5,1683,4163,388,6241,29,192,0,217,2754,388,3359,3,16,0,21,1420,224,1669,12601,5675,550,18826,36354,2930,58110,35,423,3,460,8048,440,8953,278,434,4,717,8189,346,9257,5205,647,162,6020,11169,802,17992,10823,430,374,11628,5798,782,18208,5803,757,173,6733,12034,793,19554,774,2829,33,3642,13185,801,17628,143,2638,10,2796,8327,734,11857,43,390,3,437,5012,679,6138,7,22,0,29
CED202,35,194,3,236,4300,498,5030,212,172,7,389,4294,393,5077,2763,267,77,3111,5144,613,8866,4976,220,159,5348,3173,613,9144,2889,378,71,3342,5925,721,9990,449,971,12,1438,7289,715,9442,75,974,6,1054,5746,777,7575,13,185,3,200,2814,515,3531,9,5,0,21,934,203,1158,11424,3363,340,15129,39632,5045,59807,63,390,7,465,3879,452,4788,433,417,13,867,3800,345,5012,3966,565,248,4781,3944,597,9323,5935,376,391,6702,2715,597,10008,2742,992,147,3879,6274,745,10904,235,2374,26,2631,6955,762,10353,73,1666,7,1745,5586,826,8153,15,257,5,276,3359,723,4361,23,15,0,35,1853,366,2251,13482,7053,839,21378,38362,5413,65149,96,591,7,698,8178,946,9818,651,588,22,1258,8089,741,10086,6726,833,326,7886,9090,1204,18191,10908,595,546,12051,5891,1212,19151,5628,1370,219,7223,12201,1467,20892,687,3341,36,4070,14249,1480,19794,147,2637,8,2794,11332,1601,15729,29,439,9,478,6180,1233,7893,29,25,4,55
CED203,18,146,0,163,3342,361,3865,56,131,8,194,5386,475,6056,1876,321,24,2223,11923,1298,15445,5260,202,105,5573,5770,963,12304,3335,182,75,3596,5778,746,10116,608,382,17,1007,5852,560,7411,68,732,9,806,3655,503,4970,16,314,3,337,2929,451,3713,4,26,0,26,1221,240,1482,11238,2434,244,13915,45853,5600,65370,21,219,0,246,3162,336,3742,152,307,8,466,5510,494,6470,2996,667,93,3757,10976,1206,15939,6350,517,326,7195,4858,835,12887,3339,528,163,4036,6131,746,10910,287,1235,29,1554,5832,608,7989,66,1296,3,1366,3900,587,5851,22,345,0,361,3810,550,4722,6,27,0,39,1909,529,2475,13240,5136,640,19016,46073,5895,70983,43,360,7,407,6508,696,7604,211,435,13,655,10897,972,12524,4869,991,114,5980,22893,2506,31381,11610,717,432,12765,10628,1797,25189,6665,716,244,7630,11912,1489,21025,898,1610,53,2560,11676,1168,15403,126,2034,13,2174,7554,1090,10818,42,656,3,696,6738,1004,8437,15,49,0,62
CED204,15,210,0,227,3930,548,4700,233,210,10,448,3722,389,4560,2539,281,69,2895,4510,857,8259,4618,198,158,4981,2900,778,8658,2818,371,89,3276,5571,867,9712,501,986,17,1505,7479,887,9869,83,971,8,1060,5955,855,7864,14,205,0,222,3101,632,3951,4,12,0,16,1073,276,1365,10826,3441,350,14623,38236,6085,58947,63,363,4,428,3633,482,4537,486,350,28,863,3441,290,4591,3665,566,240,4467,3575,619,8664,5598,352,399,6351,2409,660,9423,2631,942,161,3731,6008,728,10472,261,2383,24,2670,7068,803,10539,69,1564,11,1643,5770,860,8279,12,229,0,248,3531,785,4558,22,17,0,39,1787,563,2389,12806,6770,864,20438,37220,5787,63446,78,571,4,649,7564,1028,9240,724,555,35,1314,7164,675,9155,6210,842,307,7361,8082,1473,16921,10214,556,556,11333,5312,1441,18082,5451,1312,249,7012,11578,1598,20184,759,3373,43,4173,14547,1684,20411,146,2543,17,2702,11722,1714,16144,32,437,0,468,6630,1410,8506,23,26,0,52
CED205,27,146,3,174,4526,357,5056,79,180,3,268,5965,431,6655,2269,256,24,2547,9244,898,12682,4833,132,49,5013,4910,679,10599,2845,119,51,3016,6076,631,9722,539,516,16,1061,6608,526,8200,122,1112,8,1245,4960,492,6700,11,411,0,423,3432,449,4301,6,12,0,17,1218,195,1436,10725,2883,153,13769,46939,4650,65359,34,215,3,255,4024,314,4583,286,269,14,572,4466,328,5365,4022,400,79,4498,6248,746,11494,5992,251,155,6392,3211,544,10152,2777,402,76,3258,6050,533,9841,362,1524,25,1912,6473,517,8898,116,1853,11,1971,5032,529,7534,24,372,3,399,3998,517,4912,10,18,0,21,1967,388,2376,13621,5292,363,19279,41467,4414,65166,56,358,5,428,8547,664,9642,367,452,14,838,10429,758,12019,6288,652,101,7042,15493,1646,24185,10821,384,204,11405,8123,1222,20751,5630,519,130,6273,12124,1160,19564,901,2035,40,2977,13077,1040,17092,237,2968,18,3215,9999,1020,14233,36,785,6,822,7424,971,9220,11,29,0,44
CED206,22,189,4,216,5467,514,6198,137,213,5,356,5955,490,6800,2456,288,23,2767,8277,996,12039,4730,145,70,4945,4716,757,10418,3087,224,46,3362,7281,816,11450,540,649,21,1214,7263,655,9131,78,821,5,911,4500,527,5935,17,180,0,201,2189,321,2710,0,11,0,17,604,116,731,11072,2719,186,13980,46244,5187,65414,47,333,7,392,5189,514,6097,488,374,19,879,4842,360,6071,4348,446,104,4899,5854,805,11558,6148,298,189,6636,3521,668,10825,2963,701,96,3757,7555,735,12050,271,1862,40,2174,6634,657,9464,79,1278,17,1374,4284,563,6221,26,185,0,205,2503,385,3098,3,16,0,19,942,204,1162,14366,5486,477,20334,41330,4887,66542,74,526,9,607,10655,1023,12292,628,588,22,1236,10795,850,12877,6802,734,134,7661,14131,1799,23598,10873,441,262,11584,8234,1429,21246,6048,926,148,7116,14833,1549,23501,814,2508,60,3387,13902,1311,18597,160,2104,26,2282,8784,1089,12150,44,358,0,404,4691,707,5806,6,25,0,30
CED207,12,198,3,209,4112,387,4710,128,157,4,283,3881,256,4416,2703,273,50,3031,5355,466,8847,5118,193,177,5490,3123,496,9113,2925,343,74,3345,5867,534,9745,441,896,12,1353,6854,519,8726,76,1058,3,1137,4990,524,6654,25,199,0,224,2360,337,2919,8,4,0,9,813,140,965,11431,3325,331,15087,37352,3655,56095,34,335,3,375,3762,343,4487,304,311,15,629,3324,201,4154,3879,531,243,4658,4164,454,9276,5964,356,409,6736,2366,454,9553,2739,842,157,3735,6124,536,10398,216,2369,18,2605,6205,526,9334,66,1709,8,1785,4744,576,7104,17,202,3,218,2734,458,3404,5,10,0,21,1295,270,1586,13228,6673,861,20756,34715,3817,59291,48,531,6,584,7875,729,9196,429,465,18,910,7200,457,8569,6589,806,295,7689,9518,921,18127,11082,547,590,12222,5489,948,18660,5672,1185,226,7081,11991,1070,20147,662,3260,33,3957,13058,1045,18057,135,2771,11,2918,9736,1103,13756,39,405,3,441,5088,790,6326,16,21,0,34
