CED_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
CED403,0,4,27,47,73,75,261,259,44,48,27,41,20,19,10,945,0,4,10,18,33,32,44,90,26,35,33,11,17,28,9,375,0,0,3,0,21,26,37,45,11,0,12,6,6,0,12,181,0,0,4,7,0,0,3,0,0,0,0,0,0,0,0,18,0,6,3,14,8,4,3,8,0,3,0,0,0,0,0,45,53,814,1966,2635,981,923,1357,1786,239,250,147,138,113,53,263,11729,0,4,14,84,63,78,111,79,15,18,24,19,13,15,19,562,0,0,0,18,113,49,22,30,6,13,31,25,84,63,22,480,0,4,7,3,7,15,38,38,10,10,3,7,0,3,3,150,13,331,265,438,325,485,708,742,157,203,276,402,419,330,127,5225,119,2316,3802,4360,2757,3192,4513,5757,1051,1159,1195,1378,1568,1116,902,35196
CED404,0,0,10,23,24,5,71,162,36,41,21,31,11,7,11,451,0,0,0,4,6,10,13,53,6,18,11,8,9,0,0,136,0,0,0,0,7,5,17,25,0,12,15,4,10,3,4,100,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,11,18,481,1840,2798,353,216,144,176,22,49,32,20,18,12,299,6475,0,0,11,35,21,32,26,19,3,5,0,4,0,0,7,157,0,0,0,3,12,6,9,13,3,0,6,8,9,3,9,77,0,0,5,3,6,0,8,66,15,11,8,6,7,0,7,136,4,88,203,301,111,93,104,162,55,22,35,25,26,12,88,1323,46,1174,2883,3804,997,719,830,1331,292,301,281,237,232,95,646,13880
CED405,3,0,10,32,34,46,168,136,18,30,38,20,19,30,13,589,0,0,14,14,29,17,14,57,30,23,25,10,20,20,4,277,0,0,0,3,32,52,73,58,12,24,13,4,19,9,10,306,0,21,27,27,7,17,8,4,0,0,0,0,0,0,4,124,0,3,3,14,3,6,3,3,0,0,0,4,0,0,0,45,36,559,1567,1937,613,560,674,919,181,215,200,177,119,69,224,8049,0,0,9,49,47,47,85,50,17,23,21,33,26,32,16,442,0,0,0,18,346,162,54,61,11,15,18,34,29,23,13,788,0,0,0,0,7,11,17,14,10,9,3,6,3,0,0,72,8,374,359,532,425,627,1204,1240,209,318,366,449,469,410,199,7188,104,2876,5215,4267,2594,2954,4325,6561,1193,1513,1662,1934,2108,1431,1224,39964
CED406,0,3,5,36,50,56,266,273,54,49,43,8,34,29,23,929,0,0,3,15,24,14,11,32,3,8,3,0,5,0,8,133,0,0,0,0,12,20,37,42,3,10,4,13,16,3,4,169,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,10,0,3,0,9,0,4,0,3,0,3,4,0,0,0,0,25,25,675,2795,5472,1630,1490,1484,2554,449,520,255,202,231,62,426,18266,0,3,7,46,48,40,77,50,16,23,18,18,13,10,4,367,0,0,0,15,31,23,17,20,4,17,11,7,4,4,0,157,0,0,5,3,7,7,43,54,0,3,3,0,4,0,0,142,3,146,251,485,270,310,477,344,50,58,56,50,58,34,92,2673,39,1573,4114,7068,3201,3262,3780,4928,843,939,608,486,519,237,834,32443
CED407,0,0,9,44,42,55,202,178,35,30,24,10,11,0,6,645,0,7,9,19,27,43,45,121,35,42,49,14,37,15,5,461,0,0,0,3,32,44,33,50,5,3,9,11,16,4,19,223,0,7,8,27,15,3,5,0,3,0,0,0,0,0,0,63,0,0,0,16,0,8,16,10,0,0,0,0,0,0,0,49,28,817,3304,5770,1128,887,820,793,84,112,73,49,27,24,330,14248,0,6,21,61,29,44,58,47,4,24,12,13,5,10,9,333,0,0,0,11,586,452,124,114,20,18,29,31,32,11,45,1479,0,0,5,4,6,14,41,34,0,9,4,0,6,11,3,139,11,210,315,559,437,752,1294,1347,273,259,311,218,230,171,218,6593,56,2219,5406,7752,3316,3650,4616,6319,1058,1136,1199,985,1019,675,1141,40538
CED408,0,3,31,34,56,43,189,175,23,36,28,7,6,10,11,664,0,0,9,9,12,4,4,28,6,3,0,0,0,0,6,78,0,0,0,5,3,19,38,26,3,0,5,6,12,0,6,127,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,10,24,901,2897,4310,1157,916,1104,1193,92,203,108,79,47,30,455,13517,0,8,16,85,67,66,118,64,18,19,11,3,12,4,7,508,0,0,0,13,16,0,28,42,4,4,0,4,6,0,3,119,0,0,10,3,16,11,33,14,0,0,4,0,4,0,0,99,9,190,222,321,192,164,258,190,24,41,30,16,36,17,61,1776,66,1971,4296,5575,2286,1880,2512,2317,255,434,285,224,227,126,792,23244
CED409,0,0,9,22,24,31,111,92,12,20,6,6,9,8,4,344,0,0,0,13,21,13,16,68,18,55,23,3,18,7,3,257,0,0,0,0,97,173,106,83,23,19,16,14,9,12,30,575,0,3,10,30,4,10,12,3,0,0,0,0,0,0,3,83,0,5,3,8,4,14,16,7,0,0,4,0,0,0,0,61,30,498,1949,2854,545,414,419,541,94,107,51,41,54,23,227,7837,0,0,6,29,20,34,58,50,3,10,11,3,16,8,9,264,0,0,0,19,1781,2147,825,788,135,144,207,163,164,114,238,6735,0,0,0,3,7,4,15,49,5,8,15,0,8,5,0,117,5,325,340,715,1008,1547,2459,2606,604,435,674,507,535,449,381,12599,79,2391,4937,5279,4760,5888,6158,8667,1482,1440,1807,1404,1588,1068,1542,48480
CED410,0,5,24,32,50,86,192,198,34,23,20,7,12,11,17,702,0,3,16,26,48,94,141,378,98,127,60,49,110,50,8,1207,0,0,0,3,26,37,54,40,12,9,11,6,11,8,3,219,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,9,0,3,21,57,9,19,9,14,0,0,0,3,0,0,0,135,47,644,1623,2111,558,528,699,561,103,125,110,55,54,20,164,7404,0,5,19,68,38,52,128,67,17,21,26,18,29,12,11,513,0,0,0,25,367,110,45,119,20,22,15,14,22,21,11,787,0,0,6,3,12,16,50,26,4,8,12,0,5,9,3,154,21,504,372,438,362,770,1093,1108,241,217,225,282,274,147,165,6223,165,3572,6334,4737,2964,3963,5781,8567,1624,1861,1833,1947,2250,1210,1321,48120
CED411,0,0,11,12,25,19,105,127,20,26,10,4,6,0,12,384,0,0,0,4,7,0,3,16,6,80,21,4,7,0,5,157,0,0,0,0,23,37,47,38,8,6,5,3,3,0,14,193,0,0,3,7,0,3,0,3,0,3,0,0,0,0,0,20,0,0,0,8,6,7,9,10,3,0,0,0,0,0,3,37,17,690,4575,6149,1040,708,544,542,71,63,37,31,22,26,511,15032,0,4,13,47,22,39,53,61,9,13,18,9,8,4,9,308,0,0,0,11,200,270,100,90,20,10,17,17,17,7,33,802,0,0,3,3,3,7,50,92,8,8,10,3,6,7,3,206,3,126,253,330,311,501,1123,1981,394,358,574,366,356,433,214,7327,42,1604,6120,7471,2277,2268,2866,4050,743,770,950,646,652,578,1124,32168
CED494,0,0,0,3,0,0,9,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,31,18,15,4,6,0,0,0,0,20,21,15,171,0,0,0,0,0,3,0,0,0,0,0,0,3,6,3,11,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,0,12,13,0,5,4,8,21,18,20,116,0,20,41,50,45,39,35,54,12,9,16,34,82,91,71,605
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CED501,0,0,10,48,121,225,604,1132,194,168,105,87,84,41,57,2886,0,5,0,5,10,19,20,72,21,21,14,0,0,10,4,198,0,0,0,3,30,44,73,117,42,26,31,24,25,10,12,441,0,0,0,9,4,9,6,11,0,0,0,3,0,0,0,42,0,0,3,3,4,0,0,7,0,0,0,0,0,0,3,24,39,546,1705,6170,2216,2528,2526,3778,717,994,669,556,390,86,599,23505,0,0,11,41,49,59,96,110,17,9,18,22,24,6,16,493,0,0,0,4,28,28,33,75,9,12,28,21,11,8,11,274,0,0,6,3,56,34,149,353,27,34,23,40,21,11,15,782,3,72,152,626,332,525,793,1044,160,234,193,129,118,68,154,4597,53,1168,2313,7942,4047,5314,6953,12083,2759,3207,2181,1662,1255,579,1531,53041
CED502,0,0,9,57,197,229,775,1087,157,196,116,73,61,21,34,3019,0,6,4,36,27,128,186,503,142,237,171,63,25,24,21,1573,0,0,0,5,38,85,143,308,31,24,49,31,22,21,28,788,0,0,0,9,3,3,0,0,0,0,0,0,0,0,0,16,0,0,0,12,9,21,28,13,3,3,7,0,0,0,6,95,27,433,1211,4904,2117,2007,1276,1091,175,215,131,136,94,47,392,14259,0,3,16,55,49,59,85,68,14,25,14,10,21,9,18,446,0,0,0,0,110,106,69,90,5,26,28,13,22,6,16,500,0,0,0,10,57,53,144,410,38,71,44,20,31,19,6,907,7,75,168,717,466,1102,1772,2776,389,437,488,415,379,276,283,9747,45,1216,2009,7312,5119,7733,10512,16999,3042,3624,2991,2316,1977,1188,1887,67978
CED503,0,4,15,48,133,122,457,789,133,104,104,71,47,24,31,2079,3,3,4,8,6,3,12,29,4,42,33,18,18,4,0,190,0,0,0,6,25,52,72,110,11,32,20,17,20,14,11,391,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,13,65,751,1672,5530,2059,1730,1919,2139,409,435,348,317,167,81,531,18160,0,7,28,74,49,63,76,71,12,22,19,9,14,14,10,449,0,0,0,0,10,20,6,22,9,5,6,4,5,0,3,111,0,0,3,6,58,34,117,172,24,41,25,18,25,8,12,556,8,104,169,413,223,280,403,584,87,135,116,84,76,28,87,2797,106,1751,2503,7136,3815,3705,4646,6427,1437,1546,1262,976,696,365,1145,37516
CED504,0,4,19,43,159,231,719,1025,148,167,103,77,59,38,39,2826,0,12,14,60,25,99,56,56,0,15,20,8,7,3,10,380,0,0,0,5,52,109,101,224,30,41,35,36,37,20,24,713,0,9,13,240,133,248,173,77,10,13,13,12,5,6,24,969,0,0,0,4,0,9,11,12,0,4,0,0,0,0,0,40,13,357,943,3209,1604,1866,1774,2105,384,401,246,174,130,69,352,13620,0,5,3,30,36,32,80,73,5,10,19,4,3,5,11,323,0,0,0,19,996,1604,666,639,97,126,164,119,110,58,189,4800,0,0,5,3,57,81,191,277,42,38,24,13,16,10,8,764,0,87,165,931,646,1739,2726,2501,391,457,437,292,335,170,243,11125,35,1126,1890,6139,5474,9073,10166,11311,2062,2225,1847,1315,1208,696,1536,56109
CED505,5,8,51,79,315,378,808,639,97,114,86,71,70,41,49,2806,3,18,12,43,38,104,70,64,11,20,14,19,27,21,5,464,0,0,0,8,30,31,66,58,16,10,13,18,22,16,11,283,0,7,12,20,4,14,3,0,0,0,0,0,0,0,3,72,0,0,0,3,0,9,9,10,0,3,0,0,6,0,3,54,84,522,960,2144,1441,1571,2071,1467,405,438,460,348,333,187,316,12742,3,3,20,124,105,156,237,217,81,121,47,90,108,53,46,1419,0,0,0,9,165,59,30,50,9,18,28,20,20,19,8,428,0,0,19,12,114,83,173,123,11,22,16,17,25,15,10,641,16,175,210,517,446,724,1040,1238,329,387,490,598,717,451,188,7542,241,1576,2027,4308,4644,5676,7512,6861,1887,2290,2345,2546,2753,1617,1259,47536
CED506,0,0,10,37,66,65,411,534,146,125,73,73,46,26,44,1661,0,3,0,8,3,17,19,92,18,12,14,14,16,5,3,230,0,0,0,4,23,54,99,152,33,38,32,28,41,15,40,546,0,0,0,17,9,14,7,3,0,0,0,0,0,0,0,57,0,0,0,3,0,3,8,6,0,3,0,0,0,0,0,30,21,328,795,2138,718,740,664,841,241,249,147,132,89,36,263,7425,0,0,10,45,34,46,52,62,18,24,23,29,29,22,6,415,0,0,0,0,68,83,37,55,3,14,30,15,16,5,15,343,0,0,5,10,48,45,114,244,35,30,43,26,19,7,8,632,3,59,117,369,218,282,411,621,135,165,169,180,185,108,167,3188,45,780,1320,3416,2449,2828,3762,5990,1557,1866,1400,1203,1172,613,1262,29657
CED507,0,3,25,47,160,136,491,793,115,114,71,67,48,14,23,2103,0,3,7,0,3,6,12,25,7,3,20,16,8,10,3,116,0,0,0,3,12,23,53,47,11,11,13,13,17,10,19,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,14,63,625,1262,3490,1346,1028,1121,1048,229,219,194,125,108,43,367,11265,0,7,23,89,56,46,78,63,24,15,10,22,17,10,10,466,0,0,0,3,14,37,6,35,3,12,11,10,7,7,11,161,0,0,6,13,69,67,191,171,17,27,24,10,17,5,13,633,8,92,146,326,178,184,296,485,97,106,166,135,159,72,132,2574,115,1507,2018,4713,3002,2728,3610,4789,956,1081,1076,851,816,375,1083,28723
CED508,0,5,20,72,208,288,612,635,98,81,94,67,60,11,33,2269,0,4,0,11,21,59,59,83,11,31,18,15,11,6,6,339,0,0,0,5,25,41,52,119,19,22,27,15,25,14,9,367,0,3,3,14,6,5,6,0,0,0,0,3,0,0,0,37,0,0,0,21,5,3,9,11,0,7,0,0,0,0,3,59,31,453,1086,2890,1604,1575,1722,1725,428,446,369,259,271,121,267,13242,0,5,13,60,67,101,117,123,30,33,31,36,30,19,18,694,0,0,0,6,86,39,31,28,10,14,6,9,13,9,13,260,0,0,3,10,58,64,132,183,15,26,17,14,15,7,6,559,5,95,292,1281,792,1175,1280,1241,196,283,294,261,262,153,194,7820,96,1635,2999,6098,4460,5857,7173,8643,1916,2335,1972,1607,1601,746,1195,48346
CED509,0,4,31,72,128,127,311,356,67,48,40,31,21,27,42,1298,0,11,7,23,15,48,45,154,40,52,40,18,16,30,8,506,0,0,0,3,29,73,74,166,23,20,21,21,23,6,22,481,0,0,0,8,7,9,3,9,0,0,3,0,3,0,4,50,0,0,0,7,5,9,30,14,0,5,0,0,0,3,6,91,36,548,1389,4683,1769,1700,1395,1009,196,204,132,68,51,36,425,13636,0,7,16,91,57,66,103,59,12,23,16,6,6,3,21,485,0,0,0,3,72,79,27,58,14,16,14,9,13,6,53,369,0,7,7,12,96,65,128,247,48,19,19,10,6,3,12,679,12,154,240,699,415,683,1091,1531,262,340,302,264,255,190,238,6669,85,1702,2680,7147,4122,4891,5780,8290,1570,1868,1455,1169,1128,779,1578,44243
CED510,0,0,21,51,222,341,1629,1770,279,290,217,183,137,96,67,5316,0,7,8,20,10,30,16,21,0,0,6,4,9,7,3,138,0,0,0,5,22,33,73,73,8,24,23,15,14,15,10,317,0,5,4,40,12,16,9,0,0,0,0,3,3,0,7,107,0,0,0,0,3,4,5,5,0,5,3,0,0,0,0,32,20,412,1138,3856,3128,4045,4852,4355,921,986,778,577,401,246,421,26148,0,6,9,67,51,71,125,99,27,26,33,28,12,9,19,582,0,0,0,5,128,56,29,28,6,7,0,4,4,7,10,279,0,0,10,6,168,172,437,306,33,25,25,32,20,3,15,1248,0,82,168,659,453,754,973,739,154,221,167,192,147,117,106,4933,47,1120,1930,5997,6245,8254,10528,9513,2079,2356,1826,1464,1147,701,991,54190
CED511,0,3,21,49,68,82,360,630,97,115,67,63,37,17,29,1651,0,11,3,5,0,5,17,26,13,9,7,3,3,4,0,102,0,0,0,3,8,27,60,142,22,5,29,25,27,16,30,388,0,16,7,0,3,0,0,0,0,0,0,0,0,0,6,39,0,0,0,4,3,3,4,0,0,0,0,0,0,0,0,17,60,619,1300,3355,1146,782,585,511,95,134,94,66,61,43,387,9236,0,5,13,83,45,49,68,41,13,13,10,19,11,8,15,392,0,0,0,4,12,12,21,15,5,3,13,3,13,0,13,115,0,0,12,16,65,46,156,156,35,22,19,18,23,17,5,576,4,121,155,322,187,201,307,569,114,211,140,95,93,41,101,2660,98,1536,2040,4652,2751,2661,3126,4611,1094,1213,901,673,642,357,1137,27487
CED512,0,3,15,45,146,199,1167,2087,364,441,245,209,151,85,78,5231,0,3,3,14,11,29,34,83,19,23,14,16,9,3,38,299,0,0,0,3,21,40,75,111,28,34,12,13,31,5,15,397,0,3,3,21,5,18,4,10,0,7,0,0,0,0,4,87,0,0,0,0,0,0,7,8,3,0,3,0,0,0,3,27,17,363,1094,3993,2390,3338,4583,6584,1196,1401,810,532,424,211,765,27693,0,6,13,67,56,67,134,72,30,16,12,20,17,3,17,515,0,3,0,9,77,111,71,95,15,18,21,29,22,9,68,557,0,0,8,0,83,88,359,601,61,132,62,47,39,19,22,1527,0,85,129,539,384,752,1790,1930,242,247,187,182,190,142,416,7218,32,1063,1764,5746,4700,7004,11531,17094,3239,3820,2329,1683,1501,865,2366,64746
CED513,3,3,21,48,224,301,450,259,40,62,39,30,27,16,25,1548,0,5,9,63,46,63,60,74,18,31,38,26,32,18,12,516,0,0,3,9,37,96,118,157,27,37,33,42,36,27,25,654,3,19,34,118,33,37,39,18,0,0,0,0,0,4,3,303,0,3,0,8,12,14,20,22,11,6,8,8,3,4,4,132,41,372,901,2629,1381,1490,1195,1077,331,395,289,242,243,113,325,11024,0,5,19,71,58,78,105,129,40,44,46,54,61,61,51,826,0,0,3,10,955,747,227,298,65,65,80,83,89,62,85,2779,0,0,7,12,57,46,98,107,14,17,18,10,14,10,9,411,15,190,220,940,598,1064,1447,1675,364,560,696,648,868,503,402,10188,110,2069,2787,6214,5593,6961,6928,8395,2323,3033,2820,2896,3112,1887,1991,57130
CED514,0,3,22,46,289,437,888,530,67,91,68,38,50,27,39,2587,0,9,18,40,27,65,50,105,14,29,30,29,20,8,8,460,0,0,0,5,44,66,91,191,40,18,48,35,35,19,19,630,3,66,73,381,149,272,95,56,4,11,13,6,10,17,46,1195,0,3,0,14,4,17,72,28,11,5,15,5,3,4,0,186,47,404,854,2042,1118,1131,1005,879,226,248,228,119,82,42,244,8686,0,10,8,59,45,82,105,84,36,26,15,21,23,12,13,533,0,0,3,14,959,932,278,370,59,87,167,122,88,56,119,3249,0,0,0,12,74,58,120,129,16,21,11,13,17,8,3,480,19,176,234,816,531,1293,2543,2625,547,812,692,659,654,506,358,12448,138,2294,3176,5491,5049,7256,8820,10222,2449,2967,2766,2527,2341,1436,1757,58694
CED515,3,3,22,64,161,192,420,335,66,70,50,34,42,22,27,1505,3,11,9,39,38,91,126,257,35,94,81,97,58,48,21,1004,0,0,0,7,44,118,165,194,28,41,28,41,53,34,36,790,0,0,4,12,0,13,5,0,0,6,0,0,0,0,0,42,0,0,0,43,28,76,78,43,15,3,11,4,4,4,12,327,66,448,1007,2801,1284,1206,1023,794,239,303,236,187,149,72,360,10182,0,7,14,54,49,70,101,100,29,28,31,31,43,23,16,603,0,0,0,4,271,150,92,161,55,33,69,75,90,54,57,1113,0,3,5,4,75,58,146,225,20,37,31,20,34,16,12,680,10,143,185,707,507,1096,1773,2612,596,825,924,1014,984,691,429,12493,132,1590,2213,5447,4606,6553,8946,12633,3186,4252,4076,4116,4242,2762,2329,67079
CED516,0,3,30,75,333,278,590,513,72,82,59,46,45,20,31,2169,0,8,13,21,78,244,230,311,71,76,76,75,30,23,26,1277,0,0,0,4,41,61,69,79,12,22,8,20,18,17,17,373,0,3,5,4,7,8,3,0,0,0,0,0,0,0,0,24,0,0,3,3,5,11,18,5,7,7,3,3,0,0,3,64,60,514,1040,2878,1662,1549,1439,1145,239,281,209,217,128,58,293,11715,0,3,23,70,71,72,106,110,42,24,23,18,24,16,22,615,0,0,0,7,206,84,51,46,10,18,18,11,24,9,21,504,0,0,8,15,110,70,203,80,13,18,18,4,8,6,11,569,14,161,222,679,500,927,916,978,227,295,249,292,267,143,130,5995,129,1529,2114,5505,5704,8530,8902,8846,1905,2340,2088,1898,1823,924,1317,53559
CED594,0,0,0,0,7,4,18,8,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,42,96,33,51,20,24,9,3,11,20,36,43,52,446,0,0,0,0,0,3,0,0,0,4,0,3,4,3,3,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,9,0,0,11,14,18,16,15,21,4,5,3,19,29,40,41,242,0,42,75,143,109,141,125,137,35,51,50,82,128,158,211,1484
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,11,13,0,3,0,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,5,0,0,0,22,0,0,0,10,11,16,31,26,8,17,0,17,9,3,18,168
CED601,3,0,11,18,27,34,50,86,5,3,0,6,10,4,8,264,0,0,0,3,4,7,7,15,0,15,11,4,5,11,4,81,0,0,0,0,3,4,31,20,8,3,14,0,6,3,0,86,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,10,20,445,793,1309,418,224,215,187,30,28,13,31,22,10,146,3892,0,4,9,39,30,19,46,39,11,17,6,3,13,6,5,247,0,0,0,0,8,3,8,13,3,10,9,4,18,4,7,91,0,0,0,0,3,8,13,14,0,0,0,3,0,3,0,48,0,63,128,174,91,97,237,485,173,130,238,222,110,132,105,2378,39,917,1415,1904,1022,861,1181,1480,371,349,547,577,493,445,468,12057
CED602,0,0,7,13,18,26,42,63,4,16,3,0,9,0,8,222,0,0,3,6,8,3,3,31,3,15,9,0,10,3,3,92,0,0,0,0,5,13,13,21,4,6,10,0,3,8,3,84,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,16,402,772,1354,359,208,144,119,34,16,10,8,9,0,139,3594,0,0,5,34,14,24,31,38,3,3,8,6,13,5,6,192,0,0,0,0,7,7,0,9,0,8,0,0,5,0,3,34,0,0,3,4,7,3,19,11,0,3,3,0,0,0,0,52,0,62,108,139,55,82,89,73,12,24,17,48,44,15,54,832,25,775,1235,1894,884,760,813,725,162,189,128,125,170,94,318,8319
CED603,0,0,30,26,66,61,99,71,18,3,8,9,4,6,12,414,0,3,5,5,3,26,24,23,8,20,0,3,5,9,3,140,0,0,0,3,3,26,35,83,10,15,13,20,16,14,12,251,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,20,25,417,816,1219,495,324,384,220,66,42,33,35,31,27,122,4259,0,7,19,57,45,58,131,70,12,15,20,20,27,19,15,503,0,0,0,5,23,20,13,27,10,17,23,13,23,22,9,203,0,0,0,0,10,8,17,11,0,0,0,4,0,0,0,53,6,124,159,277,164,298,456,636,186,194,294,253,272,192,109,3624,59,1038,1711,2193,1426,1561,2129,2474,583,708,871,1005,1142,853,669,18425
