CED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
CED305,0,28,19,108,23,11,0,0,0,194,0,0,0,8,10,10,4,4,5,39,0,7,11,40,16,10,8,3,0,93,8,51,62,227,99,62,51,30,11,587,330,628,792,1667,944,815,597,390,182,6344,5040,10049,9265,19421,10151,8836,6009,3480,1545,73797,0,20,20,42,9,3,0,0,0,92,9396,18548,16144,30793,15879,14527,9502,5023,1951,121770,3,13,12,58,19,6,0,0,0,113,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,11,5,58,22,25,15,0,8,155,0,0,0,3,0,6,4,0,0,13,3,12,22,127,47,30,9,8,0,247,0,0,0,3,3,0,11,5,0,25,0,3,0,3,3,0,4,0,0,15,10,94,104,385,519,504,476,253,86,2433,0,9,9,49,34,14,11,3,7,124,0,3,3,12,17,15,7,7,0,54,3,7,16,51,48,60,83,61,13,334
CED306,0,5,11,54,17,18,3,0,0,105,0,3,3,22,8,4,6,3,3,55,0,11,33,61,50,40,9,4,0,210,8,49,83,334,142,122,81,37,22,890,261,540,705,1752,948,784,633,382,170,6177,4705,10066,9384,20818,11053,9574,6335,3477,1565,76985,0,0,3,3,3,0,0,0,0,7,8965,18159,15889,30719,16508,14959,9503,4767,1867,121341,0,9,5,29,15,0,0,0,0,60,0,0,0,3,0,0,5,0,0,11,0,5,0,10,0,0,0,0,0,14,12,15,20,115,31,42,33,12,0,273,0,0,0,12,3,0,0,0,0,20,7,21,31,173,74,28,17,8,3,371,0,0,3,3,7,8,10,4,0,36,0,5,0,9,3,3,3,6,0,29,18,152,241,717,830,680,676,346,84,3748,3,16,29,98,51,34,5,11,0,246,0,4,26,54,21,16,15,9,3,149,0,9,43,107,67,99,122,69,21,536
CED307,0,13,6,29,8,8,5,3,0,72,0,16,5,36,23,17,23,3,3,127,0,4,24,72,39,37,14,7,0,199,0,75,76,452,210,177,110,56,28,1198,156,351,334,841,480,398,351,204,118,3228,4743,10615,9101,20245,10885,8566,6251,2436,1158,74003,0,0,3,19,4,3,4,0,0,39,9331,19325,15528,29091,14597,11864,8531,2973,1195,112439,0,4,0,30,0,3,0,0,0,32,0,0,0,19,12,0,3,0,0,37,0,0,0,7,4,3,6,0,0,20,4,19,24,94,64,51,21,12,4,294,0,0,3,5,9,6,3,3,0,34,5,26,49,166,57,42,23,11,3,377,0,0,0,10,16,10,7,5,0,48,0,12,9,16,6,6,8,0,0,54,35,431,547,1200,1650,1212,1032,510,155,6771,0,16,42,215,117,96,39,31,0,562,5,13,3,33,34,23,12,9,0,135,0,27,26,113,114,88,149,43,15,580
CED308,3,4,14,84,10,15,6,0,0,143,0,12,8,38,28,33,30,13,7,171,0,0,21,82,36,23,11,7,3,184,23,117,188,720,394,315,253,152,52,2217,392,625,803,1760,927,741,709,412,253,6612,5296,10462,11012,23325,12112,10353,8645,4214,1902,87324,0,0,13,40,8,3,0,0,0,67,9524,16885,15118,26147,12476,10825,8993,4115,1607,105695,0,10,16,111,32,7,4,0,0,185,0,0,24,128,84,76,34,14,3,367,0,0,0,14,11,3,0,0,3,36,12,21,41,154,69,48,35,12,6,403,0,3,8,27,26,11,18,3,0,105,33,81,486,1089,337,190,81,30,14,2346,0,0,10,36,45,50,63,42,15,253,0,10,7,34,29,30,51,13,10,184,58,545,733,1652,1906,1588,1830,1096,381,9782,3,17,29,103,65,52,25,11,0,302,3,3,12,49,30,19,33,11,11,173,4,10,47,134,112,118,247,139,47,865
CED309,0,6,3,35,5,8,0,0,0,61,0,13,7,38,28,30,26,12,3,158,0,8,29,49,48,39,21,3,0,204,19,66,86,381,198,189,167,111,64,1275,193,407,493,1073,706,657,647,400,247,4818,4194,9753,8501,18926,11753,10729,8728,4738,2317,79645,0,0,0,0,0,0,0,0,0,0,7834,17264,13640,26315,14979,14312,11107,5698,2425,113569,0,3,0,14,0,0,0,0,0,18,0,0,0,9,0,0,0,0,0,18,0,11,0,9,0,0,0,0,0,24,12,56,33,193,99,78,59,26,9,562,0,3,4,14,9,3,7,0,0,41,3,22,14,117,46,30,11,10,0,259,0,4,0,8,8,24,18,21,4,83,0,0,0,16,13,6,15,10,3,61,57,570,595,1482,1814,1410,1765,1043,389,9121,0,4,6,44,35,45,3,13,6,158,0,11,12,72,33,29,25,14,10,202,3,29,43,148,142,139,266,161,52,976
CED310,0,7,5,39,8,7,4,0,0,68,0,3,10,31,23,24,23,19,3,138,0,3,21,50,36,17,8,8,0,150,11,41,106,327,168,176,147,105,43,1117,179,363,464,1027,615,656,627,402,312,4641,3477,8533,7929,16531,10021,9687,8877,4943,2426,72424,0,9,3,5,0,0,0,0,0,13,6667,15199,13026,23287,13193,12838,11264,5980,2527,103988,0,0,0,13,3,0,0,0,0,14,0,0,0,3,3,0,5,3,0,15,0,3,0,7,0,0,0,0,0,10,5,45,38,169,65,65,55,15,6,478,3,0,0,17,11,7,3,4,0,40,6,16,49,100,31,24,15,9,3,256,0,0,0,0,9,19,9,22,4,69,0,4,0,7,3,7,11,12,5,57,31,521,561,1223,1567,1239,1747,1126,403,8411,0,5,15,46,26,24,19,9,0,141,3,8,24,39,26,21,24,14,0,160,0,15,35,106,116,117,229,165,57,838
CED311,0,4,11,47,6,6,3,0,0,76,0,0,3,10,3,3,7,3,0,31,0,13,15,56,36,11,5,5,0,146,6,38,51,245,120,111,66,18,19,675,387,793,776,1869,1113,909,675,334,97,6954,5543,11160,8618,20584,10879,9091,6032,2684,976,75568,0,0,6,11,0,0,0,0,0,17,10252,20027,14956,31204,16710,14665,9496,4120,1325,122759,0,14,4,43,0,3,0,0,0,65,0,0,0,4,0,0,0,3,0,4,0,0,5,38,27,10,0,0,0,77,11,11,13,81,14,32,11,3,0,170,0,3,0,9,3,3,4,0,0,22,3,35,12,127,38,28,13,9,3,261,0,3,0,4,10,13,3,11,0,52,9,19,0,21,3,3,0,4,0,59,8,76,101,441,709,663,713,311,79,3108,0,25,19,79,42,19,19,3,0,211,0,0,8,36,18,11,16,3,0,90,3,12,21,64,55,64,133,87,16,443
CED312,0,7,23,119,32,26,8,0,3,224,0,4,8,19,24,15,15,10,0,97,0,6,10,61,37,24,12,10,0,159,7,109,237,813,417,361,226,112,42,2332,361,648,690,1549,713,649,496,276,112,5512,6239,11993,11122,23885,10792,9147,6739,3126,1345,84380,0,20,83,148,26,5,11,0,0,297,11547,20285,16774,29719,12151,10081,7295,2943,1121,111921,0,0,0,8,7,3,0,0,0,15,0,0,10,73,42,20,6,8,0,163,0,15,26,115,82,44,21,17,3,325,3,21,19,102,39,27,15,7,3,240,0,0,0,16,13,21,5,6,4,62,10,31,100,284,106,81,40,47,36,741,0,3,8,30,35,31,38,29,3,171,0,3,6,18,8,12,15,7,3,80,32,325,416,1234,1583,1494,1598,908,316,7913,3,19,54,281,121,114,42,14,5,651,0,4,12,25,34,17,19,13,0,123,0,3,21,109,102,129,227,114,43,748
CED313,4,18,58,257,105,106,58,16,3,627,0,5,4,35,11,18,6,3,3,93,0,0,15,56,25,18,7,0,0,130,48,124,387,1684,319,213,163,78,47,3063,233,355,754,2064,668,538,292,193,128,5231,4355,7901,11798,29569,10173,7447,4496,2540,1675,79957,0,9,31,85,16,4,6,3,0,158,7890,13542,16161,33855,13034,9470,5338,2854,1686,103835,4,21,13,94,20,11,0,0,0,156,0,3,24,104,48,48,44,17,3,283,0,0,6,14,8,7,0,3,0,34,21,33,66,379,85,51,22,12,3,663,0,0,17,95,13,9,14,0,0,156,12,84,688,857,207,136,87,63,33,2166,0,0,4,40,20,22,16,19,0,119,3,7,13,36,11,14,29,8,7,133,67,336,450,1854,1195,700,549,251,105,5519,0,7,31,147,68,51,33,8,3,349,3,30,75,275,50,25,14,16,7,493,3,20,53,307,110,49,116,47,22,727
CED314,0,9,4,29,11,0,3,0,0,59,0,0,0,4,8,8,10,3,7,39,3,18,36,87,57,36,16,7,3,258,34,180,249,454,166,101,72,39,12,1302,221,470,598,1163,654,647,659,516,414,5343,4741,10375,9658,18749,9848,9215,7400,4456,2274,76722,3,29,53,65,16,16,3,0,0,182,8943,18322,16424,28323,14817,14190,10951,6143,2537,120656,3,17,6,74,19,0,0,0,0,117,0,0,0,0,3,8,0,0,0,12,0,0,0,4,0,0,0,0,0,13,10,26,17,84,33,29,13,14,8,225,0,0,0,3,4,3,5,0,0,19,8,33,75,286,93,47,21,8,8,570,0,0,0,0,3,7,7,10,0,30,3,27,4,9,7,3,4,0,0,57,9,107,108,404,539,532,633,377,153,2868,0,18,27,66,35,29,12,6,3,192,0,0,3,18,3,11,9,0,4,55,0,4,18,42,53,53,104,54,18,358
CED315,0,3,10,58,11,14,9,0,0,110,0,0,7,17,13,6,7,7,0,55,0,9,37,54,21,23,3,3,0,148,39,144,172,528,213,123,106,38,18,1381,299,531,869,1627,836,712,560,312,121,5871,5427,10564,12256,23162,10403,8657,5698,2961,1237,80362,0,0,12,13,3,4,0,0,0,34,10460,18951,20721,34905,14922,12606,7927,3725,1443,125653,0,0,4,22,11,3,0,0,0,40,0,0,0,7,0,0,3,3,0,13,0,5,3,12,4,0,0,0,0,35,3,13,49,170,50,42,30,5,3,373,0,3,4,11,4,3,3,0,0,26,3,29,70,150,56,23,23,14,5,372,0,0,0,5,6,7,11,8,3,38,3,4,8,11,3,3,8,5,3,45,18,165,247,726,889,777,798,369,111,4098,0,10,31,82,50,37,17,6,0,238,0,4,8,54,37,12,17,5,0,142,3,16,49,128,94,89,148,58,20,595
CED316,0,0,9,41,13,7,3,0,0,83,0,6,3,6,13,10,23,14,3,75,0,3,3,28,13,12,7,4,0,62,4,28,20,181,121,131,168,90,38,791,223,443,501,1017,714,871,932,552,249,5492,3496,8392,7283,14917,9411,10748,10618,5841,2290,72991,0,0,0,0,0,0,0,0,0,0,6683,15627,12749,22296,13459,15233,14416,7605,2628,110694,0,3,0,10,4,0,0,0,0,27,0,0,0,0,0,3,3,3,0,7,0,0,0,9,0,3,0,0,0,12,0,3,14,66,32,36,45,18,8,229,0,0,0,0,0,3,3,0,0,7,0,6,20,76,45,28,15,5,0,197,0,0,0,3,7,16,14,23,5,72,0,3,0,16,5,10,19,12,0,61,10,140,186,522,864,1071,1905,1164,338,6205,3,6,16,51,39,24,18,8,0,174,0,0,25,28,8,14,34,14,6,132,0,12,12,63,74,124,261,199,51,797
CED317,0,0,3,23,8,3,4,0,0,44,0,0,4,8,11,9,10,0,3,39,0,4,18,38,21,15,7,4,0,106,5,41,60,271,160,140,131,63,40,915,392,841,765,1948,1164,1124,863,481,198,7768,4745,10610,8516,18467,10653,10155,7508,3843,1587,76089,0,0,0,0,0,0,0,0,0,3,8929,19351,15173,27698,16150,15574,11048,5193,1726,120837,0,0,0,5,3,0,0,0,0,14,0,0,0,0,0,0,3,4,0,4,3,4,4,11,0,0,0,0,0,22,3,3,13,69,36,36,39,5,0,207,0,0,0,7,3,3,0,0,0,20,0,8,6,67,30,17,12,4,5,148,0,0,0,0,8,17,28,36,5,101,0,0,0,4,3,3,8,0,0,15,12,68,119,443,586,685,834,404,101,3247,0,12,25,80,43,31,18,6,0,210,0,5,14,53,19,14,22,4,0,134,0,8,33,107,78,120,182,128,27,683
CED318,3,13,15,86,25,12,3,0,0,165,0,0,10,35,16,14,11,8,3,98,0,8,14,39,22,21,3,0,0,108,14,70,142,787,386,307,197,75,35,2005,436,864,984,2605,1278,1075,697,380,231,8545,5712,12062,10560,25960,12894,10660,6533,2770,1278,88427,0,0,0,6,0,0,0,0,0,6,10635,20921,16398,32090,15919,13740,8199,3100,1179,122180,0,0,4,33,4,0,0,0,0,40,0,0,0,10,15,5,11,6,0,46,0,3,4,20,12,3,3,0,0,53,0,17,54,225,114,82,58,14,8,573,0,0,0,26,14,4,10,3,0,55,10,45,89,360,153,81,41,11,8,801,0,0,0,6,22,21,25,32,10,119,0,8,0,14,3,12,8,8,3,66,29,234,341,1388,1545,1329,1291,496,145,6786,3,17,33,86,62,33,25,9,0,278,0,15,52,172,60,40,40,18,4,387,3,22,61,261,195,171,293,148,32,1189
CED319,0,12,10,99,54,39,18,3,3,243,0,0,4,26,10,14,11,8,3,72,0,3,11,47,15,16,3,0,0,107,21,80,168,870,301,204,128,76,40,1882,183,316,473,1225,508,462,370,400,535,4475,4665,8740,9616,24338,10492,8620,6329,4434,2606,79842,0,3,15,26,13,3,5,3,0,71,8851,15066,14749,30671,13820,11459,8143,5255,2488,110499,0,19,24,47,8,8,3,0,0,107,0,0,4,24,21,17,3,5,3,79,0,3,3,12,3,10,0,0,0,32,3,10,37,161,55,40,17,4,0,326,0,6,0,19,17,9,4,0,0,57,12,56,224,524,209,141,70,64,21,1320,0,0,0,11,14,11,14,25,4,88,0,10,3,11,4,13,4,9,3,59,48,348,311,1254,999,694,683,385,178,4900,6,24,55,317,157,168,86,34,6,841,6,17,14,86,35,21,16,12,7,205,3,8,23,143,69,63,121,47,35,517
CED320,0,0,4,42,17,15,4,0,0,93,0,6,9,20,20,18,23,9,8,116,0,0,14,33,24,14,4,0,0,99,10,66,70,317,190,164,137,85,24,1060,283,577,571,1320,695,759,695,485,478,5865,5037,11062,10221,20184,10873,10060,8605,3901,1637,81576,0,0,0,3,0,0,0,0,0,3,9678,19905,17142,29867,14703,13488,11160,4749,1453,122149,0,0,0,0,0,0,0,0,0,3,0,0,3,11,14,0,4,4,0,30,0,3,4,21,3,9,3,0,0,51,3,7,17,75,33,42,27,10,4,220,0,0,0,6,13,6,7,5,0,43,3,9,31,105,53,33,17,12,3,261,0,0,3,3,12,12,24,11,3,77,0,0,0,3,0,7,13,3,0,31,12,301,405,983,1479,1383,1686,892,260,7402,0,9,20,122,79,56,25,22,0,332,0,12,6,19,22,23,27,7,3,127,0,10,18,70,85,113,236,99,30,654
CED321,3,7,18,46,9,0,0,0,0,89,0,0,3,3,4,7,5,4,0,23,0,4,12,28,12,14,10,0,0,78,3,21,31,138,84,86,65,37,12,478,304,660,652,1576,996,1054,919,482,253,6888,4644,9812,7866,17182,10039,10126,8216,4360,1902,74157,0,0,0,3,0,0,0,0,0,3,8818,18481,14291,26872,15972,16323,13006,6612,2437,122812,0,0,3,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,16,11,3,10,50,24,29,12,8,0,144,0,3,0,7,6,0,6,0,0,25,0,9,13,67,32,13,5,5,0,151,0,0,0,0,6,7,19,23,5,59,0,0,0,9,0,3,9,0,0,18,4,38,58,277,432,582,829,411,103,2744,0,10,14,30,26,25,8,0,0,110,0,0,3,21,11,13,17,4,0,69,0,3,13,59,45,76,126,76,15,414
CED322,0,3,13,43,12,7,6,0,0,86,0,4,14,35,24,12,19,18,6,136,0,0,6,46,14,14,13,3,0,86,17,79,142,786,262,220,200,141,67,1916,241,490,533,1403,661,727,574,461,398,5485,4285,9094,9217,20923,10808,9925,7716,4360,2507,78829,0,0,0,8,0,0,0,0,0,10,7945,15639,13852,25986,12660,11728,8889,4699,2281,103676,0,0,5,20,0,0,0,0,0,23,0,0,7,36,45,31,19,9,0,139,0,3,0,11,4,6,3,0,0,29,15,40,52,316,87,75,29,18,8,642,0,3,6,35,19,5,14,6,0,91,13,73,341,700,275,142,89,48,14,1691,0,0,3,24,28,39,40,58,11,194,0,0,8,17,12,28,49,27,9,153,50,455,512,1423,1500,1133,1435,856,370,7738,0,13,16,92,38,38,22,9,3,226,4,15,16,96,39,34,29,12,3,249,0,8,28,115,77,70,204,135,59,701
CED323,0,16,29,107,33,23,10,5,0,215,0,0,3,16,21,25,12,14,6,100,0,0,11,30,17,20,3,0,0,81,25,112,414,1427,335,350,314,184,107,3261,266,484,986,2138,993,951,802,527,310,7466,3731,7395,10931,23389,10879,9959,8600,4779,2478,82137,0,4,10,17,0,0,0,0,0,29,6707,12131,13540,24686,11784,10765,9119,4735,2169,95635,4,4,7,50,14,4,0,0,0,75,0,0,11,84,56,44,29,10,0,237,0,8,6,21,14,10,0,3,0,66,4,17,75,297,79,71,38,21,8,602,0,0,16,92,25,24,19,4,3,181,26,115,739,1049,340,195,130,47,17,2657,0,0,9,41,37,60,91,92,17,351,6,7,4,43,21,50,56,41,28,258,32,216,462,1291,1173,1156,1374,866,404,6958,0,5,16,118,49,42,29,16,3,273,0,6,39,132,44,47,53,25,8,365,3,4,52,170,86,119,253,174,69,935
CED324,3,29,125,494,307,256,90,47,18,1367,0,6,0,5,10,10,15,5,3,58,0,3,33,80,33,25,11,0,0,187,52,270,444,1288,441,336,233,125,68,3257,222,349,570,1299,532,411,380,242,252,4264,4901,8811,11932,25216,9716,8098,5782,3269,1983,79706,3,44,151,264,65,34,11,0,3,570,8860,13621,13664,21076,9581,7983,5959,3406,1834,85988,3,28,39,166,30,28,3,3,0,300,0,0,36,153,111,90,47,17,0,467,0,9,11,69,52,49,18,11,3,225,7,28,32,166,62,24,16,9,0,342,0,9,10,44,34,29,19,11,4,164,93,370,2858,5013,1243,917,495,231,94,11311,0,0,10,44,63,45,46,43,13,257,7,29,14,38,17,14,25,7,0,152,45,266,266,855,731,606,602,368,163,3894,0,33,67,317,146,126,77,37,6,811,0,12,18,107,26,14,14,6,4,206,0,6,36,150,80,59,196,45,23,597
CED325,14,122,296,1862,940,761,277,132,63,4467,0,5,7,27,10,11,22,8,0,92,0,14,14,80,47,25,16,3,0,197,73,485,703,1725,874,538,277,151,57,4884,404,629,654,1571,693,496,392,213,99,5161,6270,11690,11168,24592,10999,8126,5268,2588,1142,81842,0,10,48,102,15,10,0,3,0,197,11511,18480,15229,25318,10215,7683,4988,2128,888,96442,7,83,71,254,46,23,3,0,0,487,0,0,8,39,36,27,9,10,0,133,0,0,0,23,19,10,3,3,0,62,5,16,26,99,45,34,26,3,0,266,0,4,14,75,64,65,38,11,7,274,21,80,244,728,275,180,94,53,21,1690,0,0,0,25,35,25,17,26,7,135,3,49,16,16,10,12,14,3,6,118,23,309,289,975,1265,1070,955,591,191,5674,7,44,120,546,278,194,98,26,3,1324,0,5,4,47,29,27,21,4,5,148,0,16,25,122,90,91,247,57,39,692
CED326,0,4,8,56,24,17,10,4,3,126,0,6,4,28,22,14,25,21,8,138,0,13,23,100,45,21,12,3,3,214,14,93,152,697,348,226,176,110,36,1854,278,480,462,1303,650,562,566,503,442,5249,5539,10527,9576,23088,10963,9486,8170,4820,2550,84709,0,0,11,47,5,8,3,6,0,79,10277,17521,14564,27972,12898,11626,9568,5152,2389,111959,0,9,3,59,13,12,5,0,0,105,0,0,3,39,24,12,6,3,0,85,0,0,3,14,8,0,3,0,0,21,6,34,31,113,66,49,28,12,7,339,0,3,4,36,17,10,13,6,0,85,15,41,78,418,143,96,53,35,11,890,0,0,3,9,20,17,22,29,3,96,0,4,9,22,15,6,27,11,5,106,48,550,540,1454,1618,1225,1533,970,356,8289,7,22,57,402,171,132,68,21,6,889,0,6,3,48,27,35,33,17,3,176,6,13,32,100,99,107,176,104,35,664
CED327,3,12,33,263,146,85,48,24,3,616,0,0,4,5,12,6,14,4,0,50,0,9,44,121,55,39,14,4,3,288,41,387,668,1711,913,617,342,175,59,4928,441,718,770,1713,736,628,437,218,108,5777,7102,13136,12305,27515,11304,9527,6099,2448,1109,90544,11,81,353,590,104,39,17,3,0,1189,12859,20377,15515,25172,10152,8977,6109,2136,909,102202,8,15,15,107,30,8,0,3,0,190,0,0,41,239,131,116,42,23,6,594,5,17,42,219,155,114,51,19,13,634,3,26,10,86,35,27,20,3,4,214,0,0,4,28,34,11,20,5,3,97,79,198,748,3237,638,552,236,94,36,5823,0,3,14,87,88,93,79,64,14,426,6,30,25,75,29,34,27,5,3,244,9,166,212,708,1020,1008,1002,489,182,4801,7,63,134,693,334,245,113,49,8,1638,0,0,10,26,39,10,15,3,4,113,0,9,41,80,83,80,201,75,24,580
CED328,7,26,60,165,39,25,5,0,0,334,3,6,6,17,21,12,26,11,4,107,0,3,40,79,77,50,15,3,4,263,43,177,331,982,331,225,155,75,30,2360,131,241,654,994,402,369,305,212,173,3489,4121,9374,14627,21382,10379,8214,6249,3183,1896,79422,0,0,7,7,0,3,0,0,0,18,7512,16076,19316,24899,12218,10177,7871,3869,1983,103925,6,13,7,118,16,6,3,0,0,174,0,0,3,14,3,5,0,0,0,32,0,0,0,6,3,4,3,0,0,23,16,53,106,274,108,80,30,13,3,677,7,13,20,106,25,12,9,4,0,188,26,136,1770,1563,240,142,81,43,15,4017,0,0,3,9,14,12,6,8,3,61,3,13,3,19,5,0,7,7,0,58,84,717,872,1553,1698,1089,1030,528,201,7773,0,10,21,89,62,42,27,6,4,261,5,30,68,141,78,25,31,4,5,381,4,36,69,215,156,82,172,61,23,820
CED329,0,7,7,34,12,5,0,3,0,67,0,3,0,9,19,21,13,13,0,86,0,0,7,25,22,18,11,4,0,91,9,38,40,207,183,162,125,75,34,873,195,495,456,1049,850,962,921,500,284,5713,3457,8635,6785,14511,10830,11675,10079,4749,2043,72763,0,0,0,0,0,0,0,0,0,0,6524,16104,12374,22380,15088,16770,14187,6356,2323,112107,0,0,0,7,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,7,0,3,4,5,4,0,0,0,0,16,3,12,8,81,50,52,50,21,3,278,0,0,4,10,7,0,3,0,0,28,0,17,12,57,22,19,12,3,6,140,0,0,0,0,15,8,17,17,0,54,0,0,0,5,3,5,6,8,3,30,20,243,265,713,1261,1394,1876,913,266,6940,0,9,8,27,21,22,12,5,0,108,3,3,13,54,26,36,43,12,4,185,0,12,18,92,138,165,286,174,47,933
CED330,0,3,3,62,12,17,5,0,0,112,0,6,5,30,21,17,16,6,8,108,0,0,12,39,29,24,7,0,0,107,15,55,74,365,214,197,136,57,40,1154,241,620,703,1478,991,882,624,351,193,6080,4614,11380,9770,19641,11991,9729,7150,2995,1211,78484,0,0,8,16,3,0,0,0,0,34,8900,20914,16216,28133,16027,13247,9547,3855,1250,118095,0,3,7,34,0,3,0,0,0,49,0,0,0,11,5,10,3,0,0,25,0,0,3,31,21,7,0,0,0,68,8,14,34,79,50,38,30,9,3,265,0,0,0,19,17,13,3,3,0,50,3,14,78,101,49,26,16,10,3,291,0,0,0,6,21,24,22,17,5,102,0,5,0,5,3,9,15,3,0,39,19,281,407,1032,1697,1475,1522,636,187,7257,0,5,20,70,36,31,8,12,0,183,0,4,19,33,25,17,20,11,0,134,0,7,18,102,125,129,217,114,31,739
CED394,0,0,9,9,0,0,0,0,0,16,0,0,6,3,0,4,0,0,0,20,0,0,3,0,0,0,0,0,0,12,0,3,42,61,9,22,13,3,0,157,16,29,126,239,105,178,99,30,8,835,160,233,774,1518,688,1224,798,153,18,5572,0,0,0,0,0,0,0,0,0,3,270,372,714,2015,1055,1525,1162,221,21,7348,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,31,5,9,3,0,0,58,0,0,0,10,4,3,0,0,0,16,0,3,30,53,6,4,0,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,13,150,171,98,154,202,27,4,818,0,0,3,4,3,7,0,0,0,14,0,0,27,48,3,5,0,0,0,86,0,0,28,30,4,13,19,8,0,97
