CED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
CED101,6,27,84,538,322,274,114,68,18,1453,0,0,0,10,6,0,7,3,3,40,0,0,3,24,17,8,3,0,0,51,16,93,170,927,495,396,295,195,118,2698,174,297,395,1057,508,494,387,299,181,3794,4584,8761,9735,22492,10845,9713,6617,4553,2735,80026,0,0,3,3,3,0,0,0,0,17,8677,15619,13915,19912,9414,7988,5697,3894,2648,87776,6,24,119,494,48,29,8,0,0,731,0,3,9,92,92,68,37,23,8,336,0,0,0,40,16,16,3,4,0,76,6,7,21,72,25,18,9,7,4,169,0,6,3,96,63,58,62,20,0,310,110,357,1938,6446,3148,2789,1241,836,258,17113,0,3,5,50,95,96,170,158,26,599,8,60,51,402,222,288,260,140,84,1519,21,89,71,439,401,432,452,233,148,2278,3,13,38,300,154,138,83,44,11,794,0,9,3,43,22,8,9,3,5,106,0,10,23,70,50,33,101,43,28,372
CED102,11,28,199,624,293,301,107,40,25,1628,0,0,0,9,0,0,3,3,3,18,0,0,16,33,3,7,0,0,0,64,45,134,388,2165,644,648,544,322,118,5006,237,406,574,1848,669,527,478,422,413,5565,4969,8261,11159,29672,10812,8913,6395,4535,2408,87129,0,0,0,16,5,3,0,0,0,30,9174,14418,12896,21371,8259,4933,2745,1657,1280,76742,30,57,392,1789,146,53,11,0,0,2470,0,0,8,87,35,45,31,25,5,239,0,3,6,43,27,33,8,3,3,120,0,7,13,103,27,21,10,0,4,189,0,6,21,134,103,84,94,34,0,477,108,351,3032,8172,3064,2786,1304,804,304,19935,0,3,8,54,62,75,129,144,31,510,7,48,40,278,187,257,288,213,75,1389,27,94,87,683,481,309,284,145,79,2198,3,13,49,318,197,182,100,36,17,921,3,3,16,115,31,18,9,10,5,209,3,9,18,110,55,34,58,42,15,338
CED103,6,9,91,304,148,107,44,14,11,724,0,0,0,14,12,3,6,6,3,49,0,3,17,35,13,9,5,0,0,81,56,133,172,1141,405,382,290,202,94,2877,187,215,431,1097,418,366,327,274,217,3523,5071,8753,11381,27094,11210,9697,6320,4369,2675,86580,4,3,19,124,70,59,26,13,4,317,8822,14540,13512,17995,8742,7154,4785,3518,2450,81526,9,27,115,344,31,16,14,0,3,555,0,0,4,30,26,16,19,3,0,103,0,3,10,44,24,12,10,0,3,103,9,14,29,117,52,38,18,3,0,284,0,3,12,63,44,41,50,18,4,234,226,581,3804,9788,3264,2501,1302,817,245,22527,0,0,8,26,41,71,88,75,14,325,3,11,4,89,61,89,98,74,30,468,49,190,163,750,640,560,519,296,146,3318,3,12,29,193,123,85,71,32,9,550,0,17,20,102,27,15,17,5,4,212,4,13,28,156,69,40,101,63,36,510
CED104,0,4,17,106,76,67,17,3,0,291,0,5,3,12,22,10,13,11,4,78,0,4,4,37,24,15,4,4,0,101,13,89,109,540,401,313,255,148,84,1953,100,237,257,583,376,351,288,229,164,2590,3655,9841,9306,16475,11566,9722,7069,3850,2346,73835,0,0,7,54,37,36,32,0,0,162,7233,17338,15381,17743,11677,10006,7422,4007,2247,93056,0,0,9,57,30,26,10,4,0,134,0,0,0,19,15,5,0,3,0,40,0,0,4,16,17,3,0,0,0,44,3,20,31,97,80,60,30,11,10,337,0,3,3,21,34,38,41,8,6,155,69,299,459,2774,1381,941,614,260,107,6901,0,0,0,17,51,35,33,39,5,181,0,3,10,36,46,49,61,34,15,261,53,427,403,1010,1398,1102,1158,567,269,6386,0,3,10,92,98,85,47,28,3,370,0,14,15,57,29,22,12,7,3,150,0,23,29,96,99,81,186,98,44,665
CED105,27,97,529,2585,1699,1597,571,282,120,7505,0,0,0,0,0,0,5,0,0,11,0,4,11,14,8,0,0,0,0,37,73,279,433,1575,723,541,400,265,151,4449,427,660,753,1591,679,605,414,325,163,5613,6634,11330,12098,25167,10265,8850,5608,3534,2071,85554,17,169,793,1789,329,157,27,18,3,3304,11847,19017,15175,16686,4128,3833,2898,1700,1428,76707,13,49,143,867,87,51,10,0,0,1218,0,3,15,89,69,49,42,31,0,299,0,10,13,91,113,100,69,28,5,417,3,4,15,29,8,3,0,0,0,72,0,0,3,49,66,50,63,28,3,253,50,210,1085,4113,2226,1808,767,520,171,10955,0,3,4,33,47,76,155,141,23,483,36,76,69,391,130,165,141,87,21,1120,3,19,29,120,123,170,216,126,93,911,4,25,65,351,198,204,103,42,6,997,0,0,7,18,12,11,13,6,0,69,0,7,27,51,21,24,170,53,44,390
CED106,3,14,20,189,84,49,19,5,4,394,0,5,4,28,20,15,11,18,6,102,0,4,16,58,45,41,9,3,0,174,29,164,170,841,470,286,299,190,128,2577,107,284,367,765,454,306,330,321,364,3300,4389,11044,10230,20789,12488,9193,7140,4825,3209,83302,0,0,6,30,14,14,3,0,0,70,7878,17262,13685,14431,10185,7816,6534,4686,3073,85548,0,0,5,45,9,3,4,0,0,75,0,0,0,11,6,7,7,0,0,32,0,0,7,21,12,5,0,0,0,43,8,41,52,139,120,72,51,17,0,494,0,0,3,43,46,21,41,14,3,173,201,814,1380,5796,2400,1610,1030,566,159,13965,0,0,0,15,24,34,29,26,8,134,0,7,3,31,21,37,54,41,17,206,78,937,765,1253,1779,1099,962,686,359,7931,0,5,15,89,49,48,34,19,8,260,0,16,28,98,35,33,37,9,10,267,3,39,38,122,133,72,149,86,57,698
CED107,0,3,12,55,14,5,0,0,0,84,0,0,0,4,16,10,11,6,3,47,0,4,21,37,11,11,3,0,0,89,4,34,37,146,90,88,88,62,34,587,307,680,804,1584,1028,1028,969,653,333,7391,5061,10362,9512,18827,10732,10326,8615,4900,2328,80662,0,3,7,13,0,0,0,0,0,26,9779,19575,17290,31162,17042,16338,12834,6686,2674,133380,0,7,3,49,3,3,4,0,0,74,0,0,0,7,4,5,6,0,0,28,0,4,0,19,0,3,0,0,0,29,0,9,9,59,33,18,12,7,3,155,0,0,0,4,11,7,10,0,0,39,3,13,32,150,64,58,55,16,4,396,0,0,0,7,13,19,21,26,6,100,0,10,9,14,3,4,12,0,3,54,5,69,94,348,549,680,837,497,156,3235,0,6,9,51,33,20,13,3,0,138,0,3,5,22,13,11,14,11,4,80,0,0,9,39,39,71,217,62,35,463
CED108,0,0,16,110,69,88,28,9,4,322,0,0,0,5,3,8,5,5,0,25,0,0,16,26,9,4,0,0,0,50,61,266,585,1589,901,727,441,252,169,4990,380,707,687,1532,724,649,512,283,98,5578,6650,12343,12261,25502,10701,9038,5966,2935,1331,86738,8,53,240,598,162,128,49,18,3,1249,12168,20303,16455,19866,8123,6208,4198,1899,620,89846,27,105,85,945,159,100,20,6,0,1455,3,0,19,75,58,66,38,19,3,283,0,0,3,37,17,14,14,3,0,83,0,12,15,37,14,7,0,0,0,85,0,0,10,86,68,73,74,19,14,338,7,43,135,620,307,325,113,80,35,1674,0,0,4,61,63,107,145,100,39,514,11,100,103,268,178,220,170,78,28,1154,9,48,23,239,463,561,526,329,81,2278,16,129,387,1978,994,630,331,109,17,4604,0,0,7,11,12,17,12,10,3,60,0,3,20,31,42,61,178,87,65,487
CED109,0,0,13,94,56,42,21,3,4,218,0,0,3,19,13,7,11,8,5,60,0,0,3,23,3,0,0,0,0,35,16,73,111,870,435,390,335,159,56,2444,170,283,302,1101,524,471,427,300,252,3838,3960,8066,7635,18626,9918,8806,6943,4707,2913,71568,0,0,0,3,0,0,0,0,0,9,7723,15029,13416,25269,12705,10872,7692,5010,3109,100833,6,3,9,65,23,18,3,0,0,120,0,0,12,60,41,40,18,11,0,184,0,0,0,26,18,9,7,0,0,69,4,8,23,111,55,37,21,7,4,266,0,3,6,64,78,51,71,9,3,296,14,72,224,949,745,578,223,149,48,3012,0,4,4,39,63,72,70,81,10,333,5,24,20,236,175,287,277,168,78,1271,41,191,181,972,801,689,726,478,232,4312,0,4,15,100,74,59,35,22,6,316,0,3,5,61,36,17,18,15,5,153,3,6,25,113,70,46,120,89,38,503
CED110,0,3,6,43,3,10,0,0,0,67,0,0,0,13,20,19,16,13,5,94,0,0,10,11,5,12,9,0,0,49,15,88,73,282,158,150,150,81,45,1048,237,523,530,1193,913,1016,1041,731,486,6671,4069,9439,7959,16394,10923,12389,10973,6631,3503,82275,0,16,42,24,15,3,3,0,0,108,7563,17305,14368,25496,16070,18674,15697,8747,3944,127858,0,0,0,10,4,3,0,0,0,18,0,0,0,3,0,5,0,6,0,16,0,3,3,12,3,0,0,0,0,14,5,13,6,89,46,63,35,14,5,274,0,0,3,14,9,6,15,0,3,49,0,16,38,103,51,50,21,10,9,302,0,0,0,0,3,11,13,15,3,51,0,11,4,21,11,12,26,4,9,103,24,137,130,536,860,1061,1581,1073,421,5825,0,3,11,49,40,38,22,7,3,179,3,12,6,37,19,25,31,7,3,139,0,13,8,71,71,125,254,147,47,750
CED111,0,18,103,129,66,65,32,13,6,434,0,5,4,18,30,35,27,18,9,143,0,4,10,21,5,4,6,0,0,53,51,182,223,674,379,322,283,238,122,2475,196,322,551,1052,573,614,570,446,286,4601,4332,8906,10847,20015,10167,9477,7185,4902,2674,78513,0,4,9,6,9,0,6,0,0,34,8150,16139,17959,29082,13932,12001,7628,4343,2226,111463,3,3,27,54,4,3,0,0,0,96,0,3,13,70,45,52,27,25,9,231,0,0,3,12,0,3,0,0,0,17,3,30,34,146,69,34,19,9,5,339,0,0,3,75,94,54,106,32,7,371,18,62,1041,1350,162,138,55,38,18,2891,0,0,19,90,115,106,137,165,44,679,7,9,5,38,18,24,26,13,3,144,33,223,206,836,1153,1095,1096,647,301,5584,0,0,15,60,28,22,26,4,0,163,4,3,24,46,33,19,28,5,0,171,7,0,25,91,64,124,273,131,87,801
CED112,0,8,8,50,9,8,0,0,0,76,0,5,3,17,16,13,32,12,6,103,0,5,13,17,14,3,0,9,4,63,5,30,43,245,161,177,181,101,34,986,207,421,488,1066,710,717,699,592,479,5378,4602,9905,9269,18583,10390,10084,8421,5336,3050,79629,0,0,3,6,0,7,0,0,0,18,8894,18913,16786,29341,15180,14080,10850,6261,3248,123559,0,0,7,17,4,3,0,0,0,33,0,0,3,3,6,3,7,5,0,30,0,0,0,18,7,0,4,0,0,33,0,15,17,69,33,32,19,9,4,196,0,4,3,19,34,27,22,12,3,124,4,28,36,180,117,90,64,26,10,550,0,0,0,4,20,24,38,30,5,113,0,0,4,18,4,35,42,30,8,147,18,190,228,755,1131,1150,1307,927,359,6083,0,3,11,61,36,37,8,14,0,164,0,0,4,23,23,19,24,15,3,108,0,7,10,45,48,62,167,84,51,468
CED113,0,0,3,41,22,7,0,3,0,77,0,0,0,6,22,14,12,4,3,64,0,3,4,12,9,15,8,0,0,54,8,17,50,279,177,188,187,115,64,1088,207,568,551,1372,988,1029,797,482,328,6317,3861,8969,7662,17022,11129,11017,8031,4040,2029,73764,0,0,0,12,0,0,0,0,0,15,7550,16634,13628,26054,16631,16162,11121,5046,2038,114864,8,13,12,133,3,3,0,0,0,178,0,0,0,6,5,13,0,13,3,44,0,4,0,13,4,8,0,0,0,23,3,22,18,94,56,59,34,7,3,295,0,0,0,21,24,16,17,4,0,76,4,14,28,140,73,40,22,19,3,347,0,0,5,8,37,54,79,59,5,249,10,5,0,26,6,7,9,8,4,77,17,117,136,526,952,1152,1263,630,210,5000,0,6,18,83,33,19,9,4,0,183,0,12,4,34,26,25,11,9,3,136,0,6,15,60,112,155,334,168,71,920
CED114,0,0,0,20,0,4,3,0,0,26,0,0,0,4,6,12,11,3,0,36,0,8,8,19,8,7,3,0,0,62,11,50,72,301,162,117,97,71,21,902,368,765,712,1692,968,1239,1036,788,410,7988,4908,10521,9372,18777,10722,11166,8992,5613,2725,82797,0,15,22,81,30,10,4,0,0,159,9248,18871,16457,28569,16932,17729,13427,7556,3090,131888,3,11,7,82,11,0,0,0,0,106,0,0,0,3,0,3,0,4,0,8,0,0,0,7,0,0,0,0,0,9,0,12,7,40,21,11,9,0,3,101,0,0,3,7,8,4,3,0,0,27,3,15,23,127,57,25,23,3,4,275,0,0,0,0,4,19,26,22,9,79,0,3,3,20,5,3,14,3,3,49,8,55,78,289,443,527,655,410,137,2615,3,25,32,99,63,53,21,9,0,306,0,0,12,26,11,7,8,0,3,59,0,4,7,46,33,105,198,88,37,513
CED115,69,235,955,5073,3087,2558,992,498,244,13705,0,0,0,0,3,3,4,0,4,12,3,8,17,29,15,0,0,0,0,68,68,290,489,1578,1097,1070,741,413,207,5949,381,607,651,1738,748,736,458,268,134,5721,5105,10073,11695,23124,11143,10476,6198,3653,1831,83295,0,5,56,107,24,7,4,3,3,219,9133,16172,15313,13558,4122,3751,2026,1095,506,65670,7,9,20,206,24,15,8,0,0,285,0,5,68,357,234,243,113,93,20,1144,26,80,317,1785,1342,1079,585,230,121,5568,5,0,7,23,11,3,8,0,0,54,0,15,26,227,222,254,281,99,13,1136,19,60,204,916,659,688,401,322,311,3577,0,3,74,354,283,426,438,393,112,2082,5,35,32,127,64,95,85,70,15,521,12,39,22,104,156,219,226,120,59,954,8,47,126,712,313,325,109,59,12,1715,0,6,12,28,11,6,9,7,3,81,0,12,34,31,26,39,174,83,43,444
CED116,0,0,3,34,9,3,6,0,0,56,0,3,4,9,18,21,47,18,13,127,0,4,4,9,0,14,5,4,0,40,8,15,29,156,131,167,213,143,41,910,194,426,468,1079,808,987,1064,694,372,6104,3615,8150,7054,14382,9742,12422,11547,6426,2925,76266,0,0,3,4,0,0,0,0,0,4,6939,15399,13222,23524,14478,18223,15451,8053,3311,118585,0,4,0,25,0,0,0,0,0,31,0,0,0,0,4,10,3,8,0,34,0,0,0,6,3,0,3,0,0,15,0,9,16,63,29,51,45,9,3,223,0,0,4,10,16,26,30,9,5,100,0,16,22,117,74,42,46,11,11,340,0,0,4,11,31,35,109,87,5,276,3,0,0,14,3,19,36,9,7,89,9,129,126,464,1062,1421,2215,1314,452,7199,0,0,3,32,18,22,17,0,4,92,3,0,3,14,24,25,19,15,4,108,3,0,5,46,62,158,359,198,68,906
CED117,8,17,155,465,178,232,87,43,28,1215,0,0,0,45,24,14,4,5,0,97,0,0,0,35,12,5,5,0,0,59,19,54,212,1298,451,408,432,247,127,3246,268,360,599,2448,757,609,421,224,123,5812,4505,6800,7880,29317,10564,7911,5296,2925,1487,76684,0,0,3,12,3,3,0,0,0,15,8096,12100,10746,31205,11673,7809,4336,1513,812,88299,0,8,30,223,35,21,0,0,0,316,0,0,0,33,20,11,11,11,0,89,0,0,10,35,13,21,7,7,0,88,10,23,30,293,93,57,30,3,0,542,3,0,7,149,54,28,56,12,3,311,22,91,680,1572,693,592,258,203,66,4175,0,0,0,36,45,34,41,50,19,224,0,4,6,42,31,47,74,33,30,267,96,308,293,2913,1622,914,634,209,74,7059,0,0,8,159,79,88,55,13,8,412,3,12,44,286,57,36,22,11,3,474,3,18,20,261,135,86,106,43,16,695
CED118,0,4,8,105,42,54,12,3,0,231,0,0,0,8,6,13,9,3,0,37,0,8,26,51,24,8,3,0,0,116,37,159,342,1011,517,404,264,154,62,2941,261,476,413,1227,480,443,326,215,114,3952,6763,12006,10050,27912,10570,8356,5372,2567,1058,84650,3,13,146,519,174,150,62,11,3,1088,12595,20294,14065,23799,8983,6574,4013,1760,684,92773,13,53,58,570,164,107,29,3,0,1001,0,0,4,65,52,47,29,18,3,220,0,0,4,29,12,11,3,0,0,68,0,15,51,74,38,16,11,4,0,212,3,4,5,97,76,52,64,23,11,322,20,77,213,1347,583,538,268,119,44,3200,0,0,14,60,107,92,119,88,22,499,4,65,47,205,97,139,147,55,25,778,26,196,146,691,593,541,524,233,92,3042,0,51,165,990,499,412,189,76,14,2390,6,3,8,31,26,16,20,0,6,106,0,11,31,75,55,36,159,74,29,477
CED119,0,3,18,172,87,62,16,10,0,368,0,0,3,13,13,11,11,7,0,63,0,0,8,25,7,0,0,0,0,40,10,87,108,642,365,271,228,118,56,1884,139,245,248,669,337,343,269,191,124,2561,4840,9810,8683,19612,10300,8815,6288,3057,1805,73218,0,0,0,3,0,0,0,0,0,4,9441,18449,16007,27994,13607,11392,7882,3499,1921,110189,0,13,17,153,60,41,10,0,0,290,0,0,4,49,32,34,4,10,0,133,0,0,3,31,17,11,9,3,0,78,0,13,12,99,57,32,21,7,0,238,0,6,13,73,73,46,41,13,0,262,20,46,99,720,346,331,153,72,19,1808,0,0,4,24,48,50,67,43,12,244,3,50,56,216,168,180,116,48,29,864,39,212,201,931,1048,798,866,447,204,4740,0,17,31,279,144,140,66,23,0,703,0,9,8,43,33,13,6,0,0,129,3,14,15,93,92,78,152,93,31,561
CED120,3,4,0,40,16,5,0,0,0,73,0,0,3,15,21,14,17,8,5,83,0,4,14,24,13,11,3,0,0,68,7,34,49,291,209,175,143,82,54,1028,211,413,472,1109,685,688,540,376,168,4671,4858,10334,9032,19300,10604,9410,7059,3540,1735,75869,0,0,8,24,3,4,3,0,0,42,9547,19944,16785,31297,15859,13554,9486,4440,1897,122813,0,3,6,35,9,3,0,0,0,56,0,0,0,17,10,9,4,0,0,45,0,0,5,29,11,6,4,0,3,67,9,13,15,68,33,26,18,3,0,183,0,0,4,54,62,42,22,14,0,202,8,15,24,174,80,50,26,10,0,391,0,3,3,28,47,58,49,30,6,224,0,3,8,30,21,30,28,19,4,144,11,84,118,629,1110,1181,1313,637,189,5267,0,11,16,129,52,33,16,4,3,261,0,6,4,18,27,13,27,3,3,101,0,5,12,63,73,100,211,83,43,581
CED121,3,0,8,29,8,3,0,0,0,49,0,3,0,4,12,7,19,5,3,57,0,3,6,24,14,11,5,0,0,65,0,27,45,165,98,94,111,69,48,650,241,487,444,1165,729,733,739,420,268,5223,5019,10009,9148,19201,10238,10119,8216,4630,2487,79068,0,0,0,7,0,0,0,0,0,13,9726,18827,17373,32401,16620,16187,12082,6429,2896,132545,0,4,3,42,3,0,0,0,0,60,0,0,0,10,11,3,3,3,0,25,0,0,3,18,7,8,3,0,0,38,4,10,3,53,34,24,20,11,3,168,0,0,0,21,14,8,11,6,0,61,0,6,30,123,59,45,16,14,0,301,0,4,0,6,8,22,13,14,3,70,0,0,0,5,0,9,12,0,0,37,14,67,86,381,655,726,900,571,225,3626,0,3,5,53,27,25,15,3,0,141,0,4,3,12,14,10,11,4,3,63,0,0,5,31,42,65,249,75,37,514
CED122,5,13,77,232,72,80,31,17,3,527,0,7,0,53,21,9,9,7,3,100,0,3,9,40,14,7,4,3,0,83,55,144,462,2492,780,773,754,406,183,6039,275,454,940,2286,764,685,566,373,284,6630,4781,8236,13969,29888,10768,8432,6525,4135,2269,89009,0,0,4,24,10,7,3,0,0,51,8574,13984,13714,25118,10278,7325,4680,2732,1561,87960,17,62,166,858,228,140,33,8,0,1521,0,0,3,42,17,34,13,18,0,141,0,6,22,39,29,19,5,5,0,127,13,25,45,308,62,37,23,3,0,520,6,8,21,244,113,124,161,54,14,755,54,140,6216,3827,820,662,403,303,124,12552,0,0,0,30,48,54,94,96,23,345,0,7,12,74,59,139,294,232,86,904,61,289,397,2865,1252,708,571,253,127,6528,0,11,36,195,131,100,66,21,4,561,28,124,110,565,145,49,34,9,10,1078,5,26,67,363,109,58,109,67,39,842
CED123,0,14,19,111,33,10,3,3,0,198,0,0,0,5,21,16,16,8,0,71,4,12,16,65,12,8,0,3,0,119,11,89,201,742,381,299,264,115,67,2172,312,471,611,1497,663,622,511,288,111,5093,6056,11210,11144,25294,10501,9383,6385,3064,1394,84430,0,15,37,120,33,18,15,8,0,233,11699,20351,18989,35393,13427,10994,6651,2595,1164,121261,0,19,28,197,26,17,11,0,0,297,0,0,5,41,34,29,20,15,3,140,0,3,4,36,17,7,3,0,0,68,0,9,11,55,32,26,13,3,0,146,0,0,0,47,31,39,33,27,3,189,5,43,74,488,187,150,81,45,13,1072,0,3,7,44,77,114,111,85,12,446,3,20,31,115,73,109,86,41,7,487,20,134,137,769,1135,1237,1187,587,199,5412,0,21,70,370,210,155,70,26,6,937,0,4,7,19,13,16,11,7,4,83,4,5,14,76,65,112,281,120,48,720
CED124,0,0,0,14,4,6,3,0,0,27,0,0,0,5,4,7,17,12,5,54,0,0,11,8,4,9,3,0,0,34,4,13,19,81,87,96,116,74,32,515,159,437,433,969,812,975,1056,682,421,5941,3306,8319,6828,13281,9979,11849,11480,6317,2860,74208,0,0,0,0,0,0,0,0,0,3,6476,15864,12705,21648,15804,18563,17335,9158,3537,121087,0,0,0,16,3,4,0,0,0,25,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,4,3,0,0,18,0,6,14,43,30,31,18,8,4,160,0,0,0,5,12,11,15,7,0,49,3,5,6,55,35,35,16,10,4,173,0,0,0,0,6,19,22,17,3,66,0,0,0,15,5,13,34,10,0,75,9,61,81,317,673,910,1561,858,284,4750,0,0,3,14,10,11,16,3,0,56,0,8,3,9,15,22,12,8,3,80,0,4,10,41,54,85,222,110,34,564
CED125,0,8,26,190,68,67,15,7,3,394,0,0,0,7,8,22,13,3,0,62,0,11,23,38,14,3,5,0,0,100,22,133,199,1200,833,613,393,169,55,3613,328,571,648,1502,632,681,486,226,154,5224,6037,11410,11180,24225,10275,9613,6052,2509,933,82244,0,8,43,140,44,30,16,6,0,293,11464,20264,17877,28446,10377,9939,5716,2068,676,106826,21,102,180,1273,363,155,15,6,0,2118,0,0,8,101,62,48,18,13,0,249,0,7,27,196,57,76,25,3,3,401,6,11,17,51,25,9,3,3,3,132,0,7,10,212,182,156,201,39,7,821,13,35,91,507,271,244,119,63,21,1358,0,0,10,60,67,94,121,72,10,430,9,47,35,208,95,105,109,36,10,654,20,98,86,510,866,1036,994,487,136,4223,4,53,152,1024,525,341,177,53,9,2333,0,0,3,30,16,15,14,14,0,88,0,6,28,57,66,96,162,74,13,498
CED126,0,0,15,71,32,17,8,0,0,149,0,0,5,47,27,27,15,7,4,134,0,0,6,42,17,14,5,0,3,91,26,102,144,1218,485,319,268,146,66,2776,162,326,319,878,517,496,506,379,319,3905,4257,9590,7787,18416,11359,9187,7786,4701,3011,76091,0,0,3,13,3,14,6,0,0,39,8217,17296,13015,22106,13128,10892,8781,5201,2923,101567,0,0,0,42,9,0,0,0,0,54,0,0,5,42,26,30,15,9,3,131,3,3,0,15,11,3,0,0,0,35,8,38,36,204,128,91,37,20,12,573,0,3,4,48,35,29,34,17,3,181,5,43,284,701,466,326,136,88,29,2078,0,0,14,56,72,101,126,101,27,497,0,0,3,21,19,40,74,42,16,212,90,755,632,2368,2407,1539,1669,875,452,10792,0,3,12,62,31,42,26,12,0,179,3,48,49,139,80,40,31,12,7,407,6,61,72,230,219,132,212,134,41,1107
CED127,0,0,29,46,13,13,4,0,0,108,0,0,0,13,28,18,28,12,8,109,0,0,0,3,10,10,3,0,0,27,5,27,45,262,200,195,221,104,52,1103,165,338,421,860,651,618,557,315,131,4058,4056,9031,8455,16867,10670,10151,7748,3688,1717,72392,0,0,0,4,3,0,0,0,0,9,7918,17394,15666,27083,15224,13982,9401,4174,1694,112533,0,0,0,4,0,0,0,0,0,9,0,0,0,7,0,7,4,8,0,23,0,0,6,24,7,3,7,0,0,44,0,16,7,83,54,52,29,9,0,255,0,3,3,34,37,19,26,8,0,135,0,14,43,161,86,68,50,27,9,460,0,0,3,6,26,44,34,25,4,154,0,5,0,0,3,23,37,5,5,83,17,141,164,795,1398,1554,1589,775,310,6738,0,0,5,39,43,32,20,4,3,155,3,0,9,36,32,28,27,7,7,145,3,11,4,85,120,136,299,142,56,852
