StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff
"2","NSW","Banks","103","1","Allawah","Current","P J Ferry Hall","cnr Bellevue Pde & Blakesley Rd","","","ALLAWAH","NSW","2218","31","","","Blakesley Rd Bellevue Pde","-33.9767897","151.1148974","1361509","Assisted","1406","96","3","1"
"2","NSW","Banks","103","1","Allawah South","Current","St Raphael's Church Hall","84 George St"," ","","SOUTH HURSTVILLE","NSW","2221","67","","","Russell La George St","-33.9756000","151.1110000","1361510","None","882","47","2","1"
"2","NSW","Banks","103","1","Beverly Hills North (Banks)","Current","Beverly Hills North Public School","cnr Shorter Ave & King Georges Rd","","","BEVERLY HILLS","NSW","2209","56500","","","Entrance:Shorter Ave","-33.9413000","151.0750000","1350302","None","382","0","0","1"
"2","NSW","Banks","103","1","Beverly Hills South","Current","Beverly Hills Public School","cnr Stoney Creek & King Georges Rds"," ","","BEVERLY HILLS","NSW","2209","2646","","","King Georges Rd","-33.9528000","151.0850000","1360804","Assisted","1141","132","2","2"
"2","NSW","Banks","103","1","Blakehurst North","Current","Blakehurst High School","270A Woniora Rd"," ","","BLAKEHURST","NSW","2221","46","","","Woniora Rd","-33.9814000","151.1130000","1361602","Assisted","713","85","2","1"
"2","NSW","Banks","103","1","Blakehurst South","Current","Bald Face Public School","84 Stuart St"," ","","BLAKEHURST","NSW","2221","33","","","Stuart St","-33.9964550","151.1066889","1361404","Assisted","1811","84","4","1"
"2","NSW","Banks","103","1","Carlton South (Banks)","Current","Carlton South Public School","Jubilee Avenue"," ","","CARLTON","NSW","2218","56472","","Jubilee Ave & Ecole St","School gate in Jubilee Avenue, Carlton School gate in Ecole Street, Carlton","-33.9727000","151.1280000","1361703","Assisted","411","7","0","1"
"2","NSW","Banks","103","1","Carlton West","Current","St Cuthbert's Church Hall","34 Park Rd"," ","","CARLTON","NSW","2218","65","","","Park Rd","-33.9763447","151.1206652","1361704","Assisted","1214","247","3","3"
"2","NSW","Banks","103","1","Connells Point","Current","Connells Point Public School","Riverview Ave"," ","","CONNELLS POINT","NSW","2221","42","","","Riverview Ave","-33.9855000","151.1000000","1361410","Assisted","2984","164","5","2"
"2","NSW","Banks","103","1","Hurstville","Current","Hurstville Senior Citizens Centre","91 Queens Rd","","","HURSTVILLE","NSW","2220","2663","","","Queens Rd","-33.9642000","151.1020000","1360709","Full","1406","247","4","3"
"2","NSW","Banks","103","1","Hurstville East","Current","Hurstville Public School","Forest Rd"," ","","HURSTVILLE","NSW","2220","2664","","","Forest Rd Orange St","-33.9641000","151.1110000","1360704","None","1300","241","4","3"
"2","NSW","Banks","103","1","Hurstville Grove","Current","Hurstville Grove Infants School","81 Lansdowne St","","","PENSHURST","NSW","2222","45","","","","-33.9729154","151.0909386","1361206","None","2079","101","4","1"
"2","NSW","Banks","103","1","Hurstville North","Current","Kingsway Scout Hall","Barnards Ave","","","HURSTVILLE","NSW","2220","2665","","","Barnards Ave","-33.9544000","151.0960000","1360605","None","1678","131","3","2"
"2","NSW","Banks","103","1","Hurstville South","Current","Hurstville South Public School","Maher St"," ","","HURSTVILLE","NSW","2220","43","","","Maher St","-33.9726000","151.0990000","1361214","Assisted","968","56","2","1"
"2","NSW","Banks","103","1","Lugarno","Current","Lugarno Public School","Old Forest Rd","","","LUGARNO","NSW","2210","4","","","Old Forest Rd","-33.9850150","151.0454806","1361106","Assisted","2913","89","5","1"
"2","NSW","Banks","103","1","Mortdale Central","Current","Mortdale Pensioners Welfare Club","76 Pitt St","","","MORTDALE","NSW","2223","55","","","Pitt St","-33.9729046","151.0773353","1360910","Full","2085","120","4","1"
"2","NSW","Banks","103","1","Mortdale East","Current","Mortdale Public School","Coleborne Ave"," ","","MORTDALE","NSW","2223","56","","","Coleborne Ave","-33.9727000","151.0810000","1361302","Assisted","1449","113","3","1"
"2","NSW","Banks","103","1","Mortdale Heights","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Banks","103","1","Mortdale West","Current","Penshurst West Public School","Scott St","","","MORTDALE","NSW","2223","5","","","Scott St","-33.9615619","151.0731878","1360305","None","2097","97","4","1"
"2","NSW","Banks","103","1","Narwee","Current","Narwee Public School","61-65 Broad Arrow Rd","","","NARWEE","NSW","2209","6","","","Broad Arrow Rd","-33.9482000","151.0690000","1350304","Assisted","2730","224","5","2"
"2","NSW","Banks","103","1","Oatley","Current","Oatley Public School","Neville St"," ","","OATLEY","NSW","2223","58","","","Letitia St","-33.9847000","151.0810000","1361312","Assisted","2771","144","5","2"
"2","NSW","Banks","103","1","Oatley West","Current","Oatley West Public School","Oatley Park Ave","","","OATLEY","NSW","2223","59","","","Oatley Park Ave","-33.9796000","151.0650000","1361007","Assisted","2622","92","5","1"
"2","NSW","Banks","103","1","Padstow","Current","Padstow Park Public School","Segers Ave","","","PADSTOW","NSW","2211","7","","","Faraday Rd","-33.9542000","151.0310000","1342504","None","2877","368","5","4"
"2","NSW","Banks","103","1","Padstow East","Current","Padstow Senior Citizens Centre","17 Cahors Rd","","","PADSTOW","NSW","2211","8","","","Cahors Rd","-33.9490000","151.0300000","1342106","Assisted","1951","241","4","3"
"2","NSW","Banks","103","1","Padstow North","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Banks","103","1","Padstow South","Current","Padstow Heights Public School","Chamberlain Rd","","","PADSTOW HEIGHTS","NSW","2211","10","","","Chamberlain Rd Henry Kendall Ave","-33.9664348","151.0305364","1342607","None","2355","154","4","2"
"2","NSW","Banks","103","1","Peakhurst East","Current","Peakhurst Public School","Bailey Pde","","","PEAKHURST","NSW","2210","16","","","Bailey Pde","-33.9553000","151.0610000","1360107","Assisted","2019","136","4","2"
"2","NSW","Banks","103","1","Peakhurst South","Current","Peakhurst South Public School","Pindari Rd","","","PEAKHURST HEIGHTS","NSW","2210","17","","","Pindari Rd","-33.9728147","151.0555257","1361102","Full","1717","81","3","1"
"2","NSW","Banks","103","1","Peakhurst West","Current","Peakhurst West Public School","Ogilvy St","","","PEAKHURST","NSW","2210","18","","","Ogilvy St","-33.9616492","151.0489593","1360203","None","2516","133","5","2"
"2","NSW","Banks","103","1","Penshurst","Current","Penshurst Public School","Arcadia St"," ","","PENSHURST","NSW","2222","19","","","Arcadia St","-33.9625909","151.0875342","1360806","Assisted","1539","96","3","1"
"2","NSW","Banks","103","1","Penshurst Central","Current","Penshurst Girls Campus","2 Austral St","","","PENSHURST","NSW","2222","60","","","Austral St","-33.9641000","151.0870000","1360308","None","2144","139","4","2"
"2","NSW","Banks","103","1","Punchbowl (Banks)","Current","Punchbowl Public School","1333 Canterbury Rd","","","PUNCHBOWL","NSW","2196","23","Watson use hall Banks use classrooms","Viola St & Rossmore Ave","Entrances:Viola St           Rossmore Ave- 2 gates","-33.9307000","151.0560000","1350206","None","1343","170","4","2"
"2","NSW","Banks","103","1","Revesby (Banks)","Current","Revesby Y.M.C.A.","184 The River Rd","","","REVESBY","NSW","2212","24","","","Hedlund St","-33.9542157","151.0166996","1342501","Assisted","703","163","2","2"
"2","NSW","Banks","103","1","Revesby North (Banks)","Current","Revesby Public School","Victoria St","","","REVESBY","NSW","2212","25","","","Victoria St","-33.9447000","151.0170000","1342202","None","2221","237","4","2"
"2","NSW","Banks","103","1","Riverwood East","Current","Hannans Road Public School","Hannans Rd","","","RIVERWOOD","NSW","2210","3","","","Hannans Rd","-33.9459000","151.0580000","1350210","Assisted","1799","212","3","2"
"2","NSW","Banks","103","1","Riverwood North","Current","Riverwood Public School","Union St","","","RIVERWOOD","NSW","2210","27","","","Union St","-33.9476795","151.0470880","1350108","Assisted","1366","107","3","1"
"2","NSW","Banks","103","1","Riverwood South","Current","St Andrew's Church Hall","9 Littleton St","","","RIVERWOOD","NSW","2210","28","","","Littleton St","-33.9524734","151.0532173","1360103","None","1585","86","3","1"
"2","NSW","Banks","103","1","South Hurstville","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Banks","103","1","Sydney (Banks)","Current","Sydney Town Hall","George St"," ","","SYDNEY","NSW","2000","14011","","Sydney Town Hall Square","via Town Hall Square","-33.8730501","151.2064528","1400114","Assisted","163","11","0","0"
"2","NSW","Barton","104","2","Arncliffe","Current","Arncliffe Community Centre Coronation Hall","23 Barden St","","","ARNCLIFFE","NSW","2205","32","","","Entrance: Barden Street","-33.9380000","151.1440000","1362505","Full","1247","130","3","2"
"2","NSW","Barton","104","2","Arncliffe Central","Current","Arncliffe Public School","168 Princes Hwy","","","ARNCLIFFE","NSW","2205","34","School Hall","Segenhoe Street","Entrance by Segenhoe Avenue only","-33.9406000","151.1470000","1362607","Assisted","1339","102","3","1"
"2","NSW","Barton","104","2","Arncliffe West","Current","Athelstane Public School","Athelstane Ave"," ","","ARNCLIFFE","NSW","2205","2642","","","Entrance: Gates in Athelstane Avenue and Wollongong Road","-33.9374000","151.1380000","1362503","Assisted","2677","173","6","2"
"2","NSW","Barton","104","2","Bardwell Park","Current","Bardwell Park Infants School","4 Crewe La"," ","","BARDWELL PARK","NSW","2207","2643","","","Gate at 4 Crew Lane, Bardwell  Park NSW 2207. Laneway at Darley Road, Bardwell Park","-33.9338000","151.1250000","1362202","None","1051","55","2","1"
"2","NSW","Barton","104","2","Beverly Hills","Current","St Bede's Anglican Church Hall","119 Morgan St","","","BEVERLY HILLS","NSW","2209","2645","","","119 Morgan St Beverly Hills NSW 2209","-33.9492000","151.0830000","1360507","Assisted","1155","148","2","2"
"2","NSW","Barton","104","2","Beverly Hills Central","Current","Beverly Hills Uniting Church Hall","82 Ponyara Rd"," ","","BEVERLY HILLS","NSW","2209","2670","","","Door at 82 Ponyara Road, BEVERLY HILLS","-33.9470000","151.0790000","1360501","None","1106","243","2","3"
"2","NSW","Barton","104","2","Bexley","Current","Bexley Baptist Church","484 Forest Rd"," ","","BEXLEY","NSW","2207","2647","","","gateway 484 Forest Road, BEXLEY","-33.9515000","151.1250000","1362309","None","2213","142","4","2"
"2","NSW","Barton","104","2","Bexley Central","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Barton","104","2","Bexley East","Current","Bexley Public School","330-354 Forest Rd"," ","","BEXLEY","NSW","2207","2640","New School Hall","for disabled Albyn St","Gate in Albyn Street, BEXLEY for Disabled Parking. Gate at 330 Forest Road, BEXLEY Lane at Frederick Street, ROCKDALE","-33.9467000","151.1280000","1362208","Full","1640","128","3","2"
"2","NSW","Barton","104","2","Bexley North","Current","Bexley North Public School","116 Kingsland Rd"," ","","BEXLEY NORTH","NSW","2207","2649","New School Hall","Disabled Pkg Wilkinson S","Gate at 116 Kingsland Rd N, BEXLEY NORTH Driveway for disabled at Wilkinson Rd, BEXLEY NORTH Gate at Benjamin Street, BEXLEY NORTH","-33.9407000","151.1210000","1362205","Assisted","1378","75","3","1"
"2","NSW","Barton","104","2","Bexley South","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Barton","104","2","Bexley West","Current","Bexley West Uniting Church Hall","80A St Georges Rd"," ","","BEXLEY","NSW","2207","2650","","","Doors at 80A St Georges Rd, BEXLEY","-33.9522000","151.1140000","1362009","Full","2341","206","4","2"
"2","NSW","Barton","104","2","Brighton North","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Barton","104","2","Brighton-Le-Sands","Current","Brighton-Le-Sands Public School","35 Crawford Rd"," ","","BRIGHTON-LE-SANDS","NSW","2216","38","","","School gate in Crawford Street","-33.9627000","151.1480000","1362901","Full","3160","327","6","3"
"2","NSW","Barton","104","2","Carlton","Current","Carlton Public School","60 Cameron St","","","BEXLEY","NSW","2207","2653","","","Cameron Street gate","-33.9624000","151.1240000","1361911","Assisted","3077","216","6","2"
"2","NSW","Barton","104","2","Carlton South (Barton)","Current","Carlton South Public School","Jubilee Avenue"," ","","CARLTON","NSW","2218","47","","Jubilee Ave & Ecole St","School gate in Jubilee Avenue, Carlton School gate in Ecole Street, Carlton","-33.9727000","151.1280000","1361703","Assisted","2996","272","5","3"
"2","NSW","Barton","104","2","Carss Park","Current","Blakehurst Public School","Dewrang St"," ","","CARSS PARK","NSW","2221","40","","","Gates in Dewrang Street and bridge over Princes Highway","-33.9834000","151.1160000","1361613","Assisted","672","135","2","2"
"2","NSW","Barton","104","2","Clemton Park (Barton)","Current","Clemton Park Public School","185 Bexley Rd"," ","","EARLWOOD","NSW","2206","2656","","Miller St, Kingsgrove","Main Gate on Miller Street, Kingsgrove Front Gate at 185 Bexley Road, Earlwood","-33.9295100","151.1089700","1351607","Assisted","2199","132","4","2"
"2","NSW","Barton","104","2","Earlwood","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Barton","104","2","Earlwood Central","Current","Our Lady of Lourdes Catholic School Hall","St James Ave","","","EARLWOOD","NSW","2206","2660","New School Hall","Lower Gate","gate at St James Avenue. EARLWOOD NSW 2206","-33.9281000","151.1270000","1351801","None","1386","117","3","1"
"2","NSW","Barton","104","2","Earlwood South","Current","Earlwood Public School","396 Homer St"," ","","EARLWOOD","NSW","2206","2661","","","Gate on 396 Homer Street, EARLWOOD Gate on Richard Avenue, EARLWOOD","-33.9283000","151.1240000","1351704","Assisted","3002","231","6","2"
"2","NSW","Barton","104","2","Kingsgrove","Current","St Thomas'/Sth W Chinese Christian Church Hall","4 Morgan St"," ","","KINGSGROVE","NSW","2208","2666","","","Gate 4 Morgan Street, Kingsgrove","-33.9401000","151.1030000","1360611","Assisted","1043","119","2","1"
"2","NSW","Barton","104","2","Kingsgrove North","Current","Kingsgrove North High School","2 St Albans Rd"," ","","KINGSGROVE","NSW","2208","2657","","","School Gate at 2 St Albans Road School Gate at Richland Road, Kingsgrove","-33.9338500","151.0962100","1351601","Assisted","829","117","2","1"
"2","NSW","Barton","104","2","Kingsgrove South","Current","Kingsgrove High School","Kingsgrove Rd","","","KINGSGROVE","NSW","2208","2667","","","School Gate on Kingsgrove Rd, Kingsgrove School Gate on Rayment Ave, Kingsgrove","-33.9494000","151.1020000","1360603","Assisted","1233","261","3","3"
"2","NSW","Barton","104","2","Kogarah","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Barton","104","2","Kogarah Bay","Current","Congregational Church Hall","cnr Wyee & Souter Sts"," ","","KOGARAH BAY","NSW","2217","49","","","gate Wyee Street","-33.9839000","151.1230000","1361605","None","1089","74","2","1"
"2","NSW","Barton","104","2","Kogarah Central","Current","Kogarah High School","Gladstone St"," ","","KOGARAH","NSW","2217","50","","","Gate at Gladstone Street, KOGARAH","-33.9616000","151.1360000","1361802","Assisted","1973","364","4","4"
"2","NSW","Barton","104","2","Kogarah East","Current","St George School","2A Marshall Street"," ","","KOGARAH","NSW","2217","54","","","Gate in Marshall st","-33.9687000","151.1370000","1362805","Full","851","109","2","1"
"2","NSW","Barton","104","2","Kogarah North","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Barton","104","2","Kogarah West","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Barton","104","2","Kyeemagh","Current","Kyeemagh Public School","Beehag St"," ","","KYEEMAGH","NSW","2216","51","","","Beehag Street","-33.9497000","151.1610000","1362603","None","1245","151","3","2"
"2","NSW","Barton","104","2","Mccallums Hill (Barton)","Current","McCallums Hill Public School","McCallum St"," ","","ROSELANDS","NSW","2196","56570","","","McCallum St gate and pedestrian path Remly St gate","-33.9352000","151.0850000","1350405","Assisted","676","3","2","0"
"2","NSW","Barton","104","2","Monterey","Current","St George Archers Hall","cnr Burlington St & Chuter Ave"," ","","MONTEREY","NSW","2217","52","","","Across grass on to ramp to doorway.","-33.9730000","151.1450000","1363008","None","1693","91","3","1"
"2","NSW","Barton","104","2","North Bexley North","Current","Kingsgrove/Bexley North Community Centre","54A Shaw Street","","","BEXLEY NORTH","NSW","2207","2662","","","Gate entrance","-33.9383000","151.1090000","1362101","Assisted","1608","98","3","1"
"2","NSW","Barton","104","2","North Earlwood","Current","Church of Christ Hall, Earlwood","6 Burlington Ave"," ","","EARLWOOD","NSW","2206","2672","","","entrance of 6 Burlington Ave, Earlwood","-33.9182000","151.1230000","1351209","None","1815","82","4","1"
"2","NSW","Barton","104","2","Ramsgate","Current","Sans Souci Literary Institute","107 Ramsgate Rd"," ","","RAMSGATE","NSW","2217","69","","","door on Ramsgate Road, Ramsgate","-33.9847000","151.1380000","1363109","Assisted","2072","157","4","2"
"2","NSW","Barton","104","2","Ramsgate Beach","Current","Ramsgate Public School","Chuter Ave"," ","","RAMSGATE","NSW","2217","61","School hall","","Gate at Chuter Ave, Ramsgate Beach Gate at Hawthorne St used by Growers Mkt closed at 2pm (if raining not open)","-33.9820000","151.1440000","1363103","None","2287","260","4","3"
"2","NSW","Barton","104","2","Rockdale","Current","Rockdale Public School","Lord St"," ","","ROCKDALE","NSW","2216","62","","","School Gate at Lord Street, Rockdale","-33.9527000","151.1420000","1362406","Assisted","1232","148","3","2"
"2","NSW","Barton","104","2","Rockdale Central","Current","Rockdale Uniting Church Hall","11 Bay St"," ","","ROCKDALE","NSW","2216","63","","","Bay Street Gate","-33.9537000","151.1390000","1362806","None","2039","277","5","3"
"2","NSW","Barton","104","2","Rockdale Park","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Barton","104","2","Rockdale West","Current","St Joseph's Parish Centre","Parker Street"," ","","ROCKDALE","NSW","2216","2671","","Walz St & Parker St","school gates in Parker St and Walz St","-33.9504000","151.1360000","1362407","None","1423","126","3","2"
"2","NSW","Barton","104","2","Sandringham","Current","Sans Souci Community Pre-school","95 Clareville Ave","","","SANDRINGHAM","NSW","2219","41","","","95 Clareville Avenue, Sandringham","-33.9991000","151.1390000","1363206","Assisted","2244","125","4","2"
"2","NSW","Barton","104","2","Sans Souci","Current","Sans Souci Public School","413 Rocky Point Rd"," ","","SANS SOUCI","NSW","2219","68","New School Hall","Disabled Rocky Pt Rd","Disabled Access Gate via Rocky Point Rd, Sans Souci Gate in Endeavour St, Sans Souci Gate in The Boulevarde, Sans Souci","-33.9951000","151.1300000","1361610","Assisted","2286","232","4","2"
"2","NSW","Barton","104","2","Sans Souci North","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Barton","104","2","Sydney (Barton)","Current","Sydney Town Hall","George St"," ","","SYDNEY","NSW","2000","14014","","Sydney Town Hall Square","via Town Hall Square","-33.8730501","151.2064528","1400114","Assisted","186","0","0","0"
"2","NSW","Barton","104","2","Turrella","Current","Cairnsfoot Special School","22 Loftus Street"," ","","TURRELLA","NSW","2205","2641","","","School Gate at 22 Loftus Street, Turrella","-33.9319000","151.1450000","1362511","None","1287","96","3","1"
"2","NSW","Barton","104","2","Undercliffe","Current","Undercliffe Public School","143 Bayview Ave"," ","","EARLWOOD","NSW","2206","2673","","","Gate at 143 Bayvew Avenue, EARLWOOD Gate in Homer Street, EARLWOOD","-33.9244000","151.1390000","1351803","Assisted","1874","135","4","2"
"2","NSW","Bennelong","105","3","Boronia Park (Bennelong)","Current","Boronia Park Public School","Pittwater Rd"," ","","HUNTERS HILL","NSW","2110","33930","","","Pittwater Rd - gate Earl St - Footpath/Driveway","-33.8211705","151.1355456","1381510","Assisted","872","0","2","0"
"2","NSW","Bennelong","105","3","Carlingford (Bennelong)","Current","Carlingford Public School","Rickard St"," ","","CARLINGFORD","NSW","2118","634","","","Rickard St - 2 driveways and 5 gates","-33.7800229","151.0553219","1330910","None","1138","119","2","1"
"2","NSW","Bennelong","105","3","Denistone","Current","Eastwood Baptist Hall","3 First Ave"," ","","EASTWOOD","NSW","2122","638","","","Hall entry Main gate - Rutledge St","-33.7924400","151.0835300","1380601","Assisted","1180","81","2","1"
"2","NSW","Bennelong","105","3","Denistone East","Current","Denistone East Public School","Lovell Rd","","","DENISTONE EAST","NSW","2112","639","","","Lovell Rd - 3 gates Brabyn St - 2 gates","-33.7935000","151.0970000","1380205","Assisted","3163","107","6","1"
"2","NSW","Bennelong","105","3","Denistone North","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Denistone West","Current","Marsden High School","Winbourne St"," ","","WEST RYDE","NSW","2114","647","","","Winbourne St - 1 driveway & 1 gate","-33.8036000","151.0700000","1380311","Assisted","1349","81","3","1"
"2","NSW","Bennelong","105","3","Eastview","Current","Australian Air League Building","Santa Rosa Park","64 Bridge Rd","","RYDE","NSW","2112","79","Building in Santa Rosa Park","","Main Entry Bridge Rd","-33.7943477","151.1093080","1380704","None","1285","45","3","1"
"2","NSW","Bennelong","105","3","Eastwood","Current","Eastwood Public School","Rowe St"," ","","EASTWOOD","NSW","2122","642","","","Rowe St - 2 gates Rutledge St - 2 driveway & 1 gate Cnr Rowe & Shaftsbury - 1 driveway","-33.7928000","151.0780000","1380404","Assisted","2963","313","5","3"
"2","NSW","Bennelong","105","3","Eastwood Heights","Current","Eastwood Heights Public School","Lincoln St"," ","","EASTWOOD","NSW","2122","80","","","Lincoln St - 1 gate Bellamy Ave - 1 gate","-33.7817000","151.0960000","1380106","Assisted","1538","61","3","1"
"2","NSW","Bennelong","105","3","Eastwood West","Current","Corrective Services Academy","66 Terry Rd"," ","","EASTWOOD","NSW","2122","643","Conference Room","Lawson St","Lawson St - main gate","-33.7906000","151.0670000","1380302","Assisted","1247","137","3","2"
"2","NSW","Bennelong","105","3","Epping","Current","Epping Church of Christ","31 Bridge St"," ","","EPPING","NSW","2121","644","","","Bridge St - Main Hall entry","-33.7745000","151.0790000","1331007","Assisted","1651","189","3","2"
"2","NSW","Bennelong","105","3","Epping East","Current","Epping Public School","Norfolk Rd","","","EPPING","NSW","2121","81","","","Norfolk Rd - 2 gates","-33.7684080","151.0871472","1251212","Assisted","1933","158","4","2"
"2","NSW","Bennelong","105","3","Epping Heights","Current","Epping Heights Public School","128 Kent St"," ","","EPPING","NSW","2121","645","","","Kent St - 1 gate & car park entrance","-33.7628400","151.0737700","1251111","Assisted","1332","89","3","1"
"2","NSW","Bennelong","105","3","Epping North","Current","Epping North Public School","Boundary Rd"," ","","NORTH EPPING","NSW","2121","82","","","Boundary Rd - 2 gates & 1 carpark","-33.7576000","151.0960000","1251315","Assisted","1788","66","3","1"
"2","NSW","Bennelong","105","3","Epping West","Current","Epping West Public School","96 Carlingford Rd"," ","","EPPING","NSW","2121","11927","","","Carlingford Rd - 1 gate, walkway & d/way Ward St - 2 gates","-33.7728471","151.0684506","1251107","Assisted","2115","178","4","2"
"2","NSW","Bennelong","105","3","Ermington","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Ermington Central","Current","Rydalmere East Public School","Spurway St"," ","","ERMINGTON","NSW","2115","2252","","","Mailing Ave - 1 gate & 1 car park gate","-33.8165270","151.0572843","1331106","Assisted","1480","145","3","2"
"2","NSW","Bennelong","105","3","Ermington West (Bennelong)","Current","Ermington West Public School","Vignes St"," ","","ERMINGTON","NSW","2115","2253","","","Gate 1: Vignes St","-33.8061000","151.0580000","1331207","Assisted","2144","137","4","2"
"2","NSW","Bennelong","105","3","Gladesville (Bennelong)","Current","Gladesville Public School","Victoria Rd"," ","","GLADESVILLE","NSW","2111","84","","","","-33.8323301","151.1259218","1381310","Assisted","2377","245","4","3"
"2","NSW","Bennelong","105","3","Gladesville Central","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Gladesville North","Current","Gladesville Scout Hall","cnr Ryde & Westminster Rds","","","GLADESVILLE","NSW","2111","87","","","Ryde Road - main entrance","-33.8228000","151.1280000","1381403","None","1794","190","3","2"
"2","NSW","Bennelong","105","3","Gladesville West","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Kent Road","Current","Kent Road Public School","cnr Herring & Kent Rds","","","MARSFIELD","NSW","2122","92","","","Kent Rd - 1 gate & 1 car park gate Herring Rd - 4 gates","-33.7864000","151.1090000","1380806","Assisted","2239","151","4","2"
"2","NSW","Bennelong","105","3","Kittys Creek","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Macquarie Park","Current","Morling College","120 Herring Rd","","","MACQUARIE PARK","NSW","2113","98","Dining Hall","","Herring rd - carpark entrance and path","-33.7797606","151.1149218","1380101","Assisted","1358","246","3","3"
"2","NSW","Bennelong","105","3","Marsfield","Current","Marsfield Scout Hall","72 Agincourt Rd","","","MARSFIELD","NSW","2122","99","","","","-33.7826250","151.1031960","1380809","None","1626","88","3","1"
"2","NSW","Bennelong","105","3","Marsfield North","Current","Epping Boys High School","213 Vimiera Rd"," ","","MARSFIELD","NSW","2122","75","","","Vimiera Rd - 1 driveway","-33.7703911","151.0996223","1380107","Assisted","2282","184","4","2"
"2","NSW","Bennelong","105","3","Meadowbank","Current","Meadowbank TAFE College","See St","","","MEADOWBANK","NSW","2114","650","Cafeteria","","2 Entrances - See Street 1 Entrance - Rhodes Street Polling - Building P. Take lift to Cante en","-33.8148423","151.0924377","1380509","Assisted","1206","125","3","2"
"2","NSW","Bennelong","105","3","Melrose Park","Current","Melrose Park Public School","110 Wharf Rd","","","MELROSE PARK","NSW","2114","33928","","","Wharf Rd - 1 gate Mary St - pathway","-33.8151000","151.0730000","1331104","Assisted","1556","87","3","1"
"2","NSW","Bennelong","105","3","Middle Ryde","Current","Ryde Secondary College","5 Malvina St","","","RYDE","NSW","2112","33877","","Forrest Rd","Forrest Rd - gate","-33.8133913","151.1200494","1381107","Assisted","616","26","2","0"
"2","NSW","Bennelong","105","3","Parkes Street","Current","Ryde TAFE School of Horticulture","Parkes St"," ","","WEST RYDE","NSW","2114","8869","","","Entrance by foot or car to Banksia Build ing see college map","-33.8085000","151.1000000","1380711","Assisted","1541","77","3","1"
"2","NSW","Bennelong","105","3","Putney","Current","Putney Public School","193 Morrison Rd"," ","","PUTNEY","NSW","2112","102","","","Morrison Rd - 4 entrances Parry St - 1 gate","-33.8249000","151.1110000","1381302","None","3328","191","6","2"
"2","NSW","Bennelong","105","3","Roselea","Current","Roselea Public School","449 North Rocks Rd"," ","","CARLINGFORD","NSW","2118","33926","","","North Rocks Rd - 2 driveways & 2 gates","-33.7654000","151.0530000","1251008","Assisted","1977","201","4","2"
"2","NSW","Bennelong","105","3","Ryde","Current","Ryde Masonic Hall","142 Blaxland Rd","","","RYDE","NSW","2112","654","","","Blaxland Rd - 1 street entrance","-33.8128000","151.1050000","1381204","None","1594","147","3","2"
"2","NSW","Bennelong","105","3","Ryde Central","Abolition","","","","","","","","0","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Ryde East","Current","Ryde East Public School","12 Twin Rd","","","NORTH RYDE","NSW","2113","105","","","Twin Rd - Driveway & gate Badajoz Rd - Driveway and gate","-33.8063669","151.1268905","1381106","Assisted","3053","107","6","1"
"2","NSW","Bennelong","105","3","Ryde Heights","Current","Meadowbank Public School","Thistle St"," ","","RYDE","NSW","2112","655","","","Thistle Street - main gate Gale St - level entry gate","-33.8178000","151.0980000","1381207","None","1523","128","3","2"
"2","NSW","Bennelong","105","3","Ryde North","Current","North Ryde Public School","Coxs Rd"," ","","NORTH RYDE","NSW","2113","106","","","Coxs Rd - gate Lane Cove Rd - gate","-33.7939000","151.1200000","1381112","Assisted","2961","215","5","2"
"2","NSW","Bennelong","105","3","Ryde South","Current","Evangel Bible Church","17 Douglas St"," ","","PUTNEY","NSW","2112","657","","","Main entry rear of chruch","-33.8240000","151.1060000","1381206","None","777","32","2","1"
